row_count,research_row_count,instrument_count,research_instrument_count,first_date,last_date,required_fields_ok_ratio,feature_eligible_ratio,price_adjustment_mode
439140,357890,539,466,2017-07-04,2026-04-30,1.0,1.0,provider_ohlc_already_adjusted
