filter_family,filter_variant,filter_action,launch_stratum_scope,stratum_family,stratum_variant,filter_event_count,filter_eligible_launch_count,filtered_launch_count,distinct_launch_episode_count,distinct_instrument_count,distinct_year_count,filter_conversion_rate,median_filter_delay_days,eligible_nonwinner_count,eligible_failure_count,eligible_pending_winner_count,eligible_pending_big_winner_count,filtered_nonwinner_count,filtered_failure_count,filtered_pending_winner_count,filtered_pending_big_winner_count,nonwinner_reject_recall,failure_reject_recall,reject_precision_nonwinner,reject_precision_failure,same_launch_stratum_nonwinner_prevalence,same_launch_stratum_failure_prevalence,reject_precision_nonwinner_lift_vs_scope_prevalence,reject_precision_failure_lift_vs_scope_prevalence,winner_false_reject_rate_among_pending_winners,big_winner_false_reject_rate_among_pending_winners,winner_coverage_loss_pending,winner_coverage_loss_total,median_drawdown_avoided_on_rejected_nonwinners,mean_drawdown_avoided_on_rejected_nonwinners,median_drawdown_avoided_vs_matched_delay,mean_drawdown_avoided_vs_matched_delay,filter_before_12pct_drawdown_rate,filter_before_20pct_drawdown_rate,matched_delay_reject_precision_nonwinner,matched_delay_winner_false_reject_rate,matched_delay_drawdown_avoided,instrument_year_filter_effect_lift,positive_unique_instrument_year_count,top1_instrument_contribution,top5_instrument_contribution,filter_observable_delay_days,filter_after_target_achieved_count,observability_leak_check_passed,rejection_reason,p1_failure_filter_candidate
no_followthrough_filter,no_followthrough_10d,no_new_entry,high_vol_destructive_warning:destructive_high_vol_upper_shadow,high_vol_destructive_warning,destructive_high_vol_upper_shadow,221,595,221,221,144,7,0.37142857142857144,10.0,454,258,138,143,189,128,32,40,0.41629955947136565,0.49612403100775193,0.8552036199095022,0.579185520361991,0.7630252100840336,0.4336134453781513,1.1208065062690613,1.3357185450208706,0.2318840579710145,0.27972027972027974,0.2318840579710145,0.22695035460992907,0.1311816070023627,0.13772094589755265,-0.017736658361649615,-0.020982319626860257,0.6598639455782312,0.8857142857142857,0.7556561085972853,1.0,0.14891826536401231,1.266589605274424,122,0.02262443438914027,0.08597285067873303,1.0,0,True,big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
break_median20_or_ema20_filter,break_median20_after_launch_5d,no_new_entry,post_20_30_or_late_continuation_context:post_20_relative_strength_context,post_20_30_or_late_continuation_context,post_20_relative_strength_context,265,1470,265,265,165,7,0.18027210884353742,3.0,1229,638,239,247,225,153,40,45,0.18307567127746135,0.23981191222570533,0.8490566037735849,0.5773584905660377,0.8360544217687075,0.4340136054421769,1.0155518368976157,1.330277399893535,0.16736401673640167,0.18218623481781376,0.16736401673640167,0.16597510373443983,0.10623009814313833,0.12580501193816512,-0.016434925157916752,-0.010901800850738497,0.9444444444444444,1.0,0.8400000000000001,1.0,0.12266502330105508,1.1108539619873088,146,0.018867924528301886,0.06415094339622641,1.0,0,True,nonwinner_reject_recall_too_low;nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low,False
gap_fade_filter,gap_fade_after_launch_5d,reduce_risk,repair_quality_watchlist:repair_higher_low_reclaim,repair_quality_watchlist,repair_higher_low_reclaim,34,2946,34,34,32,7,0.011541072640868975,2.0,2665,847,280,293,31,13,3,2,0.011632270168855536,0.015348288075560802,0.9117647058823529,0.38235294117647056,0.9046164290563475,0.28750848608282414,1.007901997572012,1.329884019723592,0.010714285714285714,0.006825938566552901,0.010714285714285714,0.010676156583629894,0.12437810709221475,0.13421678240975285,0.045425212677024845,0.0389467256705814,1.0,1.0,0.9073529411764703,1.0,0.0789528944151899,0.7495174235497307,13,0.08823529411764706,0.20588235294117646,1.0,0,True,insufficient_failure_filter_event_count;insufficient_distinct_instrument_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low;positive_unique_instrument_year_count_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,post_20_30_or_late_continuation_context:late_acceleration_context,post_20_30_or_late_continuation_context,late_acceleration_context,58,602,58,58,50,7,0.09634551495016612,3.0,480,297,121,132,47,38,11,13,0.09791666666666667,0.12794612794612795,0.8103448275862069,0.6551724137931034,0.7973421926910299,0.49335548172757476,1.0163074712643678,1.3279925693718797,0.09090909090909091,0.09848484848484848,0.09090909090909091,0.09016393442622951,0.16678191192677683,0.16486050995925564,0.00708638867143907,-0.0020229453717564294,0.8367346938775511,1.0,0.8077586206896552,1.0,0.15969552325533776,1.189665071770335,37,0.05172413793103448,0.20689655172413793,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low,False
no_followthrough_filter,no_followthrough_10d,no_new_entry,post_20_30_or_late_continuation_context:post_20_relative_strength_context,post_20_30_or_late_continuation_context,post_20_relative_strength_context,667,1470,667,667,229,8,0.45374149659863944,10.0,1229,638,232,241,599,384,68,76,0.4873881204231082,0.6018808777429467,0.8980509745127436,0.5757121439280359,0.8360544217687075,0.4340136054421769,1.0741537286686194,1.3264840933765092,0.29310344827586204,0.3153526970954357,0.29310344827586204,0.2821576763485477,0.10291646981480951,0.11877161287582476,-0.018219705776853473,-0.01549951033813425,0.7377450980392157,0.9530201342281879,0.8356821589205395,1.0,0.12113617559166298,1.197098569979926,345,0.014992503748125937,0.06296851574212893,1.0,0,True,winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
rank_evaporation_filter,rank_evaporation_5d,no_new_entry,high_vol_destructive_warning:high_vol_break_median_warning,high_vol_destructive_warning,high_vol_break_median_warning,85,325,85,85,71,7,0.26153846153846155,3.0,248,127,77,79,68,44,17,18,0.27419354838709675,0.3464566929133858,0.8,0.5176470588235295,0.7630769230769231,0.39076923076923076,1.0483870967741935,1.3246873552570637,0.22077922077922077,0.22784810126582278,0.22077922077922077,0.22077922077922077,0.15323010866475467,0.1533842439788703,-0.00496472571435258,-0.007760083254128525,0.8909090909090909,1.0,0.7552941176470588,1.0,0.15819483437910725,1.2338593974175036,43,0.03529411764705882,0.16470588235294117,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
break_launch_low_filter,break_launch_low_5d,remove_from_watchlist,high_vol_destructive_warning:high_vol_break_median_warning,high_vol_destructive_warning,high_vol_break_median_warning,155,325,155,155,114,7,0.47692307692307695,1.0,248,127,77,79,127,80,28,30,0.5120967741935484,0.6299212598425197,0.8193548387096774,0.5161290322580645,0.7630769230769231,0.39076923076923076,1.0737513007284079,1.3208026416052832,0.36363636363636365,0.379746835443038,0.36363636363636365,0.36363636363636365,0.15735478574763417,0.1589119820240061,0.00690243217552497,-4.003868602270311e-05,0.9191919191919192,0.9824561403508771,0.7616129032258065,1.0,0.1504523535721092,1.2392156862745096,79,0.03225806451612903,0.10967741935483871,1.0,0,True,insufficient_failure_filter_event_count;winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high,False
break_launch_low_filter,break_launch_low_3d,remove_from_watchlist,sparse_strong_day_lifecycle_node:first_near_limit_upper_close,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,78,720,78,78,67,7,0.10833333333333334,2.0,584,316,136,132,66,45,12,16,0.11301369863013698,0.14240506329113925,0.8461538461538461,0.5769230769230769,0.8111111111111111,0.4388888888888889,1.0432033719704952,1.314508276533593,0.08823529411764706,0.12121212121212122,0.08823529411764706,0.08823529411764706,0.11955617049326928,0.15086918133940375,-0.018176992881751036,-0.0005034888042513841,0.8947368421052632,1.0,0.7807692307692309,1.0,0.1377331633750203,1.204866562009419,45,0.038461538461538464,0.14102564102564102,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;drawdown_avoided_vs_matched_delay_too_low,False
gap_fade_filter,gap_fade_break_prior_close_5d,reduce_risk,money_price_keep_context:money_price_upper_keep,money_price_keep_context,money_price_upper_keep,21,3180,21,21,19,6,0.006603773584905661,2.0,2802,1041,378,400,17,9,4,4,0.006067094932191292,0.008645533141210375,0.8095238095238095,0.42857142857142855,0.8811320754716981,0.3273584905660377,0.9187315183032527,1.3091807328118568,0.010582010582010581,0.01,0.010582010582010581,0.010582010582010581,0.1587837914030772,0.14730977148076252,0.07042717311594796,0.03838289513732365,1.0,1.0,0.8880952380952382,1.0,0.08835661828712923,0.7909753136382032,9,0.09523809523809523,0.3333333333333333,1.0,0,True,insufficient_failure_filter_event_count;insufficient_distinct_instrument_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low;positive_unique_instrument_year_count_too_low,False
industry_breadth_evaporation_filter,industry_breadth_evaporation_5d,hold_review_only,high_vol_quality_permit:expansion_high_vol_upper_close,high_vol_quality_permit,expansion_high_vol_upper_close,192,420,192,192,123,7,0.45714285714285713,2.0,322,194,98,108,156,116,36,46,0.484472049689441,0.5979381443298969,0.8125,0.6041666666666666,0.7666666666666667,0.46190476190476193,1.059782608695652,1.3079896907216493,0.3673469387755102,0.42592592592592593,0.3673469387755102,0.3673469387755102,0.1447078259185281,0.16395212250127011,-0.003843208179912627,0.0028789234590265167,0.9694656488549618,1.0,0.7653645833333333,1.0,0.14855103409844073,1.2228571428571429,107,0.020833333333333332,0.08854166666666667,1.0,0,True,insufficient_failure_filter_event_count;winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
break_launch_low_filter,break_launch_low_3d,remove_from_watchlist,money_price_keep_context:money_expansion_no_distribution,money_price_keep_context,money_expansion_no_distribution,721,3271,721,721,231,7,0.22042188933048,2.0,2869,1051,402,424,641,303,80,91,0.22342279539909377,0.2882968601332065,0.8890429958391124,0.420249653259362,0.8771018037297462,0.32130846835830024,1.0136143741337529,1.307932079744408,0.19900497512437812,0.21462264150943397,0.19900497512437812,0.19900497512437812,0.09100525651165303,0.10815203594883374,-0.004435792021231566,-0.002279802286390062,0.978978978978979,1.0,0.8747572815533982,1.0,0.0954410485328846,0.8754037267080746,270,0.015256588072122053,0.0638002773925104,1.0,0,True,nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low;instrument_year_filter_effect_lift_too_low,False
rank_evaporation_filter,rank_evaporation_10d,no_new_entry,high_vol_destructive_warning:high_vol_break_median_warning,high_vol_destructive_warning,high_vol_break_median_warning,143,325,143,143,108,7,0.44,4.0,248,127,77,79,118,73,25,26,0.47580645161290325,0.5748031496062992,0.8251748251748252,0.5104895104895105,0.7630769230769231,0.39076923076923076,1.0813782991202345,1.3063707945597711,0.3246753246753247,0.3291139240506329,0.3246753246753247,0.3246753246753247,0.1419840824057903,0.15461475472336628,-0.01333674912121327,-0.006036833820634857,0.9213483146067416,1.0,0.7653846153846153,1.0,0.15532083152700357,1.245674740484429,72,0.027972027972027972,0.11188811188811189,1.0,0,True,insufficient_failure_filter_event_count;winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,high_vol_quality_permit:expansion_high_vol_upper_close,high_vol_quality_permit,expansion_high_vol_upper_close,158,420,158,158,109,7,0.3761904761904762,2.0,322,194,98,108,130,95,28,32,0.40372670807453415,0.4896907216494845,0.8227848101265823,0.6012658227848101,0.7666666666666667,0.46190476190476193,1.0731975784259769,1.301709513245465,0.2857142857142857,0.2962962962962963,0.2857142857142857,0.2857142857142857,0.14756841924904912,0.16137560351163213,-0.002724864692152801,-0.00244541041939203,0.954954954954955,1.0,0.7689873417721519,1.0,0.15029328394120192,1.2,87,0.02531645569620253,0.11392405063291139,1.0,0,True,insufficient_failure_filter_event_count;winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
gap_fade_filter,gap_fade_after_launch_5d,reduce_risk,sparse_strong_day_lifecycle_node:first_near_limit_upper_close,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,72,720,72,72,61,6,0.1,1.0,584,316,133,132,59,41,13,13,0.10102739726027397,0.12974683544303797,0.8194444444444444,0.5694444444444444,0.8111111111111111,0.4388888888888889,1.0102739726027397,1.2974683544303798,0.09774436090225563,0.09848484848484848,0.09774436090225563,0.09558823529411764,0.14001585663778582,0.1600976606598175,0.006477695063263844,0.012021416291230491,1.0,1.0,0.798611111111111,1.0,0.13353816157452197,1.193391642371234,40,0.041666666666666664,0.16666666666666666,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low,False
break_median20_or_ema20_filter,break_ema20_after_launch_5d,no_new_entry,sparse_strong_day_lifecycle_node:first_near_limit_upper_close,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,137,720,137,137,96,7,0.19027777777777777,3.0,584,316,133,132,121,78,16,18,0.2071917808219178,0.2468354430379747,0.8832116788321168,0.5693430656934306,0.8111111111111111,0.4388888888888889,1.0888911108889112,1.2972373648711077,0.12030075187969924,0.13636363636363635,0.12030075187969924,0.11764705882352941,0.12743762191245223,0.14888228765371161,-0.005389180446513542,0.0015962652424089951,0.8888888888888888,1.0,0.8153284671532847,1.0,0.13282680235896577,1.227553616866594,77,0.029197080291970802,0.11678832116788321,1.0,0,True,insufficient_failure_filter_event_count;drawdown_avoided_vs_matched_delay_too_low,False
break_median20_or_ema20_filter,break_ema20_after_launch_5d,no_new_entry,repair_quality_watchlist:repair_reclaim_ema20_quality,repair_quality_watchlist,repair_reclaim_ema20_quality,280,714,280,280,157,8,0.39215686274509803,2.0,601,303,113,123,245,154,35,41,0.40765391014975044,0.5082508250825083,0.875,0.55,0.8417366946778712,0.42436974789915966,1.0395174708818635,1.296039603960396,0.30973451327433627,0.3333333333333333,0.30973451327433627,0.30973451327433627,0.12472165030085136,0.14098027380464154,-0.001454215213945953,-0.002546108578312639,0.9942857142857143,1.0,0.8426785714285714,1.0,0.12617586551479731,1.1949434024621997,138,0.017857142857142856,0.07857142857142857,1.0,0,True,nonwinner_precision_lift_too_low;winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
destructive_high_vol_filter,destructive_high_vol_5d,remove_from_watchlist,relative_strength_persistence:relative_strength_10d_persistence,relative_strength_persistence,relative_strength_10d_persistence,95,2144,95,95,77,7,0.044309701492537316,3.0,1849,784,295,303,75,45,20,19,0.04056246619794483,0.05739795918367347,0.7894736842105263,0.47368421052631576,0.8624067164179104,0.3656716417910448,0.9154308160883551,1.2953813104189043,0.06779661016949153,0.0627062706270627,0.06779661016949153,0.06779661016949153,0.12426618635822118,0.13249106079628148,0.01950719077722851,0.011291179449334526,0.8591549295774648,1.0,0.8494736842105264,1.0,0.10475899558099266,0.966145001596934,45,0.031578947368421054,0.11578947368421053,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low,False
no_followthrough_filter,no_followthrough_10d,no_new_entry,rank_jump_persistence_watchlist:rank_jump_5d_persist_3d,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,902,1829,902,902,250,8,0.4931656642974303,10.0,1557,705,266,275,812,450,90,95,0.5215157353885678,0.6382978723404256,0.9002217294900222,0.49889135254988914,0.8512848551120831,0.38545653362493165,1.0574858980329163,1.294286927395386,0.3383458646616541,0.34545454545454546,0.3383458646616541,0.33088235294117646,0.0971873908396208,0.11361720614749966,-0.016332665034969218,-0.014814182109539345,0.7364185110663984,0.9104477611940298,0.8518847006651885,1.0,0.11352005587459002,1.129518182149761,392,0.011086474501108648,0.050997782705099776,1.0,0,True,winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
rank_evaporation_filter,rank_evaporation_5d,no_new_entry,high_vol_destructive_warning:destructive_high_vol_upper_shadow,high_vol_destructive_warning,destructive_high_vol_upper_shadow,91,595,91,91,81,7,0.15294117647058825,3.0,454,258,141,145,72,51,19,21,0.15859030837004406,0.19767441860465115,0.7912087912087912,0.5604395604395604,0.7630252100840336,0.4336134453781513,1.0369366316502882,1.2924865831842576,0.1347517730496454,0.14482758620689656,0.1347517730496454,0.1347517730496454,0.1453984143250276,0.14863212683992905,-0.004546197880478747,-0.013156233450174137,0.9322033898305084,1.0,0.7543956043956045,1.0,0.14994461220550634,1.1898336686129238,50,0.02197802197802198,0.10989010989010989,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;drawdown_avoided_vs_matched_delay_too_low,False
break_launch_low_filter,break_launch_low_3d,remove_from_watchlist,prelaunch_path_quality:range_tightening_then_expand,prelaunch_path_quality,range_tightening_then_expand,246,1363,246,246,151,7,0.18048422597212033,2.0,1209,506,154,155,224,118,22,26,0.18527708850289495,0.233201581027668,0.9105691056910569,0.4796747967479675,0.8870139398385913,0.37123991195891415,1.0265555757294544,1.2920884347183392,0.14285714285714285,0.16774193548387098,0.14285714285714285,0.14285714285714285,0.09314908931092036,0.1157323456959041,-0.011088650130082867,-0.004518166872461926,1.0,1.0,0.883739837398374,1.0,0.10423773944100323,1.0598875159961716,112,0.02032520325203252,0.08536585365853659,1.0,0,True,nonwinner_reject_recall_too_low;nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low,False
break_median20_or_ema20_filter,break_ema20_after_launch_5d,no_new_entry,high_vol_quality_permit:high_vol_controlled_drawdown,high_vol_quality_permit,high_vol_controlled_drawdown,203,658,203,203,142,7,0.30851063829787234,3.0,513,304,145,149,172,121,31,32,0.33528265107212474,0.3980263157894737,0.8472906403940886,0.5960591133004927,0.7796352583586627,0.46200607902735563,1.086778248302749,1.2901542649727769,0.21379310344827587,0.21476510067114093,0.21379310344827587,0.21379310344827587,0.11146159308922149,0.12891628051424886,-0.03554355435459303,-0.02705670004365951,0.9027777777777778,0.9861111111111112,0.7807881773399016,1.0,0.14700514744381452,1.1900584795321638,111,0.019704433497536946,0.09359605911330049,1.0,0,True,big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
gap_fade_filter,gap_fade_after_launch_5d,reduce_risk,money_price_keep_context:money_expansion_no_distribution,money_price_keep_context,money_expansion_no_distribution,70,3271,70,70,63,7,0.021400183430143688,2.0,2869,1051,402,424,53,29,17,18,0.018473335657023353,0.02759276879162702,0.7571428571428571,0.4142857142857143,0.8771018037297462,0.32130846835830024,0.8632325847731913,1.2893706673916,0.04228855721393035,0.04245283018867924,0.04228855721393035,0.04228855721393035,0.14361906505766364,0.14812846615445163,0.0456669464115711,0.036028615275817286,1.0,1.0,0.8914285714285712,1.0,0.09795211864609255,0.7565217391304349,28,0.02857142857142857,0.14285714285714285,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;instrument_year_filter_effect_lift_too_low,False
break_median20_or_ema20_filter,break_ema20_after_launch_5d,no_new_entry,industry_breadth_coherence:industry_breadth_confirmed_launch,industry_breadth_coherence,industry_breadth_confirmed_launch,783,2273,783,783,237,8,0.34447866256049275,2.0,1967,796,306,305,709,353,74,79,0.360447381799695,0.4434673366834171,0.9054916985951469,0.4508301404853129,0.8653761548614166,0.3501979762428509,1.0463561926318092,1.2873579262853219,0.24183006535947713,0.25901639344262295,0.24183006535947713,0.24183006535947713,0.09617267738881152,0.11316165636343146,-0.007988012242590464,-0.00595076382276892,0.9790575916230366,1.0,0.8668582375478927,1.0,0.10416068963140199,1.0417462357956577,298,0.016602809706257982,0.05874840357598978,1.0,0,True,nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
rank_evaporation_filter,rank_evaporation_5d,no_new_entry,prelaunch_path_quality:controlled_repair_from_deep_drawdown,prelaunch_path_quality,controlled_repair_from_deep_drawdown,72,406,72,72,58,6,0.17733990147783252,3.0,361,149,45,49,66,34,6,8,0.18282548476454294,0.22818791946308725,0.9166666666666666,0.4722222222222222,0.8891625615763546,0.3669950738916256,1.030932594644506,1.2867263236390754,0.13333333333333333,0.16326530612244897,0.13333333333333333,0.13333333333333333,0.08550157290018962,0.11391639567272811,-0.013716793214735679,-0.000567403615366599,0.9142857142857143,1.0,0.896527777777778,1.0,0.0992183661149253,1.1903381642512076,32,0.041666666666666664,0.16666666666666666,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low,False
break_median20_or_ema20_filter,break_median20_after_launch_5d,no_new_entry,repair_quality_watchlist:repair_reclaim_ema20_quality,repair_quality_watchlist,repair_reclaim_ema20_quality,218,714,218,218,135,8,0.30532212885154064,3.0,601,303,113,123,186,119,32,36,0.30948419301164726,0.3927392739273927,0.8532110091743119,0.5458715596330275,0.8417366946778712,0.42436974789915966,1.0136317147262208,1.286311199927332,0.2831858407079646,0.2926829268292683,0.2831858407079646,0.2831858407079646,0.12228736479993263,0.1368344224219138,-0.0008933751590603223,-0.00600915313124234,0.9850746268656716,1.0,0.8424311926605503,1.0,0.12318073995899295,1.1714901035791203,109,0.01834862385321101,0.0779816513761468,1.0,0,True,nonwinner_precision_lift_too_low;winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
break_launch_low_filter,break_launch_low_3d,remove_from_watchlist,money_price_keep_context:money_price_upper_keep,money_price_keep_context,money_price_upper_keep,715,3180,715,715,231,7,0.2248427672955975,2.0,2802,1041,378,400,634,301,81,92,0.22626695217701642,0.28914505283381364,0.8867132867132868,0.42097902097902096,0.8811320754716981,0.3273584905660377,1.006334136955122,1.2859877874287096,0.21428571428571427,0.23,0.21428571428571427,0.21428571428571427,0.09197075458472959,0.109507706180384,-0.0047713565573830885,-0.002672688210867205,0.982089552238806,1.0,0.8844055944055944,1.0,0.09674211114211267,0.8725287144585452,269,0.015384615384615385,0.06573426573426573,1.0,0,True,nonwinner_precision_lift_too_low;big_winner_false_reject_rate_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low;instrument_year_filter_effect_lift_too_low,False
no_followthrough_filter,no_followthrough_10d,no_new_entry,relative_strength_persistence:industry_relative_strength_persistence,relative_strength_persistence,industry_relative_strength_persistence,1107,2073,1107,1107,249,8,0.5340086830680174,10.0,1789,737,274,293,1013,505,94,104,0.5662381218557854,0.6852103120759837,0.9150858175248419,0.4561878952122855,0.8630004823926676,0.3555233960443801,1.0603537729060912,1.2831445139417474,0.34306569343065696,0.35494880546075086,0.34306569343065696,0.33098591549295775,0.09648744288809974,0.1127930999210183,-0.010659183574425357,-0.010272654091600247,0.7657992565055762,0.9174311926605505,0.8631436314363142,1.0,0.1071466264625251,1.130429682565463,419,0.011743450767841012,0.053297199638663056,1.0,0,True,winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
no_followthrough_filter,no_followthrough_10d,no_new_entry,prelaunch_path_quality:range_tightening_then_expand,prelaunch_path_quality,range_tightening_then_expand,720,1363,720,720,219,8,0.5282465150403521,10.0,1209,506,151,153,671,342,49,57,0.555004135649297,0.6758893280632411,0.9319444444444445,0.475,0.8870139398385913,0.37123991195891415,1.0506536623472107,1.2794960474308301,0.32450331125827814,0.37254901960784315,0.32450331125827814,0.3181818181818182,0.08861938298518734,0.1068299922339973,-0.0147039696566649,-0.011969553104577937,0.7743732590529248,0.8984375,0.8871527777777779,1.0,0.10332335264185225,1.1219378927237955,294,0.015277777777777777,0.0625,1.0,0,True,winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
no_followthrough_filter,no_followthrough_10d,no_new_entry,money_price_keep_context:money_expansion_no_distribution,money_price_keep_context,money_expansion_no_distribution,1817,3271,1817,1817,255,8,0.5554876184653011,10.0,2869,1051,397,422,1693,744,124,145,0.5901010805158592,0.7078972407231209,0.9317556411667584,0.40946615299944966,0.8771018037297462,0.32130846835830024,1.0623118516056,1.2743708719897238,0.3123425692695214,0.34360189573459715,0.3123425692695214,0.30845771144278605,0.08085500623167652,0.09823764539942757,-0.013198559409272975,-0.011491871756085764,0.7780580075662042,0.9432624113475178,0.8761695101816181,1.0,0.0940535656409495,1.044380466472303,549,0.012658227848101266,0.05778756191524491,1.0,0,True,winner_false_reject_rate_too_high;big_winner_false_reject_rate_too_high;winner_coverage_loss_pending_too_high;winner_coverage_loss_total_too_high;drawdown_avoided_vs_matched_delay_too_low,False
destructive_high_vol_filter,destructive_high_vol_3d,remove_from_watchlist,high_vol_destructive_warning:destructive_high_vol_upper_shadow,high_vol_destructive_warning,destructive_high_vol_upper_shadow,145,595,145,145,100,7,0.24369747899159663,2.0,454,258,141,145,118,80,27,29,0.2599118942731278,0.31007751937984496,0.8137931034482758,0.5517241379310345,0.7630252100840336,0.4336134453781513,1.0665350144311105,1.272387062282812,0.19148936170212766,0.2,0.19148936170212766,0.19148936170212766,0.1421808688320757,0.1462216478301218,-0.008467387136279758,-0.01647530596669977,1.0,1.0,0.7655172413793103,1.0,0.15064825596835546,1.1748956108755937,76,0.034482758620689655,0.11724137931034483,1.0,0,True,insufficient_failure_filter_event_count;big_winner_false_reject_rate_too_high;drawdown_avoided_vs_matched_delay_too_low,False
break_median20_or_ema20_filter,break_median20_after_launch_5d,no_new_entry,post_20_30_or_late_continuation_context:late_acceleration_context,post_20_30_or_late_continuation_context,late_acceleration_context,94,602,94,94,75,7,0.15614617940199335,3.0,480,297,121,132,78,59,16,19,0.1625,0.19865319865319866,0.8297872340425532,0.6276595744680851,0.7973421926910299,0.49335548172757476,1.040691489361702,1.2722258041406977,0.1322314049586777,0.14393939393939395,0.1322314049586777,0.13114754098360656,0.15320223870196992,0.15149436544150574,-0.009406811367172724,-0.01556293494200231,0.8648648648648649,1.0,0.7936170212765956,1.0,0.16260905006914264,1.1354940711462451,57,0.05319148936170213,0.1702127659574468,1.0,0,True,insufficient_failure_filter_event_count;nonwinner_reject_recall_too_low;failure_reject_recall_too_low;nonwinner_precision_lift_too_low;drawdown_avoided_vs_matched_delay_too_low,False
