fold_id,failure_event_dedup_candidate_id,failure_window_group_policy,window_specific_candidate_protocol,raw_window_row_count,dedup_launch_stratum_event_count,event_level_dedup_keep_count,duplicate_window_hit_count,main_metric_dedup_key
all_validation_folds,"('9705198f2aaefc88a3d7',)",merge_3d_5d_10d_for_main_p1_metrics,False,87171,29251,29251,57920,failure_event_dedup_candidate_id_plus_launch_stratum_event_id
