fold_id,validation_fold_role,split,candidate_type,model_task,stable_candidate_id,gate_stable_candidate_id,normalized_gate_formula,predeclared_bucket_id,event_count,weighted_event_count,validation_selected_on_validation,candidate_baseline_missing_row_rate,candidate_baseline_missing_weight_share,candidate_weighted_baseline_missing_rate,fold_2024_used_for_p1_promotion,positive_count,winner_rate,all_launch_baseline_winner_rate,lift_vs_all_launch_baseline,candidate_weighted_same_family_winner_rate,lift_vs_candidate_weighted_same_family_baseline,false_positive_rate,median_drawdown_60d,winner_episode_coverage,distinct_instrument_year,oof_top_instrument_year_weight_share,oof_instrument_year_weight_hhi,oof_top1_instrument_contribution,oof_top5_instrument_contribution,oof_top1_industry_contribution,oof_top3_industry_contribution,oof_industry_hhi,oof_regime_hhi,oof_top1_regime_contribution,industry_count_with_min_events,train_search_selected,ordered_token_id_list,event_level_dedup_reject_count,failure_positive_count,failure_precision,failure_precision_lift,nonwinner_precision,nonwinner_precision_lift,winner_false_reject_from_launch_rate,big_winner_false_reject_from_launch_rate,winner_false_reject_from_decision_rate,big_winner_false_reject_from_decision_rate,pending_winner_coverage_loss_from_launch,total_winner_coverage_loss_from_launch,median_drawdown_avoided_vs_matched_delay,before_12pct_drawdown_rate,instrument_year_filter_effect_lift,secondary_decision_reference_veto_pass
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,a6b9f4117c4e2892b363,a6b9f4117c4e2892b363,high_vol_quality_permit AND industry_breadth_coherence,,279,172.56955779710853,False,0.0,0.0,0.0,False,61.0,0.21692593613307598,0.08367888702094399,2.5923616321376453,0.21111111111111108,1.0275439079987811,0.5938147992761523,-0.14362660073244582,0.2483221476510067,154,0.0425618947056062,0.010485457029202706,0.046818084176166806,0.16551682587942787,0.15058451106996454,0.387923398330811,0.07781589606653325,0.42224500906065726,0.5729460953309633,11,False,high_vol_quality_permit;industry_breadth_coherence,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,78f1c35434232615398a,78f1c35434232615398a,high_vol_quality_permit AND market_regime_risk_on,,0,0.0,False,0.0,0.0,0.0,False,0.0,,0.08367888702094399,0.0,,,,,0.0,0,,,,,,,,,,0,False,high_vol_quality_permit;market_regime_risk_on,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,958c97f4ac8cb5a39c4f,958c97f4ac8cb5a39c4f,high_vol_destructive_warning AND market_regime_risk_off,,0,0.0,False,0.0,0.0,0.0,False,0.0,,0.08367888702094399,0.0,,,,,0.0,0,,,,,,,,,,0,False,high_vol_destructive_warning;market_regime_risk_off,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,19a6397c408e9b1dda8d,19a6397c408e9b1dda8d,high_vol_quality_permit AND first_near_limit_upper_close,,0,0.0,False,0.0,0.0,0.0,False,0.0,,0.08367888702094399,0.0,,,,,0.0,0,,,,,,,,,,0,False,high_vol_quality_permit;first_near_limit_upper_close,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,2d420c4d0f7a25063855,2d420c4d0f7a25063855,high_vol_quality_permit AND market_regime_risk_off,,116,70.19567931338338,False,0.0,0.0,0.0,False,29.0,0.23096945098490063,0.08367888702094399,2.7601878945532734,0.21111111111111114,1.0940658204547924,0.62372751316684,-0.1507443693722882,0.12080536912751678,62,0.11958224568312571,0.030569149591163778,0.11958224568312571,0.28211497059044927,0.25707984618826374,0.43173384186649294,0.1058372187599906,1.0,1.0,4,False,high_vol_quality_permit;market_regime_risk_off,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,5a144c7887f42a9f04b6,5a144c7887f42a9f04b6,high_vol_quality_permit AND money_expansion_no_distribution,,0,0.0,False,0.0,0.0,0.0,False,0.0,,0.08367888702094399,0.0,,,,,0.0,0,,,,,,,,,,0,False,high_vol_quality_permit;money_expansion_no_distribution,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,5b8925e6c64c6c5901cc,5b8925e6c64c6c5901cc,high_vol_quality_permit AND money_price_upper_keep,,0,0.0,False,0.0,0.0,0.0,False,0.0,,0.08367888702094399,0.0,,,,,0.0,0,,,,,,,,,,0,False,high_vol_quality_permit;money_price_upper_keep,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,06b0f3888293629f5402,06b0f3888293629f5402,high_vol_quality_permit AND repair_higher_low_reclaim,,0,0.0,False,0.0,0.0,0.0,False,0.0,,0.08367888702094399,0.0,,,,,0.0,0,,,,,,,,,,0,False,high_vol_quality_permit;repair_higher_low_reclaim,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,c583cbf5251332407e85,c583cbf5251332407e85,first_near_limit_upper_close AND industry_breadth_coherence,,139,86.0259621001967,False,0.0,0.0,0.0,False,23.0,0.15135992125621556,0.08367888702094399,1.808818528123249,0.13601036269430056,1.1128558019980799,0.6146945797843032,-0.1311754877656749,0.15436241610738255,125,0.030831627645857274,0.010418262341600542,0.03859343600425491,0.1522648350976638,0.22588250450697828,0.3875403235151091,0.08930669693211146,0.49929241044216044,0.648196344604012,5,False,first_near_limit_upper_close;industry_breadth_coherence,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,train,gate,launch_winner_gate,a17c42de0a4d62b6760b,a17c42de0a4d62b6760b,first_near_limit_upper_close AND market_regime_risk_off,,52,35.65227488649829,False,0.0,0.0,0.0,False,13.0,0.1728701402900025,0.08367888702094399,2.065875233817759,0.13601036269430059,1.2710071267036367,0.6254958080442762,-0.1246287088011716,0.087248322147651,50,0.10300727473543492,0.03184889499454909,0.10300727473543492,0.2869488367629973,0.19595075426576006,0.44456302183911983,0.09644642086866796,1.0,1.0,1,False,first_near_limit_upper_close;market_regime_risk_off,,,,,,,,,,,,,,,,
