episode_id,episode_scope,year,instrument,name,industry_name,low_date,high_date,duration_trading_days,low_price,high_price,forward_gain_intraday,forward_gain_close_confirmed,observed_reference_overlap,truncated_by_year_boundary,retrospective_lifecycle_stage,first_intraday_20pct_date,first_intraday_30pct_date,first_intraday_50pct_date,first_intraday_100pct_date,first_intraday_200pct_date
in_year_episode_SH600029_2017-08-07_2017-12-26,in_year_episode,2017,SH600029,南方航空,交通运输,2017-08-07,2017-12-26,95,7.690000057220459,12.199999809265137,0.586475906175066,0.5669701041706261,False,False,trend_extension,2017-11-02,2017-11-17,2017-12-20,,
in_year_episode_SH600111_2017-07-13_2017-08-10,in_year_episode,2017,SH600111,北方稀土,有色金属,2017-07-13,2017-08-10,18,12.680000305175781,19.969999313354492,0.5749210435904364,0.5244479068203054,False,False,trend_extension,2017-07-27,2017-07-28,2017-08-08,,
in_year_episode_SH600196_2017-07-18_2017-12-25,in_year_episode,2017,SH600196,复星医药,医药生物,2017-07-18,2017-12-25,108,25.3799991607666,43.650001525878906,0.719858273019756,0.6879433242382309,False,False,trend_extension,2017-09-22,2017-10-09,2017-10-25,,
in_year_episode_SH600276_2017-07-10_2017-11-07,in_year_episode,2017,SH600276,恒瑞医药,医药生物,2017-07-10,2017-11-07,80,21.020000457763672,33.38999938964844,0.5884870914603593,0.49333961494061906,False,False,trend_extension,2017-09-04,2017-10-09,2017-11-03,,
in_year_episode_SH600309_2017-07-05_2017-10-10,in_year_episode,2017,SH600309,万华化学,基础化工,2017-07-05,2017-10-10,64,22.010000228881836,34.9900016784668,0.5897319997549304,0.5824625837736368,False,False,trend_extension,2017-07-26,2017-08-01,2017-09-12,,
in_year_episode_SH600519_2017-07-07_2017-12-29,in_year_episode,2017,SH600519,贵州茅台,食品饮料,2017-07-07,2017-12-29,119,371.4100036621094,611.5800170898438,0.6466439004325508,0.5808943414424039,False,False,trend_extension,2017-10-09,2017-10-19,2017-11-10,,
in_year_episode_SH600690_2017-08-07_2017-11-21,in_year_episode,2017,SH600690,海尔智家,家用电器,2017-08-07,2017-11-21,70,10.609999656677246,16.709999084472656,0.5749292766429512,0.5692742843824545,False,False,trend_extension,2017-10-09,2017-10-25,2017-11-13,,
in_year_episode_SH600703_2017-07-13_2017-11-13,in_year_episode,2017,SH600703,三安光电,电子,2017-07-13,2017-11-13,81,16.610000610351562,28.559999465942383,0.7194460214615181,0.6827212363568884,False,False,trend_extension,2017-09-07,2017-09-28,2017-10-30,,
in_year_episode_SH600887_2017-07-10_2017-12-22,in_year_episode,2017,SH600887,伊利股份,食品饮料,2017-07-10,2017-12-22,113,15.640000343322754,26.06999969482422,0.6668797392932531,0.640025515055767,False,False,trend_extension,2017-09-15,2017-09-28,2017-10-26,,
in_year_episode_SH601012_2017-09-11_2017-11-22,in_year_episode,2017,SH601012,隆基绿能,电力设备,2017-09-11,2017-11-22,46,6.309999942779541,12.050000190734863,0.9096672424733596,0.8748019066534201,False,False,trend_extension,2017-09-13,2017-09-28,2017-10-31,,
