launch_pool,launch_episode_count,distinct_instrument_count,distinct_year_count,future_20pct_high_60d_rate_from_launch,future_50pct_high_120d_rate_from_launch,future_50pct_close_120d_rate_from_launch,future_100pct_high_240d_rate_from_launch,future_100pct_close_240d_rate_from_launch,winner_episode_coverage_from_launch,winner_episode_covered_count,top1_instrument_contribution,top5_instrument_contribution,median_launch_to_20pct_high_days,median_launch_to_50pct_high_days,lifecycle_gate_rejected_count,post_20_30_contamination_count,late_acceleration_contamination_count
late_acceleration_hold_only_pool,738,291,8,0.4105613790767262,0.21448331670963736,0.19504300205130135,0.11976588817584734,0.11022451399213354,,0,0.014076820294709901,0.06545345051470726,34.0,85.0,0,0,0
lifecycle_gate_rejected_or_hold_only,1225,342,8,0.35353535353535354,0.1621212121212121,0.1414141414141414,0.09267676767676768,0.0856060606060606,,0,0.010606060606060607,0.04924242424242424,42.0,91.0,3960,0,0
post_20_30_hold_only_pool,1833,366,8,0.32820899594011266,0.1397371503763018,0.12280758059598504,0.08358874785371569,0.07537269123995058,,0,0.009596097373108462,0.045059935491117996,46.0,106.0,0,0,0
primary_pre_20_launch_pool,4210,393,8,0.30059214944142604,0.12062755631524327,0.10274098040412673,0.05994750015261584,0.05573530309504914,,0,0.006531957755936756,0.03168304743300165,59.0,112.0,0,0,0
primary_pre_30_launch_pool,1829,343,8,0.3053752704276918,0.13429855217174239,0.11865535030787153,0.07205857879846897,0.0672324846064237,,0,0.010484273589615577,0.046929605591612585,58.0,109.0,0,0,0
sparse_strong_day_diagnostic_pool,2011,382,8,0.3870196140966353,0.16392919789507254,0.1430393876574709,0.09217030776590655,0.08547281135385106,,0,0.007813745814064743,0.037952479668314464,40.5,97.0,0,0,0
