industry_name,stratum_family,stratum_event_count,future_50pct_high_120d_rate
UNKNOWN,high_vol_destructive_warning,2,1.0
UNKNOWN,high_vol_quality_permit,2,1.0
UNKNOWN,money_price_keep_context,4,0.5
UNKNOWN,post_20_30_or_late_continuation_context,5,0.6
UNKNOWN,prelaunch_path_quality,2,1.0
UNKNOWN,rank_jump_persistence_watchlist,2,0.5
UNKNOWN,relative_strength_persistence,2,0.5
UNKNOWN,repair_quality_watchlist,3,0.6666666666666666
UNKNOWN,sparse_strong_day_lifecycle_node,3,0.6666666666666666
交通运输,high_vol_destructive_warning,59,0.05084745762711865
交通运输,high_vol_quality_permit,75,0.06666666666666667
交通运输,industry_breadth_coherence,191,0.041884816753926704
交通运输,money_price_keep_context,535,0.044859813084112146
交通运输,post_20_30_or_late_continuation_context,133,0.06015037593984962
交通运输,prelaunch_path_quality,134,0.007462686567164179
交通运输,rank_jump_persistence_watchlist,312,0.04807692307692308
交通运输,relative_strength_persistence,341,0.03812316715542522
交通运输,repair_quality_watchlist,326,0.046012269938650305
交通运输,sparse_strong_day_lifecycle_node,197,0.04060913705583756
传媒,high_vol_destructive_warning,29,0.20689655172413793
传媒,high_vol_quality_permit,30,0.23333333333333334
传媒,industry_breadth_coherence,29,0.1724137931034483
传媒,money_price_keep_context,88,0.1590909090909091
传媒,post_20_30_or_late_continuation_context,34,0.20588235294117646
传媒,prelaunch_path_quality,31,0.12903225806451613
传媒,rank_jump_persistence_watchlist,59,0.15254237288135594
传媒,relative_strength_persistence,63,0.15873015873015872
传媒,repair_quality_watchlist,44,0.25
传媒,sparse_strong_day_lifecycle_node,55,0.16363636363636364
公用事业,high_vol_destructive_warning,28,0.10714285714285714
公用事业,high_vol_quality_permit,46,0.10869565217391304
公用事业,industry_breadth_coherence,159,0.0880503144654088
公用事业,money_price_keep_context,441,0.07029478458049887
公用事业,post_20_30_or_late_continuation_context,107,0.102803738317757
公用事业,prelaunch_path_quality,114,0.05263157894736842
公用事业,rank_jump_persistence_watchlist,245,0.07755102040816327
公用事业,relative_strength_persistence,283,0.07773851590106007
公用事业,repair_quality_watchlist,246,0.056910569105691054
公用事业,sparse_strong_day_lifecycle_node,164,0.09146341463414634
农林牧渔,high_vol_destructive_warning,15,0.4666666666666667
农林牧渔,high_vol_quality_permit,19,0.21052631578947367
农林牧渔,industry_breadth_coherence,32,0.09375
农林牧渔,money_price_keep_context,86,0.1744186046511628
农林牧渔,post_20_30_or_late_continuation_context,36,0.19444444444444445
农林牧渔,prelaunch_path_quality,28,0.14285714285714285
农林牧渔,rank_jump_persistence_watchlist,53,0.1320754716981132
农林牧渔,relative_strength_persistence,58,0.1206896551724138
农林牧渔,repair_quality_watchlist,43,0.11627906976744186
农林牧渔,sparse_strong_day_lifecycle_node,48,0.22916666666666666
医药生物,high_vol_destructive_warning,98,0.16326530612244897
医药生物,high_vol_quality_permit,111,0.15315315315315314
医药生物,industry_breadth_coherence,193,0.12953367875647667
医药生物,money_price_keep_context,508,0.13385826771653545
医药生物,post_20_30_or_late_continuation_context,211,0.13744075829383887
医药生物,prelaunch_path_quality,151,0.11258278145695365
医药生物,rank_jump_persistence_watchlist,357,0.12885154061624648
医药生物,relative_strength_persistence,379,0.13192612137203166
医药生物,repair_quality_watchlist,255,0.09803921568627451
医药生物,sparse_strong_day_lifecycle_node,283,0.1519434628975265
商贸零售,high_vol_destructive_warning,13,0.07692307692307693
商贸零售,high_vol_quality_permit,21,0.0
商贸零售,industry_breadth_coherence,32,0.03125
商贸零售,money_price_keep_context,79,0.02531645569620253
商贸零售,post_20_30_or_late_continuation_context,25,0.08
商贸零售,prelaunch_path_quality,26,0.07692307692307693
商贸零售,rank_jump_persistence_watchlist,54,0.05555555555555555
商贸零售,relative_strength_persistence,55,0.05454545454545454
商贸零售,repair_quality_watchlist,43,0.023255813953488372
商贸零售,sparse_strong_day_lifecycle_node,45,0.022222222222222223
国防军工,high_vol_destructive_warning,37,0.1891891891891892
国防军工,high_vol_quality_permit,41,0.2926829268292683
国防军工,industry_breadth_coherence,74,0.17567567567567569
国防军工,money_price_keep_context,227,0.20704845814977973
国防军工,post_20_30_or_late_continuation_context,79,0.21518987341772153
国防军工,prelaunch_path_quality,67,0.1044776119402985
国防军工,rank_jump_persistence_watchlist,132,0.1893939393939394
国防军工,relative_strength_persistence,138,0.2463768115942029
国防军工,repair_quality_watchlist,125,0.16
国防军工,sparse_strong_day_lifecycle_node,110,0.2545454545454545
基础化工,high_vol_destructive_warning,59,0.22033898305084745
基础化工,high_vol_quality_permit,67,0.22388059701492538
基础化工,industry_breadth_coherence,122,0.13934426229508196
基础化工,money_price_keep_context,290,0.12413793103448276
基础化工,post_20_30_or_late_continuation_context,128,0.15625
基础化工,prelaunch_path_quality,66,0.06060606060606061
基础化工,rank_jump_persistence_watchlist,211,0.13744075829383887
基础化工,relative_strength_persistence,220,0.1318181818181818
基础化工,repair_quality_watchlist,143,0.07692307692307693
基础化工,sparse_strong_day_lifecycle_node,143,0.15384615384615385
家用电器,high_vol_destructive_warning,30,0.2
家用电器,high_vol_quality_permit,43,0.3023255813953488
家用电器,industry_breadth_coherence,77,0.16883116883116883
家用电器,money_price_keep_context,173,0.13872832369942195
家用电器,post_20_30_or_late_continuation_context,76,0.18421052631578946
家用电器,prelaunch_path_quality,52,0.17307692307692307
家用电器,rank_jump_persistence_watchlist,127,0.1889763779527559
家用电器,relative_strength_persistence,139,0.17266187050359713
家用电器,repair_quality_watchlist,92,0.16304347826086957
家用电器,sparse_strong_day_lifecycle_node,92,0.16304347826086957
建筑材料,high_vol_destructive_warning,23,0.30434782608695654
建筑材料,high_vol_quality_permit,23,0.2608695652173913
建筑材料,industry_breadth_coherence,42,0.11904761904761904
建筑材料,money_price_keep_context,118,0.11864406779661017
建筑材料,post_20_30_or_late_continuation_context,41,0.14634146341463414
建筑材料,prelaunch_path_quality,31,0.03225806451612903
建筑材料,rank_jump_persistence_watchlist,69,0.13043478260869565
建筑材料,relative_strength_persistence,80,0.1125
建筑材料,repair_quality_watchlist,56,0.05357142857142857
建筑材料,sparse_strong_day_lifecycle_node,66,0.12121212121212122
建筑装饰,high_vol_destructive_warning,20,0.15
建筑装饰,high_vol_quality_permit,24,0.08333333333333333
建筑装饰,industry_breadth_coherence,101,0.07920792079207921
建筑装饰,money_price_keep_context,354,0.06779661016949153
建筑装饰,post_20_30_or_late_continuation_context,71,0.11267605633802817
建筑装饰,prelaunch_path_quality,102,0.0784313725490196
建筑装饰,rank_jump_persistence_watchlist,163,0.049079754601226995
建筑装饰,relative_strength_persistence,186,0.06989247311827956
建筑装饰,repair_quality_watchlist,206,0.06310679611650485
建筑装饰,sparse_strong_day_lifecycle_node,149,0.0738255033557047
房地产,high_vol_destructive_warning,71,0.15492957746478872
房地产,high_vol_quality_permit,66,0.19696969696969696
房地产,industry_breadth_coherence,91,0.0989010989010989
房地产,money_price_keep_context,263,0.12927756653992395
房地产,post_20_30_or_late_continuation_context,98,0.07142857142857142
房地产,prelaunch_path_quality,72,0.1111111111111111
房地产,rank_jump_persistence_watchlist,159,0.15723270440251572
房地产,relative_strength_persistence,170,0.13529411764705881
房地产,repair_quality_watchlist,149,0.12080536912751678
房地产,sparse_strong_day_lifecycle_node,147,0.1292517006802721
有色金属,high_vol_destructive_warning,75,0.24
有色金属,high_vol_quality_permit,95,0.22105263157894736
有色金属,industry_breadth_coherence,122,0.19672131147540983
有色金属,money_price_keep_context,326,0.20245398773006135
有色金属,post_20_30_or_late_continuation_context,148,0.18243243243243243
有色金属,prelaunch_path_quality,85,0.1411764705882353
有色金属,rank_jump_persistence_watchlist,239,0.17154811715481172
有色金属,relative_strength_persistence,243,0.1728395061728395
有色金属,repair_quality_watchlist,159,0.16981132075471697
有色金属,sparse_strong_day_lifecycle_node,181,0.2154696132596685
机械设备,high_vol_destructive_warning,21,0.38095238095238093
机械设备,high_vol_quality_permit,26,0.38461538461538464
机械设备,industry_breadth_coherence,64,0.140625
机械设备,money_price_keep_context,181,0.08839779005524862
机械设备,post_20_30_or_late_continuation_context,62,0.16129032258064516
机械设备,prelaunch_path_quality,55,0.05454545454545454
机械设备,rank_jump_persistence_watchlist,118,0.13559322033898305
机械设备,relative_strength_persistence,126,0.14285714285714285
机械设备,repair_quality_watchlist,100,0.08
机械设备,sparse_strong_day_lifecycle_node,89,0.10112359550561797
汽车,high_vol_destructive_warning,72,0.25
汽车,high_vol_quality_permit,70,0.3
汽车,industry_breadth_coherence,135,0.2
汽车,money_price_keep_context,399,0.14786967418546365
汽车,post_20_30_or_late_continuation_context,144,0.1736111111111111
汽车,prelaunch_path_quality,127,0.1889763779527559
汽车,rank_jump_persistence_watchlist,251,0.17131474103585656
汽车,relative_strength_persistence,259,0.1583011583011583
汽车,repair_quality_watchlist,219,0.1552511415525114
汽车,sparse_strong_day_lifecycle_node,201,0.19900497512437812
煤炭,high_vol_destructive_warning,27,0.2222222222222222
煤炭,high_vol_quality_permit,39,0.1794871794871795
煤炭,industry_breadth_coherence,67,0.14925373134328357
煤炭,money_price_keep_context,162,0.16049382716049382
煤炭,post_20_30_or_late_continuation_context,61,0.18032786885245902
煤炭,prelaunch_path_quality,48,0.20833333333333334
煤炭,rank_jump_persistence_watchlist,113,0.1592920353982301
煤炭,relative_strength_persistence,126,0.15079365079365079
煤炭,repair_quality_watchlist,94,0.14893617021276595
煤炭,sparse_strong_day_lifecycle_node,79,0.189873417721519
电力设备,high_vol_destructive_warning,106,0.20754716981132076
电力设备,high_vol_quality_permit,118,0.1864406779661017
电力设备,industry_breadth_coherence,136,0.15441176470588236
电力设备,money_price_keep_context,384,0.15364583333333334
电力设备,post_20_30_or_late_continuation_context,152,0.18421052631578946
电力设备,prelaunch_path_quality,97,0.13402061855670103
电力设备,rank_jump_persistence_watchlist,264,0.13257575757575757
电力设备,relative_strength_persistence,273,0.13186813186813187
电力设备,repair_quality_watchlist,185,0.13513513513513514
电力设备,sparse_strong_day_lifecycle_node,219,0.1643835616438356
电子,high_vol_destructive_warning,180,0.2833333333333333
电子,high_vol_quality_permit,227,0.2511013215859031
电子,industry_breadth_coherence,218,0.21100917431192662
电子,money_price_keep_context,527,0.19924098671726756
电子,post_20_30_or_late_continuation_context,266,0.19548872180451127
电子,prelaunch_path_quality,138,0.14492753623188406
电子,rank_jump_persistence_watchlist,394,0.18781725888324874
电子,relative_strength_persistence,424,0.19339622641509435
电子,repair_quality_watchlist,254,0.18503937007874016
电子,sparse_strong_day_lifecycle_node,344,0.19186046511627908
石油石化,high_vol_destructive_warning,25,0.2
石油石化,high_vol_quality_permit,31,0.2903225806451613
石油石化,industry_breadth_coherence,70,0.1
石油石化,money_price_keep_context,188,0.12234042553191489
石油石化,post_20_30_or_late_continuation_context,51,0.09803921568627451
石油石化,prelaunch_path_quality,50,0.06
石油石化,rank_jump_persistence_watchlist,119,0.09243697478991597
石油石化,relative_strength_persistence,125,0.128
石油石化,repair_quality_watchlist,102,0.0784313725490196
石油石化,sparse_strong_day_lifecycle_node,84,0.09523809523809523
社会服务,high_vol_destructive_warning,10,0.1
社会服务,high_vol_quality_permit,11,0.09090909090909091
社会服务,industry_breadth_coherence,9,0.2222222222222222
社会服务,money_price_keep_context,20,0.3
社会服务,post_20_30_or_late_continuation_context,11,0.2727272727272727
社会服务,prelaunch_path_quality,10,0.2
社会服务,rank_jump_persistence_watchlist,19,0.21052631578947367
社会服务,relative_strength_persistence,19,0.21052631578947367
社会服务,repair_quality_watchlist,12,0.25
社会服务,sparse_strong_day_lifecycle_node,12,0.3333333333333333
纺织服饰,high_vol_destructive_warning,2,0.0
纺织服饰,high_vol_quality_permit,2,0.0
纺织服饰,industry_breadth_coherence,2,0.0
纺织服饰,money_price_keep_context,2,0.0
纺织服饰,post_20_30_or_late_continuation_context,3,0.0
纺织服饰,rank_jump_persistence_watchlist,3,0.0
纺织服饰,relative_strength_persistence,2,0.0
纺织服饰,sparse_strong_day_lifecycle_node,1,0.0
综合,high_vol_destructive_warning,3,0.0
综合,high_vol_quality_permit,3,0.0
综合,industry_breadth_coherence,3,0.0
综合,money_price_keep_context,5,0.0
综合,post_20_30_or_late_continuation_context,3,0.0
综合,rank_jump_persistence_watchlist,5,0.0
综合,relative_strength_persistence,6,0.0
综合,repair_quality_watchlist,3,0.0
综合,sparse_strong_day_lifecycle_node,5,0.0
美容护理,industry_breadth_coherence,1,0.0
美容护理,money_price_keep_context,2,0.0
美容护理,prelaunch_path_quality,1,0.0
美容护理,rank_jump_persistence_watchlist,1,0.0
美容护理,repair_quality_watchlist,1,0.0
美容护理,sparse_strong_day_lifecycle_node,1,0.0
计算机,high_vol_destructive_warning,90,0.17777777777777778
计算机,high_vol_quality_permit,110,0.19090909090909092
计算机,industry_breadth_coherence,111,0.21621621621621623
计算机,money_price_keep_context,279,0.21863799283154123
计算机,post_20_30_or_late_continuation_context,138,0.18840579710144928
计算机,prelaunch_path_quality,88,0.2159090909090909
计算机,rank_jump_persistence_watchlist,222,0.22072072072072071
计算机,relative_strength_persistence,226,0.23008849557522124
计算机,repair_quality_watchlist,154,0.2077922077922078
计算机,sparse_strong_day_lifecycle_node,183,0.20765027322404372
轻工制造,high_vol_destructive_warning,12,0.08333333333333333
轻工制造,high_vol_quality_permit,11,0.09090909090909091
轻工制造,industry_breadth_coherence,26,0.11538461538461539
轻工制造,money_price_keep_context,58,0.10344827586206896
轻工制造,post_20_30_or_late_continuation_context,22,0.18181818181818182
