stratum_family,stratum_variant,instrument_year,stratum_event_count,future_50pct_high_120d,launch_failure_primary
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600010_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600010_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600010_2021,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600010_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600010_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600011_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600011_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600011_2021,2,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600011_2023,2,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600018_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600018_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600019_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600019_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600023_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600023_2024,2,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600025_2021,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600026_2022,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600026_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600026_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600027_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600027_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600029_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600029_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600030_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600030_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600031_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600031_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600039_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600048_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600048_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600048_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600048_2024,2,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600050_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600050_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600061_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600061_2020,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600066_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600085_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600085_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600085_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600089_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600089_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600096_2022,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600104_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600104_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600111_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600111_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600111_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600115_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600132_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600132_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600132_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600143_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600150_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600150_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600150_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600150_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600150_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600160_2024,2,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600176_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600183_2019,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600183_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600188_2017,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600188_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600188_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600188_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600196_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600196_2018,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600196_2020,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600196_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600196_2022,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600233_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600233_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600233_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600236_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600256_2022,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600256_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600271_2018,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600276_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600276_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600297_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600309_2017,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600309_2019,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600332_2018,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600340_2018,3,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600346_2019,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600346_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600346_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600352_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600362_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600362_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600362_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600383_2017,1,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600383_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600383_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600383_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600398_2018,2,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600406_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600406_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600415_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600418_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600426_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600436_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600438_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600438_2020,1,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600438_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600438_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600438_2024,2,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600460_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600489_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600515_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600516_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600521_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600522_2021,1,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600522_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600522_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600536_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600547_2019,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600547_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600547_2024,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600570_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600570_2022,2,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600570_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600570_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600584_2020,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600584_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600584_2024,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600585_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600588_2018,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600588_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600588_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600600_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600600_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600600_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600600_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600606_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600606_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600606_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600660_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600663_2018,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600663_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600663_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600690_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600690_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600702_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600702_2022,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600703_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600703_2019,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600703_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600703_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600732_2022,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600733_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600741_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600741_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600741_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600745_2019,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600745_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600745_2022,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600745_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600754_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600754_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600754_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600760_2018,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600760_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600760_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600763_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600779_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600809_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600809_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600809_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600809_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600837_2018,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600837_2019,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600837_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600845_2020,1,False,False
