stratum_family,stratum_variant,instrument_year,stratum_event_count,future_50pct_high_120d,launch_failure_primary
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600845_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600875_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600875_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600884_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600886_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600887_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600893_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600893_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600893_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600926_2020,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600938_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600941_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600956_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600956_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600958_2018,1,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600958_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600958_2020,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600958_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600958_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600985_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600989_2020,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600999_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH600999_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601012_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601012_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601012_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601012_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601018_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601018_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601021_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601059_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601066_2019,2,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601066_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601066_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601066_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601100_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601100_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601100_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601100_2024,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601108_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601111_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601111_2022,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601117_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601117_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601127_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601127_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601127_2023,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601127_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601136_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601136_2024,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601138_2019,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601138_2023,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601138_2024,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601155_2017,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601155_2018,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601155_2019,3,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601155_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601186_2018,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601186_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601211_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601216_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601225_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601225_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601233_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601236_2020,2,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601238_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601238_2020,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601238_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601238_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601238_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601319_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601336_2017,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601336_2020,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601336_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601360_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601360_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601360_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601360_2023,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601360_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601377_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601390_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601600_2017,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601600_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601600_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601600_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601600_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601601_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601607_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601607_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601615_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601615_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601618_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601618_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601628_2019,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601628_2020,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601628_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601633_2019,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601633_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601633_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601633_2023,3,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601636_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601669_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601688_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601688_2018,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601688_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601688_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601689_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601689_2023,3,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601689_2024,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601698_2020,1,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601698_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601698_2024,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601699_2022,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601699_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601727_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601728_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601788_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601788_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601788_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601788_2022,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601788_2024,2,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601799_2021,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601800_2018,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601800_2022,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601800_2024,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601808_2018,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601808_2019,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601808_2020,2,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601808_2024,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601818_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601857_2023,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601865_2021,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601865_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601865_2024,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601872_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601872_2023,2,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601872_2024,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601877_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601877_2021,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601877_2022,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601877_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601878_2020,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601881_2017,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601881_2018,1,True,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601881_2019,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601881_2020,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601881_2023,2,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601881_2024,2,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601888_2018,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601888_2019,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601888_2020,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601888_2022,1,False,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601888_2023,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601888_2024,1,False,True
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601898_2021,1,True,False
high_vol_destructive_warning,destructive_high_vol_upper_shadow,SH601898_2022,2,False,True
