launch_episode_id,stratum_family,stratum_variant,raw_stratum_rows,kept_stratum_rows,first_stratum_date
P07LPE_SH600887_2019-08-28_0008,money_price_keep_context,money_expansion_no_distribution,1,1,2019-08-28
P07LPE_SH600887_2019-08-28_0008,money_price_keep_context,money_price_upper_keep,1,1,2019-08-28
P07LPE_SH600887_2019-08-28_0008,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2019-08-28
P07LPE_SH600887_2019-10-15_0009,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2019-10-31
P07LPE_SH600887_2019-10-15_0009,money_price_keep_context,money_expansion_no_distribution,1,1,2019-10-31
P07LPE_SH600887_2019-10-15_0009,money_price_keep_context,money_price_upper_keep,1,1,2019-10-31
P07LPE_SH600887_2019-10-15_0009,prelaunch_path_quality,range_tightening_then_expand,1,1,2019-10-31
P07LPE_SH600887_2019-10-15_0009,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2019-10-31
P07LPE_SH600887_2019-10-15_0009,relative_strength_persistence,industry_relative_strength_persistence,1,1,2019-10-31
P07LPE_SH600887_2019-10-15_0009,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2019-10-15
P07LPE_SH600887_2019-12-02_0010,money_price_keep_context,money_expansion_no_distribution,1,1,2019-12-02
P07LPE_SH600887_2019-12-02_0010,money_price_keep_context,money_price_upper_keep,1,1,2019-12-02
P07LPE_SH600887_2019-12-02_0010,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2019-12-02
P07LPE_SH600887_2019-12-02_0010,relative_strength_persistence,relative_strength_10d_persistence,1,1,2019-12-02
P07LPE_SH600887_2019-12-02_0010,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2019-12-02
P07LPE_SH600887_2020-01-14_0011,industry_breadth_coherence,industry_breadth_confirmed_launch,4,1,2020-01-16
P07LPE_SH600887_2020-01-14_0011,post_20_30_or_late_continuation_context,post_20_relative_strength_context,6,1,2020-01-14
P07LPE_SH600887_2020-01-14_0011,rank_jump_persistence_watchlist,industry_rank_jump_leader,2,1,2020-01-16
P07LPE_SH600887_2020-01-14_0011,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,1,1,2020-01-14
P07LPE_SH600887_2020-01-14_0011,relative_strength_persistence,industry_relative_strength_persistence,2,1,2020-01-16
P07LPE_SH600887_2020-01-14_0011,relative_strength_persistence,relative_strength_10d_persistence,5,1,2020-01-15
P07LPE_SH600887_2020-01-14_0011,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2020-01-14
P07LPE_SH600887_2020-03-04_0012,relative_strength_persistence,relative_strength_10d_persistence,1,1,2020-03-30
P07LPE_SH600887_2020-03-04_0012,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2020-03-04
P07LPE_SH600887_2020-06-01_0013,industry_breadth_coherence,industry_breadth_confirmed_launch,26,1,2020-07-06
P07LPE_SH600887_2020-06-01_0013,money_price_keep_context,money_expansion_no_distribution,7,1,2020-06-01
P07LPE_SH600887_2020-06-01_0013,money_price_keep_context,money_price_upper_keep,7,1,2020-06-01
P07LPE_SH600887_2020-06-01_0013,post_20_30_or_late_continuation_context,late_acceleration_context,18,1,2020-08-28
P07LPE_SH600887_2020-06-01_0013,post_20_30_or_late_continuation_context,post_20_relative_strength_context,3,1,2020-07-06
P07LPE_SH600887_2020-06-01_0013,prelaunch_path_quality,range_tightening_then_expand,2,1,2020-06-08
P07LPE_SH600887_2020-06-01_0013,rank_jump_persistence_watchlist,industry_rank_jump_leader,11,1,2020-09-11
P07LPE_SH600887_2020-06-01_0013,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,4,1,2020-09-01
P07LPE_SH600887_2020-06-01_0013,relative_strength_persistence,industry_relative_strength_persistence,3,1,2020-10-22
P07LPE_SH600887_2020-06-01_0013,relative_strength_persistence,relative_strength_10d_persistence,32,1,2020-07-06
P07LPE_SH600887_2020-06-01_0013,repair_quality_watchlist,repair_higher_low_reclaim,11,1,2020-06-01
P07LPE_SH600887_2020-06-01_0013,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,1,1,2020-08-28
P07LPE_SH600887_2020-06-01_0013,sparse_strong_day_lifecycle_node,strong_body_day_node,2,1,2020-06-08
P07LPE_SH600887_2020-12-03_0014,industry_breadth_coherence,industry_breadth_confirmed_launch,8,1,2020-12-30
P07LPE_SH600887_2020-12-03_0014,money_price_keep_context,money_expansion_no_distribution,6,1,2020-12-28
P07LPE_SH600887_2020-12-03_0014,money_price_keep_context,money_price_upper_keep,6,1,2020-12-28
P07LPE_SH600887_2020-12-03_0014,post_20_30_or_late_continuation_context,late_acceleration_context,5,1,2021-01-05
P07LPE_SH600887_2020-12-03_0014,post_20_30_or_late_continuation_context,post_20_relative_strength_context,5,1,2020-12-28
P07LPE_SH600887_2020-12-03_0014,prelaunch_path_quality,range_tightening_then_expand,1,1,2020-12-28
P07LPE_SH600887_2020-12-03_0014,rank_jump_persistence_watchlist,industry_rank_jump_leader,5,1,2021-01-08
P07LPE_SH600887_2020-12-03_0014,relative_strength_persistence,industry_relative_strength_persistence,2,1,2021-01-08
P07LPE_SH600887_2020-12-03_0014,relative_strength_persistence,relative_strength_10d_persistence,14,1,2020-12-28
P07LPE_SH600887_2020-12-03_0014,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2020-12-03
P07LPE_SH600887_2020-12-03_0014,sparse_strong_day_lifecycle_node,strong_body_day_node,4,1,2020-12-28
P07LPE_SH600887_2021-04-02_0015,money_price_keep_context,money_expansion_no_distribution,6,1,2021-04-08
P07LPE_SH600887_2021-04-02_0015,money_price_keep_context,money_price_upper_keep,6,1,2021-04-08
P07LPE_SH600887_2021-04-02_0015,prelaunch_path_quality,range_tightening_then_expand,4,1,2021-04-08
P07LPE_SH600887_2021-04-02_0015,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,1,1,2021-04-08
P07LPE_SH600887_2021-04-02_0015,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2021-04-02
P07LPE_SH600887_2021-04-02_0015,repair_quality_watchlist,repair_reclaim_ema20_quality,2,1,2021-04-08
P07LPE_SH600887_2021-04-02_0015,sparse_strong_day_lifecycle_node,strong_body_day_node,3,1,2021-04-08
P07LPE_SH600887_2021-08-03_0016,industry_breadth_coherence,industry_breadth_confirmed_launch,22,1,2021-09-24
P07LPE_SH600887_2021-08-03_0016,money_price_keep_context,money_expansion_no_distribution,10,1,2021-08-03
P07LPE_SH600887_2021-08-03_0016,money_price_keep_context,money_price_upper_keep,10,1,2021-08-03
P07LPE_SH600887_2021-08-03_0016,post_20_30_or_late_continuation_context,post_20_relative_strength_context,16,1,2021-09-24
P07LPE_SH600887_2021-08-03_0016,prelaunch_path_quality,range_tightening_then_expand,1,1,2021-10-08
P07LPE_SH600887_2021-08-03_0016,rank_jump_persistence_watchlist,industry_rank_jump_leader,8,1,2021-08-03
P07LPE_SH600887_2021-08-03_0016,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,1,1,2021-09-24
P07LPE_SH600887_2021-08-03_0016,relative_strength_persistence,industry_relative_strength_persistence,6,1,2021-08-03
P07LPE_SH600887_2021-08-03_0016,relative_strength_persistence,relative_strength_10d_persistence,32,1,2021-09-27
P07LPE_SH600887_2021-08-03_0016,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2021-08-31
P07LPE_SH600887_2021-08-03_0016,sparse_strong_day_lifecycle_node,strong_body_day_node,3,1,2021-09-24
P07LPE_SH600887_2022-02-09_0017,money_price_keep_context,money_expansion_no_distribution,1,1,2022-02-09
P07LPE_SH600887_2022-02-09_0017,money_price_keep_context,money_price_upper_keep,1,1,2022-02-09
P07LPE_SH600887_2022-02-09_0017,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2022-02-09
P07LPE_SH600887_2022-04-01_0018,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2022-05-10
P07LPE_SH600887_2022-04-01_0018,money_price_keep_context,money_expansion_no_distribution,2,1,2022-05-10
P07LPE_SH600887_2022-04-01_0018,money_price_keep_context,money_price_upper_keep,2,1,2022-05-10
P07LPE_SH600887_2022-04-01_0018,relative_strength_persistence,industry_relative_strength_persistence,3,1,2022-04-01
P07LPE_SH600887_2022-04-01_0018,relative_strength_persistence,relative_strength_10d_persistence,1,1,2022-05-10
P07LPE_SH600887_2022-04-01_0018,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2022-04-01
P07LPE_SH600887_2022-07-28_0019,industry_breadth_coherence,industry_breadth_confirmed_launch,2,1,2022-08-05
P07LPE_SH600887_2022-07-28_0019,money_price_keep_context,money_price_upper_keep,1,1,2022-08-26
P07LPE_SH600887_2022-07-28_0019,relative_strength_persistence,industry_relative_strength_persistence,3,1,2022-07-28
P07LPE_SH600887_2022-07-28_0019,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2022-07-28
P07LPE_SH600887_2022-11-29_0020,industry_breadth_coherence,industry_breadth_confirmed_launch,7,1,2022-11-29
P07LPE_SH600887_2022-11-29_0020,money_price_keep_context,money_expansion_no_distribution,5,1,2022-12-09
P07LPE_SH600887_2022-11-29_0020,money_price_keep_context,money_price_upper_keep,5,1,2022-12-09
P07LPE_SH600887_2022-11-29_0020,post_20_30_or_late_continuation_context,post_20_relative_strength_context,22,1,2022-12-01
P07LPE_SH600887_2022-11-29_0020,prelaunch_path_quality,controlled_repair_from_deep_drawdown,1,1,2022-11-29
P07LPE_SH600887_2022-11-29_0020,prelaunch_path_quality,range_tightening_then_expand,1,1,2023-01-10
P07LPE_SH600887_2022-11-29_0020,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,4,1,2022-11-29
P07LPE_SH600887_2022-11-29_0020,relative_strength_persistence,relative_strength_10d_persistence,18,1,2022-11-29
P07LPE_SH600887_2022-11-29_0020,repair_quality_watchlist,repair_higher_low_reclaim,8,1,2022-11-29
P07LPE_SH600887_2022-11-29_0020,repair_quality_watchlist,repair_reclaim_ema20_quality,2,1,2022-12-01
P07LPE_SH600887_2022-11-29_0020,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2023-01-10
P07LPE_SH600887_2023-04-28_0021,money_price_keep_context,money_expansion_no_distribution,1,1,2023-04-28
P07LPE_SH600887_2023-04-28_0021,money_price_keep_context,money_price_upper_keep,1,1,2023-04-28
P07LPE_SH600887_2023-04-28_0021,prelaunch_path_quality,range_tightening_then_expand,1,1,2023-04-28
P07LPE_SH600887_2023-04-28_0021,relative_strength_persistence,industry_relative_strength_persistence,1,1,2023-04-28
P07LPE_SH600887_2023-04-28_0021,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2023-04-28
P07LPE_SH600887_2023-06-02_0022,money_price_keep_context,money_expansion_no_distribution,3,1,2023-07-03
P07LPE_SH600887_2023-06-02_0022,money_price_keep_context,money_price_upper_keep,3,1,2023-07-03
P07LPE_SH600887_2023-06-02_0022,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2023-06-02
P07LPE_SH600887_2023-06-02_0022,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2023-07-03
P07LPE_SH600887_2023-09-22_0023,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2023-10-27
P07LPE_SH600887_2023-09-22_0023,money_price_keep_context,money_expansion_no_distribution,2,1,2023-09-22
P07LPE_SH600887_2023-09-22_0023,money_price_keep_context,money_price_upper_keep,2,1,2023-09-22
P07LPE_SH600887_2023-09-22_0023,prelaunch_path_quality,range_tightening_then_expand,2,1,2023-09-22
P07LPE_SH600887_2023-09-22_0023,rank_jump_persistence_watchlist,industry_rank_jump_leader,4,1,2023-10-09
P07LPE_SH600887_2023-09-22_0023,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,2,1,2023-10-09
P07LPE_SH600887_2023-09-22_0023,relative_strength_persistence,industry_relative_strength_persistence,2,1,2023-10-09
P07LPE_SH600887_2023-09-22_0023,relative_strength_persistence,relative_strength_10d_persistence,4,1,2023-10-09
P07LPE_SH600887_2023-09-22_0023,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2023-09-22
P07LPE_SH600887_2023-12-28_0024,money_price_keep_context,money_expansion_no_distribution,2,1,2023-12-28
P07LPE_SH600887_2023-12-28_0024,money_price_keep_context,money_price_upper_keep,2,1,2023-12-28
P07LPE_SH600887_2023-12-28_0024,rank_jump_persistence_watchlist,industry_rank_jump_leader,2,1,2024-01-18
P07LPE_SH600887_2023-12-28_0024,relative_strength_persistence,industry_relative_strength_persistence,3,1,2023-12-28
P07LPE_SH600887_2023-12-28_0024,relative_strength_persistence,relative_strength_10d_persistence,2,1,2024-01-18
P07LPE_SH600887_2023-12-28_0024,repair_quality_watchlist,repair_higher_low_reclaim,4,1,2023-12-28
P07LPE_SH600887_2024-03-15_0025,money_price_keep_context,money_expansion_no_distribution,1,1,2024-03-15
P07LPE_SH600887_2024-03-15_0025,money_price_keep_context,money_price_upper_keep,1,1,2024-03-15
P07LPE_SH600887_2024-03-15_0025,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2024-03-15
P07LPE_SH600887_2024-03-15_0025,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2024-03-15
P07LPE_SH600887_2024-05-17_0026,money_price_keep_context,money_expansion_no_distribution,1,1,2024-05-17
P07LPE_SH600887_2024-05-17_0026,money_price_keep_context,money_price_upper_keep,1,1,2024-05-17
P07LPE_SH600887_2024-05-17_0026,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2024-06-06
P07LPE_SH600887_2024-05-17_0026,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2024-05-17
P07LPE_SH600887_2024-07-17_0027,money_price_keep_context,money_expansion_no_distribution,1,1,2024-07-17
P07LPE_SH600887_2024-07-17_0027,money_price_keep_context,money_price_upper_keep,1,1,2024-07-17
P07LPE_SH600887_2024-07-17_0027,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2024-07-17
P07LPE_SH600887_2024-09-24_0028,industry_breadth_coherence,industry_breadth_confirmed_launch,20,1,2024-09-26
P07LPE_SH600887_2024-09-24_0028,money_price_keep_context,money_expansion_no_distribution,8,1,2024-09-24
P07LPE_SH600887_2024-09-24_0028,money_price_keep_context,money_price_upper_keep,8,1,2024-09-24
P07LPE_SH600887_2024-09-24_0028,post_20_30_or_late_continuation_context,post_20_relative_strength_context,6,1,2024-09-26
P07LPE_SH600887_2024-09-24_0028,prelaunch_path_quality,range_tightening_then_expand,2,1,2024-09-24
P07LPE_SH600887_2024-09-24_0028,rank_jump_persistence_watchlist,industry_rank_jump_leader,18,1,2024-11-05
P07LPE_SH600887_2024-09-24_0028,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,3,1,2024-09-27
P07LPE_SH600887_2024-09-24_0028,relative_strength_persistence,industry_relative_strength_persistence,14,1,2024-11-05
P07LPE_SH600887_2024-09-24_0028,relative_strength_persistence,relative_strength_10d_persistence,19,1,2024-09-30
P07LPE_SH600887_2024-09-24_0028,repair_quality_watchlist,repair_higher_low_reclaim,6,1,2024-09-24
P07LPE_SH600887_2024-09-24_0028,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2024-09-26
P07LPE_SH600893_2017-08-04_0001,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2017-08-04
P07LPE_SH600893_2017-08-04_0001,money_price_keep_context,money_expansion_no_distribution,1,1,2017-08-04
P07LPE_SH600893_2017-08-04_0001,money_price_keep_context,money_price_upper_keep,1,1,2017-08-04
P07LPE_SH600893_2017-08-04_0001,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2017-08-04
P07LPE_SH600893_2017-08-04_0001,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2017-08-04
P07LPE_SH600893_2017-08-04_0001,repair_quality_watchlist,repair_reclaim_ema20_quality,1,1,2017-08-31
P07LPE_SH600893_2017-08-04_0001,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2017-08-04
P07LPE_SH600893_2017-10-11_0002,money_price_keep_context,money_expansion_no_distribution,1,1,2017-11-14
P07LPE_SH600893_2017-10-11_0002,money_price_keep_context,money_price_upper_keep,1,1,2017-11-14
P07LPE_SH600893_2017-10-11_0002,repair_quality_watchlist,repair_higher_low_reclaim,4,1,2017-10-11
P07LPE_SH600893_2017-12-15_0003,industry_breadth_coherence,industry_breadth_confirmed_launch,2,1,2017-12-15
P07LPE_SH600893_2017-12-15_0003,rank_jump_persistence_watchlist,industry_rank_jump_leader,2,1,2017-12-15
P07LPE_SH600893_2017-12-15_0003,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,1,1,2017-12-19
P07LPE_SH600893_2017-12-15_0003,relative_strength_persistence,industry_relative_strength_persistence,1,1,2017-12-15
P07LPE_SH600893_2017-12-15_0003,relative_strength_persistence,relative_strength_10d_persistence,1,1,2017-12-19
P07LPE_SH600893_2017-12-15_0003,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2017-12-15
P07LPE_SH600893_2018-02-26_0004,high_vol_quality_permit,expansion_high_vol_upper_close,1,1,2018-04-25
P07LPE_SH600893_2018-02-26_0004,high_vol_quality_permit,high_vol_controlled_drawdown,2,1,2018-04-24
P07LPE_SH600893_2018-02-26_0004,industry_breadth_coherence,industry_breadth_confirmed_launch,17,1,2018-02-27
P07LPE_SH600893_2018-02-26_0004,money_price_keep_context,money_expansion_no_distribution,10,1,2018-02-26
P07LPE_SH600893_2018-02-26_0004,money_price_keep_context,money_price_upper_keep,10,1,2018-02-26
P07LPE_SH600893_2018-02-26_0004,post_20_30_or_late_continuation_context,post_20_relative_strength_context,26,1,2018-03-05
P07LPE_SH600893_2018-02-26_0004,prelaunch_path_quality,range_tightening_then_expand,1,1,2018-03-27
P07LPE_SH600893_2018-02-26_0004,rank_jump_persistence_watchlist,industry_rank_jump_leader,15,1,2018-02-26
P07LPE_SH600893_2018-02-26_0004,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,3,1,2018-02-28
P07LPE_SH600893_2018-02-26_0004,relative_strength_persistence,industry_relative_strength_persistence,13,1,2018-02-27
P07LPE_SH600893_2018-02-26_0004,relative_strength_persistence,relative_strength_10d_persistence,29,1,2018-02-28
P07LPE_SH600893_2018-02-26_0004,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2018-03-27
P07LPE_SH600893_2018-02-26_0004,repair_quality_watchlist,repair_reclaim_ema20_quality,2,1,2018-03-01
P07LPE_SH600893_2018-02-26_0004,sparse_strong_day_lifecycle_node,strong_body_day_node,4,1,2018-02-26
P07LPE_SH600893_2018-07-03_0005,industry_breadth_coherence,industry_breadth_confirmed_launch,6,1,2018-07-03
P07LPE_SH600893_2018-07-03_0005,money_price_keep_context,money_expansion_no_distribution,3,1,2018-07-03
P07LPE_SH600893_2018-07-03_0005,money_price_keep_context,money_price_upper_keep,3,1,2018-07-03
P07LPE_SH600893_2018-07-03_0005,rank_jump_persistence_watchlist,industry_rank_jump_leader,1,1,2018-07-20
P07LPE_SH600893_2018-07-03_0005,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,3,1,2018-07-05
P07LPE_SH600893_2018-07-03_0005,relative_strength_persistence,industry_relative_strength_persistence,1,1,2018-07-20
P07LPE_SH600893_2018-07-03_0005,relative_strength_persistence,relative_strength_10d_persistence,1,1,2018-07-09
P07LPE_SH600893_2018-07-03_0005,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2018-07-03
P07LPE_SH600893_2018-08-27_0006,industry_breadth_coherence,industry_breadth_confirmed_launch,1,1,2018-09-05
P07LPE_SH600893_2018-08-27_0006,money_price_keep_context,money_expansion_no_distribution,2,1,2018-08-27
P07LPE_SH600893_2018-08-27_0006,money_price_keep_context,money_price_upper_keep,2,1,2018-08-27
P07LPE_SH600893_2018-08-27_0006,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,2,1,2018-09-06
P07LPE_SH600893_2018-08-27_0006,relative_strength_persistence,relative_strength_10d_persistence,2,1,2018-09-06
P07LPE_SH600893_2018-08-27_0006,repair_quality_watchlist,repair_higher_low_reclaim,5,1,2018-08-27
P07LPE_SH600893_2018-10-22_0007,money_price_keep_context,money_expansion_no_distribution,1,1,2018-10-22
P07LPE_SH600893_2018-12-03_0008,money_price_keep_context,money_expansion_no_distribution,2,1,2019-01-07
P07LPE_SH600893_2018-12-03_0008,money_price_keep_context,money_price_upper_keep,1,1,2019-02-11
P07LPE_SH600893_2018-12-03_0008,relative_strength_persistence,industry_relative_strength_persistence,1,1,2019-02-11
P07LPE_SH600893_2018-12-03_0008,repair_quality_watchlist,repair_higher_low_reclaim,2,1,2018-12-03
P07LPE_SH600893_2018-12-03_0008,sparse_strong_day_lifecycle_node,strong_body_day_node,1,1,2019-01-07
P07LPE_SH600893_2019-03-12_0009,post_20_30_or_late_continuation_context,post_20_relative_strength_context,4,1,2019-03-12
P07LPE_SH600893_2019-03-12_0009,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,2,1,2019-03-12
P07LPE_SH600893_2019-03-12_0009,relative_strength_persistence,relative_strength_10d_persistence,1,1,2019-03-13
P07LPE_SH600893_2019-05-28_0010,industry_breadth_coherence,industry_breadth_confirmed_launch,3,1,2019-05-28
P07LPE_SH600893_2019-05-28_0010,money_price_keep_context,money_expansion_no_distribution,2,1,2019-06-21
P07LPE_SH600893_2019-05-28_0010,rank_jump_persistence_watchlist,industry_rank_jump_leader,3,1,2019-05-28
P07LPE_SH600893_2019-05-28_0010,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,2,1,2019-07-30
P07LPE_SH600893_2019-05-28_0010,relative_strength_persistence,relative_strength_10d_persistence,2,1,2019-07-30
P07LPE_SH600893_2019-05-28_0010,repair_quality_watchlist,repair_higher_low_reclaim,1,1,2019-05-28
P07LPE_SH600893_2020-02-19_0011,industry_breadth_coherence,industry_breadth_confirmed_launch,4,1,2020-02-19
P07LPE_SH600893_2020-02-19_0011,money_price_keep_context,money_expansion_no_distribution,1,1,2020-02-19
P07LPE_SH600893_2020-02-19_0011,money_price_keep_context,money_price_upper_keep,1,1,2020-02-19
P07LPE_SH600893_2020-02-19_0011,post_20_30_or_late_continuation_context,post_20_relative_strength_context,2,1,2020-02-19
P07LPE_SH600893_2020-02-19_0011,rank_jump_persistence_watchlist,industry_rank_jump_leader,2,1,2020-03-13
P07LPE_SH600893_2020-02-19_0011,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,5,1,2020-02-21
P07LPE_SH600893_2020-02-19_0011,relative_strength_persistence,industry_relative_strength_persistence,1,1,2020-05-08
P07LPE_SH600893_2020-02-19_0011,relative_strength_persistence,relative_strength_10d_persistence,3,1,2020-02-21
P07LPE_SH600893_2020-06-23_0012,high_vol_destructive_warning,destructive_high_vol_upper_shadow,13,1,2020-07-30
P07LPE_SH600893_2020-06-23_0012,high_vol_destructive_warning,high_vol_break_median_warning,3,1,2020-08-25
P07LPE_SH600893_2020-06-23_0012,high_vol_quality_permit,high_vol_controlled_drawdown,26,1,2020-07-29
P07LPE_SH600893_2020-06-23_0012,industry_breadth_coherence,industry_breadth_confirmed_launch,68,1,2020-07-08
P07LPE_SH600893_2020-06-23_0012,money_price_keep_context,money_expansion_no_distribution,29,1,2020-07-01
P07LPE_SH600893_2020-06-23_0012,money_price_keep_context,money_price_upper_keep,28,1,2020-07-01
P07LPE_SH600893_2020-06-23_0012,post_20_30_or_late_continuation_context,late_acceleration_context,98,1,2020-07-09
P07LPE_SH600893_2020-06-23_0012,post_20_30_or_late_continuation_context,post_20_relative_strength_context,3,1,2020-12-11
P07LPE_SH600893_2020-06-23_0012,prelaunch_path_quality,range_tightening_then_expand,2,1,2020-11-18
P07LPE_SH600893_2020-06-23_0012,rank_jump_persistence_watchlist,industry_rank_jump_leader,66,1,2020-07-09
P07LPE_SH600893_2020-06-23_0012,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,8,1,2020-07-10
P07LPE_SH600893_2020-06-23_0012,relative_strength_persistence,industry_relative_strength_persistence,32,1,2020-07-09
P07LPE_SH600893_2020-06-23_0012,relative_strength_persistence,relative_strength_10d_persistence,71,1,2020-07-10
P07LPE_SH600893_2020-06-23_0012,repair_quality_watchlist,repair_higher_low_reclaim,3,1,2020-06-23
P07LPE_SH600893_2020-06-23_0012,repair_quality_watchlist,repair_reclaim_ema20_quality,3,1,2020-11-19
P07LPE_SH600893_2020-06-23_0012,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,2,1,2020-07-08
P07LPE_SH600893_2020-06-23_0012,sparse_strong_day_lifecycle_node,strong_body_day_node,18,1,2020-07-08
P07LPE_SH600893_2021-05-14_0013,high_vol_destructive_warning,destructive_high_vol_upper_shadow,4,1,2021-06-09
P07LPE_SH600893_2021-05-14_0013,high_vol_quality_permit,high_vol_controlled_drawdown,8,1,2021-06-08
P07LPE_SH600893_2021-05-14_0013,industry_breadth_coherence,industry_breadth_confirmed_launch,39,1,2021-05-25
P07LPE_SH600893_2021-05-14_0013,money_price_keep_context,money_expansion_no_distribution,13,1,2021-05-14
P07LPE_SH600893_2021-05-14_0013,money_price_keep_context,money_price_upper_keep,12,1,2021-05-18
P07LPE_SH600893_2021-05-14_0013,post_20_30_or_late_continuation_context,late_acceleration_context,29,1,2021-06-10
P07LPE_SH600893_2021-05-14_0013,post_20_30_or_late_continuation_context,post_20_relative_strength_context,1,1,2021-05-25
P07LPE_SH600893_2021-05-14_0013,rank_jump_persistence_watchlist,industry_rank_jump_leader,32,1,2021-05-25
P07LPE_SH600893_2021-05-14_0013,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,6,1,2021-05-27
P07LPE_SH600893_2021-05-14_0013,relative_strength_persistence,industry_relative_strength_persistence,23,1,2021-05-28
P07LPE_SH600893_2021-05-14_0013,relative_strength_persistence,relative_strength_10d_persistence,46,1,2021-05-27
P07LPE_SH600893_2021-05-14_0013,repair_quality_watchlist,repair_reclaim_ema20_quality,14,1,2021-05-25
P07LPE_SH600893_2021-05-14_0013,sparse_strong_day_lifecycle_node,first_near_limit_upper_close,1,1,2021-05-25
P07LPE_SH600893_2021-05-14_0013,sparse_strong_day_lifecycle_node,strong_body_day_node,9,1,2021-05-14
P07LPE_SH600893_2021-10-25_0014,industry_breadth_coherence,industry_breadth_confirmed_launch,22,1,2021-10-29
P07LPE_SH600893_2021-10-25_0014,money_price_keep_context,money_expansion_no_distribution,8,1,2021-10-29
P07LPE_SH600893_2021-10-25_0014,money_price_keep_context,money_price_upper_keep,8,1,2021-10-29
P07LPE_SH600893_2021-10-25_0014,post_20_30_or_late_continuation_context,late_acceleration_context,12,1,2021-10-29
P07LPE_SH600893_2021-10-25_0014,post_20_30_or_late_continuation_context,post_20_relative_strength_context,6,1,2021-11-23
P07LPE_SH600893_2021-10-25_0014,prelaunch_path_quality,range_tightening_then_expand,2,1,2021-12-14
P07LPE_SH600893_2021-10-25_0014,rank_jump_persistence_watchlist,industry_rank_jump_leader,2,1,2021-10-29
P07LPE_SH600893_2021-10-25_0014,rank_jump_persistence_watchlist,rank_jump_5d_persist_3d,2,1,2021-10-29
P07LPE_SH600893_2021-10-25_0014,relative_strength_persistence,industry_relative_strength_persistence,4,1,2021-10-25
P07LPE_SH600893_2021-10-25_0014,relative_strength_persistence,relative_strength_10d_persistence,25,1,2021-10-29
P07LPE_SH600893_2021-10-25_0014,repair_quality_watchlist,repair_higher_low_reclaim,4,1,2021-10-25
P07LPE_SH600893_2021-10-25_0014,sparse_strong_day_lifecycle_node,strong_body_day_node,5,1,2021-10-29
P07LPE_SH600893_2022-04-27_0015,high_vol_destructive_warning,destructive_high_vol_upper_shadow,2,1,2022-08-10
P07LPE_SH600893_2022-04-27_0015,high_vol_quality_permit,high_vol_controlled_drawdown,4,1,2022-07-18
