entry_family,entry_variant_id,instrument_year,entry_event_count,entry_success_primary,entry_future_50pct_high_120d,median_missed_gain
higher_low_reacceleration_entry,higher_low_money_quality,SH600000_2023,1,False,False,0.049773693
higher_low_reacceleration_entry,higher_low_money_quality,SH600009_2017,1,False,False,0.15600812
higher_low_reacceleration_entry,higher_low_money_quality,SH600009_2018,1,False,False,0.04826343
higher_low_reacceleration_entry,higher_low_money_quality,SH600009_2020,1,False,False,0.003369689
higher_low_reacceleration_entry,higher_low_money_quality,SH600011_2018,1,False,False,0.18894827
higher_low_reacceleration_entry,higher_low_money_quality,SH600015_2022,1,False,False,0.03456211
higher_low_reacceleration_entry,higher_low_money_quality,SH600016_2019,1,False,False,0.011520624
higher_low_reacceleration_entry,higher_low_money_quality,SH600016_2022,1,False,False,0.051724076
higher_low_reacceleration_entry,higher_low_money_quality,SH600018_2020,1,False,False,0.051212907
higher_low_reacceleration_entry,higher_low_money_quality,SH600018_2023,1,False,False,0.014736891
higher_low_reacceleration_entry,higher_low_money_quality,SH600019_2019,1,False,False,0.06575966
higher_low_reacceleration_entry,higher_low_money_quality,SH600023_2023,1,False,False,0.15856779
higher_low_reacceleration_entry,higher_low_money_quality,SH600025_2023,1,False,False,0.028106451
higher_low_reacceleration_entry,higher_low_money_quality,SH600028_2018,1,False,False,0.0864197
higher_low_reacceleration_entry,higher_low_money_quality,SH600028_2019,1,False,False,0.08426964
higher_low_reacceleration_entry,higher_low_money_quality,SH600028_2023,1,False,False,0.01449275
higher_low_reacceleration_entry,higher_low_money_quality,SH600030_2018,1,False,False,0.22260273
higher_low_reacceleration_entry,higher_low_money_quality,SH600031_2019,2,True,True,0.14147806
higher_low_reacceleration_entry,higher_low_money_quality,SH600036_2019,1,True,False,0.10923076
higher_low_reacceleration_entry,higher_low_money_quality,SH600050_2018,1,False,False,0.13539195
higher_low_reacceleration_entry,higher_low_money_quality,SH600085_2023,1,True,False,0.08366978
higher_low_reacceleration_entry,higher_low_money_quality,SH600089_2022,1,False,False,0.16502655
higher_low_reacceleration_entry,higher_low_money_quality,SH600309_2022,1,False,False,0.06961644
higher_low_reacceleration_entry,higher_low_money_quality,SH600372_2023,1,False,False,0.061238647
higher_low_reacceleration_entry,higher_low_money_quality,SH600377_2019,1,False,False,0.0536232
higher_low_reacceleration_entry,higher_low_money_quality,SH600383_2019,1,False,False,0.1179775
higher_low_reacceleration_entry,higher_low_money_quality,SH600406_2022,1,False,False,0.20373428
higher_low_reacceleration_entry,higher_low_money_quality,SH600436_2020,1,False,True,0.13464677
