target_industry,model_task,fold_id,split,instrument_year,raw_group_weight_sum,raw_group_weight_share,final_group_weight_sum,final_group_weight_share,top_instrument_year_weight_share,instrument_year_weight_hhi,group_cap_applied,max_instrument_year_weight_share,row_count,positive_count
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH600009_2017,2.0,0.045454545454545456,18.009113924049707,0.05130801687763448,0.08000000000001312,0.06157380631785156,True,0.08,11,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH600009_2018,3.0,0.06818181818181818,27.01367088607456,0.07696202531645172,0.08000000000001312,0.06157380631785156,True,0.08,35,2
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH600018_2018,5.0,0.11363636363636363,28.080000000004613,0.08000000000001312,0.08000000000001312,0.06157380631785156,True,0.08,30,9
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH600029_2017,0.6470588235294118,0.014705882352941178,5.826478034251377,0.016599652519234686,0.08000000000001312,0.06157380631785156,True,0.08,11,3
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH600029_2018,2.3529411764705883,0.053475935828877004,21.187192851823184,0.060362372797217026,0.08000000000001312,0.06157380631785156,True,0.08,25,2
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH600115_2017,3.0,0.06818181818181818,27.013670886074557,0.0769620253164517,0.08000000000001312,0.06157380631785156,True,0.08,20,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH600115_2018,2.0,0.045454545454545456,18.009113924049707,0.05130801687763448,0.08000000000001312,0.06157380631785156,True,0.08,22,4
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH601006_2017,1.625,0.036931818181818184,14.632405063290387,0.04168776371307801,0.08000000000001312,0.06157380631785156,True,0.08,8,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH601006_2018,4.375,0.09943181818181818,28.08000000000461,0.0800000000000131,0.08000000000001312,0.06157380631785156,True,0.08,26,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH601018_2017,2.0,0.045454545454545456,18.009113924049707,0.05130801687763448,0.08000000000001312,0.06157380631785156,True,0.08,14,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH601018_2018,2.0,0.045454545454545456,18.009113924049707,0.05130801687763448,0.08000000000001312,0.06157380631785156,True,0.08,12,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH601111_2017,2.8125,0.06392045454545454,25.3253164556949,0.07215189873417348,0.08000000000001312,0.06157380631785156,True,0.08,18,8
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH601111_2018,1.1875,0.026988636363636364,10.692911392404513,0.03046413502109547,0.08000000000001312,0.06157380631785156,True,0.08,17,2
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SH601919_2018,1.0,0.022727272727272728,9.004556962024854,0.02565400843881724,0.08000000000001312,0.06157380631785156,True,0.08,5,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SZ002120_2017,1.1428571428571428,0.025974025974025972,10.290922242314117,0.029318866787219698,0.08000000000001312,0.06157380631785156,True,0.08,15,0
交通运输,industry_launch_winner_score_lgbm,fold_2020,train,SZ002120_2018,2.857142857142857,0.06493506493506494,25.727305605785297,0.07329716696804925,0.08000000000001312,0.06157380631785156,True,0.08,34,0
