fold_id,validation_fold_role,split,candidate_type,model_task,stable_candidate_id,gate_stable_candidate_id,normalized_gate_formula,predeclared_bucket_id,event_count,weighted_event_count,validation_selected_on_validation,candidate_baseline_missing_row_rate,candidate_baseline_missing_weight_share,candidate_weighted_baseline_missing_rate,fold_2024_used_for_p1_promotion,positive_count,winner_rate,all_launch_baseline_winner_rate,lift_vs_all_launch_baseline,candidate_weighted_same_family_winner_rate,lift_vs_candidate_weighted_same_family_baseline,false_positive_rate,median_drawdown_60d,winner_episode_coverage,distinct_instrument_year,oof_top_instrument_year_weight_share,oof_instrument_year_weight_hhi,oof_top1_instrument_contribution,oof_top5_instrument_contribution,oof_top1_industry_contribution,oof_top3_industry_contribution,oof_industry_hhi,oof_regime_hhi,oof_top1_regime_contribution,industry_count_with_min_events,train_score_threshold,score_bucket_policy,event_level_dedup_reject_count,failure_positive_count,failure_precision,failure_precision_lift,nonwinner_precision,nonwinner_precision_lift,winner_false_reject_from_launch_rate,big_winner_false_reject_from_launch_rate,winner_false_reject_from_decision_rate,big_winner_false_reject_from_decision_rate,pending_winner_coverage_loss_from_launch,total_winner_coverage_loss_from_launch,median_drawdown_avoided_vs_matched_delay,before_12pct_drawdown_rate,instrument_year_filter_effect_lift,secondary_decision_reference_veto_pass
fold_2020,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,3b566315f4c64be7e7e1,,,launch_top_10pct_by_train_threshold,176,185.61587880631612,False,0.0,0.0,0.0,False,83.0,0.34946615813944454,0.223024708384271,1.5669392000159699,0.3145979228528972,1.1108342832347669,0.28021660596229114,-0.10284784824576865,0.17575757575757575,55,0.07429067429193609,0.0312696792694959,0.07429067429193609,0.2505080327670698,0.2071793651804421,0.4885284593141277,0.11431564936162744,0.7257893090121699,0.8447742168717025,6,0.16090257737673483,top_0.10_by_train_threshold,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,bd6b4dbbcc086623e9e3,,,launch_top_5pct_by_train_threshold,41,38.698453784179065,False,0.0,0.0,0.0,False,28.0,0.6672506548054256,0.223024708384271,2.991823908836838,0.3336394791029627,1.9999151677116391,0.08266573135498625,-0.09545988861439447,0.07272727272727272,16,0.1827347745741802,0.1100736541235555,0.1827347745741802,0.6578451884670486,0.28933005974245196,0.6547996088908122,0.17596158442473325,0.6176275854445451,0.7601606083713885,1,0.2334479496062397,top_0.05_by_train_threshold,,,,,,,,,,,,,,,,
fold_2020,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,4c1f5cc0e3666e89019f,,,launch_top_2pct_by_train_threshold,15,13.052908667830133,False,0.0,0.0,0.0,False,9.0,0.4582392776523702,0.223024708384271,2.054656997299264,0.2971576006505251,1.5420749011609052,0.09029345372460496,-0.09545988861439447,0.024242424242424242,5,0.5417607223476297,0.3818057671631446,0.5417607223476297,1.0,0.5417607223476297,0.9209932279909706,0.38180576716314474,1.0,1.0,0,0.3399340279971184,top_0.02_by_train_threshold,,,,,,,,,,,,,,,,
fold_2021,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,3b566315f4c64be7e7e1,,,launch_top_10pct_by_train_threshold,596,490.3623577714578,False,0.0,0.0,0.0,False,78.0,0.0959754406000938,0.11249100856315539,0.8531832172720781,0.16246506801725022,0.590745086136937,0.5788588775495099,-0.13041624211617375,0.1391304347826087,66,0.055938631902458895,0.027313574078326693,0.055938631902458895,0.24562005028479522,0.5482781079978505,0.7352140877251231,0.3283211402387303,0.33623572920556144,0.3714718741347362,11,0.1784566163019519,top_0.10_by_train_threshold,,,,,,,,,,,,,,,,
fold_2021,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,bd6b4dbbcc086623e9e3,,,launch_top_5pct_by_train_threshold,215,173.71818953233605,False,0.0,0.0,0.0,False,32.0,0.11457880542956063,0.11249100856315539,1.0185596777295591,0.16561336895461296,0.6918451460338413,0.5496609201188151,-0.1173692946714725,0.06086956521739131,40,0.07895028006003235,0.04129582867101315,0.07895028006003235,0.33549459894682887,0.7145938618783724,0.8568135584255893,0.525219013023952,0.33431273440599885,0.35854444915993944,4,0.2371052777620579,top_0.05_by_train_threshold,,,,,,,,,,,,,,,,
fold_2021,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,4c1f5cc0e3666e89019f,,,launch_top_2pct_by_train_threshold,64,45.65756251876161,False,0.0,0.0,0.0,False,2.0,0.01877440855151858,0.11249100856315539,0.16689697062301773,0.17506299841525094,0.10724372780926282,0.5297045043208244,-0.10827677940825753,0.008695652173913044,18,0.1501952684121486,0.09181664229954319,0.1501952684121486,0.5974754940232844,0.8589237300271604,0.9812255914484813,0.7472594100736188,0.33749898758469876,0.3824523533477725,1,0.30194889659071766,top_0.02_by_train_threshold,,,,,,,,,,,,,,,,
fold_2022,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,3b566315f4c64be7e7e1,,,launch_top_10pct_by_train_threshold,565,473.5306568048779,False,0.0,0.0,0.0,False,85.0,0.13935260363143126,0.0730898557528117,1.906592949132623,0.09860557666000921,1.4132324798618365,0.7091993532154282,-0.17553790796038327,0.21951219512195122,108,0.03007210118358866,0.014940440812371118,0.03007210118358866,0.12865141443365422,0.13578025717267642,0.36017213263311637,0.07501254472987126,0.4852007248887545,0.5684954456352346,15,0.1299960777862323,top_0.10_by_train_threshold,,,,,,,,,,,,,,,,
fold_2022,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,bd6b4dbbcc086623e9e3,,,launch_top_5pct_by_train_threshold,501,408.00759131532277,False,0.0,0.0,0.0,False,75.0,0.1491742864099901,0.0730898557528117,2.040971142623325,0.09735151494324777,1.5323262970992595,0.6772518598232101,-0.17553790796038327,0.1951219512195122,95,0.029497099287953542,0.016540237931683976,0.029497099287953542,0.13967068052451767,0.1457907392741349,0.3668146331307087,0.08250827453545084,0.5023339302549046,0.534160871292346,12,0.13128953129088583,top_0.05_by_train_threshold,,,,,,,,,,,,,,,,
fold_2022,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,4c1f5cc0e3666e89019f,,,launch_top_2pct_by_train_threshold,143,152.99942202504434,False,0.0,0.0,0.0,False,0.0,0.0,0.0730898557528117,0.0,0.0949409244206762,0.0,0.9646026885435973,-0.292225167713308,0.0,37,0.06607498138528486,0.03988491855965516,0.06607498138528486,0.2722430052214884,0.3057051012485803,0.7026816399278967,0.19852633604341194,1.0,1.0,4,0.13177492575700814,top_0.02_by_train_threshold,,,,,,,,,,,,,,,,
fold_2023,p1_promotion_eligible,validation,lgbm_score_bucket,launch_winner_score_lgbm,3b566315f4c64be7e7e1,,,launch_top_10pct_by_train_threshold,109,91.78438656931306,False,0.0,0.0,0.0,False,15.0,0.08536557867399729,0.05121481092011883,1.666814289466857,0.0819458350894939,1.0417317558698211,0.6419698117292901,-0.15402295461244597,0.09433962264150944,41,0.07252050429049155,0.03792768400701424,0.07252050429049155,0.31889831656207185,0.2970676424152017,0.6207443994761412,0.1667746890144084,0.44217965960452554,0.4860920189952761,3,0.15129217111805007,top_0.10_by_train_threshold,,,,,,,,,,,,,,,,
