candidate_type,model_task,stable_candidate_id,included_fold_ids,p1_promotion_eligible_fold_ids,oof_validation_fold_count,p1_promotion_eligible_oof_validation_fold_count,p1_promotion_eligible_oof_validation_distinct_years,positive_validation_fold_count,candidate_baseline_missing_row_rate,candidate_baseline_missing_weight_share,candidate_weighted_baseline_missing_rate,fold_2024_used_for_p1_promotion,search_bias_pass,candidate_lift_exceeds_null_p95,empirical_p_value,fdr_q_value,candidate_for_p1_refine,p1_rejected_due_to_fold2024_audit_only_dependence,p1_promotion_eligible_oof_event_level_dedup_reject_count,p1_promotion_eligible_oof_nonwinner_precision_lift,p1_promotion_eligible_oof_failure_precision_lift,p1_promotion_eligible_oof_winner_false_reject_from_launch_rate,p1_promotion_eligible_oof_big_winner_false_reject_from_launch_rate,p1_promotion_eligible_oof_winner_false_reject_from_decision_rate,p1_promotion_eligible_oof_big_winner_false_reject_from_decision_rate,secondary_decision_reference_veto_pass,p1_promotion_eligible_oof_pending_winner_coverage_loss_from_launch,p1_promotion_eligible_oof_total_winner_coverage_loss_from_launch,p1_promotion_eligible_oof_median_drawdown_avoided_vs_matched_delay,p1_promotion_eligible_oof_before_12pct_drawdown_rate,p1_promotion_eligible_oof_instrument_year_filter_effect_lift,oof_top1_instrument_contribution,oof_top5_instrument_contribution,oof_top_instrument_year_weight_share,oof_instrument_year_weight_hhi,oof_top1_industry_contribution,oof_top3_industry_contribution,oof_industry_hhi,oof_regime_hhi,oof_top1_regime_contribution,industry_count_with_min_events,industry_regime_ablation_lift_ratio,lift_vs_industry_only_baseline,without_industry_regime_ablation_lift,p1_promotion_eligible_oof_event_count,p1_promotion_eligible_oof_lift_vs_all_launch_baseline,p1_promotion_eligible_oof_lift_vs_candidate_weighted_same_family_baseline,p1_promotion_eligible_oof_winner_episode_coverage,p1_promotion_eligible_oof_false_positive_rate,p1_promotion_eligible_oof_median_drawdown_60d,p1_promotion_eligible_oof_distinct_instrument_year,p1_promotion_eligible_oof_instrument_year_lift
gate,failure_reject_gate,0c4c660c91283388f054,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,1,0.0,0.0,0.0,False,False,False,,,False,True,57.0,0.9466755023712329,1.785215564872536,0.11203319502074688,0.0,0.11203319502074688,0.0,True,1.0,0.0008515865933107206,0.20511136112207667,0.74822695035461,0.9466755023712329,0.5477178423236514,1.0,0.5477178423236514,0.378283431759095,0.5477178423236514,0.9178423236514522,0.378283431759095,0.6477333379246224,0.7717842323651452,1.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,0dc9dd0b3d940546e9a9,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,4,0.0,0.0,0.0,False,False,False,,,False,True,856.0,0.8858150855203902,1.4041352885874967,0.21004652089728312,0.13310556088194023,0.1919577512087374,0.13546893027693763,False,1.0,0.01917582127025252,0.1884089856370212,0.8945613845865834,0.8858150855203902,0.14081386620628467,0.4766564610678645,0.14081386620628467,0.0632837624399605,0.20042465066451787,0.49294099079931725,0.11900591672610412,0.5926282679293935,0.7223919421777345,15.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,0df7a87cabb66643578c,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,3,0.0,0.0,0.0,False,False,False,,,False,True,296.0,0.9857726014858673,1.6227248375485424,0.13028395248145214,0.0575279236708606,0.15850188551491157,0.07693301650246866,True,1.0,0.005799498605813652,0.18861533027361568,0.7837911894606941,0.9857726014858673,0.5199674275561041,0.8466482619117823,0.5199674275561041,0.30658341102013326,0.5199674275561041,0.8774362492189184,0.3483158630166982,0.8157871092868167,0.8973582195493235,4.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,0e54f2f70da775d3fc99,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,1,0.0,0.0,0.0,False,False,False,,,False,True,1285.0,0.9031920825361515,0.9472161311392208,0.19253279552199054,0.137128322685119,0.18949339594683276,0.14021978648824446,False,1.0,0.023331668751422896,0.17991853837026434,0.995865503765132,0.9031920825361515,0.2883009592977092,0.8588813366330706,0.2883009592977092,0.17910869849104774,0.3000287033752632,0.7354762600905241,0.22629095399631372,1.0,1.0,23.0,1.0,1.0,1.0,,,,,,,,
gate,launch_winner_gate,0e943827f32fa2d469f7,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,3,0.0,0.0,0.0,False,False,False,,,False,True,,,,,,,,,,,,,,0.2376194534607504,0.5346437702866883,0.2376194534607504,0.09640278205831392,0.31682593794766717,0.605537925907121,0.17825161796308248,1.0,1.0,14.0,1.0,1.0,1.0,808.0,1.2036368175451495,0.9726580484550122,0.3536976287616556,0.35323172714527395,-0.07861107844959409,519.0,1.0
gate,launch_winner_gate,0ea0f6a001c2e3b19b8e,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,1,0.0,0.0,0.0,False,False,False,,,False,True,,,,,,,,,,,,,,0.2347049515925731,0.602354665975345,0.2347049515925731,0.1140798442103421,0.23470495159257304,0.5636323002243816,0.14111180302006127,1.0,1.0,1.0,1.0,1.0,1.0,94.0,1.215537409905671,0.6864915595552048,0.046019328117809476,0.5314641544015817,-0.12009924034706268,60.0,1.0
gate,failure_reject_gate,0ea832f651df80d63bb4,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,1,0.0,0.0,0.0,False,False,False,,,False,True,1051.0,0.9483686421744261,1.2921699074448616,0.16039206006525555,0.13835386351020748,0.1545841959329915,0.14094814677261464,True,1.0,0.020754380193389002,0.18835523315342234,0.9645691225340305,0.9483686421744261,0.33502484675972116,0.9268553256641474,0.33502484675972116,0.23774729962876,0.4802022803556003,1.0,0.36719416416569217,1.0,1.0,19.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,108ef41e9999f316265b,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,4,0.0,0.0,0.0,False,False,False,,,False,True,1068.0,0.8805338306508317,1.357424808341178,0.21278121790692142,0.14993916436731236,0.20553392536866455,0.15590885667547738,False,1.0,0.022813170180856747,0.21139961079409195,0.9463993929507877,0.8805338306508317,0.1114396662914515,0.4573247517430248,0.1114396662914515,0.06053389373256586,0.20695420812651874,0.49855109647164086,0.11758359239001726,0.5960437822039656,0.7438088728790344,18.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,10ffb741b155574d896e,fold_2021;fold_2022;fold_2023;fold_2024,fold_2021;fold_2022;fold_2023,4,3,3,2,0.0,0.0,0.0,False,False,False,,,False,True,244.0,0.9626946558268741,1.6388715338528212,0.1143759796495347,0.03878730135014561,0.1143759796495347,0.03878730135014561,True,1.0,0.006793059075560895,0.19764795206089397,0.8271062013322075,0.9626946558268741,0.5199674275561041,0.8466482619117823,0.5199674275561041,0.30658341102013326,0.5199674275561041,0.8774362492189184,0.3483158630166982,0.4874577949826919,0.6111305479717848,4.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,119d0213b7b9bd78bd3f,fold_2024,,1,0,0,0,0.0,0.0,0.0,False,False,False,,,False,True,0.0,,,,,,,False,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,1396abd4c441e27d289b,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,1,0.0,0.0,0.0,False,False,False,,,False,True,69.0,1.0089868774106234,1.911206216954826,0.0526945300453385,0.211750271474707,0.0526945300453385,0.21607519284026727,True,1.0,0.0017821242660297485,0.21587976474019774,1.0,1.0089868774106234,0.423500542949414,0.8946678136766842,0.423500542949414,0.2566906212164898,0.4799672820093359,0.9394999224357979,0.3553137080703966,0.7135287605409003,0.8330210701494971,2.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,13a2292cbb3da50ccf5a,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,1,0.0,0.0,0.0,False,False,False,,,False,True,1036.0,0.7694836680520896,0.6958443033206647,0.29890910606145576,0.23876699155591155,0.314294305290607,0.24038471470438946,False,1.0,0.022112193805788743,0.1666666989727067,0.950648772321646,0.7694836680520896,0.3744497382293799,1.0,0.3744497382293799,0.2435772257110849,0.47526312929113607,0.851633122588359,0.31907632149726634,1.0,1.0,19.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,13d43c2a0506652e689b,fold_2024,,1,0,0,0,0.0,0.0,0.0,False,False,False,,,False,True,0.0,,,,,,,False,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,13e063f6cc9dcc1deccf,fold_2023;fold_2024,fold_2023,2,1,1,0,0.0,0.0,0.0,False,False,False,,,False,True,10.0,1.0574377039182041,1.10892225656687,0.0,0.0,0.0,0.0,True,,0.0,0.23796013906759095,1.0,1.0574377039182041,0.3565621142957898,0.7584716154353519,0.3565621142957898,0.1836330494326592,0.3565621142957899,0.6180409981127024,0.188173640195198,0.5213592409067163,0.6594701199642132,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,14a387b863c46a98ee29,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,1,0.0,0.0,0.0,False,False,False,,,False,True,938.0,0.9297793468326473,1.3443690809148585,0.17505959670183735,0.10758501365592535,0.17085829359548155,0.11049848591646869,False,1.0,0.01883713770383055,0.18924061645497825,0.9619208388230127,0.9297793468326473,0.3741716662400459,0.9268553256641474,0.3741716662400459,0.23774729962876,0.4802022803556003,1.0,0.36719416416569217,1.0,1.0,18.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,16145b7912ea3844e5e8,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,1,0.0,0.0,0.0,False,False,False,,,False,True,64.0,1.0269339460727422,1.4152078665476986,0.03561513430259326,0.0,0.03561513430259326,0.0,True,1.0,0.0010087416901743453,0.23750269967447848,0.9035326086956521,1.0269339460727422,0.1721745284024002,0.4741982179788348,0.1721745284024002,0.07847292528587829,0.28880888635241325,0.5193081331194741,0.13505989347042222,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,16fda13ede1758d4b5ac,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,3,0.0,0.0,0.0,False,False,False,,,False,True,312.0,0.9916347630068858,1.6208537159997758,0.12536429587738693,0.05493248133645813,0.1540626814399572,0.07333201957295911,True,1.0,0.005799498605813652,0.18542148832524596,0.7782212638619961,0.9916347630068858,0.5199674275561041,0.8466482619117823,0.5199674275561041,0.30658341102013326,0.5199674275561041,0.8774362492189184,0.3483158630166982,0.7622660484308854,0.8621229407472588,4.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,198143af9d543a282380,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,2,0.0,0.0,0.0,False,False,False,,,False,True,448.0,1.0234850622336777,0.9207157389046929,0.09569670155474166,0.09210901147866202,0.09246173127803424,0.0894581337888927,True,1.0,0.007039060396527903,0.1766353324609184,0.9736263736263737,1.0234850622336777,0.09260388593815766,0.24900155996704615,0.09260388593815766,0.025349568676163687,0.22265565241980856,0.47171520405324946,0.10573220632970907,0.612540427003694,0.7397572368631048,5.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,19a82b766c17f390481e,fold_2021;fold_2022;fold_2023;fold_2024,fold_2021;fold_2022;fold_2023,4,3,3,0,0.0,0.0,0.0,False,False,False,,,False,True,133.0,0.9937967496802687,0.9532125570732916,0.08623108985137971,0.020928237484967874,0.10578652084825883,0.01993242525786396,True,1.0,0.0038212746883984176,0.1666666989727067,0.9315476190476191,0.9937967496802687,0.20373519399998416,0.5748242973570981,0.20373519399998416,0.09464935787092418,0.2474715746894617,0.6318960276905048,0.1613171807818963,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,19d7d999c97583c82116,fold_2021;fold_2022;fold_2023;fold_2024,fold_2021;fold_2022;fold_2023,4,3,3,2,0.0,0.0,0.0,False,False,False,,,False,True,256.0,0.9665645236186027,1.6635693820940407,0.11089117385585023,0.03729151578765079,0.113481414708732,0.03729151578765079,True,1.0,0.006793059075560895,0.18889560483326984,0.819679633867277,0.9665645236186027,0.5199674275561041,0.8466482619117823,0.5199674275561041,0.30658341102013326,0.5199674275561041,0.8774362492189184,0.3483158630166982,0.4874577949826919,0.6111305479717848,4.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,19fc1d28dacf14dd6394,fold_2021;fold_2022;fold_2023;fold_2024,fold_2021;fold_2022;fold_2023,4,3,3,1,0.0,0.0,0.0,False,False,False,,,False,True,77.0,1.0461404428244352,1.147140454858531,0.0377629968664684,0.006952197600150783,0.039896135939756425,0.006952197600150783,True,1.0,0.0008376296535446627,0.21869268700027633,0.9814814814814815,1.0461404428244352,0.3565621142957898,0.7584716154353519,0.3565621142957898,0.1836330494326592,0.3565621142957899,0.6180409981127024,0.188173640195198,0.8487598314788093,0.9194947202268253,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,1cde053c89be1952e93d,fold_2023;fold_2024,fold_2023,2,1,1,0,0.0,0.0,0.0,False,False,False,,,False,True,3.0,0.9732170018362234,2.5181040991494554,0.07964601769911504,0.6902654867256637,0.07964601769911504,0.6902654867256637,True,1.0,0.00048038218084194494,0.26562352657838095,1.0,0.9732170018362234,0.6902654867256637,1.0,0.6902654867256637,0.5357506460960136,0.6902654867256637,1.0,0.5357506460960136,0.8533949408724255,0.920353982300885,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,1ce584e18663c61fd9ba,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,1,0.0,0.0,0.0,False,False,False,,,False,True,67.0,1.0415709402532127,1.3437754157285147,0.02197203384855295,0.0,0.02197203384855295,0.0,True,1.0,0.0013019603789247139,0.22464939617582005,0.6964285714285714,1.0415709402532127,0.53125,1.0,0.53125,0.501953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,1e3af4f889014f64b92a,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,1,0.0,0.0,0.0,False,False,False,,,False,True,248.0,0.7530224572492505,0.5967878358003683,0.07617338435733605,0.08439758860491205,0.10811869371592371,0.08439758860491205,False,1.0,0.0036347412734784256,0.16747970978933524,0.8322700691121744,0.7530224572492505,0.14375389211364462,0.5270976044166968,0.14375389211364462,0.07576651702091189,0.2802055225773864,0.4799922481189874,0.12166829557739937,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,1e4a75728f3d329ab971,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,0,0.0,0.0,0.0,False,False,False,,,False,True,35.0,0.977476935697646,0.8812477840222187,0.08188717962579554,0.0,0.08188717962579554,0.0,True,1.0,0.0008683243196526318,0.2517162030949362,0.8333333333333334,0.977476935697646,0.21048066498012286,0.6051319118178532,0.21048066498012286,0.10869520991174705,0.21048066498012288,0.4816769063968197,0.1318294463544937,0.6839214820652668,0.8158294181423924,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,1f42e5fca9148458119c,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,4,0.0,0.0,0.0,False,False,False,,,False,True,1205.0,0.8728788823490601,1.3521978541493342,0.21926337730123066,0.15427618965164114,0.21316478415186735,0.15920722864941989,False,1.0,0.02719639397647241,0.21055370869274004,0.9509483775739493,0.8728788823490601,0.10872504206680222,0.452345595471564,0.10872504206680222,0.05860005140389151,0.2135102269492694,0.49800393558041245,0.11747049414126534,0.5721612679054227,0.7197858652178081,19.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,22d6601911a02c400444,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,1,0.0,0.0,0.0,False,False,False,,,False,True,1306.0,0.8939165401702687,0.6699298930712428,0.20123698233354997,0.14288721251391392,0.2156359145040868,0.14412573474454404,False,1.0,0.027056682628748666,0.16797536040449285,0.950683126355669,0.8939165401702687,0.4401975498945319,0.9435644166801883,0.4401975498945319,0.27010581752810087,0.7062510141165016,0.9169438585104657,0.5279977984769801,1.0,1.0,21.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,232ae14b2f3dcf090e26,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,4,0.0,0.0,0.0,False,False,False,,,False,True,2266.0,0.9120406659901925,1.4055852315420378,0.18842804194361185,0.11109946957880205,0.19432552479663434,0.11839702569840285,False,1.0,0.04589015294692947,0.19897594804801413,0.9414658237281801,0.9120406659901925,0.07382614291936267,0.2865515916535832,0.07382614291936267,0.03406717958925957,0.22475126542785098,0.4851332713022339,0.10964656416870759,0.5920709663414367,0.7385349332622274,23.0,1.0,1.0,1.0,,,,,,,,
gate,launch_winner_gate,24161e55e15ae99f9762,fold_2023;fold_2024,fold_2023,2,1,1,0,0.0,0.0,0.0,False,False,False,,,False,True,,,,,,,,,,,,,,0.2861150070126227,1.0,0.2861150070126227,0.22592447611872477,0.5722300140252455,0.8821879382889202,0.3896480705943912,1.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.546984572230014,-0.15672397744468713,5.0,1.0
gate,failure_reject_gate,24d3d4f06927ae2f0ef5,fold_2023;fold_2024,fold_2023,2,1,1,0,0.0,0.0,0.0,False,False,False,,,False,True,9.0,0.8205014549074863,2.122967511934533,0.22406639004149376,0.0,0.22406639004149376,0.0,True,1.0,0.0017031731866214413,0.24446823499770187,0.6666666666666666,0.8205014549074863,0.5477178423236514,1.0,0.5477178423236514,0.378283431759095,0.5477178423236514,0.9178423236514522,0.378283431759095,0.6477333379246224,0.7717842323651452,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,25873a6ef77876cd846b,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,1,0.0,0.0,0.0,False,False,False,,,False,True,69.0,1.058524933865788,1.4314849999626618,0.0062591800786743305,0.014083155177017243,0.0062591800786743305,0.014083155177017243,True,1.0,0.0004625902482181692,0.1954392963513945,0.9807692307692308,1.058524933865788,0.15862639996513708,0.49967315989018185,0.15862639996513708,0.0753855199026202,0.360540956697317,0.6202408448453683,0.18489052608822473,0.43954207543709967,0.5711421972371116,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,25e02fadaeee40e64704,fold_2021;fold_2022;fold_2023;fold_2024,fold_2021;fold_2022;fold_2023,4,3,3,0,0.0,0.0,0.0,False,False,False,,,False,True,467.0,0.7277678855427983,1.5298276228519763,0.33126812515736387,0.23905256803692554,0.14790600291993425,0.24646640103616047,False,1.0,0.013019681302053247,0.18587895550676492,0.988380017719621,0.7277678855427983,0.5368421052631579,1.0,0.5368421052631579,0.5027146814404432,0.5368421052631579,1.0,0.5027146814404432,1.0,1.0,10.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,265eff3ae453f0f3b88d,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,4,0.0,0.0,0.0,False,False,False,,,False,True,219.0,0.8968751300647569,1.312711366943968,0.20066547841008928,0.14364135683618318,0.21732315427823803,0.14364135683618318,False,1.0,0.004230480851325081,0.22233476882240738,0.8939028005838351,0.8968751300647569,0.1441305032649733,0.43908328316079354,0.1441305032649733,0.05821963426205377,0.2562592916158755,0.5712637292355486,0.14158648759982384,0.6716007306609442,0.7968956856555302,1.0,1.0,1.0,1.0,,,,,,,,
