candidate_type,model_task,stable_candidate_id,included_fold_ids,p1_promotion_eligible_fold_ids,oof_validation_fold_count,p1_promotion_eligible_oof_validation_fold_count,p1_promotion_eligible_oof_validation_distinct_years,positive_validation_fold_count,candidate_baseline_missing_row_rate,candidate_baseline_missing_weight_share,candidate_weighted_baseline_missing_rate,fold_2024_used_for_p1_promotion,search_bias_pass,candidate_lift_exceeds_null_p95,empirical_p_value,fdr_q_value,candidate_for_p1_refine,p1_rejected_due_to_fold2024_audit_only_dependence,p1_promotion_eligible_oof_event_level_dedup_reject_count,p1_promotion_eligible_oof_nonwinner_precision_lift,p1_promotion_eligible_oof_failure_precision_lift,p1_promotion_eligible_oof_winner_false_reject_from_launch_rate,p1_promotion_eligible_oof_big_winner_false_reject_from_launch_rate,p1_promotion_eligible_oof_winner_false_reject_from_decision_rate,p1_promotion_eligible_oof_big_winner_false_reject_from_decision_rate,secondary_decision_reference_veto_pass,p1_promotion_eligible_oof_pending_winner_coverage_loss_from_launch,p1_promotion_eligible_oof_total_winner_coverage_loss_from_launch,p1_promotion_eligible_oof_median_drawdown_avoided_vs_matched_delay,p1_promotion_eligible_oof_before_12pct_drawdown_rate,p1_promotion_eligible_oof_instrument_year_filter_effect_lift,oof_top1_instrument_contribution,oof_top5_instrument_contribution,oof_top_instrument_year_weight_share,oof_instrument_year_weight_hhi,oof_top1_industry_contribution,oof_top3_industry_contribution,oof_industry_hhi,oof_regime_hhi,oof_top1_regime_contribution,industry_count_with_min_events,industry_regime_ablation_lift_ratio,lift_vs_industry_only_baseline,without_industry_regime_ablation_lift,p1_promotion_eligible_oof_event_count,p1_promotion_eligible_oof_lift_vs_all_launch_baseline,p1_promotion_eligible_oof_lift_vs_candidate_weighted_same_family_baseline,p1_promotion_eligible_oof_winner_episode_coverage,p1_promotion_eligible_oof_false_positive_rate,p1_promotion_eligible_oof_median_drawdown_60d,p1_promotion_eligible_oof_distinct_instrument_year,p1_promotion_eligible_oof_instrument_year_lift
gate,failure_reject_gate,008e2608919a171d8bfd,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,1,0.0,0.0,0.0,False,False,False,,,False,True,51.0,1.0287451882597183,0.6405156071691782,0.03392688063528761,0.0,0.03392688063528761,0.005191851107420488,True,1.0,0.001541933175608776,0.18099202288617094,1.0,1.0287451882597183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,01a64a01e51f0775c699,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,3,0.0,0.0,0.0,False,False,False,,,False,True,296.0,0.9857726014858673,1.6227248375485424,0.13028395248145214,0.0575279236708606,0.15850188551491157,0.07693301650246866,True,1.0,0.005799498605813652,0.18861533027361568,0.7837911894606941,0.9857726014858673,0.5199674275561041,0.8466482619117823,0.5199674275561041,0.30658341102013326,0.5199674275561041,0.8774362492189184,0.3483158630166982,0.8157871092868167,0.8973582195493235,4.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,0558a5d08355f747de26,fold_2023;fold_2024,fold_2023,2,1,1,0,0.0,0.0,0.0,False,False,False,,,False,True,19.0,1.0574377039182041,1.0729194054165705,0.0,0.0,0.0,0.0,True,,0.0,0.17710499238079613,1.0,1.0574377039182041,0.10197662483859218,0.4588948117736648,0.10197662483859218,0.06843116601995161,0.17845909346753636,0.418104161838228,0.10297147235040885,0.4119853619847157,0.5615998410753898,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,0567ed6758b8c28d71ae,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,4,0.0,0.0,0.0,False,False,False,,,False,True,856.0,0.8858150855203902,1.4041352885874967,0.21004652089728312,0.13310556088194023,0.1919577512087374,0.13546893027693763,False,1.0,0.01917582127025252,0.1884089856370212,0.8945613845865834,0.8858150855203902,0.14081386620628467,0.4766564610678645,0.14081386620628467,0.0632837624399605,0.20042465066451787,0.49294099079931725,0.11900591672610412,0.5926282679293935,0.7223919421777345,15.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,059c33d3685ee2393e96,fold_2024,,1,0,0,0,0.0,0.0,0.0,False,False,False,,,False,True,0.0,,,,,,,False,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,064701ca45def206f777,fold_2020;fold_2021;fold_2022;fold_2023;fold_2024,fold_2020;fold_2021;fold_2022;fold_2023,5,4,4,1,0.0,0.0,0.0,False,False,False,,,False,True,1051.0,0.9483686421744261,1.2921699074448616,0.16039206006525555,0.13835386351020748,0.1545841959329915,0.14094814677261464,True,1.0,0.020754380193389002,0.18835523315342234,0.9645691225340305,0.9483686421744261,0.33502484675972116,0.9268553256641474,0.33502484675972116,0.23774729962876,0.4802022803556003,1.0,0.36719416416569217,1.0,1.0,19.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,079745532cba1d655639,fold_2021;fold_2022;fold_2023;fold_2024,fold_2021;fold_2022;fold_2023,4,3,3,2,0.0,0.0,0.0,False,False,False,,,False,True,121.0,0.968121381934092,1.3451480664255981,0.11098294693689083,0.05084743086043748,0.06861302194613629,0.05329855209872176,True,1.0,0.0030723727398539193,0.19148245525896546,0.9888888888888889,0.968121381934092,0.11765381943764573,0.42019221227730613,0.11765381943764573,0.04959494090467127,0.2273548059488265,0.47485616301318256,0.11419995457436105,0.6259054093842173,0.7749749189551578,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,07a607c5b3c8c1a35878,fold_2023;fold_2024,fold_2023,2,1,1,0,0.0,0.0,0.0,False,False,False,,,False,True,1.0,1.0574377039182041,0.0,0.0,0.0,0.0,0.0,True,,0.0,,1.0,1.0574377039182041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,08b382aeddabd8480380,fold_2023;fold_2024,fold_2023,2,1,1,0,0.0,0.0,0.0,False,False,False,,,False,True,3.0,0.7328416073586179,0.8398607502462812,0.30696474634565785,0.0,0.0,0.0,True,1.0,0.00048038218084194494,0.19277928234839825,1.0,0.7328416073586179,0.38005159071367156,1.0000000000000002,0.38005159071367156,0.33662534037080555,0.38005159071367156,1.0000000000000002,0.33662534037080555,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,
gate,failure_reject_gate,0bf92fb69705e156abf5,fold_2022;fold_2023;fold_2024,fold_2022;fold_2023,3,2,2,0,0.0,0.0,0.0,False,False,False,,,False,True,42.0,0.9235905969884135,1.542898384520402,0.13354671896116765,0.04596402701235064,0.13354671896116765,0.04596402701235064,True,1.0,0.0017124284794376122,0.22408288168350987,0.9330357142857143,0.9235905969884135,0.33726284193541806,0.6178042059089704,0.33726284193541806,0.14871760967066155,0.35834176955638175,0.7054060176124719,0.21428843161862268,0.4932960261002715,0.5864869420149672,0.0,1.0,1.0,1.0,,,,,,,,
