entry_family,entry_variant_id,entry_event_count,median_next_open_gap_from_signal_close,median_next_open_vs_launch_close,median_entry_to_stop_risk_pct,stop_distance_too_wide_rate,next_day_limit_like_open_rate,median_entry_open_above_prior_high_pct
higher_low_reacceleration_entry,higher_low_money_quality,332,-0.00016126037,0.10013187,0.1193644666475212,0.49698795180722893,0.006024096385542169,-0.027494595114112064
higher_low_reacceleration_entry,higher_low_reaccel_rank,1250,-0.0009986758,0.1324526,0.1611995191009723,0.6928,0.0064,-0.04440944401297986
higher_low_reacceleration_entry,higher_low_reclaim_ema20,2281,-0.00030636787,0.08839786,0.1180811838417779,0.4875054800526085,0.00526085050416484,-0.040185434385767715
price_hold_after_launch,hold_10d_close_ge_launch_close,4717,-0.0002682209,0.04146731,0.09518134593963623,0.3826584693661225,0.001483994064023744,-0.031639493197550106
price_hold_after_launch,hold_10d_low_ge_launch_low,4502,-0.00027185678,0.028880835,0.08732116222381592,0.3522878720568636,0.000888494002665482,-0.04229236231732769
price_hold_after_launch,hold_20d_close_ge_launch_close,4701,0.0,0.06412637,0.1174551248550415,0.4892576047649436,0.0034035311635822164,-0.04038462420187083
price_hold_after_launch,hold_3d_close_above_ema20,6989,-0.0004643798,0.0077319145,0.03734144296590158,0.10201745600228931,0.0038632136214050653,-0.027533039878921195
price_hold_after_launch,hold_3d_close_ge_launch_close,4567,-0.00034314394,0.02406013,0.07724452018737793,0.2509305890081016,0.005693015108386249,-0.01881603025855061
price_hold_after_launch,hold_3d_low_ge_launch_low,6707,-0.0005235672,0.0065716505,0.05751347541809082,0.16833159385716415,0.0035783509765916206,-0.028291543751808867
price_hold_after_launch,hold_5d_close_above_median20,6932,0.0,0.010664642,0.04729725158153664,0.16964800923254472,0.002308136180034622,-0.032258005708601156
price_hold_after_launch,hold_5d_close_ge_launch_close,4591,-0.00043994188,0.029177785,0.08333337306976318,0.30777608364190806,0.0028316270964931388,-0.02431608651478412
price_hold_after_launch,hold_5d_low_ge_launch_low,5758,-0.00018382072,0.013754904,0.06791287660598755,0.23584577978464744,0.0020840569642236887,-0.034366212521617534
pullback_hold_entry,pullback_3_8_contraction_upper_close,1043,-0.0012618303,0.04020095,0.09145654245713608,0.3815915627996165,0.009587727708533078,-0.05390838024941236
pullback_hold_entry,pullback_3_8_reclaim_ema20,1476,-0.0010015368,0.064540386,0.11887794771615745,0.49525745257452575,0.006775067750677507,-0.0472249842973399
pullback_hold_entry,pullback_5_12_low_above_launch_low,661,-0.0003503561,0.05754578,0.13275546702936447,0.5642965204236006,0.0,-0.039799026765747536
sparse_strong_day_followthrough_entry,gap_up_hold_3d,475,-0.0007311702,0.02346313,0.07231402397155762,0.2168421052631579,0.002105263157894737,-0.0402097950192023
sparse_strong_day_followthrough_entry,second_strong_day,508,-0.0027967095,0.13335437,0.21460175514221191,0.8503937007874016,0.00984251968503937,-0.03152741641468548
sparse_strong_day_followthrough_entry,sparse_limit_followthrough_3d,1606,-0.0019723773,0.007063091,0.09147226810455322,0.32503113325031135,0.0043586550435865505,-0.04137317413821884
sparse_strong_day_followthrough_entry,sparse_limit_followthrough_5d,1461,-0.0020449162,0.012589335,0.09586763381958008,0.37713894592744696,0.002053388090349076,-0.050417109071703936
sparse_strong_day_followthrough_entry,strong_body_pullback_hold,628,-0.001118958,0.073780775,0.1340088315276725,0.5636942675159236,0.004777070063694267,-0.04128610785353809
volume_confirmation_entry,volume_hold_3d,2745,-0.0010019541,0.027407765,0.09947097301483154,0.3551912568306011,0.007285974499089253,-0.022996509751469163
volume_confirmation_entry,volume_hold_5d,2632,-0.0012608767,0.03333342,0.10738813877105713,0.43541033434650456,0.001899696048632219,-0.030421854298773088
volume_confirmation_entry,volume_rank_money_jump_followthrough,233,-0.0015221238,0.052969456,0.09747505187988281,0.4248927038626609,0.0,-0.029667547028094043
volume_confirmation_entry,volume_second_money_rank_jump,873,-0.00059205294,0.06856072,0.13008522987365723,0.5498281786941581,0.0,-0.03908791145553148
