fold_id,model_task,industry,row_count,positive_rate,avg_prediction_score,auc
fold_2020,launch_winner_score_lgbm,UNKNOWN,24,0.7083333333333334,0.0895126410585897,0.7815126050420168
fold_2020,launch_winner_score_lgbm,交通运输,202,0.07425742574257425,0.06577132242915977,0.5971479500891266
fold_2020,launch_winner_score_lgbm,传媒,77,0.2857142857142857,0.09805721011247756,0.3396694214876033
fold_2020,launch_winner_score_lgbm,公用事业,148,0.0,0.02390777375198982,
fold_2020,launch_winner_score_lgbm,农林牧渔,69,0.43478260869565216,0.09883426067580858,0.5982905982905983
fold_2020,launch_winner_score_lgbm,医药生物,316,0.43354430379746833,0.03876646792478395,0.469681523467765
fold_2020,launch_winner_score_lgbm,商贸零售,30,0.0,0.0759089098692645,
fold_2020,launch_winner_score_lgbm,国防军工,96,0.4895833333333333,0.13827041576230933,0.44594007815892317
fold_2020,launch_winner_score_lgbm,基础化工,127,0.7401574803149606,0.06767700459714729,0.6460348162475822
fold_2020,launch_winner_score_lgbm,家用电器,109,0.41284403669724773,0.10231301415468438,0.3940972222222222
fold_2020,launch_winner_score_lgbm,建筑材料,60,0.6,0.1379644653903775,0.23032407407407407
fold_2020,launch_winner_score_lgbm,建筑装饰,150,0.0,0.02433677603037662,
fold_2020,launch_winner_score_lgbm,房地产,110,0.17272727272727273,0.09277456600339935,0.6124927703875073
fold_2020,launch_winner_score_lgbm,有色金属,121,0.4793388429752066,0.0643359752168041,0.5528188286808976
fold_2020,launch_winner_score_lgbm,机械设备,53,0.5094339622641509,0.06537086625585624,0.37749287749287747
fold_2020,launch_winner_score_lgbm,汽车,211,0.5213270142180095,0.05029580846555301,0.6108010801080108
fold_2020,launch_winner_score_lgbm,煤炭,67,0.22388059701492538,0.05443516756145758,0.691025641025641
fold_2020,launch_winner_score_lgbm,电力设备,217,0.29493087557603687,0.03729190620987607,0.6968954248366013
fold_2020,launch_winner_score_lgbm,电子,343,0.26822157434402333,0.10303191482989094,0.4559587736012472
fold_2020,launch_winner_score_lgbm,石油石化,41,0.3170731707317073,0.062101739722588235,0.33516483516483514
fold_2020,launch_winner_score_lgbm,社会服务,15,1.0,0.11715997927017223,
fold_2020,launch_winner_score_lgbm,计算机,213,0.30985915492957744,0.07335997704362725,0.4363017934446506
fold_2020,launch_winner_score_lgbm,轻工制造,40,0.825,0.16212837383130485,0.7662337662337663
fold_2020,launch_winner_score_lgbm,通信,57,0.0,0.034352179159947885,
fold_2020,launch_winner_score_lgbm,钢铁,45,0.6888888888888889,0.023921662101983862,0.5
fold_2020,launch_winner_score_lgbm,银行,424,0.09433962264150944,0.022121172096838098,0.7679036458333334
fold_2020,launch_winner_score_lgbm,非银金融,479,0.21294363256784968,0.06829929673244542,0.47129037291309095
fold_2020,launch_winner_score_lgbm,食品饮料,208,0.6875,0.09494699711910823,0.44497041420118344
fold_2021,launch_winner_score_lgbm,交通运输,242,0.045454545454545456,0.07666499114917197,0.6595828414010232
fold_2021,launch_winner_score_lgbm,传媒,55,0.0,0.185501260521215,
fold_2021,launch_winner_score_lgbm,公用事业,240,0.2375,0.04955327125865911,0.4709999041319145
fold_2021,launch_winner_score_lgbm,农林牧渔,75,0.04,0.18031821284586394,0.4583333333333333
fold_2021,launch_winner_score_lgbm,医药生物,333,0.2132132132132132,0.09241077787771072,0.6583163100741856
fold_2021,launch_winner_score_lgbm,商贸零售,2,0.0,0.05931816076508864,
fold_2021,launch_winner_score_lgbm,国防军工,174,0.25862068965517243,0.17507358509578125,0.4148148148148148
fold_2021,launch_winner_score_lgbm,基础化工,218,0.13302752293577982,0.11118272050188775,0.5801860974274767
fold_2021,launch_winner_score_lgbm,家用电器,98,0.0,0.15764173603046502,
fold_2021,launch_winner_score_lgbm,建筑材料,93,0.16129032258064516,0.12923474280782796,0.9179487179487179
fold_2021,launch_winner_score_lgbm,建筑装饰,198,0.2676767676767677,0.04313680904639281,0.5726740403383214
fold_2021,launch_winner_score_lgbm,房地产,128,0.1328125,0.09330413125218426,0.6989931107578167
fold_2021,launch_winner_score_lgbm,有色金属,136,0.4485294117647059,0.08807488067685686,0.5414207650273224
fold_2021,launch_winner_score_lgbm,机械设备,132,0.16666666666666666,0.09558432508959562,0.6152892561983471
fold_2021,launch_winner_score_lgbm,汽车,206,0.21359223300970873,0.0962636358560138,0.7748316498316499
fold_2021,launch_winner_score_lgbm,煤炭,88,0.5681818181818182,0.08775421212184752,0.5747368421052632
fold_2021,launch_winner_score_lgbm,电力设备,230,0.5130434782608696,0.06045148214385209,0.4282309322033898
fold_2021,launch_winner_score_lgbm,电子,412,0.12864077669902912,0.2234865275391916,0.36737268092710357
fold_2021,launch_winner_score_lgbm,石油石化,83,0.07228915662650602,0.0751447229817322,0.48917748917748916
fold_2021,launch_winner_score_lgbm,社会服务,32,0.0,0.15820519338484562,
fold_2021,launch_winner_score_lgbm,计算机,172,0.1686046511627907,0.08805518709307027,0.5736677115987461
fold_2021,launch_winner_score_lgbm,轻工制造,60,0.0,0.10606453723217366,
fold_2021,launch_winner_score_lgbm,通信,29,0.0,0.04398479721205282,
fold_2021,launch_winner_score_lgbm,钢铁,99,0.2727272727272727,0.05383303709524633,0.3369341563786008
fold_2021,launch_winner_score_lgbm,银行,387,0.0,0.03944549877654691,
fold_2021,launch_winner_score_lgbm,非银金融,633,0.07582938388625593,0.07638461071626453,0.33525641025641023
fold_2021,launch_winner_score_lgbm,食品饮料,259,0.03861003861003861,0.13793352688413657,0.4867469879518072
fold_2022,launch_winner_score_lgbm,交通运输,293,0.034129692832764506,0.12045800966229661,0.941696113074205
fold_2022,launch_winner_score_lgbm,传媒,28,0.0,0.12574276346958355,
fold_2022,launch_winner_score_lgbm,公用事业,259,0.05019305019305019,0.12009950660818873,0.5853658536585366
fold_2022,launch_winner_score_lgbm,农林牧渔,52,0.0,0.12502585605726393,
fold_2022,launch_winner_score_lgbm,医药生物,376,0.047872340425531915,0.12079065788367675,0.34807572936064557
fold_2022,launch_winner_score_lgbm,商贸零售,34,0.0,0.12263077802425118,
fold_2022,launch_winner_score_lgbm,国防军工,117,0.13675213675213677,0.1251545566928034,0.504950495049505
fold_2022,launch_winner_score_lgbm,基础化工,148,0.07432432432432433,0.12129381147150169,0.8686131386861314
fold_2022,launch_winner_score_lgbm,家用电器,125,0.208,0.12546433477281851,0.5433177933177933
fold_2022,launch_winner_score_lgbm,建筑材料,99,0.050505050505050504,0.12079265202164093,0.9042553191489362
fold_2022,launch_winner_score_lgbm,建筑装饰,227,0.14977973568281938,0.11873353118464872,0.42365132581530024
fold_2022,launch_winner_score_lgbm,房地产,78,0.0,0.12651611658216824,
fold_2022,launch_winner_score_lgbm,有色金属,283,0.1625441696113074,0.12052267079701064,0.6561640066042927
fold_2022,launch_winner_score_lgbm,机械设备,126,0.03968253968253968,0.1205346182521378,0.7520661157024794
fold_2022,launch_winner_score_lgbm,汽车,213,0.18779342723004694,0.12357056103214606,0.7901011560693642
fold_2022,launch_winner_score_lgbm,煤炭,83,0.30120481927710846,0.12550978445371103,0.6155172413793103
fold_2022,launch_winner_score_lgbm,电力设备,359,0.08356545961002786,0.12402875782052211,0.4257345491388045
fold_2022,launch_winner_score_lgbm,电子,356,0.028089887640449437,0.12495636443868856,0.3942196531791908
fold_2022,launch_winner_score_lgbm,石油石化,168,0.10119047619047619,0.12243180030140746,0.7910011686793923
fold_2022,launch_winner_score_lgbm,社会服务,10,0.0,0.12646101091302459,
fold_2022,launch_winner_score_lgbm,计算机,234,0.2948717948717949,0.120084606691695,0.5050065876152833
fold_2022,launch_winner_score_lgbm,轻工制造,49,0.0,0.12539664443283513,
fold_2022,launch_winner_score_lgbm,通信,113,0.504424778761062,0.11899893029371901,0.44345238095238093
fold_2022,launch_winner_score_lgbm,钢铁,83,0.0,0.11899693895685487,
fold_2022,launch_winner_score_lgbm,银行,519,0.02119460500963391,0.11756564730404682,0.40255905511811024
fold_2022,launch_winner_score_lgbm,非银金融,529,0.0888468809073724,0.11939083989109464,0.47366910920808686
fold_2022,launch_winner_score_lgbm,食品饮料,397,0.037783375314861464,0.12527497344973468,0.38394415357766143
fold_2023,launch_winner_score_lgbm,交通运输,300,0.02666666666666667,0.10361646293585385,0.28125
fold_2023,launch_winner_score_lgbm,传媒,4,0.0,0.12668297084098912,
fold_2023,launch_winner_score_lgbm,公用事业,338,0.07396449704142012,0.10931656190166046,0.8539297124600639
fold_2023,launch_winner_score_lgbm,农林牧渔,46,0.0,0.12334768917197451,
fold_2023,launch_winner_score_lgbm,医药生物,255,0.0784313725490196,0.1272933127086734,0.7561702127659574
fold_2023,launch_winner_score_lgbm,商贸零售,24,0.0,0.1062939981295286,
fold_2023,launch_winner_score_lgbm,国防军工,222,0.09009009009009009,0.12822051087012823,0.5205445544554456
fold_2023,launch_winner_score_lgbm,基础化工,151,0.0,0.12136131903346846,
fold_2023,launch_winner_score_lgbm,家用电器,127,0.023622047244094488,0.12963391287112966,0.08064516129032258
fold_2023,launch_winner_score_lgbm,建筑材料,44,0.0,0.11778145456010178,
fold_2023,launch_winner_score_lgbm,建筑装饰,167,0.0658682634730539,0.1051155364427839,0.3071095571095571
fold_2023,launch_winner_score_lgbm,房地产,59,0.0,0.11328681554241321,
