lead_id,lead_name,primary_combo_family,lifecycle_bucket,winner_episode_coverage,winner_episode_covered_count,winner_episode_denominator_count,covered_winner_episode_ids,dedup_trigger_event_lift,qualified_lead,failure_reason
hv_up_vs_down_spread,上涨高波优于下跌高波,high_volatility_decomposition,early_entry_discovery,0.0,0,734,,,False,insufficient_stock_day_count
repair_reclaim20_under20,20日中位价收复 + 未涨20%,repair_initiation,early_entry_discovery,0.28337874659400547,208,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26,0.9409773481276885,False,dedup_trigger_event_lift_not_positive
repair_reclaim60_under30,60日中位价收复 + 未涨30%,repair_initiation,early_entry_discovery,0.22070844686648503,162,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600346_2019-01-31_2019-09-16;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600837_2019-01-02_2019-09-16;in_year_episode_SH600887_2019-01-04_2019-07-02;in_year_episode_SH600958_2019-01-02_2019-03-07;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601318_2019-01-02_2019-09-12,0.9678824861891223,False,dedup_trigger_event_lift_not_positive
repair_first_reclaim_drawdown,深回撤后首次收复,repair_initiation,early_entry_discovery,0.16621253405994552,122,734,in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002120_2018-02-13_2018-06-07;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH601066_2019-01-02_2019-12-27;in_year_episode_SH601138_2019-01-04_2019-04-18;in_year_episode_SH601336_2019-01-08_2019-04-19;in_year_episode_SH601360_2019-08-06_2019-09-16;in_year_episode_SH601601_2019-01-02_2019-08-23;in_year_episode_SH601633_2019-01-04_2019-04-18;in_year_episode_SH601901_2019-01-04_2019-12-31;in_year_episode_SH603259_2019-01-04_2019-11-20;in_year_episode_SZ000338_2019-01-04_2019-12-31;in_year_episode_SZ000568_2019-01-04_2019-08-30;in_year_episode_SZ000725_2019-01-04_2019-12-26;in_year_episode_SZ000858_2019-01-04_2019-08-30,1.2651705446318242,False,instrument_year_lift_not_positive
repair_higher_low_rank_jump,低点抬高 + 排名跃迁,repair_initiation,early_entry_discovery,0.2016348773841962,148,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH600887_2017-07-10_2017-12-22;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600436_2019-01-07_2019-04-10;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600958_2019-01-02_2019-03-07;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601012_2019-01-04_2019-09-02,0.8833405794094779,False,dedup_trigger_event_lift_not_positive
repair_higher_low_no_breakout,低点抬高但高点未破,repair_initiation,early_entry_discovery,0.19209809264305178,141,734,in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600958_2019-01-02_2019-03-07;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601318_2019-01-02_2019-09-12;in_year_episode_SH601336_2019-01-08_2019-04-19;in_year_episode_SH601601_2019-01-02_2019-08-23;in_year_episode_SH601628_2019-01-02_2019-11-11;in_year_episode_SH601727_2019-01-02_2019-04-17;in_year_episode_SH601899_2019-01-29_2019-12-31,0.9480653643876784,False,dedup_trigger_event_lift_not_positive
repair_false_breakdown_reclaim,假跌破后快速收复,repair_initiation,early_entry_discovery,0.1893732970027248,139,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600837_2019-01-02_2019-09-16;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601066_2019-01-02_2019-12-27;in_year_episode_SH601111_2019-01-04_2019-04-04;in_year_episode_SH601138_2019-01-04_2019-04-18;in_year_episode_SH601601_2019-01-02_2019-08-23,1.0748690060284263,False,instrument_year_lift_not_positive
repair_slowing_drawdown,回撤速度减弱 + 初修复,repair_initiation,early_entry_discovery,0.21389645776566757,157,734,in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SH600009_2018-02-09_2018-07-23;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600585_2019-01-04_2019-12-31;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600837_2019-01-02_2019-09-16;in_year_episode_SH601009_2019-01-04_2019-10-16;in_year_episode_SH601111_2019-01-04_2019-04-04;in_year_episode_SH601601_2019-01-02_2019-08-23;in_year_episode_SH601628_2019-01-02_2019-11-11;in_year_episode_SH601899_2019-01-29_2019-12-31;in_year_episode_SH601901_2019-01-04_2019-12-31;in_year_episode_SH603259_2019-01-04_2019-11-20,1.1614303959131547,False,instrument_year_lift_not_positive
repair_from_low_rs,低点修复 + 相对强,repair_initiation,early_entry_discovery,0.3310626702997275,243,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH601600_2017-07-04_2017-09-01;in_year_episode_SZ000001_2017-07-05_2017-11-22;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ002594_2017-08-16_2017-11-22;in_year_episode_SH600009_2018-02-09_2018-07-23;in_year_episode_SH600340_2018-01-02_2018-02-02;in_year_episode_SH601186_2018-07-06_2018-12-13;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ000963_2018-02-09_2018-05-29;in_year_episode_SZ002120_2018-02-13_2018-06-07;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600196_2019-01-04_2019-04-10,1.1376431539475016,False,instrument_year_lift_not_positive
repair_industry_lag,初修复 + 行业未同步,repair_initiation,early_entry_discovery,0.08583106267029973,63,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH601633_2019-01-04_2019-04-18;in_year_episode_SH601899_2019-01-29_2019-12-31;in_year_episode_SH603259_2019-01-04_2019-11-20;in_year_episode_SZ002027_2019-01-03_2019-04-09;in_year_episode_SZ002120_2019-01-02_2019-08-28;in_year_episode_SZ002352_2019-06-06_2019-10-22;in_year_episode_SZ002475_2019-01-04_2019-12-17;in_year_episode_SH600196_2020-02-03_2020-08-06;in_year_episode_SH600346_2020-03-30_2020-12-28;in_year_episode_SH600926_2020-05-08_2020-11-30;in_year_episode_SH601336_2020-03-23_2020-10-19;in_year_episode_SH601628_2020-03-19_2020-10-19,0.9675025749124161,False,dedup_trigger_event_lift_not_positive
rank_jump_5_20,5日排名跃迁,rank_jump_leadership,early_entry_discovery,0.26294277929155313,193,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH600887_2017-07-10_2017-12-22;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ002475_2017-07-04_2017-11-22;in_year_episode_SH600009_2018-02-09_2018-07-23;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600031_2019-01-04_2019-12-31;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600346_2019-01-31_2019-09-16;in_year_episode_SH600383_2019-02-12_2019-12-31,1.0948702216007193,False,instrument_year_lift_not_positive
rank_jump_20_60,20日相对60日排名跃迁,rank_jump_leadership,early_entry_discovery,0.2670299727520436,196,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH601600_2017-07-04_2017-09-01;in_year_episode_SZ000063_2017-08-14_2017-11-22;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002027_2017-07-17_2017-12-29;in_year_episode_SZ002304_2017-07-17_2017-11-22;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SH600018_2019-01-03_2019-04-15;in_year_episode_SH600030_2019-01-11_2019-03-07;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600115_2019-01-04_2019-04-04;in_year_episode_SH600196_2019-01-04_2019-04-10;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600346_2019-01-31_2019-09-16;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04,1.0764991040946998,False,instrument_year_lift_not_positive
rank_industry_bottom_to_top,行业内从中后排跃迁到前20%,rank_jump_leadership,early_entry_discovery,0.08310626702997276,61,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SZ000725_2017-08-10_2017-11-08;in_year_episode_SZ002120_2018-02-13_2018-06-07;in_year_episode_SH600036_2019-01-03_2019-11-08;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH601628_2019-01-02_2019-11-11;in_year_episode_SH601633_2019-01-04_2019-04-18;in_year_episode_SH603259_2019-01-04_2019-11-20;in_year_episode_SZ000001_2019-01-02_2019-10-14;in_year_episode_SZ000725_2019-01-04_2019-12-26;in_year_episode_SZ000895_2019-08-07_2019-11-11;in_year_episode_SZ002352_2019-06-06_2019-10-22;in_year_episode_SH600061_2020-02-04_2020-07-10;in_year_episode_SH600276_2020-03-19_2020-12-25;in_year_episode_SH600346_2020-03-30_2020-12-28;in_year_episode_SH600383_2020-02-04_2020-07-06;in_year_episode_SH601166_2020-03-19_2020-11-30;in_year_episode_SH601336_2020-03-23_2020-10-19;in_year_episode_SH601601_2020-03-23_2020-11-30,1.139906831044477,False,instrument_year_lift_not_positive
rank_market_top20_industry_lag,市场前20%但行业未同步,rank_jump_leadership,early_entry_discovery,0.18119891008174388,133,734,in_year_episode_SH601155_2017-11-13_2017-12-29;in_year_episode_SH601933_2017-07-27_2017-12-20;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000063_2017-08-14_2017-11-22;in_year_episode_SZ002594_2017-08-16_2017-11-22;in_year_episode_SH600332_2018-04-23_2018-05-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SZ002594_2018-08-07_2018-11-29;in_year_episode_SH600030_2019-01-11_2019-03-07;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600547_2019-04-29_2019-09-04;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH600887_2019-01-04_2019-07-02;in_year_episode_SH601009_2019-01-04_2019-10-16,1.0786371292535701,False,instrument_year_lift_not_positive
