lead_id,lead_name,primary_combo_family,lifecycle_bucket,winner_episode_coverage,winner_episode_covered_count,winner_episode_denominator_count,covered_winner_episode_ids,dedup_trigger_event_lift,qualified_lead,failure_reason
hv_expansion_rs,扩张性高波 + 相对强度,high_volatility_decomposition,early_entry_discovery,0.05858310626702997,43,734,in_year_episode_SH601155_2017-11-13_2017-12-29;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000063_2017-08-14_2017-11-22;in_year_episode_SZ002475_2017-07-04_2017-11-22;in_year_episode_SH600332_2018-04-23_2018-05-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SH600030_2019-01-11_2019-03-07;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600745_2019-11-04_2019-12-18;in_year_episode_SH601012_2019-01-04_2019-09-02;in_year_episode_SH603501_2019-08-30_2019-12-25;in_year_episode_SZ000333_2019-01-04_2019-11-08;in_year_episode_SZ000651_2019-01-04_2019-12-18;in_year_episode_SZ000661_2019-05-10_2019-11-15;in_year_episode_SZ000725_2019-01-04_2019-12-26;in_year_episode_SZ000895_2019-08-07_2019-11-11;in_year_episode_SZ000938_2019-02-13_2019-08-19,1.8332488767271378,False,instrument_year_lift_not_positive
hv_expansion_money,扩张性高波 + 成交质量,high_volatility_decomposition,early_entry_discovery,0.051771117166212535,38,734,in_year_episode_SH601155_2017-11-13_2017-12-29;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ002475_2017-07-04_2017-11-22;in_year_episode_SH600332_2018-04-23_2018-05-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SH600030_2019-01-11_2019-03-07;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600745_2019-11-04_2019-12-18;in_year_episode_SH601012_2019-01-04_2019-09-02;in_year_episode_SH603501_2019-08-30_2019-12-25;in_year_episode_SZ000333_2019-01-04_2019-11-08;in_year_episode_SZ000708_2019-10-23_2019-12-13;in_year_episode_SZ000895_2019-08-07_2019-11-11;in_year_episode_SZ000938_2019-02-13_2019-08-19;in_year_episode_SZ002027_2019-01-03_2019-04-09;in_year_episode_SZ002475_2019-01-04_2019-12-17;in_year_episode_SZ002607_2019-02-01_2019-11-22;in_year_episode_SH600438_2020-03-24_2020-12-28;in_year_episode_SH600690_2020-03-23_2020-11-23;in_year_episode_SH600893_2020-01-02_2020-12-31,1.8324780058651027,False,instrument_year_lift_not_positive
hv_upper_close_industry_improve,高波上半区 + 行业宽度改善,high_volatility_decomposition,early_entry_discovery,0.07356948228882834,54,734,in_year_episode_SH601155_2017-11-13_2017-12-29;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ002475_2017-07-04_2017-11-22;in_year_episode_SH600332_2018-04-23_2018-05-29;in_year_episode_SH601155_2018-01-03_2018-01-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ000938_2018-02-07_2018-04-03;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SH600030_2019-01-11_2019-03-07;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600745_2019-11-04_2019-12-18;in_year_episode_SH601012_2019-01-04_2019-09-02;in_year_episode_SH603501_2019-08-30_2019-12-25;in_year_episode_SZ000661_2019-05-10_2019-11-15;in_year_episode_SZ000725_2019-01-04_2019-12-26;in_year_episode_SZ000895_2019-08-07_2019-11-11;in_year_episode_SZ000938_2019-02-13_2019-08-19;in_year_episode_SZ002120_2019-01-02_2019-08-28,1.761627551421574,False,instrument_year_lift_not_positive
hv_drawdown_control_rs,高波 + 回撤受控 + 排名强,high_volatility_decomposition,early_entry_discovery,0.039509536784741145,29,734,in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000063_2017-08-14_2017-11-22;in_year_episode_SH600332_2018-04-23_2018-05-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600745_2019-11-04_2019-12-18;in_year_episode_SH603501_2019-08-30_2019-12-25;in_year_episode_SZ000333_2019-01-04_2019-11-08;in_year_episode_SZ000661_2019-05-10_2019-11-15;in_year_episode_SZ000708_2019-10-23_2019-12-13;in_year_episode_SZ000938_2019-02-13_2019-08-19;in_year_episode_SZ002120_2019-01-02_2019-08-28;in_year_episode_SZ002607_2019-02-01_2019-11-22;in_year_episode_SH600196_2020-02-03_2020-08-06;in_year_episode_SH600690_2020-03-23_2020-11-23;in_year_episode_SH600809_2020-02-04_2020-12-31;in_year_episode_SH600893_2020-01-02_2020-12-31;in_year_episode_SH601633_2020-02-04_2020-12-31;in_year_episode_SZ002032_2020-03-23_2020-07-24;in_year_episode_SZ002311_2020-02-03_2020-09-03,1.9950592885375493,False,instrument_year_lift_not_positive
hv_atr_above_median,高ATR但守住中位价,high_volatility_decomposition,early_entry_discovery,0.08719346049046321,64,734,in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ002120_2018-02-13_2018-06-07;in_year_episode_SH600276_2019-01-04_2019-11-20;in_year_episode_SH600309_2019-01-04_2019-12-31;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH601012_2019-01-04_2019-09-02;in_year_episode_SH601066_2019-01-02_2019-12-27;in_year_episode_SH603501_2019-08-30_2019-12-25;in_year_episode_SZ000333_2019-01-04_2019-11-08;in_year_episode_SZ000661_2019-05-10_2019-11-15;in_year_episode_SZ000938_2019-02-13_2019-08-19;in_year_episode_SZ002027_2019-01-03_2019-04-09;in_year_episode_SZ002475_2019-01-04_2019-12-17;in_year_episode_SZ002607_2019-02-01_2019-11-22;in_year_episode_SH600309_2020-03-23_2020-11-23;in_year_episode_SH600438_2020-03-24_2020-12-28;in_year_episode_SH600893_2020-01-02_2020-12-31;in_year_episode_SH601888_2020-03-30_2020-12-31;in_year_episode_SH603259_2020-03-19_2020-12-31,1.7110488096332384,False,instrument_year_lift_not_positive
hv_reversal_lower_shadow,高波反转下影,high_volatility_decomposition,early_entry_discovery,0.08446866485013624,62,734,in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ002475_2017-07-04_2017-11-22;in_year_episode_SH600332_2018-04-23_2018-05-29;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SH600048_2019-01-15_2019-12-31;in_year_episode_SH600600_2019-01-29_2019-11-14;in_year_episode_SH600690_2019-01-04_2019-12-26;in_year_episode_SH601012_2019-01-04_2019-09-02;in_year_episode_SH603501_2019-08-30_2019-12-25;in_year_episode_SZ000333_2019-01-04_2019-11-08;in_year_episode_SZ000651_2019-01-04_2019-12-18;in_year_episode_SZ000661_2019-05-10_2019-11-15;in_year_episode_SZ000708_2019-10-23_2019-12-13;in_year_episode_SZ000895_2019-08-07_2019-11-11;in_year_episode_SZ000938_2019-02-13_2019-08-19;in_year_episode_SZ002475_2019-01-04_2019-12-17;in_year_episode_SH600104_2020-03-23_2020-11-06;in_year_episode_SH600196_2020-02-03_2020-08-06;in_year_episode_SH600406_2020-02-03_2020-12-28;in_year_episode_SH600519_2020-03-19_2020-12-31,1.2848110664351642,False,instrument_year_lift_not_positive
hv_failed_destructive,破坏性高波对照,high_volatility_decomposition,early_entry_discovery,0.07493188010899182,55,734,in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SH603993_2018-02-09_2018-03-19;in_year_episode_SZ000063_2018-07-11_2018-11-16;in_year_episode_SZ002304_2018-03-29_2018-06-13;in_year_episode_SH600383_2019-02-12_2019-12-31;in_year_episode_SH600741_2019-01-04_2019-11-28;in_year_episode_SH601066_2019-01-02_2019-12-27;in_year_episode_SH603501_2019-08-30_2019-12-25;in_year_episode_SZ000725_2019-01-04_2019-12-26;in_year_episode_SZ000938_2019-02-13_2019-08-19;in_year_episode_SZ002475_2019-01-04_2019-12-17;in_year_episode_SZ002607_2019-02-01_2019-11-22;in_year_episode_SZ002714_2019-01-02_2019-10-28;in_year_episode_SH600031_2020-02-04_2020-12-31;in_year_episode_SH600061_2020-02-04_2020-07-10;in_year_episode_SH600383_2020-02-04_2020-07-06;in_year_episode_SH600406_2020-02-03_2020-12-28;in_year_episode_SH600570_2020-01-02_2020-07-09;in_year_episode_SH600809_2020-02-04_2020-12-31;in_year_episode_SH600893_2020-01-02_2020-12-31,1.592705082865266,False,instrument_year_lift_not_positive
hv_break_structure,高ATR跌破结构对照,high_volatility_decomposition,early_entry_discovery,0.0,0,734,,0.0,False,insufficient_stock_day_count
hv_late_acceleration,后段加速高波,high_volatility_decomposition,hold_exit_tolerance,0.055858310626702996,41,734,in_year_episode_SH600183_2019-08-12_2019-09-23;in_year_episode_SZ000858_2019-01-04_2019-08-30;in_year_episode_SZ000876_2019-03-14_2019-10-31;in_year_episode_SZ002475_2019-01-04_2019-12-17;in_year_episode_SZ002714_2019-01-02_2019-10-28;in_year_episode_SH600346_2020-03-30_2020-12-28;in_year_episode_SH600438_2020-03-24_2020-12-28;in_year_episode_SH600588_2020-01-02_2020-07-09;in_year_episode_SH600660_2020-03-25_2020-12-29;in_year_episode_SH600703_2020-01-08_2020-02-25;in_year_episode_SH600763_2020-07-20_2020-12-30;in_year_episode_SH600809_2020-02-04_2020-12-31;in_year_episode_SH601012_2020-03-24_2020-12-28;in_year_episode_SH601100_2020-02-27_2020-12-31;in_year_episode_SH601633_2020-02-04_2020-12-31;in_year_episode_SH601919_2020-03-31_2020-12-30;in_year_episode_SH603369_2020-07-01_2020-12-23;in_year_episode_SZ000568_2020-03-19_2020-12-31;in_year_episode_SZ000596_2020-03-23_2020-12-28;in_year_episode_SZ002007_2020-02-03_2020-08-04,2.338572882505937,False,diagnostic_only_not_p1_ready
hv_high_money_control,高波 + 放量 + 上半区,high_volatility_decomposition,confirmation_continuation,0.5435967302452316,399,734,in_year_episode_SH600029_2017-08-07_2017-12-26;in_year_episode_SH600111_2017-07-13_2017-08-10;in_year_episode_SH600196_2017-07-18_2017-12-25;in_year_episode_SH600309_2017-07-05_2017-10-10;in_year_episode_SH600690_2017-08-07_2017-11-21;in_year_episode_SH600703_2017-07-13_2017-11-13;in_year_episode_SH600887_2017-07-10_2017-12-22;in_year_episode_SH601012_2017-09-11_2017-11-22;in_year_episode_SH601155_2017-11-13_2017-12-29;in_year_episode_SH601336_2017-07-04_2017-11-22;in_year_episode_SH601600_2017-07-04_2017-09-01;in_year_episode_SH601601_2017-07-04_2017-11-20;in_year_episode_SH601933_2017-07-27_2017-12-20;in_year_episode_SH603993_2017-07-04_2017-09-12;in_year_episode_SZ000001_2017-07-05_2017-11-22;in_year_episode_SZ000002_2017-08-17_2017-11-29;in_year_episode_SZ000063_2017-08-14_2017-11-22;in_year_episode_SZ000333_2017-08-07_2017-12-25;in_year_episode_SZ000568_2017-07-17_2017-11-16;in_year_episode_SZ000725_2017-08-10_2017-11-08,1.6653538828877614,False,instrument_year_lift_not_positive
