fold_id,model_task,leaf_rule_stable_candidate_id,leaf_rule_canonicalization_mode,validation_informed_canonicalization_allowed,canonical_match_across_folds,eligible_for_stable_oof_aggregation
fold_2020,launch_winner_score_lgbm,1f0f639dd0d177263410,exact_feature_quantile_bucketed,False,False,False
fold_2020,launch_winner_score_lgbm,4c246712f2be398faaa5,exact_feature_quantile_bucketed,False,False,False
fold_2020,launch_winner_score_lgbm,c4355c65851bbcf7f95a,exact_feature_quantile_bucketed,False,False,False
fold_2020,launch_winner_score_lgbm,3e9f68545323879d5626,exact_feature_quantile_bucketed,False,False,False
fold_2020,launch_winner_score_lgbm,40212668f31eada18201,exact_feature_quantile_bucketed,False,False,False
fold_2021,launch_winner_score_lgbm,d494a4698d77bda2d063,exact_feature_quantile_bucketed,False,False,False
fold_2021,launch_winner_score_lgbm,1443bc08acb0f3b5b4b3,exact_feature_quantile_bucketed,False,False,False
fold_2021,launch_winner_score_lgbm,a4e402b2f24ac6424b25,exact_feature_quantile_bucketed,False,False,False
fold_2021,launch_winner_score_lgbm,784bd4b8943564495caa,exact_feature_quantile_bucketed,False,False,False
fold_2021,launch_winner_score_lgbm,045c70876e2bbfd55c51,exact_feature_quantile_bucketed,False,False,False
fold_2022,launch_winner_score_lgbm,c610e0be679c9c3b8241,exact_feature_quantile_bucketed,False,False,False
fold_2022,launch_winner_score_lgbm,27a6ff74010c8ca8967c,exact_feature_quantile_bucketed,False,False,False
fold_2022,launch_winner_score_lgbm,4511a5e68f286d278ab6,exact_feature_quantile_bucketed,False,False,False
fold_2022,launch_winner_score_lgbm,f93beb85619b45031f15,exact_feature_quantile_bucketed,False,False,False
fold_2022,launch_winner_score_lgbm,7dd17eddf4c5fabe9e74,exact_feature_quantile_bucketed,False,False,False
fold_2023,launch_winner_score_lgbm,e01c2f9079fcfe047203,exact_feature_quantile_bucketed,False,False,False
fold_2023,launch_winner_score_lgbm,32a855fce7b8868092e9,exact_feature_quantile_bucketed,False,False,False
fold_2023,launch_winner_score_lgbm,18357f19a31cf87891fb,exact_feature_quantile_bucketed,False,False,False
fold_2023,launch_winner_score_lgbm,fed8f05f30edf9181ab3,exact_feature_quantile_bucketed,False,False,False
fold_2023,launch_winner_score_lgbm,be4174bf5e31609810e3,exact_feature_quantile_bucketed,False,False,False
fold_2020,failure_reject_score_lgbm,3e825deee261bc4c890f,exact_feature_quantile_bucketed,False,False,False
fold_2020,failure_reject_score_lgbm,38959819684c6c6152cc,exact_feature_quantile_bucketed,False,False,False
fold_2020,failure_reject_score_lgbm,cd06fc15506db6101286,exact_feature_quantile_bucketed,False,False,False
fold_2020,failure_reject_score_lgbm,5b2821b5d357ee098da8,exact_feature_quantile_bucketed,False,False,False
fold_2020,failure_reject_score_lgbm,53f7262a1cc48d9bfb55,exact_feature_quantile_bucketed,False,False,False
fold_2021,failure_reject_score_lgbm,5b9e0112c28fe3464efa,exact_feature_quantile_bucketed,False,False,False
fold_2021,failure_reject_score_lgbm,11a51e28f8e6cb8b97eb,exact_feature_quantile_bucketed,False,False,False
fold_2021,failure_reject_score_lgbm,c21b1a42a1b5a44efb16,exact_feature_quantile_bucketed,False,False,False
fold_2021,failure_reject_score_lgbm,ed1f075abbc0c94fa3cf,exact_feature_quantile_bucketed,False,False,False
fold_2021,failure_reject_score_lgbm,b971c4efe53fe6afdbf0,exact_feature_quantile_bucketed,False,False,False
fold_2022,failure_reject_score_lgbm,bfbf7bbdb35fa636f6ad,exact_feature_quantile_bucketed,False,False,False
fold_2022,failure_reject_score_lgbm,5b9e0112c28fe3464efa,exact_feature_quantile_bucketed,False,False,False
fold_2022,failure_reject_score_lgbm,7919bb628106d72a5800,exact_feature_quantile_bucketed,False,False,False
fold_2022,failure_reject_score_lgbm,7a842797888f1e0d22e0,exact_feature_quantile_bucketed,False,False,False
fold_2022,failure_reject_score_lgbm,c64d289350494562d2ab,exact_feature_quantile_bucketed,False,False,False
fold_2023,failure_reject_score_lgbm,dd59388d74b1e810a169,exact_feature_quantile_bucketed,False,False,False
fold_2023,failure_reject_score_lgbm,6af36a38cb8909a1e57b,exact_feature_quantile_bucketed,False,False,False
fold_2023,failure_reject_score_lgbm,f426acdf6c8913f6e5c2,exact_feature_quantile_bucketed,False,False,False
fold_2023,failure_reject_score_lgbm,3eaa515b7fa6403d931e,exact_feature_quantile_bucketed,False,False,False
fold_2023,failure_reject_score_lgbm,13714c0eafcb8d6d1581,exact_feature_quantile_bucketed,False,False,False
fold_2024,failure_reject_score_lgbm,395962eccb5b15aeac2e,exact_feature_quantile_bucketed,False,False,False
fold_2024,failure_reject_score_lgbm,47112430f333984f614e,exact_feature_quantile_bucketed,False,False,False
fold_2024,failure_reject_score_lgbm,7919bb628106d72a5800,exact_feature_quantile_bucketed,False,False,False
fold_2024,failure_reject_score_lgbm,2970978d57ee02bf521c,exact_feature_quantile_bucketed,False,False,False
fold_2024,failure_reject_score_lgbm,fb76e8d86518fe5e43b6,exact_feature_quantile_bucketed,False,False,False
