lead_id,lead_name,primary_combo_family,lifecycle_bucket,formula_or_bin,direction,target_horizon,positive_label,baseline_scope,baseline_stock_day_count,stock_day_count,positive_stock_day_count,baseline_stock_day_precision,stock_day_precision,stock_day_lift,lead_future_50pct_precision,lead_future_100pct_240d_precision,unique_instrument_count,unique_instrument_year_count,positive_unique_instrument_count,positive_unique_instrument_year_count,distinct_year_count,distinct_industry_count,top1_industry_contribution,top1_instrument_contribution,top5_instrument_contribution,top1_episode_contribution,top5_episode_contribution,avg_lead_time_to_50pct_high,median_lead_time_to_50pct_high,avg_lead_time_to_50pct_close,avg_lead_time_to_100pct_high,trend_speed_not_fast_rate,repair_signal_rate,label_horizon_truncated_rate,observed_reference_overlap_rate,false_positive_stock_day_count,false_positive_rate,false_positive_avg_future_drawdown_120d,sparse_diagnostic,generalizable_entry_lead,path_explanation_only,diagnostic_only_not_p1_ready,recommended_next_phase,instrument_year_hit_rate,baseline_instrument_year_hit_rate,instrument_year_hit_lift,mean_trigger_count_per_instrument_year,median_trigger_count_per_instrument_year,p95_trigger_count_per_instrument_year,lead_trigger_event_count,positive_lead_trigger_event_count,dedup_trigger_event_precision,baseline_trigger_event_precision,dedup_trigger_event_lift,winner_episode_coverage,winner_episode_covered_count,winner_episode_denominator_count,stock_day_vs_dedup_lift_gap,qualified_lead,failure_reason,feature_name,bin_value,lead_type
p0_5_uni_dist_low20_p20_40,dist_low20,price_state,early_entry_discovery,dist_low20 == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,161379,42775,3509,0.09144312457011135,0.08203389830508474,0.8971029663601187,0.08203389830508474,0.04593804792518995,265,1303,198,430,8,28,0.18494447691408533,0.01738387004844685,0.08150470219435736,0.011114277571957822,0.04645198062125962,71.6548874323169,71.0,79.89037267080745,127.78891605541972,1.0,0.6797895967270602,0.0,0.0,39266,0.9179661016949152,-0.13301612689612827,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low20,p20_40,univariate_primitive
p0_5_uni_dist_low20_p40_60,dist_low20,price_state,early_entry_discovery,dist_low20 == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,161379,36071,3481,0.09144312457011135,0.0965041168805966,1.0553457937300128,0.0965041168805966,0.05012336780238973,267,1292,187,395,8,28,0.13750658423664439,0.01982189026141913,0.08790577420281528,0.010916403332375754,0.03705831657569664,71.92071243895433,72.0,78.53717472118959,127.4708904109589,1.0,0.9105098278395387,0.0,0.0,32590,0.9034958831194034,-0.1434365892224721,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low20,p40_60,univariate_primitive
p0_5_uni_dist_low20_p60_80,dist_low20,price_state,early_entry_discovery,dist_low20 == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,161379,25442,2655,0.09144312457011135,0.10435500353745775,1.141201200506295,0.10435500353745775,0.058485968084270104,266,1229,170,339,8,28,0.11685402091030579,0.026741996233521657,0.10282485875706214,0.008286252354048965,0.03502824858757062,72.24444444444444,72.0,77.4925911093312,128.40878701050622,1.0,0.9536199984277965,0.0,0.0,22787,0.8956449964625423,-0.15921751753393582,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low20,p60_80,univariate_primitive
p0_5_uni_dist_low20_p80_90,dist_low20,price_state,early_entry_discovery,dist_low20 == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,161379,7115,801,0.09144312457011135,0.11257905832747717,1.2311374841654765,0.11257905832747717,0.05439212930428672,256,804,124,175,8,28,0.09458889669711876,0.0449438202247191,0.1822721598002497,0.02122347066167291,0.07990012484394507,69.30337078651685,75.0,72.98521505376344,126.28169014084507,0.9992972593113141,0.9219957835558679,0.0,0.0,6314,0.8874209416725228,-0.17906660909996955,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low20,p80_90,univariate_primitive
p0_5_uni_dist_low20_p90_100,dist_low20,price_state,early_entry_discovery,dist_low20 == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,161379,2184,438,0.09144312457011135,0.20054945054945056,2.1931605190905863,0.20054945054945056,0.1446886446886447,186,293,48,56,7,27,0.09569597069597069,0.1232876712328767,0.4200913242009132,0.03424657534246575,0.13926940639269406,65.96575342465754,66.5,72.01674641148325,121.84037558685446,0.7916666666666666,0.6817765567765568,0.0,0.0,1746,0.7994505494505495,-0.21835845275394244,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low20,p90_100,univariate_primitive
p0_5_uni_dist_low60_p0_10,dist_low60,price_state,early_entry_discovery,dist_low60 == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,157446,26525,2084,0.08975775821551515,0.07856738925541941,0.8753270003331988,0.07856738925541941,0.038680490103675774,258,1132,179,356,8,28,0.24644674835061264,0.02927063339731286,0.11564299424184261,0.017754318618042227,0.07293666026871401,73.07245681381957,75.0,80.97043010752688,127.2125,1.0,0.316569274269557,0.0,0.0,24441,0.9214326107445806,-0.12274400610982154,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low60,p0_10,univariate_primitive
p0_5_uni_dist_low60_p10_20,dist_low60,price_state,early_entry_discovery,dist_low60 == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,157446,25789,2079,0.08975775821551515,0.08061576641203613,0.8981481714201417,0.08061576641203613,0.044631432005893985,259,1202,180,345,8,28,0.22218775446895964,0.022126022126022125,0.10149110149110149,0.016835016835016835,0.07215007215007214,72.83116883116882,74.0,81.54463336875664,124.47514619883042,1.0,0.5334057156151848,0.0,0.0,23710,0.9193842335879638,-0.12754926213654602,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low60,p10_20,univariate_primitive
p0_5_uni_dist_low60_p20_40,dist_low60,price_state,early_entry_discovery,dist_low60 == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,157446,47541,4217,0.08975775821551515,0.08870238320607475,0.9882419633642546,0.08870238320607475,0.0469068803769378,266,1271,189,389,8,28,0.1663406322963337,0.02229072800569125,0.09509129713066161,0.013990988854635997,0.05548968460991226,71.65733934076357,71.0,79.34045840844708,129.38956397426733,1.0,0.8855303842998675,0.0,0.0,43324,0.9112976167939253,-0.13494025295632694,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low60,p20_40,univariate_primitive
p0_5_uni_dist_low60_p40_60,dist_low60,price_state,early_entry_discovery,dist_low60 == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,157446,38072,3796,0.08975775821551515,0.09970582055053583,1.1108323395414426,0.09970582055053583,0.0552899768859004,265,1235,176,359,8,28,0.13768648875814246,0.02476290832455216,0.09325605900948367,0.010800842992623814,0.04662802950474183,71.95600632244468,72.0,78.4861227922624,129.36673625608907,1.0,0.9844767808363102,0.0,0.0,34276,0.9002941794494642,-0.147806623540277,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low60,p40_60,univariate_primitive
p0_5_uni_dist_low60_p60_80,dist_low60,price_state,early_entry_discovery,dist_low60 == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,157446,17306,1570,0.08975775821551515,0.09071998150930313,1.010720224222597,0.09071998150930313,0.040852883393042876,253,878,122,183,8,27,0.10840171038946031,0.049681528662420385,0.16178343949044585,0.02356687898089172,0.0929936305732484,71.91847133757962,73.0,77.10731373889269,128.36290322580646,0.9998266497168612,0.9735351901074771,0.0,0.0,15736,0.9092800184906968,-0.16603169373640467,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low60,p60_80,univariate_primitive
p0_5_uni_dist_low60_p80_90,dist_low60,price_state,early_entry_discovery,dist_low60 == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,157446,1417,132,0.08975775821551515,0.0931545518701482,1.0378440117285137,0.0931545518701482,0.07198306280875089,175,248,33,35,7,27,0.08962597035991532,0.09090909090909091,0.3712121212121212,0.06818181818181818,0.26515151515151514,65.23484848484848,61.0,68.89655172413794,143.73469387755102,0.9640084685956246,0.8729710656316161,0.0,0.0,1285,0.9068454481298518,-0.18395658411678278,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low60,p80_90,univariate_primitive
p0_5_uni_dist_low60_p90_100,dist_low60,price_state,early_entry_discovery,dist_low60 == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,157446,796,254,0.08975775821551515,0.31909547738693467,3.5550740541086414,0.31909547738693467,0.2135678391959799,44,49,13,15,7,19,0.14321608040201006,0.25196850393700787,0.7401574803149606,0.07480314960629922,0.3031496062992126,70.83070866141732,70.0,75.58467741935483,111.07971014492753,0.7399497487437185,0.7399497487437185,0.0,0.0,542,0.6809045226130653,-0.22726755145348035,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low60,p90_100,univariate_primitive
p0_5_uni_dist_low120_p0_10,dist_low120,price_state,early_entry_discovery,dist_low120 == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,27194,2119,0.08720657043963971,0.07792160035301905,0.8935290077363233,0.07792160035301905,0.03511804074428183,251,1030,168,302,8,28,0.24391409869824227,0.03539405379896177,0.1368570080226522,0.022180273714016045,0.08400188768286927,72.34450212364322,74.0,79.60042964554243,122.9638336347197,1.0,0.16746341104655438,0.0,0.0,25075,0.9220783996469809,-0.1245652369305217,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low120,p0_10,univariate_primitive
p0_5_uni_dist_low120_p10_20,dist_low120,price_state,early_entry_discovery,dist_low120 == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,27132,2148,0.08720657043963971,0.07916850950906679,0.9078273472967672,0.07916850950906679,0.04050567595459236,252,1119,163,307,8,28,0.20562435500515996,0.032588454376163874,0.1373370577281192,0.025139664804469275,0.0856610800744879,70.67690875232775,71.0,80.73026659696811,125.30243161094225,1.0,0.6021303258145363,0.0,0.0,24984,0.9208314904909332,-0.12753947945328642,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low120,p10_20,univariate_primitive
p0_5_uni_dist_low120_p20_40,dist_low120,price_state,early_entry_discovery,dist_low120 == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,53945,5471,0.08720657043963971,0.10141811103902122,1.1629641038253886,0.10141811103902122,0.05930114005005098,260,1231,178,383,8,28,0.1627212902029845,0.02138548711387315,0.09468104551270334,0.01480533723268141,0.05885578504843721,72.18789983549625,73.0,79.62037575053263,128.9167433302668,1.0,0.9867828343683381,0.0,0.0,48474,0.8985818889609788,-0.13746418257043713,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low120,p20_40,univariate_primitive
p0_5_uni_dist_low120_p40_60,dist_low120,price_state,early_entry_discovery,dist_low120 == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,35153,2957,0.08720657043963971,0.084117998463858,0.9645832652263343,0.084117998463858,0.03863112678860979,264,1157,174,336,8,28,0.12559383267430946,0.03043625295908015,0.11362867771389923,0.012850862360500507,0.05816706121068651,71.67027392627664,72.0,78.11960855382385,129.42512077294685,1.0,1.0,0.0,0.0,32196,0.915882001536142,-0.15100401222613574,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low120,p40_60,univariate_primitive
p0_5_uni_dist_low120_p60_80,dist_low120,price_state,early_entry_discovery,dist_low120 == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,7677,482,0.08720657043963971,0.06278494203464895,0.7199565550867034,0.06278494203464895,0.02032043767096522,237,483,59,64,3,27,0.13025921583952066,0.06431535269709543,0.24688796680497926,0.058091286307053944,0.21161825726141079,71.65145228215768,72.0,72.97435897435898,116.81818181818181,1.0,1.0,0.0,0.0,7195,0.9372150579653511,-0.16179637117060647,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low120,p60_80,univariate_primitive
p0_5_uni_dist_low120_p80_90,dist_low120,price_state,early_entry_discovery,dist_low120 == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,0,0,0.08720657043963971,,0.0,,,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low120,p80_90,univariate_primitive
p0_5_uni_dist_low120_p90_100,dist_low120,price_state,early_entry_discovery,dist_low120 == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,151101,0,0,0.08720657043963971,,0.0,,,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,dist_low120,p90_100,univariate_primitive
p0_5_uni_gap_pct_p0_10,gap_pct,price_state,early_entry_discovery,gap_pct == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163076,11879,1676,0.09222080502342465,0.14108931728259955,1.5299076737267907,0.14108931728259955,0.07626904621601145,266,1208,183,422,8,28,0.13073491034598872,0.024463007159904536,0.11157517899761336,0.0065632458233890216,0.028042959427207637,70.24940334128878,72.0,76.47422024188415,126.48511904761905,0.9870359457866824,0.7035103964980217,0.0,0.0,10203,0.8589106827174005,-0.1659876734193379,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,gap_pct,p0_10,univariate_primitive
p0_5_uni_gap_pct_p10_20,gap_pct,price_state,early_entry_discovery,gap_pct == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163076,14892,1597,0.09222080502342465,0.10723878592532904,1.1628480785663249,0.10723878592532904,0.055197421434327154,266,1243,188,412,8,28,0.14195541230190706,0.021916092673763307,0.09204758922980588,0.014402003757044458,0.040075140889167186,71.38634940513462,72.0,78.03686006825939,129.08424908424908,0.995030889067956,0.7381815739994628,0.0,0.0,13295,0.892761214074671,-0.15562762550022322,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,gap_pct,p10_20,univariate_primitive
p0_5_uni_gap_pct_p20_40,gap_pct,price_state,early_entry_discovery,gap_pct == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163076,35656,3034,0.09222080502342465,0.0850908682970608,0.9226862449904574,0.0850908682970608,0.04467691272156159,268,1305,197,433,8,28,0.17155597935831277,0.01746868820039552,0.08470665787738958,0.00988793671720501,0.03724456163480554,72.70698747528016,74.0,79.82,129.4251497005988,0.99772829257348,0.7369026250841373,0.0,0.0,32622,0.9149091317029392,-0.1357463749128552,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,gap_pct,p20_40,univariate_primitive
p0_5_uni_gap_pct_p40_60,gap_pct,price_state,early_entry_discovery,gap_pct == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163076,43168,3119,0.09222080502342465,0.07225259451445515,0.7834739080417108,0.07225259451445515,0.03979799851742031,268,1293,189,434,8,28,0.2382783543365456,0.025008015389547934,0.09907021481243988,0.022763706316126963,0.06732927220262905,72.30586726514909,73.0,79.68964310706788,127.53919694072658,0.9982857672349889,0.733761119347665,0.0,0.0,40049,0.9277474054855448,-0.12499517801850446,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,gap_pct,p40_60,univariate_primitive
p0_5_uni_gap_pct_p60_80,gap_pct,price_state,early_entry_discovery,gap_pct == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163076,31042,2654,0.09222080502342465,0.08549706848785517,0.9270908930597427,0.08549706848785517,0.047097480832420595,269,1326,197,435,8,28,0.1666129759680433,0.019969856819894497,0.08251695553880935,0.010550113036925395,0.03730218538055765,71.61379050489826,73.0,78.90507635163021,128.67720090293454,0.9975839185619483,0.7635139488435023,0.0,0.0,28388,0.9145029315121448,-0.1400322392969393,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,gap_pct,p60_80,univariate_primitive
p0_5_uni_gap_pct_p80_90,gap_pct,price_state,early_entry_discovery,gap_pct == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163076,15166,1463,0.09222080502342465,0.09646577871554794,1.0460305425770795,0.09646577871554794,0.054068310694975606,268,1252,180,378,8,28,0.1409072926282474,0.02323991797676008,0.08749145591250855,0.008202323991797676,0.03349282296650718,71.43609022556392,72.0,78.87905604719764,131.06728971962616,0.9967031517868917,0.7846498747197679,0.0,0.0,13703,0.903534221284452,-0.1442958311109361,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,gap_pct,p80_90,univariate_primitive
p0_5_uni_gap_pct_p90_100,gap_pct,price_state,early_entry_discovery,gap_pct == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163076,11273,1496,0.09222080502342465,0.13270646677902953,1.4390078978959386,0.13270646677902953,0.0669741861084006,266,1207,178,368,8,28,0.12560986427747717,0.02406417112299465,0.10962566844919786,0.006016042780748663,0.02874331550802139,70.17847593582887,70.0,76.1067821067821,122.37818181818182,0.985984210059434,0.7920695467045152,0.0,0.0,9777,0.8672935332209705,-0.1641549872696297,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,gap_pct,p90_100,univariate_primitive
p0_5_uni_limit_up_like_false,limit_up_like,price_state,early_entry_discovery,limit_up_like == false,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,162843,14985,0.09227356021744593,0.09202114920506255,0.9972645358888443,0.09202114920506255,0.049415694871747635,269,1443,214,559,8,28,0.16425636963209964,0.015548882215548883,0.0729396062729396,0.007407407407407408,0.02882882882882883,71.70917584250918,72.0,78.66896052155016,128.16631498177634,0.9961742291655152,0.7466639646776343,0.0,0.0,147858,0.9079788507949375,-0.140114760026306,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,limit_up_like,false,univariate_primitive
p0_5_uni_limit_up_like_true,limit_up_like,price_state,early_entry_discovery,limit_up_like == true,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,324,71,0.09227356021744593,0.2191358024691358,2.3748493279411185,0.2191358024691358,0.11728395061728394,148,235,48,55,7,27,0.1388888888888889,0.07042253521126761,0.2535211267605634,0.028169014084507043,0.1267605633802817,54.394366197183096,54.0,62.588235294117645,91.73333333333333,0.8395061728395061,0.7685185185185185,0.0,0.0,253,0.7808641975308642,-0.2067443462142524,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,limit_up_like,true,univariate_primitive
p0_5_uni_relative_ret20_vs_benchmark_p0_10,relative_ret20_vs_benchmark,relative_strength,early_entry_discovery,relative_ret20_vs_benchmark == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,17666,2220,0.09227356021744593,0.12566511943846936,1.3618757002800699,0.12566511943846936,0.06736103249179215,263,1103,164,319,8,28,0.10636250424544322,0.026126126126126126,0.10225225225225225,0.008558558558558558,0.03738738738738739,72.6454954954955,73.0,80.46057087566521,132.2630241423126,1.0,0.5720027170836636,0.0,0.0,15446,0.8743348805615306,-0.1710759999747999,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret20_vs_benchmark,p0_10,univariate_primitive
p0_5_uni_relative_ret20_vs_benchmark_p10_20,relative_ret20_vs_benchmark,relative_strength,early_entry_discovery,relative_ret20_vs_benchmark == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,20006,2000,0.09227356021744593,0.09997000899730081,1.0834090368001184,0.09997000899730081,0.05958212536239128,265,1218,185,361,8,28,0.12176347095871239,0.0215,0.092,0.007,0.034,73.9355,76.0,81.89333333333333,131.78552971576227,1.0,0.6400579826052184,0.0,0.0,18006,0.9000299910026992,-0.15013146403284816,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret20_vs_benchmark,p10_20,univariate_primitive
p0_5_uni_relative_ret20_vs_benchmark_p20_40,relative_ret20_vs_benchmark,relative_strength,early_entry_discovery,relative_ret20_vs_benchmark == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,41937,3575,0.09227356021744593,0.08524691799604169,0.9238498850066508,0.08524691799604169,0.044328397357941675,266,1265,192,401,8,28,0.16541478884994157,0.01818181818181818,0.08923076923076922,0.01090909090909091,0.0441958041958042,71.74293706293706,72.0,78.8252457002457,126.2414398595259,1.0,0.7036030235829935,0.0,0.0,38362,0.9147530820039583,-0.1375444498807624,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret20_vs_benchmark,p20_40,univariate_primitive
p0_5_uni_relative_ret20_vs_benchmark_p40_60,relative_ret20_vs_benchmark,relative_strength,early_entry_discovery,relative_ret20_vs_benchmark == p40_60,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,39948,3243,0.09227356021744593,0.08118053469510364,0.879781104184111,0.08118053469510364,0.041103434464804245,266,1285,185,378,8,28,0.21177530790027035,0.021584952204748688,0.09898242368177614,0.012334258402713537,0.05581251927227875,70.31051495528831,70.0,76.24213406292749,122.64769381746811,1.0,0.7855712426154,0.0,0.0,36705,0.9188194653048963,-0.1294505231735678,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret20_vs_benchmark,p40_60,univariate_primitive
p0_5_uni_relative_ret20_vs_benchmark_p60_80,relative_ret20_vs_benchmark,relative_strength,early_entry_discovery,relative_ret20_vs_benchmark == p60_80,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,30970,2626,0.09227356021744593,0.08479173393606716,0.9189169003152412,0.08479173393606716,0.04472069744914434,264,1254,181,353,8,28,0.20632870519857927,0.02284843869002285,0.10243716679360244,0.013328255902513329,0.052170601675552174,70.95201827875096,72.0,77.91762295081968,128.15832482124617,0.9998708427510494,0.8722311914756216,0.0,0.0,28344,0.9152082660639328,-0.13077812084469023,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret20_vs_benchmark,p60_80,univariate_primitive
p0_5_uni_relative_ret20_vs_benchmark_p80_90,relative_ret20_vs_benchmark,relative_strength,early_entry_discovery,relative_ret20_vs_benchmark == p80_90,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,9259,899,0.09227356021744593,0.09709471865212226,1.0522485360195823,0.09709471865212226,0.051841451560643695,253,960,131,192,8,28,0.14720812182741116,0.03670745272525028,0.1657397107897664,0.017797552836484983,0.07230255839822025,72.33036707452725,74.0,78.72651605231867,137.78703703703704,0.9976239334701371,0.9208337833459337,0.0,0.0,8360,0.9029052813478777,-0.14024006191165161,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret20_vs_benchmark,p80_90,univariate_primitive
p0_5_uni_relative_ret20_vs_benchmark_p90_100,relative_ret20_vs_benchmark,relative_strength,early_entry_discovery,relative_ret20_vs_benchmark == p90_100,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163167,3381,493,0.09227356021744593,0.14581484767820171,1.5802451681129874,0.14581484767820171,0.09967465246968353,228,503,70,84,8,28,0.09139307897071872,0.09533468559837728,0.36511156186612576,0.034482758620689655,0.12981744421906694,67.82352941176471,66.0,73.41276595744681,117.25339366515837,0.8080449571132801,0.7394262052647146,0.0,0.0,2888,0.8541851523217983,-0.17885867602514213,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret20_vs_benchmark,p90_100,univariate_primitive
p0_5_uni_relative_ret60_vs_benchmark_p0_10,relative_ret60_vs_benchmark,relative_strength,early_entry_discovery,relative_ret60_vs_benchmark == p0_10,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,22351,2758,0.09228543758351415,0.12339492640150329,1.3371007347701684,0.12339492640150329,0.060847389378551296,257,928,138,239,8,28,0.10156145138919959,0.0337200870195794,0.15699782451051486,0.010877447425670777,0.05039883973894126,70.55112400290065,70.0,76.4616582327754,122.38652849740933,0.9991499261777996,0.5889669366023892,0.0,0.0,19593,0.8766050735984967,-0.1732694140315314,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret60_vs_benchmark,p0_10,univariate_primitive
p0_5_uni_relative_ret60_vs_benchmark_p10_20,relative_ret60_vs_benchmark,relative_strength,early_entry_discovery,relative_ret60_vs_benchmark == p10_20,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,23158,2210,0.09228543758351415,0.09543138440279816,1.034089309230799,0.09543138440279816,0.05669746955695656,262,1127,157,286,8,28,0.11771310130408498,0.02760180995475113,0.11176470588235295,0.012217194570135747,0.05203619909502263,70.60316742081449,69.5,78.52344497607656,128.28366445916114,0.9997409102685897,0.6745401157267467,0.0,0.0,20948,0.9045686155972018,-0.15102355045849294,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret60_vs_benchmark,p10_20,univariate_primitive
p0_5_uni_relative_ret60_vs_benchmark_p20_40,relative_ret60_vs_benchmark,relative_strength,early_entry_discovery,relative_ret60_vs_benchmark == p20_40,high,120d,future_50pct_high_120d,same_horizon_early_entry_discovery_eligible_pit_stock_days,163146,45035,3722,0.09228543758351415,0.08264683024314422,0.8955565732497348,0.08264683024314422,0.047807261019207285,260,1231,180,358,8,28,0.16158543355168203,0.028479312197743148,0.11015583019881783,0.010209564750134336,0.04809242342826437,69.65126276195593,70.0,77.05286473715299,126.51498847040737,0.9997779504829577,0.7250360830465193,0.0,0.0,41313,0.9173531697568558,-0.1380672642534586,False,True,False,False,p1_hypothesis_refine,,,,,,,,,,,,,,,,False,univariate_screen_only,relative_ret60_vs_benchmark,p20_40,univariate_primitive
