entry_variant_id,entry_family,allowed_launch_families,primary_formula_eligible,launch_event_count,entry_event_count,launch_to_entry_conversion_rate,entry_success_primary_precision,entry_success_lift_vs_all_launch_direct,entry_success_lift_vs_convertible_direct,entry_success_lift_vs_matched_delay_baseline,entry_lift_vs_convertible_direct,instrument_year_entry_lift_vs_all_launch_direct,instrument_year_entry_lift_vs_matched_delay,positive_unique_instrument_year_count,entry_success_unique_instrument_year_rate,entry_lift_vs_same_launch_family_unconditional_baseline,entry_future_50pct_high_120d_lift_vs_all_launch_direct,entry_future_50pct_close_120d_lift_vs_all_launch_direct,entry_future_100pct_high_240d_lift_vs_all_launch_direct,winner_upside_lift_vs_all_launch_direct,median_missed_gain,missed_winner_due_to_no_trigger_rate,median_future_60d_high_gain,median_future_120d_high_gain,median_future_drawdown_before_gain,median_entry_to_stop_risk_pct,primary_false_positive_rate,pre_entry_failure_filter_hit_rate,post_entry_invalidation_audit_hit_rate,distinct_year_count,distinct_industry_count,top1_instrument_contribution,top5_instrument_contribution,winner_episode_coverage,non_winner_false_positive_drawdown,drawdown_reduction_vs_all_launch_direct,all_launch_direct_precision,convertible_direct_precision,matched_delay_precision,same_close_proxy_used,entry_labels_rebased_to_entry_price,z_entry_success_lift_vs_all_launch_direct,z_entry_success_lift_vs_matched_delay_baseline,z_instrument_year_entry_lift_vs_all_launch_direct,z_instrument_year_entry_lift_vs_matched_delay,z_drawdown_reduction_vs_all_launch_direct,z_winner_upside_lift_vs_all_launch_direct,z_median_missed_gain,z_missed_winner_due_to_no_trigger_rate,z_median_entry_to_stop_risk_pct,z_primary_false_positive_rate,z_top1_instrument_contribution,entry_quality_score,failure_reason,p1_candidate,trigger_interpretation
hold_3d_close_above_ema20,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,1352,0.0603841000446628,0.21745562130177515,0.8817457765200241,0.7696335078534031,1.1059598609162447,0.7696335078534031,0.45200410161831417,1.5203725353581876,272,0.3115693012600229,0.8817457765200241,0.8448874379378358,0.7890687155039531,0.9139555203807378,0.9139555203807378,0.01856440305709839,0.9190283400809717,0.0962480209205252,0.15201679678806457,-0.12224365870590559,0.026293279603856523,0.3143491124260355,0.5212476749177278,0.6538461538461539,8,27,0.01257396449704142,0.05621301775147929,0.19618528610354224,-0.17816282235220537,0.07309799089613833,0.24661940787514147,0.28254437869822485,0.19662162162162164,False,True,0.5684318349790632,0.5097644960794991,1.1861635657928347,1.0578698571144034,0.2910688901833698,0.37199778689004787,-0.9902857365391412,-3.587682462910688,-1.7944124506770789,0.1343386358608968,-0.7712903042029655,10.994628749508196,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,conservative_confirmation_or_add_on_only
hold_5d_close_ge_launch_close,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,8,0.0003573023671281822,0.375,1.5205615942028985,0.5,1.4073226544622426,0.5,0.5440251572327044,1.3043478260869565,3,0.375,1.5205615942028985,0.9647701149425287,1.1020877100840336,0.0,1.1020877100840336,0.013132274150848389,0.9991902834008097,0.19796987464965177,0.27065254463029076,-0.07707112599895721,0.08890622854232788,0.125,0.29666739272489656,0.0,5,5,0.125,0.625,0.0013623978201634877,-0.12887699192977364,0.4156148278889891,0.24661940787514147,0.75,0.26646341463414636,False,True,1.84931567112958,0.9629481433687905,1.6738140169513935,0.7391681062279363,2.6091861926891506,0.6883357031916546,-1.1559251438944962,0.5394447021852695,-0.18518546466509306,-2.2442972740694516,1.7294583622192956,9.83927265178298,insufficient_entry_event_count;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;positive_unique_instrument_year_count_too_low;missed_winner_due_to_no_trigger_too_high,False,conservative_confirmation_or_add_on_only
hold_3d_close_ge_launch_close,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,64,0.002858418937025458,0.328125,1.3304913949275363,0.8076923076923077,1.1670425257731958,0.8076923076923077,0.48357791754018165,1.168384879725086,20,0.3333333333333333,1.3304913949275363,1.6883477011494255,1.9286534926470589,0.7063650134649909,1.9286534926470589,0.01628059148788452,0.9939271255060729,0.18313167472391578,0.24127168001565424,-0.11928189345677659,0.09919577836990356,0.296875,0.23538427851981608,0.359375,7,19,0.046875,0.171875,0.01907356948228883,-0.18739351381227498,0.09555532069936555,0.24661940787514147,0.40625,0.2811594202898551,False,True,1.468207628331275,0.6016194477817484,1.353483810885613,0.5385816584674363,0.4430576952943616,2.078178120667188,-1.059924951912076,0.26847170649715024,0.07926815934040202,-0.0851741507488866,-0.008315176536305325,7.288802774787338,insufficient_entry_event_count;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high,False,conservative_confirmation_or_add_on_only
volume_hold_3d,volume_confirmation_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,834,0.037248771773113,0.22302158273381295,0.9043148090223474,0.7622950819672131,1.1802516749487009,0.7622950819672131,0.40170633972879016,1.4082822219322282,175,0.27689873417721517,0.9043148090223474,0.8699126216268365,0.856298364669609,0.903424477653066,0.903424477653066,0.01979362964630127,0.9473684210526315,0.10127934748444312,0.1610482126638958,-0.13887681208706365,0.06728845834732056,0.35851318944844124,0.16247723132969036,0.42206235011990406,8,28,0.01079136690647482,0.050359712230215826,0.12534059945504086,-0.1820488311485935,-0.053021461433238715,0.24661940787514147,0.29256594724220625,0.18896103896103897,False,True,0.6136847985556986,0.6214831155242297,0.9196188482395564,0.8925027596801306,-0.5624940680468682,0.3542901945943923,-0.952803495735403,-2.128597101513131,-0.7407877764072989,0.6891353190270735,-0.810941516019108,6.783080219195007,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,conservative_confirmation_or_add_on_only
higher_low_reclaim_ema20,higher_low_reacceleration_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,317,0.014158106297454221,0.21451104100946372,0.869806001310596,0.6296296296296297,1.5864879074658254,0.6296296296296297,0.33833366668889037,1.7248233215547701,66,0.2332155477031802,0.869806001310596,0.6817303020414084,0.5840717201707182,0.9031964840940369,0.9031964840940369,0.04853928089141846,0.9805668016194332,0.10526313725600911,0.15059294419700842,-0.11320761507114863,0.07195304729405416,0.2902208201892745,0.11661551950898728,0.3627760252365931,7,26,0.01892744479495268,0.08201892744479496,0.03678474114441417,-0.17225600409503639,0.14161301317272346,0.24661940787514147,0.34069400630914826,0.13521126760563382,False,True,0.5444914993616708,1.2323734492212175,0.5837857892434557,1.359496572645149,0.7547712296518266,0.35390683113326843,-0.07627557851189365,-0.4193828210188417,-0.6209023127931615,-0.16876509472602313,-0.6299666569618105,6.744117835268318,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;missed_winner_due_to_no_trigger_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,conservative_confirmation_or_add_on_only
hold_5d_close_above_median20,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,317,0.014158106297454221,0.21766561514195584,0.8825972660357518,0.696969696969697,0.7570977917981073,0.696969696969697,0.34858620204309915,0.8978984563883207,68,0.24028268551236748,0.8825972660357518,0.8278153667645672,0.8900140497839514,0.5704398846909706,0.8900140497839514,0.019723892211914062,0.9842105263157894,0.10450814345997328,0.139565368881982,-0.12605928318642812,0.03727418379084302,0.3249211356466877,0.5559723023658396,0.555205047318612,8,27,0.01892744479495268,0.08201892744479496,0.04632152588555858,-0.1812581104062937,0.04416634704301344,0.24661940787514147,0.31230283911671924,0.2875,False,True,0.5701391489295904,-0.014847659998471598,0.638117414300549,0.1395324154467653,0.09526262035242514,0.3317410135344198,-0.954929967235203,-0.2317861316963016,-1.5121902003582923,0.26714619831030484,-0.6299666569618105,4.821671710506581,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
pullback_3_8_reclaim_ema20,pullback_hold_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim;first_limit_up_like;first_near_limit_up_like;gap_up_upper_close;strong_body_day,True,22390,73,0.003260384100044663,0.2328767123287671,0.9442756932036265,0.4146341463414634,2.4581430745814306,0.4146341463414634,0.3378421067746475,2.3287671232876708,17,0.2328767123287671,0.9442756932036265,0.9515540859707132,0.8454371474617244,1.0321315265241877,1.0321315265241877,0.08134329319000244,0.9931174089068826,0.13802622716298796,0.18962071174938133,-0.13928951633181508,0.1265877377652853,0.3698630136986301,0.15447154471544716,0.2465753424657534,7,21,0.0273972602739726,0.136986301369863,0.01226158038147139,-0.17285530275588068,-0.05615075580871301,0.24661940787514147,0.5616438356164384,0.09473684210526316,False,True,0.6938100071201068,2.543151940368014,0.5811808483160608,2.2504962536475572,-0.5836727975368068,0.5707067457302262,0.9240020750179206,0.22678355331436353,0.7832739761261502,0.8317137509351887,-0.44156830537674285,3.731467947628278,insufficient_entry_event_count;entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;positive_unique_instrument_year_count_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;median_entry_to_stop_risk_too_high,False,conservative_confirmation_or_add_on_only
volume_hold_5d,volume_confirmation_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,230,0.01027244305493524,0.22608695652173913,0.9167443814324722,0.6582278481012658,0.8386182848425412,0.6582278481012658,0.35232105420784665,0.9330827067669173,51,0.24285714285714285,0.9167443814324722,0.9396021989005497,0.9966706247716478,0.6551791429240496,0.9966706247716478,0.022795796394348145,0.9862348178137652,0.11179363603007242,0.13725035529207275,-0.14531368768881048,0.06753379106521606,0.34782608695652173,0.19034954407294832,0.43478260869565216,8,26,0.021739130434782608,0.09130434782608696,0.03814713896457766,-0.1825093440443431,-0.10182851605489926,0.24661940787514147,0.34347826086956523,0.26959459459459456,False,True,0.6386072221239496,0.10774130970146255,0.657909649142776,0.19143982102603954,-0.8928149912345875,0.5110804383541953,-0.8612598064175208,-0.12756574873932913,-0.7344824348304778,0.5548821111050357,-0.5674249237881074,2.9498142517842343,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;entry_lift_vs_matched_delay_too_low;instrument_year_lift_vs_all_launch_direct_too_low;instrument_year_lift_vs_matched_delay_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,delay_filter_only_not_structural_entry_signal
pullback_3_8_contraction_upper_close,pullback_hold_entry,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim;first_limit_up_like;first_near_limit_up_like;gap_up_upper_close;strong_body_day,True,22390,109,0.004868244752121483,0.23853211009174313,0.9672073749058193,0.4482758620689655,1.1769676484789955,0.4482758620689655,0.35584035441636014,1.2434486373165619,26,0.24528301886792453,0.9672073749058193,1.132941052409575,1.0515332279700873,1.797234529672393,1.797234529672393,0.06826448440551758,0.9878542510121457,0.14750958081901433,0.19943021355715973,-0.1469353503291818,0.11674537479177727,0.3577981651376147,0.24352828379674019,0.25688073394495414,7,24,0.027522935779816515,0.13761467889908258,0.021798365122615803,-0.19042433112819057,-0.11412463329616314,0.24661940787514147,0.5321100917431193,0.2026666666666667,False,True,0.7397901153375723,0.6165446588692993,0.6765596018409457,0.6493233928422949,-0.9760337970044435,1.8572015776551258,0.5251959764580089,-0.04418944237375573,0.5303135842005339,0.6801530614373023,-0.43877284209961925,2.310685211918325,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high,False,conservative_confirmation_or_add_on_only
hold_10d_close_ge_launch_close,price_hold_after_launch,expansion_high_volatility;high_vol_money_upper_close;rank_jump_leadership;repair_reclaim,True,22390,137,0.00611880303707012,0.2116788321167883,0.8583218731266969,0.6590909090909091,1.009970898335003,0.6590909090909091,0.3100804967433226,1.0241730279898218,28,0.21374045801526717,0.8583218731266969,0.6760432922225019,0.7079103539225909,0.7699550511735181,0.7699550511735181,0.02400517463684082,0.9927125506072875,0.09523808722873683,0.1302520705350314,-0.13514274214387467,0.07837581634521484,0.35036496350364965,0.35531057875768496,0.2846715328467153,7,25,0.029197080291970802,0.12408759124087591,0.01634877384196185,-0.17020529117841365,-0.024708197832359596,0.24661940787514147,0.32116788321167883,0.2095890410958904,False,True,0.5214647774868232,0.36541811658709267,0.434062761414366,0.32582558162021674,-0.3708729295947023,0.1298658665243353,-0.8243827921175717,0.2059394767229702,-0.45582953699710266,0.5867759121823313,-0.4015340064737041,2.2947951207212087,entry_lift_vs_all_launch_direct_too_low;entry_lift_vs_convertible_direct_too_low;instrument_year_lift_vs_all_launch_direct_too_low;drawdown_reduction_vs_direct_too_low;missed_winner_due_to_no_trigger_too_high;winner_upside_lift_vs_all_launch_direct_too_low,False,conservative_confirmation_or_add_on_only
