version,rows,trades,computed_return_with_cost,summary_return_with_cost,return_diff,computed_max_drawdown,summary_max_drawdown,max_drawdown_diff,continuity_error_count,cost_sum,trade_net_pnl_sum,ending_account,account_delta
layered_exit,319,134,0.4188642950382464,0.4188642950382466,-2.220446049250313e-16,-0.08627512113947133,-0.0862751211394713,-2.7755575615628914e-17,0,15376.69049832821,418864.29503824713,1418864.2950382463,418864.2950382463
ema_state_only,319,289,0.547168084163308,0.5471680841633082,-2.220446049250313e-16,-0.21043433971996317,-0.2104343397199631,-8.326672684688674e-17,0,28207.908516287804,548399.6051617861,1547168.084163308,547168.0841633079
market_width,319,116,0.5088166181014175,0.5088166181014175,0.0,-0.16448480200123394,-0.1644848020012338,-1.3877787807814457e-16,0,11295.38553494215,508816.618101418,1508816.6181014176,508816.61810141755
