name,month,monthly_return,excess_vs_sh000300
SH000300,2025-01,-0.0008677112776184215,0.0
SH000300,2025-02,0.019116313039479582,0.0
SH000300,2025-03,-0.000705158267041317,0.0
SH000300,2025-04,-0.03002982322768777,0.0
SH000300,2025-05,0.018475135261361908,0.0
SH000300,2025-06,0.024958594301703885,0.0
SH000300,2025-07,0.03544443504704908,0.0
SH000300,2025-08,0.10333909347924775,0.0
SH000300,2025-09,0.032008474725720104,0.0
SH000300,2025-10,-5.58106239945122e-06,0.0
SH000300,2025-11,-0.02456672397738635,0.0
SH000300,2025-12,0.02281546736340956,0.0
SH000300,2026-01,0.0165014251266129,0.0
SH000300,2026-02,0.0009151059864969113,0.0
SH000300,2026-03,-0.05532097937546532,0.0
SH000300,2026-04,0.08096483335589166,0.0
equal_weight_monthly,2025-01,-0.010919999101161593,-0.010052287823543171
equal_weight_monthly,2025-02,0.0052515542371225354,-0.013864758802357047
equal_weight_monthly,2025-03,0.003940911244276535,0.004646069511317852
equal_weight_monthly,2025-04,-0.019612341882795037,0.010417481344892732
equal_weight_monthly,2025-05,0.014855185005065552,-0.003619950256296356
equal_weight_monthly,2025-06,0.030489247501892525,0.00553065320018864
equal_weight_monthly,2025-07,0.031419214433423326,-0.004025220613625757
equal_weight_monthly,2025-08,0.0488037940469237,-0.05453529943232405
equal_weight_monthly,2025-09,0.015045889797526524,-0.01696258492819358
equal_weight_monthly,2025-10,0.01913018409199041,0.01913576515438986
equal_weight_monthly,2025-11,-0.01298507743627586,0.01158164654111049
equal_weight_monthly,2025-12,0.0274096443650238,0.004594177001614241
equal_weight_monthly,2026-01,0.02624797948843627,0.009746554361823367
equal_weight_monthly,2026-02,0.009401969944424104,0.008486863957927193
equal_weight_monthly,2026-03,-0.02472020778711037,0.030600771588354947
equal_weight_monthly,2026-04,0.011757574640161028,-0.06920725871573064
ema_state_only,2025-01,0.04197891386821384,0.04284662514583226
ema_state_only,2025-02,-0.0244439034388928,-0.04356021647837238
ema_state_only,2025-03,-0.03614724664986202,-0.0354420883828207
ema_state_only,2025-04,-0.04805929663698527,-0.018029473409297503
ema_state_only,2025-05,0.037698261258516164,0.019223125997154256
ema_state_only,2025-06,0.03149927040407596,0.006540676102372078
ema_state_only,2025-07,0.0280609193743806,-0.007383515672668484
ema_state_only,2025-08,0.1827583464784781,0.07941925299923036
ema_state_only,2025-09,0.1164317650091864,0.08442329028346629
ema_state_only,2025-10,-0.04100042333901899,-0.040994842276619536
ema_state_only,2025-11,-0.038238823714517145,-0.013672099737130794
ema_state_only,2025-12,0.1478691359708424,0.12505366860743283
ema_state_only,2026-01,0.16518070267258378,0.14867927754597088
ema_state_only,2026-02,0.005106163411719988,0.004191057425223077
ema_state_only,2026-03,-0.1651547043675481,-0.10983372499208277
ema_state_only,2026-04,0.10288289420069008,0.021918060844798415
layered_exit,2025-01,0.0,0.0008677112776184215
layered_exit,2025-02,0.0,-0.019116313039479582
layered_exit,2025-03,-0.017640884278654068,-0.01693572601161275
layered_exit,2025-04,0.0002120141188011182,0.030241837346488887
layered_exit,2025-05,0.0,-0.018475135261361908
layered_exit,2025-06,-0.001284997614669714,-0.0262435919163736
layered_exit,2025-07,0.10818906339128964,0.07274462834424056
layered_exit,2025-08,0.20782880432183282,0.10448971084258507
layered_exit,2025-09,0.09015332977437462,0.05814485504865452
layered_exit,2025-10,-0.028863826798262604,-0.028858245735863153
layered_exit,2025-11,-0.019506825930099114,0.005059898047287237
layered_exit,2025-12,0.010550689153549397,-0.012264778209860161
layered_exit,2026-01,0.07474069977844877,0.05823927465183587
layered_exit,2026-02,-0.022747255934598698,-0.02366236192109561
layered_exit,2026-03,-0.01952458249942024,0.03579639687604508
layered_exit,2026-04,0.0,-0.08096483335589166
