datetime,instruments,ema_state,market_ok_entry,width_ok_entry,industry_ok_entry,trend_score_top20_entry,breakout_entry,pullback_entry,combined_entry,trend_score_median,trend_score_p90,theme_positive_count
2018-09-06,249,25,0,0,0,0,0,0,0,,,0
2018-09-07,249,25,0,0,0,0,0,0,0,,,0
2018-09-10,249,20,0,0,0,0,0,0,0,,,0
2018-09-11,249,22,0,0,0,0,0,0,0,,,0
2018-09-12,249,20,0,0,0,0,0,0,0,,,0
2018-09-13,249,26,0,0,0,0,0,0,0,,,0
2018-09-14,249,26,0,0,0,0,0,0,0,,,0
2018-09-17,249,20,0,0,0,0,0,0,0,,,0
2018-09-18,250,24,0,0,0,0,0,0,0,,,0
2018-09-19,250,27,0,0,0,0,0,0,0,,,0
2018-09-20,250,27,0,0,0,0,0,0,0,,,0
2018-09-21,250,24,0,0,0,0,0,0,0,,,0
2018-09-25,250,36,0,0,0,0,0,0,0,,,0
2018-09-26,250,42,0,0,0,0,0,0,0,,,0
2018-09-27,250,46,0,0,0,0,0,0,0,,,0
2018-09-28,250,42,0,0,0,0,0,0,0,,,0
2018-10-08,250,46,0,0,0,0,0,0,0,,,0
2018-10-09,250,42,0,0,0,0,0,0,0,,,0
2018-10-10,250,41,0,0,0,0,0,0,0,,,0
2018-10-11,250,13,0,0,0,0,0,0,0,,,0
2018-10-12,250,28,0,0,0,0,0,0,0,,,0
2018-10-15,250,20,0,0,0,0,0,0,0,,,0
2018-10-16,250,21,0,0,0,0,0,0,0,,,0
2018-10-17,250,26,0,0,0,0,0,0,0,,,0
2018-10-18,250,12,0,0,0,0,0,0,0,,,0
2018-10-19,250,24,0,0,0,0,0,0,0,,,0
2018-10-22,250,30,0,0,0,0,0,0,0,,,0
2018-10-23,250,27,0,0,0,0,0,0,0,,,0
2018-10-24,250,25,0,0,0,0,0,0,0,,,0
2018-10-25,250,25,0,0,0,0,0,0,0,,,0
2018-10-26,250,29,0,0,0,0,0,0,0,,,0
2018-10-29,250,26,0,0,0,0,0,0,0,,,0
2018-10-30,250,29,0,0,0,0,0,0,0,,,0
2018-10-31,250,35,0,0,0,0,0,0,0,,,0
2018-11-01,250,37,0,0,0,0,0,0,0,,,0
2018-11-02,250,40,0,0,0,0,0,0,0,,,0
2018-11-05,250,48,0,0,0,0,0,0,0,,,0
2018-11-06,250,50,0,0,0,0,0,0,0,,,0
2018-11-07,250,54,0,0,0,0,0,0,0,,,0
2018-11-08,250,55,0,0,0,0,0,0,0,,,0
2018-11-09,250,42,0,0,0,0,0,0,0,,,0
2018-11-12,250,48,0,0,0,0,0,0,0,,,0
2018-11-13,250,50,0,0,0,0,0,0,0,,,0
2018-11-14,250,47,0,0,0,0,0,0,0,,,0
2018-11-15,250,51,0,0,0,0,0,0,0,,,0
2018-11-16,251,51,0,0,0,0,0,0,0,,,0
2018-11-19,251,51,0,0,0,0,0,0,0,,,0
2018-11-20,251,55,0,0,0,0,0,0,0,,,0
2018-11-21,251,55,0,0,0,0,0,0,0,,,0
2018-11-22,251,53,0,0,0,0,0,0,0,,,0
2018-11-23,251,37,0,0,0,0,0,0,0,,,0
2018-11-26,251,36,0,0,0,0,0,0,0,,,0
2018-11-27,251,35,0,0,0,0,0,0,0,,,0
2018-11-28,251,41,0,0,0,0,0,0,0,,,1
2018-11-29,251,33,0,0,0,0,0,0,0,,,1
2018-11-30,251,38,0,0,0,0,0,0,0,,,1
2018-12-03,251,42,0,0,0,0,0,0,0,,,1
2018-12-04,251,42,0,0,0,0,0,0,0,,,1
2018-12-05,251,42,0,0,0,0,0,0,0,,,1
2018-12-06,251,38,0,0,0,0,0,0,0,,,1
2018-12-07,251,38,0,0,0,0,0,0,0,,,1
2018-12-10,251,28,0,0,0,0,0,0,0,,,1
2018-12-11,251,33,0,0,0,0,0,0,0,,,1
2018-12-12,251,38,0,0,0,0,0,0,0,,,1
2018-12-13,251,43,0,0,0,0,0,0,0,,,1
2018-12-14,251,35,0,0,0,0,0,0,0,,,1
2018-12-17,251,38,0,0,0,0,0,0,0,,,1
2018-12-18,251,29,0,0,0,0,0,0,0,,,1
2018-12-19,251,29,0,0,0,0,0,0,0,,,0
2018-12-20,251,29,0,0,0,0,0,0,0,,,0
2018-12-21,251,25,0,0,0,0,0,0,0,,,0
2018-12-24,251,29,0,0,0,0,0,0,0,,,0
2018-12-25,251,24,0,0,0,0,0,0,0,,,0
2018-12-26,251,20,0,0,0,0,0,0,0,,,0
2018-12-27,251,23,0,0,0,0,0,0,0,,,0
2018-12-28,251,23,0,0,0,0,0,0,0,,,0
2019-01-02,251,24,0,0,0,0,0,0,0,,,0
2019-01-03,251,16,0,0,0,0,0,0,0,,,0
2019-01-04,251,22,0,0,0,0,0,0,0,,,0
2019-01-07,251,25,0,0,0,0,0,0,0,,,0
2019-01-08,251,27,0,0,0,0,0,0,0,,,0
2019-01-09,251,32,0,0,0,0,0,0,0,,,0
2019-01-10,251,31,0,0,0,0,0,0,0,,,0
2019-01-11,251,35,0,0,0,0,0,0,0,,,0
2019-01-14,251,37,0,0,0,0,0,0,0,,,0
2019-01-15,251,43,0,0,0,0,0,0,0,,,0
2019-01-16,251,47,0,0,0,0,0,0,0,,,0
2019-01-17,251,48,0,0,0,0,0,0,0,,,0
2019-01-18,251,48,0,0,0,0,0,0,0,,,0
2019-01-21,252,47,0,0,0,0,0,0,0,,,0
2019-01-22,252,53,0,0,0,0,0,0,0,,,0
2019-01-23,252,51,0,0,0,0,0,0,0,,,0
2019-01-24,252,53,0,0,0,0,0,0,0,,,0
2019-01-25,252,53,0,0,0,0,0,0,0,,,1
2019-01-28,252,55,0,0,0,0,0,0,0,,,1
2019-01-29,252,46,0,0,0,0,0,0,0,,,1
2019-01-30,252,54,0,0,0,0,0,0,0,,,1
2019-01-31,252,43,0,0,0,0,0,0,0,,,1
2019-02-01,252,44,0,0,0,0,0,0,0,,,1
2019-02-11,252,50,50,50,15,3,1,0,1,0.22746650290556364,0.9278815844235552,1
2019-02-12,252,56,56,56,17,3,0,0,0,0.3582262443712975,0.8243747778862942,1
2019-02-13,252,34,34,34,8,1,0,0,0,0.47182272159116967,0.9245460249485854,1
2019-02-14,252,53,53,53,10,2,0,0,0,0.35218707033482405,0.7987478350085938,1
2019-02-15,252,99,99,99,23,4,0,0,0,0.46703991079565316,1.0356502743623293,1
2019-02-18,252,52,52,52,10,2,0,0,0,0.467891105799573,0.7978704615547036,1
2019-02-19,252,73,73,73,14,2,0,0,0,0.25507653164370614,0.6448463836697277,1
2019-02-20,252,83,83,83,20,4,0,0,0,0.15234148282078244,0.5685446307269655,1
2019-02-21,252,93,93,93,19,3,0,1,1,0.07817687354991161,0.558169391295688,2
2019-02-22,252,79,79,79,16,3,0,2,2,0.029284415995705262,0.44388799451895666,2
2019-02-25,252,21,21,21,9,1,0,0,0,0.06895838369194097,0.27214417266029495,2
2019-02-26,252,52,52,52,18,3,0,0,0,0.06226819208707895,0.489693664824418,2
2019-02-27,252,74,74,74,34,6,0,0,0,0.07621146849277965,0.6948110097797789,2
2019-02-28,252,89,89,89,31,6,0,1,1,0.02434528304217523,0.5683502925526932,2
2019-03-01,252,74,74,74,28,5,0,2,2,-0.017979652661797726,0.3283536808461252,1
2019-03-04,252,69,69,69,28,5,0,0,0,-0.08707565173196657,0.5569378691673638,1
2019-03-05,252,59,59,59,19,3,0,0,0,-0.16237823655981984,0.5680480651716346,1
2019-03-06,252,69,69,69,34,6,0,0,0,-0.2688135653730297,0.3055208191345427,2
2019-03-07,252,102,102,102,54,10,0,0,0,-0.23123486939020685,0.35798217418480266,3
2019-03-08,252,133,133,133,71,14,0,1,1,-0.04969577841558809,0.4655960020357962,2
2019-03-11,252,125,125,125,57,11,0,2,2,-0.25920616875592034,0.3780778493428399,2
2019-03-12,252,123,123,123,54,10,1,0,1,-0.2163606615846776,0.2882603780583654,2
2019-03-13,252,148,148,148,83,16,0,1,1,-0.052549330448925756,0.5179389860900505,2
2019-03-14,252,156,156,156,72,14,0,2,2,0.07825797670320396,0.7438724075119935,2
2019-03-15,252,155,155,155,72,14,1,3,4,0.030374708566765315,0.5693227979876531,2
2019-03-18,252,138,138,138,79,15,0,8,8,-0.06588373550944976,0.45780154595752504,2
2019-03-19,252,150,150,150,87,17,0,6,6,-0.041939613282322104,0.5376681701984921,2
2019-03-20,252,153,153,153,97,19,0,4,4,-0.06025622151979024,0.4859960454489827,2
2019-03-21,252,155,155,155,98,19,0,7,7,-0.059622693153394885,0.6033032210485356,2
2019-03-22,252,155,155,155,86,17,2,2,4,-0.05110785780229689,0.4166503717820419,2
2019-03-25,252,150,150,150,93,18,1,6,7,-0.0237147790390847,0.6467524315876918,2
2019-03-26,252,147,147,147,91,18,0,0,0,0.009161513280525349,0.6548144498294056,2
2019-03-27,252,143,143,143,87,17,2,2,4,0.006819589992822603,0.6627512422151269,1
2019-03-28,252,134,134,134,85,17,0,1,1,0.010674005255472699,0.6434329002226575,1
2019-03-29,252,140,140,140,74,14,1,6,7,-0.046502498371746345,0.4505127512019222,1
2019-04-01,252,131,131,131,70,14,2,2,4,-0.15103686907065364,0.26121764804658554,1
2019-04-02,252,134,134,134,94,18,0,0,0,-0.14171932546863092,0.3021960234676028,1
2019-04-03,252,128,128,128,74,14,0,4,4,-0.08127157007718838,0.23908179083675152,1
2019-04-04,252,120,120,120,74,14,1,0,1,-0.11963432948870056,0.3023642824458325,1
2019-04-08,252,121,121,121,59,11,0,1,1,-0.18190054288592808,0.4221500093577179,1
2019-04-09,252,136,136,136,57,11,0,4,4,-0.056599917029921745,0.5604351566310212,1
2019-04-10,252,141,141,141,52,10,1,2,3,0.010315516591971477,0.4406910087522518,1
2019-04-11,252,153,153,153,73,14,0,0,0,-0.03609667551259227,0.5449738215830056,1
2019-04-12,252,152,152,152,81,16,0,3,3,-0.020355375039689552,0.4786940578284836,1
2019-04-15,252,160,160,160,81,16,0,0,0,0.024466429239002205,0.6900092158905446,1
2019-04-16,252,146,146,146,65,13,1,8,9,-0.070462944687406,0.568227673036919,1
2019-04-17,252,149,149,149,80,16,0,3,3,-0.12315352590934107,0.5160041369022845,1
2019-04-18,252,157,157,157,80,16,0,1,1,-0.1210729514315241,0.5595284464718798,1
2019-04-19,252,154,154,154,81,16,0,2,2,-0.10258877296303029,0.5350635423054548,1
2019-04-22,252,163,163,163,104,20,0,0,0,-0.006581685046179625,0.7760770620682578,1
2019-04-23,252,149,149,149,87,17,0,3,3,0.01340154116510199,0.8438117336935312,1
2019-04-24,252,150,150,150,89,17,1,1,2,0.061991281238254856,0.873300780249152,1
2019-04-25,252,121,121,121,65,13,0,0,0,0.1964158990577284,1.0094051191921865,1
2019-04-26,252,95,95,95,54,10,1,3,4,0.3124321125489985,1.1341501856038958,1
2019-04-29,252,87,87,0,0,0,0,0,0,,,0
2019-04-30,252,95,95,0,0,0,0,0,0,,,0
2019-05-06,252,42,0,0,0,0,0,0,0,,,0
2019-05-07,252,46,0,0,0,0,0,0,0,,,0
2019-05-08,252,37,0,0,0,0,0,0,0,,,0
2019-05-09,252,26,0,0,0,0,0,0,0,,,0
2019-05-10,252,43,0,0,0,0,0,0,0,,,0
2019-05-13,252,34,0,0,0,0,0,0,0,,,0
2019-05-14,252,31,0,0,0,0,0,0,0,,,0
2019-05-15,252,35,0,0,0,0,0,0,0,,,0
2019-05-16,253,35,0,0,0,0,0,0,0,,,0
2019-05-17,253,33,0,0,0,0,0,0,0,,,0
2019-05-20,253,27,0,0,0,0,0,0,0,,,0
2019-05-21,253,34,0,0,0,0,0,0,0,,,0
2019-05-22,253,38,0,0,0,0,0,0,0,,,0
2019-05-23,253,29,0,0,0,0,0,0,0,,,0
2019-05-24,253,30,0,0,0,0,0,0,0,,,0
2019-05-27,253,39,0,0,0,0,0,0,0,,,0
2019-05-28,253,40,0,0,0,0,0,0,0,,,0
2019-05-29,253,41,0,0,0,0,0,0,0,,,0
2019-05-30,253,36,0,0,0,0,0,0,0,,,0
2019-05-31,253,35,0,0,0,0,0,0,0,,,0
2019-06-03,253,33,0,0,0,0,0,0,0,,,0
2019-06-04,253,29,0,0,0,0,0,0,0,,,0
2019-06-05,253,28,0,0,0,0,0,0,0,,,0
2019-06-06,253,25,0,0,0,0,0,0,0,,,0
2019-06-10,253,32,0,0,0,0,0,0,0,,,0
2019-06-11,253,35,0,0,0,0,0,0,0,,,0
2019-06-12,253,41,0,0,0,0,0,0,0,,,0
2019-06-13,253,38,0,0,0,0,0,0,0,,,0
2019-06-14,253,36,0,0,0,0,0,0,0,,,0
2019-06-17,253,33,0,0,0,0,0,0,0,,,0
2019-06-18,253,31,0,0,0,0,0,0,0,,,0
2019-06-19,253,39,0,0,0,0,0,0,0,,,0
2019-06-20,253,35,0,0,0,0,0,0,0,,,0
2019-06-21,253,44,0,0,0,0,0,0,0,,,0
2019-06-24,253,47,0,0,0,0,0,0,0,,,0
2019-06-25,253,56,0,0,0,0,0,0,0,,,0
2019-06-26,253,67,0,0,0,0,0,0,0,,,0
2019-06-27,253,56,0,0,0,0,0,0,0,,,0
2019-06-28,254,60,60,0,0,0,0,0,0,,,0
2019-07-01,254,51,51,51,19,3,1,0,1,0.41586935151043514,0.7305223877679798,0
2019-07-02,254,59,59,59,21,4,0,0,0,0.35558981733341893,0.5700130145607809,0
2019-07-03,254,72,72,72,17,3,0,0,0,0.4153657260506864,1.1239457864178444,0
2019-07-04,254,84,84,84,38,7,0,0,0,0.37774768820027976,1.1844272850592048,0
2019-07-05,254,88,88,88,33,6,0,1,1,0.31066924386790945,0.9663417931782667,0
2019-07-08,254,68,68,0,0,0,0,0,0,,,0
2019-07-09,254,73,73,0,0,0,0,0,0,,,0
2019-07-10,254,69,69,0,0,0,0,0,0,,,0
2019-07-11,254,72,72,0,0,0,0,0,0,,,0
2019-07-12,254,76,76,0,0,0,0,0,0,,,0
2019-07-15,254,77,77,0,0,0,0,0,0,,,0
2019-07-16,254,77,77,0,0,0,0,0,0,,,0
2019-07-17,254,75,75,0,0,0,0,0,0,,,0
2019-07-18,254,70,70,0,0,0,0,0,0,,,0
2019-07-19,254,69,69,0,0,0,0,0,0,,,0
2019-07-22,254,64,64,0,0,0,0,0,0,,,0
2019-07-23,254,75,75,0,0,0,0,0,0,,,0
2019-07-24,254,80,80,80,21,4,0,0,0,0.46213610404331196,1.1131281949295198,0
2019-07-25,254,77,77,77,24,4,1,0,1,0.2124759624736951,0.8171851695405349,0
2019-07-26,254,74,74,74,27,5,0,2,2,0.15312341152016845,0.7590003371875852,1
2019-07-29,254,77,77,77,24,4,0,2,2,0.2814467470760591,0.6170299370008614,1
2019-07-30,254,86,86,86,29,5,0,0,0,0.24902277477294876,0.8618019284891296,0
2019-07-31,254,80,80,80,26,5,0,0,0,0.19336762215466521,0.7855574955183084,0
2019-08-01,254,77,77,0,0,0,0,0,0,,,0
2019-08-02,254,65,0,0,0,0,0,0,0,,,0
2019-08-05,254,48,0,0,0,0,0,0,0,,,0
2019-08-06,254,41,0,0,0,0,0,0,0,,,0
2019-08-07,254,39,0,0,0,0,0,0,0,,,0
2019-08-08,254,52,0,0,0,0,0,0,0,,,0
2019-08-09,254,47,0,0,0,0,0,0,0,,,0
2019-08-12,254,47,0,0,0,0,0,0,0,,,0
2019-08-13,254,37,0,0,0,0,0,0,0,,,0
2019-08-14,254,39,0,0,0,0,0,0,0,,,0
2019-08-15,254,41,0,0,0,0,0,0,0,,,0
2019-08-16,254,42,0,0,0,0,0,0,0,,,0
2019-08-19,254,38,0,0,0,0,0,0,0,,,0
2019-08-20,254,42,0,0,0,0,0,0,0,,,0
2019-08-21,254,44,0,0,0,0,0,0,0,,,1
2019-08-22,254,46,0,0,0,0,0,0,0,,,1
2019-08-23,254,50,0,0,0,0,0,0,0,,,1
2019-08-26,255,49,0,0,0,0,0,0,0,,,1
2019-08-27,255,47,0,0,0,0,0,0,0,,,1
2019-08-28,255,49,0,0,0,0,0,0,0,,,1
2019-08-29,255,46,0,0,0,0,0,0,0,,,1
2019-08-30,255,48,0,0,0,0,0,0,0,,,1
2019-09-02,255,46,0,0,0,0,0,0,0,,,1
2019-09-03,255,51,0,0,0,0,0,0,0,,,1
2019-09-04,255,59,59,59,18,3,0,0,0,0.35786518035729364,1.0036319256313047,1
2019-09-05,255,65,65,65,22,4,0,0,0,0.22647317749562268,0.8851853297376167,1
2019-09-06,255,59,59,59,26,5,0,0,0,0.23409641824337113,0.9227015823077379,1
2019-09-09,255,59,59,59,25,5,0,0,0,0.17383931525844232,0.7874096054377498,1
2019-09-10,255,79,79,79,39,7,0,0,0,0.20577771992905702,0.8299702283947155,2
2019-09-11,255,87,87,87,47,9,0,0,0,0.23506376717920618,0.8270056748591457,2
2019-09-12,255,86,86,86,51,10,0,1,1,0.15869767930985385,0.635164081839608,2
2019-09-16,255,102,102,102,44,8,0,3,3,0.20082481532527485,0.7339798467371696,2
2019-09-17,255,101,101,101,47,9,0,0,0,0.2264391740858295,0.7050920300032345,1
2019-09-18,255,105,105,105,45,9,1,2,3,0.25073439350065385,0.7352348204857235,1
2019-09-19,255,107,107,107,45,9,0,2,2,0.18725994484013134,0.7525434731224077,1
2019-09-20,255,108,108,108,43,8,1,2,3,0.0902098707110622,0.6113172980467114,2
2019-09-23,255,96,96,96,45,9,1,0,1,0.05137895179050703,0.4446399256493013,2
2019-09-24,255,92,92,92,41,8,1,1,2,0.14108100695490078,0.6460995291793036,2
2019-09-25,255,84,84,0,0,0,0,0,0,,,2
2019-09-26,255,67,67,0,0,0,0,0,0,,,1
2019-09-27,255,73,73,0,0,0,0,0,0,,,1
2019-09-30,255,61,0,0,0,0,0,0,0,,,1
2019-10-08,255,59,59,0,0,0,0,0,0,,,1
2019-10-09,255,62,62,0,0,0,0,0,0,,,1
2019-10-10,255,67,67,0,0,0,0,0,0,,,2
2019-10-11,255,68,68,0,0,0,0,0,0,,,1
2019-10-14,255,63,63,63,26,5,0,1,1,0.15837673537785812,0.7429128604486028,1
2019-10-15,255,58,58,0,0,0,0,0,0,,,1
2019-10-16,255,61,61,0,0,0,0,0,0,,,1
2019-10-17,255,72,72,0,0,0,0,0,0,,,1
2019-10-18,255,63,63,0,0,0,0,0,0,,,0
2019-10-21,255,60,60,0,0,0,0,0,0,,,0
2019-10-22,255,68,68,0,0,0,0,0,0,,,1
2019-10-23,255,66,66,0,0,0,0,0,0,,,1
2019-10-24,255,62,62,0,0,0,0,0,0,,,1
2019-10-25,255,68,68,0,0,0,0,0,0,,,1
2019-10-28,255,69,69,0,0,0,0,0,0,,,1
2019-10-29,256,67,67,0,0,0,0,0,0,,,1
2019-10-30,256,56,56,0,0,0,0,0,0,,,1
2019-10-31,256,55,55,0,0,0,0,0,0,,,1
2019-11-01,256,61,61,0,0,0,0,0,0,,,1
2019-11-04,256,61,61,0,0,0,0,0,0,,,1
2019-11-05,256,67,67,67,38,7,1,1,2,0.30845099705571766,0.8854327174382943,1
2019-11-06,256,67,67,0,0,0,0,0,0,,,1
2019-11-07,256,73,73,0,0,0,0,0,0,,,1
2019-11-08,256,75,75,0,0,0,0,0,0,,,1
2019-11-11,256,58,58,0,0,0,0,0,0,,,0
2019-11-12,256,64,64,0,0,0,0,0,0,,,0
2019-11-13,256,62,62,0,0,0,0,0,0,,,1
2019-11-14,256,64,64,0,0,0,0,0,0,,,1
2019-11-15,256,55,0,0,0,0,0,0,0,,,1
2019-11-18,256,61,61,0,0,0,0,0,0,,,1
2019-11-19,256,64,64,0,0,0,0,0,0,,,1
2019-11-20,256,57,57,0,0,0,0,0,0,,,1
2019-11-21,256,56,56,0,0,0,0,0,0,,,1
2019-11-22,256,52,0,0,0,0,0,0,0,,,0
2019-11-25,256,49,0,0,0,0,0,0,0,,,0
2019-11-26,257,49,49,0,0,0,0,0,0,,,0
2019-11-27,257,52,0,0,0,0,0,0,0,,,0
2019-11-28,257,50,0,0,0,0,0,0,0,,,0
2019-11-29,257,48,0,0,0,0,0,0,0,,,0
2019-12-02,257,54,0,0,0,0,0,0,0,,,0
2019-12-03,257,54,0,0,0,0,0,0,0,,,1
2019-12-04,257,49,0,0,0,0,0,0,0,,,0
2019-12-05,257,56,0,0,0,0,0,0,0,,,0
2019-12-06,257,56,0,0,0,0,0,0,0,,,0
2019-12-09,257,52,0,0,0,0,0,0,0,,,1
2019-12-10,258,51,0,0,0,0,0,0,0,,,0
2019-12-11,258,57,0,0,0,0,0,0,0,,,0
2019-12-12,258,60,0,0,0,0,0,0,0,,,0
2019-12-13,258,62,62,62,28,5,0,0,0,0.15491956244924654,0.5971993919952109,0
2019-12-16,258,63,63,63,24,4,0,1,1,0.013677068046640657,0.5251568412373178,1
2019-12-17,258,53,53,53,17,3,0,0,0,0.008141460507870029,0.48208659015319877,1
2019-12-18,258,68,68,68,26,5,0,0,0,0.07576345545495498,0.5402088610507727,1
2019-12-19,258,74,74,74,22,4,0,0,0,0.1706099252953331,0.6479201445626975,0
2019-12-20,258,84,84,84,27,5,0,1,1,0.10472251088169826,0.6629031263411149,0
2019-12-23,258,94,94,94,32,6,1,0,1,0.11704508137114439,0.6756771968872091,0
2019-12-24,258,83,83,83,34,6,0,1,1,0.05287025390577353,0.4747868543333897,0
2019-12-25,258,83,83,83,41,8,0,2,2,0.05967175624731681,0.5960973192764487,0
2019-12-26,258,85,85,85,49,9,0,3,3,0.05300559655788429,0.57781657720765,2
2019-12-27,258,87,87,87,44,8,2,0,2,0.11425594778985265,0.5414296590276503,1
2019-12-30,258,73,73,73,41,8,0,0,0,0.08651110748904497,0.5177394917276674,0
2019-12-31,258,82,82,82,26,5,0,1,1,0.015558774693606878,0.4934053274306086,1
2020-01-02,258,80,80,80,25,5,0,0,0,0.027439720330384096,0.49378106249867076,2
2020-01-03,258,88,88,88,30,6,2,0,2,0.12662016448384059,0.7479691906293292,2
2020-01-06,258,90,90,90,35,7,1,0,1,-0.13892812707673172,0.6040145805987097,2
2020-01-07,258,101,101,101,40,8,0,2,2,-0.12131740332341846,0.495384192810529,2
2020-01-08,258,112,112,112,46,9,0,0,0,-0.052225291328509504,0.7647573323897734,2
2020-01-09,258,124,124,124,59,11,0,1,1,0.001478997243325772,0.6648625145144513,2
2020-01-10,258,126,126,126,54,10,1,1,2,0.06070585249241542,0.7947022846766422,2
2020-01-13,258,123,123,123,52,10,1,2,3,0.13915024156590888,0.7868937369537735,2
2020-01-14,258,133,133,133,60,12,0,1,1,0.13568590137035558,0.807828683932945,2
2020-01-15,258,126,126,126,65,13,0,3,3,0.17598232611429496,0.8739415065739423,2
2020-01-16,259,118,118,118,71,14,0,1,1,0.10433574349526198,0.8617691597173083,2
2020-01-17,259,118,118,118,68,13,0,1,1,0.1885589009220019,0.785340119152868,2
2020-01-20,259,116,116,116,71,14,2,3,5,0.06654129795911935,0.7801677218624257,2
2020-01-21,259,92,92,92,58,11,1,1,2,0.24048919400803515,0.7781401793673403,2
2020-01-22,259,87,87,87,56,11,1,2,3,0.12290117496931138,0.5638836370562961,2
2020-01-23,259,64,0,0,0,0,0,0,0,,,2
2020-02-03,259,26,0,0,0,0,0,0,0,,,0
2020-02-04,259,31,0,0,0,0,0,0,0,,,2
2020-02-05,259,28,0,0,0,0,0,0,0,,,2
2020-02-06,260,33,0,0,0,0,0,0,0,,,2
2020-02-07,261,33,0,0,0,0,0,0,0,,,2
2020-02-10,261,40,0,0,0,0,0,0,0,,,2
2020-02-11,261,43,0,0,0,0,0,0,0,,,2
2020-02-12,261,44,0,0,0,0,0,0,0,,,2
2020-02-13,261,43,0,0,0,0,0,0,0,,,2
2020-02-14,261,43,43,0,0,0,0,0,0,,,2
2020-02-17,261,42,42,0,0,0,0,0,0,,,2
2020-02-18,261,46,46,0,0,0,0,0,0,,,2
2020-02-19,261,53,53,0,0,0,0,0,0,,,2
2020-02-20,261,52,52,52,44,8,0,4,4,-0.013344541086297915,0.8362346650998294,2
2020-02-21,261,57,57,57,42,8,0,2,2,0.03614559242170379,0.8806876388120587,2
2020-02-24,261,52,0,0,0,0,0,0,0,,,2
2020-02-25,261,55,0,0,0,0,0,0,0,,,2
2020-02-26,261,73,0,0,0,0,0,0,0,,,2
2020-02-27,261,80,0,0,0,0,0,0,0,,,2
2020-02-28,261,55,0,0,0,0,0,0,0,,,2
2020-03-02,261,69,69,0,0,0,0,0,0,,,2
2020-03-03,261,72,72,0,0,0,0,0,0,,,2
2020-03-04,261,77,77,0,0,0,0,0,0,,,2
2020-03-05,261,83,83,83,62,12,0,1,1,0.178658186156763,0.5537163759124614,2
2020-03-06,261,92,92,92,72,14,0,2,2,0.15980111693897353,0.6124615275177574,2
2020-03-09,261,65,0,0,0,0,0,0,0,,,2
2020-03-10,261,75,75,0,0,0,0,0,0,,,2
2020-03-11,261,68,0,0,0,0,0,0,0,,,2
2020-03-12,261,48,0,0,0,0,0,0,0,,,2
2020-03-13,261,36,0,0,0,0,0,0,0,,,1
2020-03-16,261,22,0,0,0,0,0,0,0,,,0
2020-03-17,261,23,0,0,0,0,0,0,0,,,0
2020-03-18,261,17,0,0,0,0,0,0,0,,,0
2020-03-19,261,19,0,0,0,0,0,0,0,,,0
2020-03-20,261,26,0,0,0,0,0,0,0,,,0
2020-03-23,261,18,0,0,0,0,0,0,0,,,0
2020-03-24,261,20,0,0,0,0,0,0,0,,,0
2020-03-25,261,24,0,0,0,0,0,0,0,,,0
2020-03-26,261,18,0,0,0,0,0,0,0,,,0
2020-03-27,261,19,0,0,0,0,0,0,0,,,0
2020-03-30,261,15,0,0,0,0,0,0,0,,,0
2020-03-31,261,12,0,0,0,0,0,0,0,,,0
2020-04-01,261,18,0,0,0,0,0,0,0,,,0
2020-04-02,261,20,0,0,0,0,0,0,0,,,0
2020-04-03,261,20,0,0,0,0,0,0,0,,,0
2020-04-07,261,18,0,0,0,0,0,0,0,,,0
2020-04-08,261,24,0,0,0,0,0,0,0,,,0
2020-04-09,261,26,0,0,0,0,0,0,0,,,0
2020-04-10,261,30,0,0,0,0,0,0,0,,,0
2020-04-13,261,28,0,0,0,0,0,0,0,,,0
2020-04-14,261,33,0,0,0,0,0,0,0,,,0
2020-04-15,261,34,0,0,0,0,0,0,0,,,0
2020-04-16,261,35,0,0,0,0,0,0,0,,,0
2020-04-17,261,43,0,0,0,0,0,0,0,,,0
2020-04-20,261,43,0,0,0,0,0,0,0,,,0
2020-04-21,261,48,0,0,0,0,0,0,0,,,0
2020-04-22,261,53,0,0,0,0,0,0,0,,,0
2020-04-23,261,53,0,0,0,0,0,0,0,,,0
2020-04-24,261,50,0,0,0,0,0,0,0,,,0
2020-04-27,261,50,0,0,0,0,0,0,0,,,0
2020-04-28,261,43,0,0,0,0,0,0,0,,,0
2020-04-29,262,45,0,0,0,0,0,0,0,,,0
2020-04-30,262,48,0,0,0,0,0,0,0,,,0
2020-05-06,262,40,0,0,0,0,0,0,0,,,0
2020-05-07,262,44,0,0,0,0,0,0,0,,,0
2020-05-08,262,47,0,0,0,0,0,0,0,,,0
2020-05-11,262,48,0,0,0,0,0,0,0,,,0
2020-05-12,262,42,0,0,0,0,0,0,0,,,0
2020-05-13,262,51,51,0,0,0,0,0,0,,,0
2020-05-14,262,53,53,0,0,0,0,0,0,,,0
2020-05-15,262,58,58,0,0,0,0,0,0,,,0
2020-05-18,262,56,56,0,0,0,0,0,0,,,0
2020-05-19,262,55,55,0,0,0,0,0,0,,,0
2020-05-20,262,54,54,0,0,0,0,0,0,,,0
2020-05-21,262,52,52,0,0,0,0,0,0,,,0
2020-05-22,262,53,0,0,0,0,0,0,0,,,0
2020-05-25,262,51,0,0,0,0,0,0,0,,,0
2020-05-26,262,55,0,0,0,0,0,0,0,,,0
2020-05-27,262,48,0,0,0,0,0,0,0,,,0
2020-05-28,262,48,0,0,0,0,0,0,0,,,0
