target_type,target_key,target_name,ts_code,date,open,high,low,close,volume,money,source,ema60,ema120,ema60_slope20,ret60,broad_ret60,close_gt_ema60,close_gt_ema120,ema60_slope20_gt0,ret60_gt_broad,trend_ok,instruments,close_gt_ema60_ratio,ema20_gt_ema60_ratio,width_ok,market_ok
market,broad_market,沪深300,000300.SH,2017-01-17,3305.6001,3327.3767,3292.2044,3326.3563,69453328.0,74754505.696,tushare.index_daily,3341.7919633573765,3342.120420568805,,,,False,False,False,False,False,228,0.47368421052631576,0.4956140350877193,False,False
market,broad_market,沪深300,000300.SH,2017-01-18,3323.3389,3350.9619,3320.4062,3339.3653,70623227.0,75680677.264,tushare.index_daily,3341.7124006243475,3342.07488138585,,,,False,False,False,False,False,228,0.5175438596491229,0.5043859649122807,False,False
market,broad_market,沪深300,000300.SH,2017-01-19,3330.9522,3346.4959,3324.6835,3329.2891,66159808.0,63869709.163,tushare.index_daily,3341.305079292402,3341.8635461563317,,,,False,False,False,False,False,228,0.5,0.5307017543859649,False,False
market,broad_market,沪深300,000300.SH,2017-01-20,3326.9773,3358.4121,3326.374,3354.8891,65300462.0,70831324.31,tushare.index_daily,3341.75045702052,3342.078844566971,,,,True,True,False,False,False,228,0.5701754385964912,0.5394736842105263,True,False
market,broad_market,沪深300,000300.SH,2017-01-23,3359.0543,3378.7388,3355.8475,3364.0808,75557498.0,76492660.154,tushare.index_daily,3342.48259941329,3342.4425132518145,,,,True,True,False,False,False,229,0.6200873362445415,0.5545851528384279,True,False
market,broad_market,沪深300,000300.SH,2017-01-24,3363.1374,3371.32,3355.899,3364.4509,66194226.0,66049651.289,tushare.index_daily,3343.2028715636734,3342.8062882393883,,,,True,True,False,False,False,229,0.6069868995633187,0.5720524017467249,True,False
market,broad_market,沪深300,000300.SH,2017-01-25,3361.6561,3376.4415,3357.2183,3375.9042,58376931.0,62483395.802,tushare.index_daily,3344.275046266504,3343.3533611610515,,,,True,True,False,False,False,229,0.6157205240174672,0.5851528384279476,True,False
market,broad_market,沪深300,000300.SH,2017-01-26,3378.2609,3395.8848,3378.2609,3387.9606,65316647.0,66488818.305,tushare.index_daily,3345.7073595036677,3344.090670893927,,,,True,True,False,False,False,230,0.6739130434782609,0.6043478260869565,True,False
market,broad_market,沪深300,000300.SH,2017-02-03,3390.9315,3392.4773,3362.5653,3364.4923,55188861.0,57113853.255,tushare.index_daily,3346.323259192072,3344.427887903945,,,,True,True,False,False,False,230,0.6130434782608696,0.5956521739130435,True,False
market,broad_market,沪深300,000300.SH,2017-02-06,3368.1081,3381.3348,3358.7516,3373.2051,68521360.0,73408134.768,tushare.index_daily,3347.2046310218398,3344.9035443022267,,,,True,True,False,False,False,230,0.6695652173913044,0.6173913043478261,True,False
market,broad_market,沪深300,000300.SH,2017-02-07,3371.7695,3376.7099,3354.6251,3365.6849,63754462.0,69758178.999,tushare.index_daily,3347.81054148014,3345.247037784835,0.0016705451622618384,,,True,True,True,False,True,230,0.6695652173913044,0.6173913043478261,True,True
market,broad_market,沪深300,000300.SH,2017-02-08,3361.7811,3383.6859,3347.4302,3383.2878,75402879.0,82869735.773,tushare.index_daily,3348.97373028407,3345.875810714011,0.0017622361697913203,,,True,True,True,False,True,230,0.7217391304347827,0.6391304347826087,True,True
market,broad_market,沪深300,000300.SH,2017-02-09,3381.8992,3406.5888,3379.7872,3396.2924,97558515.0,102134228.699,tushare.index_daily,3350.5251620780346,3346.7091427683254,0.0019835190711443573,,,True,True,True,False,True,230,0.7782608695652173,0.6434782608695652,True,True
market,broad_market,沪深300,000300.SH,2017-02-10,3398.3173,3422.3256,3398.0295,3413.4868,123768720.0,121908580.284,tushare.index_daily,3352.589478075476,3347.8129056977746,0.0025637592125524744,,,True,True,True,False,True,230,0.7913043478260869,0.6695652173913044,True,True
market,broad_market,沪深300,000300.SH,2017-02-13,3416.9168,3439.5432,3416.8746,3436.275,120144538.0,125332998.844,tushare.index_daily,3355.3332656795587,3349.275089074671,0.003188677156431785,,,True,True,True,False,True,230,0.8130434782608695,0.7130434782608696,True,True
market,broad_market,沪深300,000300.SH,2017-02-14,3438.511,3440.6748,3424.4028,3435.8042,94809465.0,98537165.438,tushare.index_daily,3357.9716569687535,3350.7053223131065,0.003843649093958623,,,True,True,True,False,True,230,0.8043478260869565,0.7260869565217392,True,True
market,broad_market,沪深300,000300.SH,2017-02-15,3435.3882,3448.0322,3417.0811,3421.7131,127643338.0,124653179.488,tushare.index_daily,3360.061540346827,3351.879004588923,0.004572961487581795,,,True,True,True,False,True,230,0.7260869565217392,0.7304347826086957,True,True
market,broad_market,沪深300,000300.SH,2017-02-16,3421.8299,3440.9331,3418.3514,3440.9331,108276962.0,101809767.504,tushare.index_daily,3362.7130668928326,3353.350973108115,0.005633256783500906,,,True,True,True,False,True,230,0.7608695652173914,0.7347826086956522,True,True
market,broad_market,沪深300,000300.SH,2017-02-17,3443.6166,3457.5562,3419.6143,3421.4419,114600036.0,118033129.67,tushare.index_daily,3364.638602404543,3354.4764429740967,0.006445578503905924,,,True,True,True,False,True,230,0.7260869565217392,0.7347826086956522,True,True
market,broad_market,沪深300,000300.SH,2017-02-20,3421.6434,3472.6035,3421.6434,3471.3926,132628862.0,134681505.159,tushare.index_daily,3368.1387334732462,3356.408941437335,0.007726239357205067,,,True,True,True,False,True,230,0.8,0.7434782608695653,True,True
market,broad_market,沪深300,000300.SH,2017-02-21,3475.0584,3490.0855,3472.017,3482.823,114842009.0,120675429.543,tushare.index_daily,3371.898873359369,3358.4984300086194,0.009009211324975785,,,True,True,True,False,True,230,0.8391304347826087,0.7478260869565218,True,True
market,broad_market,沪深300,000300.SH,2017-02-22,3483.2008,3489.946,3473.524,3489.7567,102815994.0,109232425.841,tushare.index_daily,3375.763064396767,3360.6679881902955,0.010189585365292686,,,True,True,True,False,True,230,0.8478260869565217,0.7695652173913043,True,True
market,broad_market,沪深300,000300.SH,2017-02-23,3487.5745,3492.9616,3460.118,3473.3236,99536330.0,106555922.466,tushare.index_daily,3378.9617704821185,3362.530064418555,0.011270054752884562,,,True,True,True,False,True,230,0.8130434782608695,0.7782608695652173,True,True
market,broad_market,沪深300,000300.SH,2017-02-24,3468.9588,3473.8517,3455.2514,3473.8517,95535133.0,99875164.759,tushare.index_daily,3382.0729157122128,3364.370091452959,0.012066268624870258,,,True,True,True,False,True,230,0.8347826086956521,0.7913043478260869,True,True
market,broad_market,沪深300,000300.SH,2017-02-27,3471.1319,3472.8356,3441.3938,3446.2228,98672160.0,106830874.529,tushare.index_daily,3384.1761906068946,3365.7230287843154,0.012473839415326538,,,True,True,True,False,True,230,0.7695652173913043,0.7913043478260869,True,True
market,broad_market,沪深300,000300.SH,2017-02-28,3445.0274,3460.9089,3441.3589,3452.8103,75215260.0,81979307.361,tushare.index_daily,3386.426489275521,3367.162487812674,0.012928804913244996,,,True,True,True,False,True,230,0.8260869565217391,0.808695652173913,True,True
market,broad_market,沪深300,000300.SH,2017-03-01,3452.2058,3472.6962,3449.109,3458.4376,103260354.0,109317781.348,tushare.index_daily,3388.7875092992745,3368.6711673529608,0.013310048490916992,,,True,True,True,False,True,230,0.8217391304347826,0.8173913043478261,True,True
market,broad_market,沪深300,000300.SH,2017-03-02,3463.4829,3468.471,3434.001,3435.0963,89898077.0,97876187.925,tushare.index_daily,3390.3058303058556,3369.7691034297713,0.013330057297301634,,,True,True,True,False,True,230,0.7521739130434782,0.8173913043478261,True,True
market,broad_market,沪深300,000300.SH,2017-03-03,3424.6627,3428.8824,3412.8312,3427.8628,80994652.0,90009618.835,tushare.index_daily,3391.537206361401,3370.729329819362,0.013511530018843754,,,True,True,True,False,True,230,0.7086956521739131,0.8130434782608695,True,True
market,broad_market,沪深300,000300.SH,2017-03-06,3427.2533,3449.0342,3425.9041,3446.484,83070882.0,95178548.496,tushare.index_daily,3393.33874057906,3371.981473128133,0.013782876950411138,,,True,True,True,False,True,230,0.7695652173913043,0.8217391304347826,True,True
market,broad_market,沪深300,000300.SH,2017-03-07,3446.1628,3454.0386,3440.0574,3453.9565,80334720.0,94483824.245,tushare.index_daily,3395.326208101058,3373.3364322499824,0.014193057233134354,,,True,True,True,False,True,230,0.7608695652173914,0.8304347826086956,True,True
market,broad_market,沪深300,000300.SH,2017-03-08,3452.2006,3457.0351,3441.2575,3448.7313,79587690.0,89124904.682,tushare.index_daily,3397.0771947206954,3374.58262841114,0.014363643405630677,,,True,True,True,False,True,230,0.7304347826086957,0.8347826086956521,True,True
market,broad_market,沪深300,000300.SH,2017-03-09,3442.8953,3443.0455,3414.6782,3426.9438,84570381.0,90090049.49,tushare.index_daily,3398.056427680672,3375.4481023216995,0.014186213594396202,,,True,True,True,False,True,230,0.6086956521739131,0.8304347826086956,True,True
market,broad_market,沪深300,000300.SH,2017-03-10,3423.9776,3436.2388,3423.9369,3427.8916,70016199.0,82161714.923,tushare.index_daily,3399.0346300517976,3376.3149369940684,0.013853516000110755,,,True,True,True,False,True,230,0.5695652173913044,0.8130434782608695,True,True
market,broad_market,沪深300,000300.SH,2017-03-13,3425.6723,3458.098,3412.6879,3458.098,91684124.0,108489140.923,tushare.index_daily,3400.9711339845257,3377.6667231594556,0.013601590271756114,,,True,True,True,False,True,231,0.6666666666666666,0.7965367965367965,True,True
market,broad_market,沪深300,000300.SH,2017-03-14,3456.6584,3465.3915,3448.9034,3456.6934,77077963.0,95317564.129,tushare.index_daily,3402.7980935260166,3378.9729492229358,0.013349259951088488,,,True,True,True,False,True,232,0.6379310344827587,0.7887931034482759,True,True
market,broad_market,沪深300,000300.SH,2017-03-15,3452.2139,3463.9191,3445.2676,3463.6436,79104954.0,94056256.667,tushare.index_daily,3404.7930281645076,3380.372464111813,0.013312698973085846,,,True,True,True,False,True,232,0.6422413793103449,0.7887931034482759,True,True
market,broad_market,沪深300,000300.SH,2017-03-16,3472.2694,3492.1267,3472.2694,3481.5066,106333913.0,124695573.677,tushare.index_daily,3407.308227241081,3382.044102721535,0.013261660885463211,,,True,True,True,False,True,232,0.7629310344827587,0.7844827586206896,True,True
market,broad_market,沪深300,000300.SH,2017-03-17,3485.3114,3488.4969,3441.4685,3445.8051,103755560.0,122368918.55,tushare.index_daily,3408.570419790554,3383.098003502998,0.013056920096742308,,,True,True,True,False,True,232,0.6163793103448276,0.7758620689655172,True,True
market,broad_market,沪深300,000300.SH,2017-03-20,3449.0515,3454.063,3429.8254,3449.6126,88734322.0,103769403.897,tushare.index_daily,3409.9160650433223,3384.1974183211305,0.012403684906112877,,,True,True,True,False,True,232,0.6508620689655172,0.7672413793103449,True,True
market,broad_market,沪深300,000300.SH,2017-03-21,3449.7696,3466.7026,3445.6416,3466.3468,87707855.0,113528201.39,tushare.index_daily,3411.7662530746884,3385.5552593406164,0.011823420930652029,,,True,True,True,False,True,232,0.6551724137931034,0.7543103448275862,True,True
market,broad_market,沪深300,000300.SH,2017-03-22,3450.7544,3464.3328,3433.4994,3450.0502,104935894.0,123865640.377,tushare.index_daily,3413.0214644492885,3386.6212914176313,0.011037030544434723,,,True,True,True,False,True,232,0.5732758620689655,0.7413793103448276,True,True
market,broad_market,沪深300,000300.SH,2017-03-23,3452.4056,3470.8164,3435.6912,3461.9782,94318062.0,115813813.702,tushare.index_daily,3414.6266033198035,3387.86686015453,0.010554967845225471,,,True,True,True,False,True,232,0.5732758620689655,0.7241379310344828,True,True
market,broad_market,沪深300,000300.SH,2017-03-24,3464.1966,3499.3179,3461.1108,3489.5997,125645833.0,141752526.681,tushare.index_daily,3417.0847376371867,3389.548394697431,0.01035217832303914,,,True,True,True,False,True,232,0.603448275862069,0.7327586206896551,True,True
market,broad_market,沪深300,000300.SH,2017-03-27,3488.7647,3505.9789,3474.5206,3478.0385,107015377.0,124388012.134,tushare.index_daily,3419.0832216490817,3391.0110410660686,0.010314779454767997,,,True,True,True,False,True,232,0.6163793103448276,0.7155172413793104,True,True
market,broad_market,沪深300,000300.SH,2017-03-28,3480.249,3482.2923,3461.4678,3469.8093,84194820.0,97495938.765,tushare.index_daily,3420.746371758948,3392.3134916269605,0.010134542294691684,,,True,True,True,False,True,233,0.6051502145922747,0.6866952789699571,True,True
market,broad_market,沪深300,000300.SH,2017-03-29,3472.9665,3483.0571,3455.5529,3465.1933,104851706.0,114663468.279,tushare.index_daily,3422.20364809472,3393.5181165587464,0.009860794960955044,,,True,True,True,False,True,233,0.5665236051502146,0.6866952789699571,True,True
market,broad_market,沪深300,000300.SH,2017-03-30,3461.6159,3467.3049,3422.366,3436.758,116376922.0,122088021.63,tushare.index_daily,3422.680839960467,3394.2328253759574,0.009549288847398918,,,True,True,True,False,True,233,0.48497854077253216,0.6566523605150214,False,True
market,broad_market,沪深300,000300.SH,2017-03-31,3434.8222,3456.3051,3430.8197,3456.0455,91577491.0,100984904.83,tushare.index_daily,3423.7747632404516,3395.2545224771816,0.00950529359329555,,,True,True,True,False,True,233,0.5493562231759657,0.6437768240343348,False,True
market,broad_market,沪深300,000300.SH,2017-04-05,3476.4231,3504.5379,3475.1486,3503.8932,143399017.0,160742981.172,tushare.index_daily,3426.401597232568,3397.0502030973935,0.00974345892973405,,,True,True,True,False,True,233,0.6523605150214592,0.648068669527897,True,True
market,broad_market,沪深300,000300.SH,2017-04-06,3507.9879,3517.7779,3495.7246,3514.0469,136767004.0,145221644.165,tushare.index_daily,3429.2752137167454,3398.984032798263,0.00999874637514564,0.05140874324761646,0.05140874324761646,True,True,True,False,True,233,0.6223175965665236,0.6566523605150214,True,True
market,broad_market,沪深300,000300.SH,2017-04-07,3514.4521,3526.815,3506.3885,3517.4634,140293204.0,144559675.567,tushare.index_daily,3432.1666296604585,3400.9423694462257,0.010329301610894959,0.04428084847373226,0.04428084847373226,True,True,True,False,True,233,0.6781115879828327,0.6609442060085837,True,True
market,broad_market,沪深300,000300.SH,2017-04-10,3519.4597,3522.7955,3502.0826,3505.1392,141887380.0,155747834.572,tushare.index_daily,3434.5591729502794,3402.664631108272,0.01074224223360587,0.04078343145705188,0.04078343145705188,True,True,True,False,True,233,0.630901287553648,0.6652360515021459,True,True
market,broad_market,沪深300,000300.SH,2017-04-11,3503.8294,3520.1315,3466.139,3517.328,165945832.0,189457268.655,tushare.index_daily,3437.2729049846967,3404.559893404003,0.011249745617424312,0.05068052627106079,0.05068052627106079,True,True,True,False,True,233,0.6652360515021459,0.6781115879828327,True,True
market,broad_market,沪深300,000300.SH,2017-04-12,3514.5723,3523.0975,3497.9991,3509.4387,181824537.0,202154571.423,tushare.index_daily,3439.638996624543,3406.2934273973256,0.011369653289210468,0.04326443694217663,0.04326443694217663,True,True,True,False,True,234,0.6367521367521367,0.6794871794871795,True,True
market,broad_market,沪深300,000300.SH,2017-04-13,3500.2838,3518.4385,3496.5699,3514.5662,129981813.0,133345929.014,tushare.index_daily,3442.09562624341,3408.0830600023287,0.011548593727073841,0.04654019049561087,0.04654019049561087,True,True,True,False,True,234,0.6324786324786325,0.688034188034188,True,True
market,broad_market,沪深300,000300.SH,2017-04-14,3516.8103,3517.4664,3476.9468,3486.5045,135474078.0,130425385.379,tushare.index_daily,3443.551654891167,3409.3792821510506,0.011383548546430644,0.045586837516705,0.045586837516705,True,True,True,False,True,234,0.5470085470085471,0.6709401709401709,False,True
market,broad_market,沪深300,000300.SH,2017-04-17,3475.7381,3480.5696,3453.6759,3479.9417,117164961.0,123884371.227,tushare.index_daily,3444.7447711242435,3410.5456031072317,0.010987131596684074,0.04892585630783186,0.04892585630783186,True,True,True,False,True,234,0.5384615384615384,0.6623931623931624,False,True
market,broad_market,沪深300,000300.SH,2017-04-18,3474.8892,3489.0845,3462.6297,3462.7429,110927823.0,126790853.425,tushare.index_daily,3445.334873710334,3411.408368345129,0.01078588657177848,0.04302243294265429,0.04302243294265429,True,True,True,False,True,234,0.47863247863247865,0.6282051282051282,False,True
market,broad_market,沪深300,000300.SH,2017-04-19,3452.9904,3459.3524,3418.514,3445.8761,121349264.0,127050362.407,tushare.index_daily,3445.352618834585,3411.9780829179367,0.01039220705592725,0.038087867386285,0.038087867386285,True,True,True,False,True,234,0.44871794871794873,0.6239316239316239,False,True
market,broad_market,沪深300,000300.SH,2017-04-20,3444.5225,3465.6088,3440.7151,3461.5481,114184208.0,133977258.346,tushare.index_daily,3445.883618217057,3412.79742204326,0.009999912834480318,0.04064260945227072,0.04064260945227072,True,True,True,False,True,234,0.41452991452991456,0.6068376068376068,False,True
market,broad_market,沪深300,000300.SH,2017-04-21,3461.389,3475.5622,3449.5421,3466.7865,104419110.0,115208831.746,tushare.index_daily,3446.568958603383,3413.689803497091,0.009829265506687168,0.03815731091174723,0.03815731091174723,True,True,True,False,True,234,0.42735042735042733,0.5897435897435898,False,True
market,broad_market,沪深300,000300.SH,2017-04-24,3458.2279,3458.2279,3403.9792,3431.2587,114660791.0,122778154.321,tushare.index_daily,3446.0669829114686,3413.9801984806104,0.009207560077314936,0.030628040082190555,0.030628040082190555,False,True,True,False,False,234,0.3717948717948718,0.5555555555555556,False,False
market,broad_market,沪深300,000300.SH,2017-04-25,3427.7322,3449.6716,3422.6521,3440.9743,94072148.0,107599357.209,tushare.index_daily,3445.9000097012563,3414.426381976799,0.008432706320298688,0.025659626125942525,0.025659626125942525,False,True,True,False,False,234,0.3717948717948718,0.5341880341880342,False,False
market,broad_market,沪深300,000300.SH,2017-04-26,3440.2526,3466.5651,3439.1505,3445.1832,111940029.0,131316579.235,tushare.index_daily,3445.876507743838,3414.934759134207,0.007836394833885763,0.024108338896021708,0.024108338896021708,False,True,True,False,False,234,0.36752136752136755,0.5299145299145299,False,False
market,broad_market,沪深300,000300.SH,2017-04-27,3435.1017,3449.2723,3399.5392,3446.7202,123298425.0,134610947.828,tushare.index_daily,3445.9041697850234,3415.4601383220715,0.007354476272714461,0.024452519131725303,0.024452519131725303,True,True,True,False,True,234,0.36324786324786323,0.5128205128205128,False,True
market,broad_market,沪深300,000300.SH,2017-04-28,3439.5735,3439.904,3417.2375,3439.753,101632351.0,113761006.698,tushare.index_daily,3445.702492087154,3415.8616732258392,0.00686658259087447,0.01891309593441659,0.01891309593441659,False,True,True,False,False,234,0.36324786324786323,0.5042735042735043,False,False
market,broad_market,沪深300,000300.SH,2017-05-02,3427.9169,3436.3064,3418.6652,3426.5766,92797462.0,101635858.602,tushare.index_daily,3445.0754136580667,3416.0387794535113,0.006542992100267986,0.011398007403037758,0.011398007403037758,False,True,True,False,False,234,0.34615384615384615,0.5,False,False
market,broad_market,沪深300,000300.SH,2017-05-03,3421.7586,3432.2248,3403.0782,3413.1282,91669624.0,97854119.098,tushare.index_daily,3444.027964029933,3415.9906707022137,0.005915459453387895,0.014455643129277052,0.014455643129277052,False,False,True,False,False,234,0.36324786324786323,0.47863247863247865,False,False
market,broad_market,沪深300,000300.SH,2017-05-04,3404.9379,3421.3953,3391.277,3404.3864,103482075.0,106985952.575,tushare.index_daily,3442.7282406191152,3415.7988645749047,0.004764953238328484,0.009243819772476902,0.009243819772476902,False,False,True,False,False,235,0.3276595744680851,0.43829787234042555,False,False
market,broad_market,沪深300,000300.SH,2017-05-05,3393.4831,3395.4532,3366.5568,3382.5502,109895333.0,117464939.578,tushare.index_daily,3440.7551901070133,3415.2492998711878,0.003347639275013359,0.005010956313824755,0.005010956313824755,False,False,True,False,False,235,0.2936170212765957,0.4297872340425532,False,False
market,broad_market,沪深300,000300.SH,2017-05-08,3369.1084,3374.1571,3339.5743,3358.8125,123749287.0,126885426.472,tushare.index_daily,3438.068544529734,3414.316460203896,0.0017195886756404821,-0.007234176176203477,-0.007234176176203477,False,False,True,False,False,236,0.2669491525423729,0.4067796610169492,False,False
market,broad_market,沪深300,000300.SH,2017-05-09,3342.5981,3358.0463,3327.5901,3352.5324,76771668.0,85528831.749,tushare.index_daily,3435.2640807746607,3413.295236068295,0.00020523967964591883,-0.012884638554677919,-0.012884638554677919,False,False,True,False,False,236,0.288135593220339,0.4025423728813559,False,False
market,broad_market,沪深300,000300.SH,2017-05-10,3350.6502,3369.4345,3336.003,3337.7007,92082628.0,102194980.791,tushare.index_daily,3432.0652814049995,3412.045739604356,-0.0015150451313147295,-0.02220196076340486,-0.02220196076340486,False,False,False,False,False,236,0.2711864406779661,0.3898305084745763,False,False
market,broad_market,沪深300,000300.SH,2017-05-11,3322.9455,3359.6003,3312.8921,3356.6459,109252890.0,111576379.054,tushare.index_daily,3429.5925148015567,3411.130039776185,-0.002920795418602129,-0.023173087136506898,-0.023173087136506898,False,False,False,False,False,236,0.3050847457627119,0.3728813559322034,False,False
market,broad_market,沪深300,000300.SH,2017-05-12,3350.9371,3387.2677,3349.1671,3385.3787,93386466.0,97522124.594,tushare.index_daily,3428.1428815293743,3410.7043977964136,-0.0040535610363804375,-0.014676476616449774,-0.014676476616449774,False,False,False,False,False,236,0.3135593220338983,0.3644067796610169,False,False
market,broad_market,沪深300,000300.SH,2017-05-15,3391.5881,3406.581,3391.5881,3399.1937,82977611.0,92183332.845,tushare.index_daily,3427.193728036608,3410.514138328704,-0.004750306803536608,-0.006581323255886118,-0.006581323255886118,False,False,False,False,False,236,0.3093220338983051,0.3601694915254237,False,False
market,broad_market,沪深300,000300.SH,2017-05-16,3390.925,3428.8531,3373.552,3428.6491,105242416.0,112814103.201,tushare.index_daily,3427.241445150162,3410.8138897612876,-0.005081167731439518,-0.0035699618803981537,-0.0035699618803981537,True,True,False,False,False,236,0.3389830508474576,0.3601694915254237,False,False
market,broad_market,沪深300,000300.SH,2017-05-17,3423.19,3433.9695,3408.1541,3409.9656,99736837.0,110553451.835,tushare.index_daily,3426.6750239976973,3410.7998684429194,-0.005415975629835201,-0.0033542291044017514,-0.0033542291044017514,False,False,False,False,False,236,0.3474576271186441,0.3601694915254237,False,False
market,broad_market,沪深300,000300.SH,2017-05-18,3387.6655,3409.9319,3383.935,3398.1127,85759589.0,88091166.041,tushare.index_daily,3425.7385543584287,3410.5901631794004,-0.005692904804266652,-0.021109654955190016,-0.021109654955190016,False,False,False,False,False,236,0.3220338983050847,0.3559322033898305,False,False
market,broad_market,沪深300,000300.SH,2017-05-19,3395.2318,3405.9448,3392.3776,3403.8492,71473525.0,78397081.602,tushare.index_daily,3425.0208706089716,3410.4787423004022,-0.006054397048638638,-0.022675226389626935,-0.022675226389626935,False,False,False,False,False,236,0.3389830508474576,0.3516949152542373,False,False
market,broad_market,沪深300,000300.SH,2017-05-22,3400.5882,3424.1776,3391.1748,3411.2387,92539559.0,99021121.578,tushare.index_daily,3424.568996162776,3410.491303584693,-0.0063831487792201935,-0.022499562791870265,-0.022499562791870265,False,True,False,False,False,236,0.3347457627118644,0.3516949152542373,False,False
market,broad_market,沪深300,000300.SH,2017-05-23,3405.0254,3434.7662,3401.5338,3424.194,116911033.0,126767856.025,tushare.index_daily,3424.5567012066194,3410.717794434533,-0.006241980150564541,-0.014144838102617352,-0.014144838102617352,False,True,False,False,False,236,0.326271186440678,0.3474576271186441,False,False
market,broad_market,沪深300,000300.SH,2017-05-24,3409.7169,3424.1669,3383.8922,3424.1669,83553161.0,92620045.548,tushare.index_daily,3424.5439208391895,3410.9400937000783,-0.006197535854767344,-0.014302510380624467,-0.014302510380624467,False,True,False,False,False,236,0.3474576271186441,0.3474576271186441,False,False
market,broad_market,沪深300,000300.SH,2017-05-25,3414.3992,3490.4176,3413.2246,3485.6581,130721631.0,136634020.807,tushare.index_daily,3426.5476644182327,3412.175102068672,-0.005609267564338993,0.011443050054686044,0.011443050054686044,True,True,False,False,False,236,0.4279661016949153,0.3474576271186441,False,False
market,broad_market,沪深300,000300.SH,2017-05-26,3479.6206,3498.3148,3473.04,3480.4345,103241153.0,112585907.354,tushare.index_daily,3428.314445912717,3413.3033565799337,-0.0051045307720799515,0.008000497449859756,0.008000497449859756,True,True,False,False,False,236,0.4322033898305085,0.3644067796610169,False,False
market,broad_market,沪深300,000300.SH,2017-05-31,3495.073,3515.0812,3474.9215,3492.8845,104829744.0,115968725.31,tushare.index_daily,3430.4314968663984,3414.6187473802656,-0.004431896037404459,0.009960249102080043,0.009960249102080043,True,True,False,False,False,236,0.4449152542372881,0.3728813559322034,False,False
market,broad_market,沪深300,000300.SH,2017-06-01,3485.2223,3499.8142,3476.4283,3497.7382,103127724.0,116088766.249,tushare.index_daily,3432.63827401832,3415.9926226301786,-0.003610121157417767,0.018235849748957422,0.018235849748957422,True,True,False,False,False,236,0.4406779661016949,0.3855932203389831,False,False
market,broad_market,沪深300,000300.SH,2017-06-02,3491.5893,3498.1189,3470.2017,3486.5074,82668010.0,92850747.181,tushare.index_daily,3434.404474870178,3417.1581561404237,-0.0027942540711819452,0.01710821098207327,0.01710821098207327,True,True,False,False,False,236,0.4406779661016949,0.3940677966101695,False,False
market,broad_market,沪深300,000300.SH,2017-06-05,3480.1692,3484.1244,3462.3144,3468.7538,79738152.0,85609467.477,tushare.index_daily,3435.5306822514835,3418.0109767000863,-0.0020906553943791373,0.006461599705671173,0.006461599705671173,True,True,False,False,False,236,0.4279661016949153,0.4067796610169492,False,False
