dimension,version,group,trades,win_rate,avg_net_return,median_net_return,max_trade_return,min_trade_return,avg_holding_days,sum_net_return
entry_type,atr_structure_stop,breakout,16,0.5625,0.11581366263024807,0.0300013228581241,0.7413531773512799,-0.1581685806750161,57.5,1.8530186020839692
entry_type,atr_structure_stop,pullback,84,0.36904761904761907,0.07917225589522985,-0.01030166752378925,1.689074419767337,-0.1318788390272495,43.166666666666664,6.6504694951993075
entry_type,breakout_entry,breakout,45,0.4,0.1020375564219174,-0.0079572099095607,1.1950321166495177,-0.1321730810572522,51.15555555555556,4.591690038986283
entry_type,ema_state_only,ema_state,289,0.314878892733564,0.04255407477011246,-0.013270958933046,1.6227658465745196,-0.2097954024251515,31.737024221453286,12.2981276085625
entry_type,industry_theme_state,ema_state,116,0.3448275862068966,0.0884680320719842,-0.01142281164007005,1.690371722593109,-0.1318788390272495,46.06896551724138,10.262291720350166
entry_type,layered_exit,breakout,22,0.5,0.0820313154004504,0.00017375427359089986,0.6135384486254463,-0.1550570629381005,40.77272727272727,1.804688938809909
entry_type,layered_exit,pullback,112,0.4107142857142857,0.060220653623972074,-0.00926823438085915,1.1622305142142564,-0.1318788390272495,20.026785714285715,6.744713205884873
entry_type,market_filter,ema_state,191,0.31413612565445026,0.05010992547462048,-0.0131033127317634,1.2398069417893116,-0.2097954024251515,35.27225130890052,9.570995765652512
entry_type,market_width,ema_state,116,0.3448275862068966,0.0884680320719842,-0.01142281164007005,1.690371722593109,-0.1318788390272495,46.06896551724138,10.262291720350166
entry_type,pullback_entry,pullback,98,0.3877551020408163,0.07652809410597444,-0.00926203342971125,1.6890744197673366,-0.1318788390272495,43.59183673469388,7.499753222385495
entry_type,trend_score_top20,ema_state,112,0.375,0.08034403860770896,-0.01009004253429735,1.529765574944823,-0.1433708054180562,47.92857142857143,8.998532324063403
exit_reason,atr_structure_stop,ema60_exit,37,0.9459459459459459,0.2832893926399889,0.1709398089204752,1.689074419767337,-0.1581685806750161,97.54054054054055,10.48170752767959
exit_reason,atr_structure_stop,stop_loss,21,0.0,-0.05630096453787453,-0.0544308969051537,-0.0196903710270688,-0.1318788390272495,7.0,-1.182320255295365
exit_reason,atr_structure_stop,time_stop,42,0.11904761904761904,-0.0189499803595464,-0.011529289988042101,0.0191537257309739,-0.095103251800551,18.80952380952381,-0.7958991751009489
exit_reason,breakout_entry,ema60_exit,18,0.8888888888888888,0.3044791366701062,0.20136019394549576,1.1950321166495177,-0.0657086286983731,100.44444444444444,5.480624460061911
exit_reason,breakout_entry,stop_loss,5,0.0,-0.09891942074417345,-0.0878988871450761,-0.0818569636550108,-0.1321730810572522,7.2,-0.49459710372086724
exit_reason,breakout_entry,time_stop,22,0.09090909090909091,-0.01792442351612547,-0.013682897748119451,0.0049760115540442,-0.0577259226593183,20.818181818181817,-0.39433731735476035
exit_reason,ema_state_only,ema60_exit,93,0.6236559139784946,0.17644567476914902,0.026558742124556,1.6227658465745196,-0.1108333886632079,63.83870967741935,16.40944775353086
exit_reason,ema_state_only,end_of_backtest,20,0.9,0.13141075835641305,0.1013151090082382,0.4898969181484018,-0.0131033127317633,17.2,2.628215167128261
exit_reason,ema_state_only,stop_loss,38,0.0,-0.10613448047559813,-0.0968802750690039,-0.0638761703488588,-0.2097954024251515,9.368421052631579,-4.033110258072729
exit_reason,ema_state_only,time_stop,138,0.10869565217391304,-0.0196117757537963,-0.0141211038468747,0.0299370010276843,-0.122995654581803,18.369565217391305,-2.7064250540238897
exit_reason,industry_theme_state,ema60_exit,44,0.8409090909090909,0.2906789706636382,0.1110049511080413,1.690371722593109,-0.0928802387337956,92.47727272727273,12.789874709200081
exit_reason,industry_theme_state,stop_loss,9,0.0,-0.09758679531353223,-0.0926530004004846,-0.0824829370663917,-0.1318788390272495,8.444444444444445,-0.8782811578217901
exit_reason,industry_theme_state,time_stop,63,0.047619047619047616,-0.02617939414330355,-0.0225001566984638,0.0253435173666958,-0.0784961142699095,19.03174603174603,-1.6493018310281238
exit_reason,layered_exit,ema60_exit,6,0.5,-0.022925877975733772,-0.0046202511993243996,0.0802332464680707,-0.1550570629381005,37.5,-0.13755526785440264
exit_reason,layered_exit,stop_loss,26,0.0,-0.05890254541354396,-0.05567063382699135,-0.0196903710270688,-0.1318788390272495,6.923076923076923,-1.5314661807521428
exit_reason,layered_exit,time_stop,40,0.15,-0.026319632512626083,-0.0188558433545864,0.0301945694223363,-0.1051020244918025,14.725,-1.0527853005050434
exit_reason,layered_exit,trailing_stop,62,0.7741935483870968,0.18179369183558658,0.09053147620344965,1.1622305142142564,-0.0771678846417107,34.61290322580645,11.271208893806367
exit_reason,market_filter,ema60_exit,56,0.7857142857142857,0.23766376499116562,0.11631464956733009,1.2398069417893116,-0.1108333886632079,82.44642857142857,13.309170839505274
exit_reason,market_filter,end_of_backtest,20,0.55,0.03999933944815619,0.00261478847481935,0.4832232376529436,-0.0443769215039701,8.15,0.7999867889631238
exit_reason,market_filter,stop_loss,19,0.0,-0.11189664203755309,-0.1085694465214939,-0.083852547233728,-0.2097954024251515,10.0,-2.126036198713509
exit_reason,market_filter,time_stop,96,0.052083333333333336,-0.025126309001066497,-0.018383218511367302,0.0171251848819126,-0.1029650373765456,18.40625,-2.412125664102384
exit_reason,market_width,ema60_exit,44,0.8409090909090909,0.2906789706636382,0.1110049511080413,1.690371722593109,-0.0928802387337956,92.47727272727273,12.789874709200081
exit_reason,market_width,stop_loss,9,0.0,-0.09758679531353223,-0.0926530004004846,-0.0824829370663917,-0.1318788390272495,8.444444444444445,-0.8782811578217901
exit_reason,market_width,time_stop,63,0.047619047619047616,-0.02617939414330355,-0.0225001566984638,0.0253435173666958,-0.0784961142699095,19.03174603174603,-1.6493018310281238
exit_reason,pullback_entry,ema60_exit,32,0.96875,0.30530732690692497,0.2049230064455292,1.6890744197673366,-0.0701040541085134,101.0625,9.769834461021599
exit_reason,pullback_entry,stop_loss,10,0.0,-0.0939790695550145,-0.09051234848125175,-0.0826489609057741,-0.1318788390272495,7.1,-0.939790695550145
exit_reason,pullback_entry,time_stop,56,0.125,-0.02375518826939212,-0.02021953707812825,0.0301945694223363,-0.0771678846417107,17.267857142857142,-1.3302905430859586
exit_reason,trend_score_top20,ema60_exit,43,0.9069767441860465,0.26025972716888984,0.1830815206343821,1.529765574944823,-0.0790243421101111,95.5813953488372,11.191168268262263
exit_reason,trend_score_top20,end_of_backtest,1,1.0,0.4444179133825332,0.4444179133825332,0.4444179133825332,0.4444179133825332,121.0,0.4444179133825332
exit_reason,trend_score_top20,stop_loss,10,0.0,-0.0983839852268105,-0.09218773925652225,-0.0800968939827254,-0.1433708054180562,7.8,-0.9838398522681049
exit_reason,trend_score_top20,time_stop,58,0.034482758620689655,-0.02850368974678086,-0.0222295930730174,0.0038995804245042,-0.1111278214040811,18.25862068965517,-1.65321400531329
industry,atr_structure_stop,交通运输,1,0.0,-0.1581685806750161,-0.1581685806750161,-0.1581685806750161,-0.1581685806750161,8.0,-0.1581685806750161
industry,atr_structure_stop,传媒,1,1.0,0.4897334067072468,0.4897334067072468,0.4897334067072468,0.4897334067072468,93.0,0.4897334067072468
industry,atr_structure_stop,农林牧渔,1,0.0,-0.0501474681755429,-0.0501474681755429,-0.0501474681755429,-0.0501474681755429,8.0,-0.0501474681755429
industry,atr_structure_stop,医药生物,2,0.5,0.1609129638430566,0.1609129638430566,0.3867537514560645,-0.0649278237699513,53.5,0.3218259276861132
industry,atr_structure_stop,国防军工,5,0.4,0.0066382721861212805,-0.0206464463511464,0.0802332464680709,-0.0486699540690574,38.6,0.0331913609306064
industry,atr_structure_stop,基础化工,4,0.5,0.009817061405354923,0.0181138692643141,0.0687491357911646,-0.0657086286983731,42.25,0.039268245621419694
industry,atr_structure_stop,建筑材料,1,0.0,-0.0139812239918407,-0.0139812239918407,-0.0139812239918407,-0.0139812239918407,22.0,-0.0139812239918407
industry,atr_structure_stop,有色金属,30,0.43333333333333335,0.15948998458940736,-0.0043388464111331,1.689074419767337,-0.1318788390272495,63.0,4.78469953768222
industry,atr_structure_stop,机械设备,10,0.5,0.14847895503529776,-0.012450836133787101,0.8815600176681249,-0.0924844650632041,35.1,1.4847895503529775
industry,atr_structure_stop,汽车,2,0.0,-0.0211802383065519,-0.0211802383065519,-0.011732467331472,-0.0306280092816318,13.0,-0.0423604766131038
industry,atr_structure_stop,煤炭,1,0.0,-0.0554512548410708,-0.0554512548410708,-0.0554512548410708,-0.0554512548410708,10.0,-0.0554512548410708
industry,atr_structure_stop,电力设备,10,0.3,-0.010956168589433126,-0.0146012746368556,0.2142370216125958,-0.1120120246266225,26.4,-0.10956168589433127
industry,atr_structure_stop,电子,8,0.25,0.07907815097988379,-0.022510176018026552,0.7413531773512799,-0.0862538256273507,40.75,0.6326252078390703
industry,atr_structure_stop,石油石化,2,0.5,0.006652054107946701,0.006652054107946701,0.0564681262997243,-0.0431640180838309,34.5,0.013304108215893402
industry,atr_structure_stop,综合,1,1.0,0.7355794970275021,0.7355794970275021,0.7355794970275021,0.7355794970275021,113.0,0.7355794970275021
industry,atr_structure_stop,计算机,1,1.0,0.0158755988098461,0.0158755988098461,0.0158755988098461,0.0158755988098461,46.0,0.0158755988098461
industry,atr_structure_stop,通信,1,0.0,-0.0031870108693421,-0.0031870108693421,-0.0031870108693421,-0.0031870108693421,46.0,-0.0031870108693421
industry,atr_structure_stop,钢铁,1,0.0,-0.0281174910001736,-0.0281174910001736,-0.0281174910001736,-0.0281174910001736,13.0,-0.0281174910001736
industry,atr_structure_stop,银行,11,0.36363636363636365,0.015493011296815672,-0.0043865035966843,0.1709398089204752,-0.0398317126796647,37.54545454545455,0.1704231242649724
industry,atr_structure_stop,非银金融,7,0.5714285714285714,0.03473538917226128,0.0031374111878301,0.2069378848876872,-0.0360084298769786,54.142857142857146,0.24314772420582897
industry,breakout_entry,交通运输,1,0.0,-0.0878988871450761,-0.0878988871450761,-0.0878988871450761,-0.0878988871450761,6.0,-0.0878988871450761
industry,breakout_entry,医药生物,2,0.0,-0.05198109203435165,-0.05198109203435165,-0.0221052204136925,-0.0818569636550108,3.5,-0.1039621840687033
industry,breakout_entry,国防军工,2,0.5,0.0354177720905134,0.0354177720905134,0.0802332464680707,-0.0093977022870439,62.5,0.0708355441810268
industry,breakout_entry,基础化工,2,0.5,0.0015202535463957473,0.0015202535463957473,0.0687491357911646,-0.0657086286983731,38.5,0.0030405070927914946
industry,breakout_entry,有色金属,9,0.6666666666666666,0.3518181895598953,0.3394015996720696,1.1950321166495177,-0.1321730810572522,106.0,3.166363706039058
industry,breakout_entry,机械设备,4,0.5,0.09220711104542038,-0.00985420807151785,0.4950372726944983,-0.1065004123697811,47.25,0.36882844418168154
industry,breakout_entry,电力设备,5,0.4,0.027934887704832677,-0.0059281533405393,0.2317805789705163,-0.0577259226593183,28.4,0.1396744385241634
industry,breakout_entry,电子,4,0.5,0.2378462637944102,0.148099818660054,0.7413531773512799,-0.0861677594937471,63.0,0.9513850551776408
industry,breakout_entry,石油石化,1,1.0,0.0564681262997243,0.0564681262997243,0.0564681262997243,0.0564681262997243,56.0,0.0564681262997243
industry,breakout_entry,通信,1,0.0,-0.0031870108693421,-0.0031870108693421,-0.0031870108693421,-0.0031870108693421,46.0,-0.0031870108693421
industry,breakout_entry,银行,5,0.4,0.0328670982497406,-0.0080423149142248,0.1709398089204752,-0.0301117881000631,44.0,0.164335491248703
industry,breakout_entry,非银金融,9,0.1111111111111111,-0.014910354630598211,-0.0094467365921762,0.0182828314977225,-0.0465747238130423,25.333333333333332,-0.1341931916753839
industry,ema_state_only,交通运输,7,0.14285714285714285,-0.017225929517521086,-0.0131033127317633,0.0171753319550983,-0.0500953893093745,14.285714285714286,-0.1205815066226476
industry,ema_state_only,传媒,6,0.5,0.34705889683893015,0.09506412929110765,1.6227658465745196,-0.085259487617483,70.83333333333333,2.082353381033581
industry,ema_state_only,公用事业,9,0.0,-0.034348015824050025,-0.0227188062548801,-0.00199900049975,-0.0883853328335238,11.11111111111111,-0.3091321424164502
industry,ema_state_only,农林牧渔,1,1.0,0.1076298641107536,0.1076298641107536,0.1076298641107536,0.1076298641107536,92.0,0.1076298641107536
industry,ema_state_only,医药生物,7,0.7142857142857143,0.0180668299380323,0.015864507653999,0.0898280948355725,-0.0439624378407007,32.857142857142854,0.1264678095662261
industry,ema_state_only,商贸零售,3,0.3333333333333333,0.05591180496579013,-0.0059973410759497,0.1905535558278869,-0.0168207998545668,45.0,0.1677354148973704
industry,ema_state_only,国防军工,15,0.2,0.05404537006899755,-0.01474281622522,0.9675487286417132,-0.1065811280286446,20.866666666666667,0.8106805510349633
industry,ema_state_only,基础化工,20,0.25,-0.012608449747758346,-0.01175237853971395,0.1357251896425531,-0.2097954024251515,17.4,-0.2521689949551669
industry,ema_state_only,家用电器,5,0.2,-0.03984675583604984,-0.0377099156867494,0.0403258208016691,-0.0966758176614115,4.0,-0.1992337791802492
industry,ema_state_only,建筑材料,2,1.0,0.24524057932026275,0.24524057932026275,0.4898969181484018,0.0005842404921237,21.0,0.4904811586405255
industry,ema_state_only,建筑装饰,1,1.0,0.0477192536970137,0.0477192536970137,0.0477192536970137,0.0477192536970137,66.0,0.0477192536970137
industry,ema_state_only,有色金属,55,0.38181818181818183,0.10713770932537009,-0.0111760126341136,1.529765574944823,-0.15074656140381,49.29090909090909,5.892574012895355
industry,ema_state_only,机械设备,20,0.25,0.03481299525694429,-0.017712154585613,1.0529257166778518,-0.1650058071526862,24.5,0.6962599051388858
industry,ema_state_only,汽车,17,0.17647058823529413,-0.017570373152480365,-0.0192746433824242,0.1725824306238976,-0.0977966003476589,18.88235294117647,-0.29869634359216624
industry,ema_state_only,煤炭,9,0.5555555555555556,0.03312247209856632,0.0031988418521099,0.1931725611925948,-0.0607903625632474,20.22222222222222,0.2981022488870969
industry,ema_state_only,电力设备,17,0.5294117647058824,0.13454552252208354,0.0038995804245042,0.8990065234944373,-0.116097500207085,48.529411764705884,2.28727388287542
industry,ema_state_only,电子,28,0.25,0.0065383200165254245,-0.028911444716096503,0.9372961519481324,-0.1381502931241188,24.285714285714285,0.18307296046271188
industry,ema_state_only,石油石化,5,0.0,-0.04582090611842736,-0.0415504327356395,-0.0003356274298662,-0.0873128222982234,9.6,-0.2291045305921368
industry,ema_state_only,综合,4,0.5,0.14801055757150228,-0.014276315883043999,0.737070436591371,-0.1164755745392738,35.25,0.5920422302860091
industry,ema_state_only,计算机,2,0.5,-0.0379799025722356,-0.0379799025722356,0.0158755988098461,-0.0918354039543173,27.5,-0.0759598051444712
industry,ema_state_only,通信,7,0.2857142857142857,0.004498721001953599,-0.0360647724375167,0.2221147176624196,-0.0865043364472408,13.428571428571429,0.031491047013675194
industry,ema_state_only,银行,32,0.3125,0.004183192314398447,-0.0049671514926536,0.2052231339861022,-0.0855258565733843,39.625,0.1338621540607503
industry,ema_state_only,非银金融,8,0.25,0.006266122782258488,-0.0077351694386437,0.1019594328172555,-0.0357561375064939,41.375,0.0501289822580679
industry,ema_state_only,食品饮料,9,0.1111111111111111,-0.02387446064362387,-0.0273946415097338,0.0602234926321611,-0.0702729239782093,17.22222222222222,-0.21487014579261482
industry,industry_theme_state,交通运输,3,0.0,-0.0304530213541068,-0.0163048198460304,-0.014913475091966,-0.060140769124324,9.333333333333334,-0.0913590640623204
industry,industry_theme_state,传媒,3,0.6666666666666666,0.22414468232952714,0.2037972157226075,0.4897334067072468,-0.0210965754412729,65.0,0.6724340469885814
industry,industry_theme_state,公用事业,1,0.0,-0.0238302512185837,-0.0238302512185837,-0.0238302512185837,-0.0238302512185837,11.0,-0.0238302512185837
industry,industry_theme_state,农林牧渔,1,0.0,-0.0318842279069306,-0.0318842279069306,-0.0318842279069306,-0.0318842279069306,13.0,-0.0318842279069306
industry,industry_theme_state,医药生物,4,0.25,-0.0316991928555021,-0.04728866124120315,0.042477114447232,-0.0746965633868341,22.5,-0.1267967714220084
industry,industry_theme_state,商贸零售,1,1.0,0.0507612525423848,0.0507612525423848,0.0507612525423848,0.0507612525423848,64.0,0.0507612525423848
industry,industry_theme_state,国防军工,3,0.6666666666666666,0.03755557278689573,0.0714856260863,0.0802332464680707,-0.0390521541936835,62.0,0.1126667183606872
industry,industry_theme_state,基础化工,3,0.6666666666666666,0.06201635617591597,0.0355969178893624,0.1532889412161309,-0.0028367905777454,54.333333333333336,0.1860490685277479
industry,industry_theme_state,家用电器,1,0.0,-0.0067986082796347,-0.0067986082796347,-0.0067986082796347,-0.0067986082796347,11.0,-0.0067986082796347
industry,industry_theme_state,有色金属,37,0.43243243243243246,0.17603818540308072,-0.0059910197260378,1.690371722593109,-0.1318788390272495,62.13513513513514,6.513412859913987
industry,industry_theme_state,机械设备,5,0.4,0.2578145773837732,-0.0323047854216335,1.111858273269753,-0.0680918208831571,44.6,1.2890728869188661
industry,industry_theme_state,汽车,4,0.0,-0.03899326446158348,-0.0355804190067557,-0.011732467331472,-0.0730797525013505,16.25,-0.15597305784633392
industry,industry_theme_state,煤炭,1,1.0,0.0476338408072625,0.0476338408072625,0.0476338408072625,0.0476338408072625,63.0,0.0476338408072625
industry,industry_theme_state,电力设备,9,0.4444444444444444,0.08317673352538607,-0.0046013267224513,0.8084768497234649,-0.1160975002070849,51.22222222222222,0.7485906017284746
industry,industry_theme_state,电子,9,0.1111111111111111,0.058219726720101256,-0.043821669797855,0.9084291071824936,-0.0926530004004846,37.44444444444444,0.5239775404809113
industry,industry_theme_state,石油石化,3,0.0,-0.03504094884475503,-0.0399997990028634,-0.0219590294475708,-0.0431640180838309,13.0,-0.1051228465342651
industry,industry_theme_state,综合,1,1.0,0.7736404521832896,0.7736404521832896,0.7736404521832896,0.7736404521832896,117.0,0.7736404521832896
industry,industry_theme_state,计算机,2,0.0,-0.08945213457147824,-0.08945213457147824,-0.0860240304091609,-0.0928802387337956,7.0,-0.17890426914295648
industry,industry_theme_state,通信,1,0.0,-0.0725647398757996,-0.0725647398757996,-0.0725647398757996,-0.0725647398757996,2.0,-0.0725647398757996
industry,industry_theme_state,钢铁,1,0.0,-0.0281174910001736,-0.0281174910001736,-0.0281174910001736,-0.0281174910001736,13.0,-0.0281174910001736
industry,industry_theme_state,银行,15,0.26666666666666666,-0.0013858401407623798,-0.0038202118837952,0.0945548801705461,-0.0469792849453838,35.733333333333334,-0.020787602111435696
industry,industry_theme_state,非银金融,8,0.375,0.023273922662301827,-0.0039324692859169005,0.1019594328172556,-0.0555927332263015,51.75,0.18619138129841462
industry,layered_exit,交通运输,1,0.0,-0.1550570629381005,-0.1550570629381005,-0.1550570629381005,-0.1550570629381005,8.0,-0.1550570629381005
industry,layered_exit,传媒,4,0.5,0.2466694604430602,0.21321901464931003,0.6446457315061431,-0.0844059190325224,39.0,0.9866778417722408
industry,layered_exit,农林牧渔,1,0.0,-0.0501474681755429,-0.0501474681755429,-0.0501474681755429,-0.0501474681755429,8.0,-0.0501474681755429
industry,layered_exit,医药生物,6,0.16666666666666666,0.028098121677717896,-0.022762446160765053,0.336247630673937,-0.0649278237699513,16.333333333333332,0.16858873006630737
industry,layered_exit,国防军工,5,0.6,0.050741416077230414,0.0617215242793759,0.171053418570102,-0.0386546625802501,33.6,0.2537070803861521
industry,layered_exit,基础化工,6,0.6666666666666666,0.1047952837079349,0.03154587010669705,0.5654762455191691,-0.0657086286983731,40.5,0.6287717022476094
industry,layered_exit,建筑材料,1,0.0,-0.0138576480195369,-0.0138576480195369,-0.0138576480195369,-0.0138576480195369,22.0,-0.0138576480195369
industry,layered_exit,有色金属,44,0.4318181818181818,0.0771744379531918,-0.0070668286814635495,0.7277516073581883,-0.1318788390272495,23.022727272727273,3.3956752699404396
industry,layered_exit,机械设备,12,0.4166666666666667,0.11166211025642808,-0.0258395636218288,1.1622305142142564,-0.0994896741322064,19.916666666666668,1.339945323077137
industry,layered_exit,汽车,2,0.0,-0.022209759486045602,-0.022209759486045602,-0.0130302257789473,-0.0313892931931439,14.0,-0.044419518972091204
industry,layered_exit,煤炭,1,0.0,-0.0554512548410708,-0.0554512548410708,-0.0554512548410708,-0.0554512548410708,10.0,-0.0554512548410708
industry,layered_exit,电力设备,13,0.38461538461538464,-0.005691958066912485,-0.0059281533405393,0.2369959356219236,-0.1120120246266224,16.307692307692307,-0.0739954548698623
industry,layered_exit,电子,11,0.2727272727272727,0.037531518694504766,-0.057345688440925,0.6135384486254463,-0.1222400847768886,14.090909090909092,0.41284670563955245
industry,layered_exit,石油石化,2,0.5,0.006652054107946649,0.006652054107946649,0.0564681262997243,-0.043164018083831,34.5,0.013304108215893298
industry,layered_exit,综合,1,1.0,0.9591660466514182,0.9591660466514182,0.9591660466514182,0.9591660466514182,78.0,0.9591660466514182
industry,layered_exit,计算机,2,1.0,0.031241572890567,0.031241572890567,0.038218904768807,0.024264241012327,21.5,0.062483145781134
industry,layered_exit,通信,1,0.0,-0.0031870108693421,-0.0031870108693421,-0.0031870108693421,-0.0031870108693421,46.0,-0.0031870108693421
industry,layered_exit,钢铁,1,0.0,-0.0281174910001736,-0.0281174910001736,-0.0281174910001736,-0.0281174910001736,13.0,-0.0281174910001736
industry,layered_exit,银行,11,0.45454545454545453,0.03462942567696388,-0.0042764669035926,0.2411961734038067,-0.0398317126796647,28.363636363636363,0.3809236824466027
industry,layered_exit,非银金融,9,0.6666666666666666,0.04128282423955729,0.0279910648324636,0.1693634136049173,-0.0452774490085721,24.333333333333332,0.37154541815601566
industry,market_filter,交通运输,5,0.0,-0.01887258883508562,-0.0230821026227821,-0.0033793930852237,-0.031689333301293,8.8,-0.0943629441754281
industry,market_filter,传媒,7,0.2857142857142857,0.15533788137274263,-0.0217107392501725,0.8982955888236367,-0.085259487617483,49.285714285714285,1.0873651696091984
industry,market_filter,公用事业,5,0.0,-0.04068029994960261,-0.0316224590454751,-0.0149180953276297,-0.0883853328335238,10.0,-0.20340149974801303
industry,market_filter,农林牧渔,1,0.0,-0.0073776805750059,-0.0073776805750059,-0.0073776805750059,-0.0073776805750059,23.0,-0.0073776805750059
industry,market_filter,医药生物,5,0.2,-0.01147369145193106,-0.0181758642081665,0.0510454194974831,-0.0435823754789271,28.0,-0.0573684572596553
industry,market_filter,商贸零售,2,1.0,0.0701979162534907,0.0701979162534907,0.1232706476250688,0.0171251848819126,65.5,0.1403958325069814
industry,market_filter,国防军工,7,0.14285714285714285,-0.040790538302258206,-0.0370450431540253,0.0714856260863,-0.1345636788050136,16.428571428571427,-0.28553376811580744
industry,market_filter,基础化工,11,0.36363636363636365,0.02147312400761562,-0.0049862309508112,0.4832232376529436,-0.2097954024251515,25.818181818181817,0.23620436408377182
industry,market_filter,家用电器,4,0.25,-0.015047570140258648,-0.0131411734638523,0.0038019820534194,-0.0377099156867494,4.25,-0.06019028056103459
industry,market_filter,建筑材料,1,1.0,0.8048827751073719,0.8048827751073719,0.8048827751073719,0.8048827751073719,126.0,0.8048827751073719
industry,market_filter,有色金属,53,0.41509433962264153,0.10805805877429696,-0.0059910197260378,1.2398069417893116,-0.1229035163783863,52.9622641509434,5.727077115037739
industry,market_filter,机械设备,9,0.2222222222222222,0.08089482493560138,-0.0314928104196502,1.0529257166778518,-0.1190900031906315,21.0,0.7280534244204124
industry,market_filter,汽车,10,0.0,-0.044125239865848445,-0.03779299864843935,-0.00199900049975,-0.1158174395372564,10.8,-0.4412523986584844
industry,market_filter,煤炭,4,0.75,0.053981004388886075,0.04559092760846875,0.1279845480274255,-0.0032423856888187,1.75,0.2159240175555443
industry,market_filter,电力设备,13,0.5384615384615384,0.13532202102863436,0.0038995804245042,0.8084768497234649,-0.1433708054180562,56.92307692307692,1.7591862733722465
industry,market_filter,电子,12,0.0,-0.04593316498783126,-0.04535008016596335,-0.0035726141863273,-0.1029650373765456,17.083333333333332,-0.5511979798539751
industry,market_filter,石油石化,4,0.5,-0.012750675996735775,-0.0099339231249417,0.0120291603467713,-0.043164018083831,7.0,-0.0510027039869431
industry,market_filter,综合,3,0.3333333333333333,0.20486291288706027,-0.0584896327937723,0.737070436591371,-0.0639920651364178,41.333333333333336,0.6145887386611808
industry,market_filter,计算机,3,0.3333333333333333,-0.022348252896617234,-0.0350856222971725,0.0158755988098461,-0.0478347352025253,23.0,-0.0670447586898517
industry,market_filter,通信,4,0.0,-0.05689801351633798,-0.056201395183027504,-0.0149937930783878,-0.1001954706209091,10.25,-0.2275920540653519
industry,market_filter,银行,20,0.3,0.004111573655847486,-0.0129851131141665,0.1093586515095914,-0.0358046338149192,35.1,0.08223147311694971
industry,market_filter,非银金融,7,0.42857142857142855,0.031616625525935256,-0.0044450207747402,0.1019594328172555,-0.0319460163152155,56.142857142857146,0.2213163786815468
industry,market_filter,食品饮料,1,1.0,9.4729189112941e-05,9.4729189112941e-05,9.4729189112941e-05,9.4729189112941e-05,49.0,9.4729189112941e-05
industry,market_width,交通运输,3,0.0,-0.0304530213541068,-0.0163048198460304,-0.014913475091966,-0.060140769124324,9.333333333333334,-0.0913590640623204
