scenario,blocked_count,trades,win_rate,total_return_with_cost,annual_return_with_cost,max_drawdown,ending_account
baseline,0,134,0.4253731343283582,0.4188642950382466,0.31834330005518807,-0.08627512113947133,1418864.2950382465
remove_top_1_winning_trades,1,133,0.42105263157894735,0.3755090617625232,0.286417056046981,-0.08784873279459304,1375509.0617625231
remove_top_3_winning_trades,3,136,0.40441176470588236,0.3849171019465205,0.2933627582470908,-0.08660299961726903,1384917.1019465206
remove_top_5_winning_trades,5,138,0.4057971014492754,0.3523368714700226,0.26926689592385,-0.08619893049627148,1352336.8714700225
remove_top_10_winning_trades,10,140,0.4,0.2725031681427479,0.20969873987721477,-0.08415633625422292,1272503.1681427478
remove_top_1_instruments,1,134,0.417910447761194,0.35759302524440284,0.2731624475210084,-0.0858920344892532,1357593.025244403
remove_top_3_instruments,3,140,0.38571428571428573,0.26053231735327254,0.20069995849618394,-0.08589428752234762,1260532.3173532726
remove_top_5_instruments,5,137,0.3722627737226277,0.1989275167674074,0.15410133400377446,-0.07653003441449469,1198927.5167674073
