record_source,record_unit,selection_rule,source_relative_path,episode_id,instrument,episode_low_date,episode_high_date,first_50pct_date,pre120_calendar_start_date,low_to_high_sessions,low_to_high_calendar_days,mfe_120,split,duration_bucket,board_bucket,liquidity_money_20d,total_market_cap_cny,cluster_union_start_date,cluster_union_end_date,lineage_status
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000710_20200720_0002,SZ000710,2020-07-20,2020-07-31,2020-07-31,2020-03-22,9,11,0.8215613382899629,train,fast,main_board,309078539.55,19396940815.5,2020-07-20,2020-07-31,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000728_20240415_0003,SZ000728,2024-04-15,2024-10-08,2024-10-08,2023-12-17,115,176,0.5932773109243699,robustness,long,main_board,225836746.05,27753627386.76,2024-04-15,2024-10-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000733_20210917_0002,SZ000733,2021-09-17,2022-01-19,2022-01-19,2021-05-20,80,124,0.5437290658727205,train,medium,main_board,1068632958.3,45508816631.200005,2021-09-17,2022-01-19,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000739_20210528_0003,SZ000739,2021-05-28,2021-11-24,2021-11-24,2021-01-28,120,180,0.7636022514071295,train,long,main_board,466061291.45,30653396026.92,2021-05-28,2021-11-24,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000776_20240415_0002,SZ000776,2024-04-15,2024-10-09,2024-10-09,2023-12-17,116,177,0.5134680134680134,robustness,long,main_board,365519424.5,97092656839.36,2024-04-15,2024-11-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000799_20200807_0000,SZ000799,2020-08-07,2021-01-13,2021-01-13,2020-04-09,106,159,2.66773002014775,train,long,main_board,1360929879.8,21588281431.2,2020-08-07,2021-01-13,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000799_20210802_0002,SZ000799,2021-08-02,2021-09-27,2021-09-27,2021-04-04,38,56,0.5045501670314481,train,fast,main_board,2255636019.55,62344123392.6,2021-08-02,2021-09-27,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000807_20210702_0000,SZ000807,2021-07-02,2021-09-16,2021-09-16,2021-03-04,54,76,1.1421520236920035,train,medium,main_board,790101164.5,35286169951.68,2021-07-02,2021-09-16,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000807_20211117_0001,SZ000807,2021-11-17,2022-03-07,2022-03-07,2021-07-20,72,110,0.651237890204521,train,medium,main_board,1514920928.85,31907706871.2,2021-11-17,2022-03-07,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000830_20210201_0000,SZ000830,2021-02-01,2021-07-19,2021-07-19,2020-10-04,110,168,1.0110987791342954,train,long,main_board,945975318.05,22604266660.57,2021-02-01,2021-09-10,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000869_20200812_0001,SZ000869,2020-08-12,2020-12-23,2020-12-23,2020-04-14,89,133,0.7026833631484797,train,long,main_board,123503381.3,21900574800.0,2020-08-12,2020-12-23,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000877_20250623_0001,SZ000877,2025-06-23,2025-08-26,2025-08-26,2025-02-23,46,64,0.6696832579185521,robustness,medium,main_board,52921444.6,32068317539.94,2025-06-23,2025-08-26,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000895_20200602_0001,SZ000895,2020-06-02,2020-08-31,2020-08-31,2020-02-03,62,90,0.7375964718853363,train,medium,main_board,582091029.2,132107431161.99998,2020-06-02,2020-08-31,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000898_20210208_0000,SZ000898,2021-02-08,2021-05-10,2021-05-10,2020-10-11,56,91,1.0240963855421683,train,medium,main_board,80508336.1,26146595558.78,2021-02-08,2021-05-10,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000898_20210618_0001,SZ000898,2021-06-18,2021-09-09,2021-09-09,2021-02-18,59,83,0.6885245901639343,train,medium,main_board,206675214.35,38467473322.09,2021-06-18,2021-09-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000932_20210105_0003,SZ000932,2021-01-05,2021-04-26,2021-04-26,2020-09-07,73,111,1.0026809651474529,train,medium,main_board,243133059.05,29358279840.69,2021-01-05,2021-04-26,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000933_20250623_0004,SZ000933,2025-06-23,2025-11-10,2025-11-10,2025-02-23,94,140,0.7539936102236422,robustness,long,main_board,416741765.35,36304518183.66,2025-06-23,2026-03-13,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000958_20200528_0000,SZ000958,2020-05-28,2020-09-02,2020-09-02,2020-01-29,67,97,0.5414364640883977,train,medium,main_board,26313259.65,21372171524.4,2020-05-28,2020-09-02,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000959_20210709_0002,SZ000959,2021-07-09,2021-09-14,2021-09-14,2021-03-11,37,67,0.9287169042769858,train,fast,main_board,167258587.55,35098473952.5,2021-07-09,2021-09-14,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000960_20251105_0003,SZ000960,2025-11-05,2026-03-02,2026-03-02,2025-07-08,75,117,1.2772556390977443,robustness,medium,main_board,1174254523.65,36224100963.52,2025-11-05,2026-03-02,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000975_20210128_0003,SZ000975,2021-01-28,2021-05-18,2021-05-18,2020-09-30,69,110,0.5243004418262149,train,medium,main_board,235804700.15,21908338670.85,2021-01-28,2021-05-18,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000975_20250731_0007,SZ000975,2025-07-31,2026-01-27,2026-01-27,2025-04-02,120,180,1.2193732193732196,robustness,long,main_board,489244587.55,51341594679.85,2025-07-31,2026-01-29,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000983_20210709_0000,SZ000983,2021-07-09,2021-09-09,2021-09-09,2021-03-11,35,62,1.3257575757575757,train,fast,main_board,910369471.4,30683234400.0,2021-07-09,2021-09-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000983_20211129_0001,SZ000983,2021-11-29,2022-04-18,2022-04-18,2021-08-01,92,140,0.9390243902439026,train,long,main_board,1075472092.4,33305032800.000004,2021-11-29,2022-06-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000987_20200616_0001,SZ000987,2020-06-16,2020-07-15,2020-07-15,2020-02-17,19,29,1.4692307692307691,train,fast,main_board,436848349.2,30033972666.14,2020-06-16,2020-07-15,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000987_20240415_0003,SZ000987,2024-04-15,2024-10-09,2024-10-09,2023-12-17,116,177,0.5472837022132799,robustness,long,main_board,110857625.55,27092515294.800003,2024-04-15,2024-11-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000987_20250923_0004,SZ000987,2025-09-23,2026-01-26,2026-01-26,2025-05-26,81,125,0.728813559322034,robustness,long,main_board,332310976.9,37427808166.52,2025-09-23,2026-01-26,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000988_20190329_0001,SZ000988,2019-03-29,2019-09-06,2019-09-06,2018-11-29,110,161,0.5961945031712472,train,long,main_board,794274410.6,15675787202.13,2019-03-29,2020-01-22,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000988_20210204_0003,SZ000988,2021-02-04,2021-08-04,2021-08-04,2020-10-07,119,181,0.553941908713693,train,long,main_board,484909712.75,21839518796.04,2021-02-04,2021-08-04,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ000999_20220801_0000,SZ000999,2022-08-01,2022-12-01,2022-12-01,2022-04-03,82,122,0.76759410801964,validation,long,main_board,426655633.45,35754210800.0,2022-08-01,2022-12-01,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ001914_20191225_0000,SZ001914,2019-12-25,2020-06-02,2020-06-02,2019-08-27,103,160,1.0201780415430264,train,long,main_board,164520741.45,20146575140.0,2019-12-25,2020-08-04,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ001979_20210802_0000,SZ001979,2021-08-02,2022-01-11,2022-01-11,2021-04-04,108,162,0.665841584158416,train,long,main_board,248282771.05,74161550661.12,2021-08-02,2022-04-15,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ001979_20240424_0002,SZ001979,2024-04-24,2024-10-08,2024-10-08,2023-12-26,108,167,0.8678977272727273,robustness,long,main_board,564883292.35,69768438562.90001,2024-04-24,2024-10-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002001_20240411_0003,SZ002001,2024-04-11,2024-10-08,2024-10-08,2023-12-13,117,180,0.5525083612040136,robustness,long,main_board,211179679.95,50999971374.0,2024-04-11,2024-10-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002001_20251022_0004,SZ002001,2025-10-22,2026-03-12,2026-03-12,2025-06-24,93,141,0.7512304250559283,robustness,long,main_board,565310408.45,71518522493.6,2025-10-22,2026-03-12,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002008_20251017_0000,SZ002008,2025-10-17,2026-04-16,2026-04-16,2025-06-19,120,181,1.5174520069808026,robustness,long,main_board,2043204565.2,37076018722.08,2025-10-17,2026-05-14,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002044_20201116_0002,SZ002044,2020-11-16,2021-02-23,2021-02-23,2020-07-19,65,99,0.7667844522968197,train,medium,main_board,1095476516.05,46657906762.16,2020-11-16,2021-02-23,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002064_20250623_0003,SZ002064,2025-06-23,2025-11-14,2025-11-14,2025-02-23,98,144,0.6467817896389325,robustness,long,main_board,149542005.4,32355786208.44,2025-06-23,2026-01-22,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002074_20250804_0001,SZ002074,2025-08-04,2025-09-12,2025-09-12,2025-04-06,29,39,0.7545774647887324,robustness,fast,main_board,2012698238.4,51961066418.3,2025-08-04,2025-09-12,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002075_20200727_0000,SZ002075,2020-07-27,2020-11-18,2020-11-18,2020-03-29,76,114,0.6465696465696467,train,medium,main_board,984403086.3,23590390242.68,2020-07-27,2020-11-18,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002080_20251017_0005,SZ002080,2025-10-17,2026-02-26,2026-02-26,2025-06-19,86,132,0.8400690846286702,robustness,long,main_board,1125015641.0,51014956953.6,2025-10-17,2026-05-26,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002129_20250623_0004,SZ002129,2025-06-23,2025-11-14,2025-11-14,2025-02-23,98,144,0.620253164556962,robustness,long,main_board,247601365.0,29272158196.52,2025-06-23,2026-02-10,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002145_20210616_0000,SZ002145,2021-06-16,2021-08-09,2021-08-09,2021-02-16,38,54,0.7611749680715196,train,fast,main_board,687934284.5,26184334842.75,2021-06-16,2021-08-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002152_20210204_0003,SZ002152,2021-02-04,2021-05-10,2021-05-10,2020-10-07,58,95,0.6657789613848202,train,medium,main_board,218920627.75,21175056829.29,2021-02-04,2021-05-10,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002153_20210831_0005,SZ002153,2021-08-31,2022-01-25,2022-01-25,2021-05-03,97,147,1.0032822757111597,train,long,main_board,122989309.85,26362213044.48,2021-08-31,2022-01-25,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002179_20240415_0000,SZ002179,2024-04-15,2024-10-08,2024-10-08,2023-12-17,115,176,0.5614035087719298,robustness,long,main_board,631301974.65,66536171220.44,2024-04-15,2024-10-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002192_20210827_0000,SZ002192,2021-08-27,2021-09-13,2021-09-13,2021-04-29,11,17,0.5406686830703833,train,fast,main_board,2203399717.9,34251117827.73,2021-08-27,2021-09-13,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002195_20250623_0000,SZ002195,2025-06-23,2025-09-01,2025-09-01,2025-02-23,50,70,0.8178294573643412,robustness,medium,main_board,1289713072.6,29941740020.92,2025-06-23,2025-09-01,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002195_20251017_0001,SZ002195,2025-10-17,2026-01-14,2026-01-14,2025-06-19,61,89,0.886981402002861,robustness,medium,main_board,4163249542.2,41508460374.72,2025-10-17,2026-01-14,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002202_20210514_0003,SZ002202,2021-05-14,2021-11-05,2021-11-05,2021-01-14,117,175,0.8885714285714283,train,long,main_board,562182305.2,47996768469.92,2021-05-14,2021-11-05,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002202_20240424_0005,SZ002202,2024-04-24,2024-10-23,2024-10-23,2023-12-26,119,182,0.603988603988604,robustness,long,main_board,155990430.65,30673991117.22,2024-04-24,2024-11-06,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002216_20200612_0000,SZ002216,2020-06-12,2020-08-24,2020-08-24,2020-02-13,49,73,0.8734023128423616,train,medium,main_board,184773409.4,17639629047.82,2020-06-12,2020-08-24,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002223_20210208_0003,SZ002223,2021-02-08,2021-07-08,2021-07-08,2020-10-11,98,150,0.6588702559576347,train,long,main_board,497080627.75,26395217540.57,2021-02-08,2021-07-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002242_20191024_0000,SZ002242,2019-10-24,2020-02-18,2020-02-18,2019-06-26,76,117,0.5495767835550183,train,medium,main_board,106892056.65,16328399360.0,2019-10-24,2020-02-18,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002244_20220809_0001,SZ002244,2022-08-09,2022-09-09,2022-09-09,2022-04-11,23,31,0.5741444866920153,validation,fast,main_board,306153691.6,26136128676.0,2022-08-09,2022-09-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002266_20200702_0000,SZ002266,2020-07-02,2020-08-03,2020-08-03,2020-03-04,22,32,0.5211267605633805,train,fast,main_board,60979505.85,20673714453.7,2020-07-02,2020-08-03,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002266_20210609_0001,SZ002266,2021-06-09,2021-09-23,2021-09-23,2021-02-09,73,106,0.7076923076923076,train,medium,main_board,109319874.7,26526792052.280003,2021-06-09,2021-09-23,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SZ002311_20200612_0000,SZ002311,2020-06-12,2020-09-03,2020-09-03,2020-02-13,57,83,0.7114014251781471,train,medium,main_board,331441632.3,70673587131.68,2020-06-12,2020-09-03,frozen_06_risk_on_episode
