record_source,record_unit,selection_rule,source_relative_path,episode_id,instrument,episode_low_date,episode_high_date,first_50pct_date,pre120_calendar_start_date,low_to_high_sessions,low_to_high_calendar_days,mfe_120,split,duration_bucket,board_bucket,liquidity_money_20d,total_market_cap_cny,cluster_union_start_date,cluster_union_end_date,lineage_status
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600009_20210802_0002,SH600009,2021-08-02,2022-01-21,2022-01-21,2021-04-04,116,172,0.5118748253702152,train,long,main_board,634127427.85,74284248170.4,2021-08-02,2022-01-21,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600010_20250929_0005,SH600010,2025-09-29,2026-03-02,2026-03-02,2025-06-01,96,154,0.5088495575221241,robustness,long,main_board,2148130553.1,103258052113.44,2025-09-29,2026-03-02,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600011_20211129_0002,SH600011,2021-11-29,2021-12-24,2021-12-24,2021-08-01,19,25,0.9038461538461536,train,fast,main_board,582584618.1,89793094013.48,2021-11-29,2021-12-24,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600019_20201215_0000,SH600019,2020-12-15,2021-03-15,2021-03-15,2020-08-17,58,90,0.6402714932126696,train,medium,main_board,768771794.6,132725907994.0,2020-12-15,2021-03-15,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600019_20210618_0001,SH600019,2021-06-18,2021-09-13,2021-09-13,2021-02-18,61,87,0.7413479052823315,train,medium,main_board,845339225.65,163674132457.5,2021-06-18,2021-09-13,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600025_20210531_0001,SH600025,2021-05-31,2021-10-08,2021-10-08,2021-01-31,86,130,0.7286324786324787,train,long,main_board,202588805.7,97020000000.0,2021-05-31,2021-10-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600026_20210802_0002,SH600026,2021-08-02,2021-10-08,2021-10-08,2021-04-04,42,67,0.5305676855895196,train,medium,main_board,111888454.85,24194474775.8,2021-08-02,2021-10-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600027_20211115_0002,SH600027,2021-11-15,2021-12-27,2021-12-27,2021-07-18,30,42,0.5890410958904109,train,fast,main_board,502158032.95,34544503752.5,2021-11-15,2021-12-27,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600028_20250923_0001,SH600028,2025-09-23,2026-03-04,2026-03-04,2025-05-26,102,162,0.5388994307400379,robustness,long,main_board,969000467.0,644664904873.36,2025-09-23,2026-03-04,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600030_20240415_0002,SH600030,2024-04-15,2024-10-09,2024-10-09,2023-12-17,116,177,0.9542124542124542,robustness,long,main_board,1666712971.0,265880610112.26,2024-04-15,2024-11-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600031_20200812_0000,SH600031,2020-08-12,2021-01-13,2021-01-13,2020-04-14,103,154,1.463605823068309,train,long,main_board,1947005165.6,176579146891.41998,2020-08-12,2021-02-18,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600048_20210802_0000,SH600048,2021-08-02,2022-01-11,2022-01-11,2021-04-04,108,162,0.8635794743429286,train,long,main_board,763206710.3,119820776905.83,2021-08-02,2022-04-15,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600061_20240412_0000,SH600061,2024-04-12,2024-10-08,2024-10-08,2023-12-14,116,179,0.5303292894280764,robustness,long,main_board,141218906.35,39322900217.16,2024-04-12,2024-10-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600085_20201225_0000,SH600085,2020-12-25,2021-05-28,2021-05-28,2020-08-27,100,154,0.9223744292237446,train,long,main_board,545379400.25,32160977643.9,2020-12-25,2021-05-28,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600085_20210922_0001,SH600085,2021-09-22,2022-01-07,2022-01-07,2021-05-25,71,107,0.8018480492813143,train,medium,main_board,493527250.05,43215027955.62,2021-09-22,2022-01-07,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600085_20230106_0003,SH600085,2023-01-06,2023-05-08,2023-05-08,2022-09-08,77,122,0.5431012817290777,validation,medium,main_board,407404104.95,61044141361.62,2023-01-06,2023-05-08,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600089_20200908_0001,SH600089,2020-09-08,2021-02-22,2021-02-22,2020-05-11,107,167,0.8695652173913044,train,long,main_board,566069576.05,29194498521.54,2020-09-08,2021-02-22,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600096_20210709_0000,SH600096,2021-07-09,2021-09-14,2021-09-14,2021-03-11,47,67,2.0821501014198787,train,medium,main_board,1064647237.15,23518670681.6,2021-07-09,2021-09-14,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600096_20250923_0003,SH600096,2025-09-23,2026-02-27,2026-02-27,2025-05-26,99,157,0.8216797683078196,robustness,long,main_board,756244575.95,46650332806.29,2025-09-23,2026-02-27,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600104_20200617_0000,SH600104,2020-06-17,2020-11-06,2020-11-06,2020-02-18,94,142,0.7126436781609196,train,long,main_board,637318400.65,207965612297.0,2020-06-17,2020-11-06,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600132_20190311_0001,SH600132,2019-03-11,2019-07-01,2019-07-01,2018-11-11,75,112,0.5739396255254106,train,medium,main_board,97847644.3,15366085536.5,2019-03-11,2019-07-01,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600132_20200812_0004,SH600132,2020-08-12,2021-01-22,2021-01-22,2020-04-14,110,163,1.165106833833657,train,long,main_board,193456442.3,33060072535.38,2020-08-12,2021-02-10,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600153_20220822_0002,SH600153,2022-08-22,2022-11-30,2022-11-30,2022-04-24,66,100,0.5385556915544676,validation,medium,main_board,268577562.7,34514344824.4,2022-08-22,2022-11-30,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600183_20250304_0003,SH600183,2025-03-04,2025-08-26,2025-08-26,2024-11-04,120,175,0.9400778210116733,robustness,long,main_board,1258542501.55,67803452392.3,2025-03-04,2025-09-23,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600188_20210520_0000,SH600188,2021-05-20,2021-09-17,2021-09-17,2021-01-20,85,120,2.192037470725996,train,long,main_board,456856141.45,66370826483.03999,2021-05-20,2021-09-17,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600188_20250904_0004,SH600188,2025-09-04,2026-03-09,2026-03-09,2025-05-07,118,186,0.7036144578313255,robustness,long,main_board,496621165.1,129081999795.84,2025-09-04,2026-03-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600196_20191028_0001,SH600196,2019-10-28,2020-04-23,2020-04-23,2019-06-30,120,178,0.6001753616834722,train,long,main_board,368279087.1,63585512901.45,2019-10-28,2020-08-06,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600196_20200528_0002,SH600196,2020-05-28,2020-08-06,2020-08-06,2020-01-29,48,70,1.6615712762175616,train,medium,main_board,1287071137.35,79501112865.9,2020-05-28,2020-08-06,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600219_20250923_0003,SH600219,2025-09-23,2026-01-29,2026-01-29,2025-05-26,84,128,1.3717579250720462,robustness,long,main_board,912788250.8,45061042890.24,2025-09-23,2026-01-29,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600236_20250919_0002,SH600236,2025-09-19,2026-03-05,2026-03-05,2025-05-22,105,167,0.9320388349514565,robustness,long,main_board,73655928.75,49422508818.53999,2025-09-19,2026-03-05,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600256_20211201_0001,SH600256,2021-12-01,2022-05-27,2022-05-27,2021-08-03,116,177,0.9240196078431372,train,long,main_board,708996021.4,39066243077.05,2021-12-01,2022-09-07,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600276_20250324_0004,SH600276,2025-03-24,2025-09-09,2025-09-09,2024-11-24,116,169,0.6812585499316004,robustness,long,main_board,1638130147.45,286098251988.9,2025-03-24,2025-09-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600298_20191210_0001,SH600298,2019-12-10,2020-06-10,2020-06-10,2019-08-12,120,183,0.6075413620623318,train,long,main_board,156780084.8,23684086301.82,2019-12-10,2020-07-28,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600298_20201126_0002,SH600298,2020-11-26,2021-05-26,2021-05-26,2020-07-29,119,181,0.533561979421852,train,long,main_board,669332460.85,37578091000.8,2020-11-26,2021-05-26,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600298_20210901_0003,SH600298,2021-09-01,2021-12-27,2021-12-27,2021-05-04,76,117,0.6625344352617082,train,medium,main_board,351267932.25,33372737986.01,2021-09-01,2021-12-27,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600299_20190222_0000,SH600299,2019-02-22,2019-04-11,2019-04-11,2018-10-25,33,48,0.5321701199563795,train,fast,main_board,56443372.55,29152266837.51,2019-02-22,2019-04-11,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600299_20200528_0001,SH600299,2020-05-28,2020-08-06,2020-08-06,2020-01-29,48,70,0.540674603174603,train,medium,main_board,97824508.65,30627312537.66,2020-05-28,2020-08-06,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600309_20201214_0002,SH600309,2020-12-14,2021-02-18,2021-02-18,2020-08-16,42,66,0.8822450994218023,train,medium,main_board,1480921478.2,256894068939.32,2020-12-14,2021-02-18,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600309_20251021_0003,SH600309,2025-10-21,2026-03-09,2026-03-09,2025-06-23,91,139,0.6008050989600806,robustness,long,main_board,1810607714.9,190520503158.36,2025-10-21,2026-03-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600346_20250717_0004,SH600346,2025-07-17,2026-01-08,2026-01-08,2025-03-19,117,175,0.7817371937639197,robustness,long,main_board,188621969.55,97632314031.82,2025-07-17,2026-01-26,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600362_20200812_0000,SH600362,2020-08-12,2021-01-08,2021-01-08,2020-04-14,100,149,0.699922660479505,train,long,main_board,688578138.8,53187523660.8,2020-08-12,2021-02-23,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600362_20210129_0001,SH600362,2021-01-29,2021-02-23,2021-02-23,2020-10-01,12,25,0.7213316892725032,train,fast,main_board,1617095468.55,67142323162.950005,2021-01-29,2021-02-23,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600392_20250916_0004,SH600392,2025-09-16,2026-02-27,2026-02-27,2025-05-19,104,164,0.5650557620817844,robustness,long,main_board,4050052627.35,39859276201.8,2025-09-16,2026-02-27,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600399_20210119_0000,SH600399,2021-01-19,2021-07-21,2021-07-21,2020-09-21,120,183,0.5800446760982874,train,long,main_board,548912136.95,28240472000.0,2021-01-19,2021-08-23,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600406_20250904_0000,SH600406,2025-09-04,2026-03-09,2026-03-09,2025-05-07,118,186,0.5310410697230181,robustness,long,main_board,1447255126.05,171726046977.41998,2025-09-04,2026-03-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600415_20230216_0002,SH600415,2023-02-16,2023-05-05,2023-05-05,2022-10-19,52,78,1.2311015118790496,validation,medium,main_board,211294442.15,27430370880.0,2023-02-16,2023-05-05,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600426_20250717_0004,SH600426,2025-07-17,2026-01-07,2026-01-07,2025-03-19,116,174,0.6249400479616307,robustness,long,main_board,225693565.65,45075960557.54,2025-07-17,2026-03-09,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600436_20210903_0006,SH600436,2021-09-03,2021-12-24,2021-12-24,2021-05-06,73,112,0.5260632568462971,train,medium,main_board,1561584735.35,200041887319.7,2021-09-03,2021-12-24,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600460_20191021_0002,SH600460,2019-10-21,2020-02-24,2020-02-24,2019-06-23,83,126,0.520567375886525,train,long,main_board,881689253.3,19129858332.12,2019-10-21,2020-02-24,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600460_20210204_0005,SH600460,2021-02-04,2021-07-27,2021-07-27,2020-10-07,112,173,2.6058252427184465,train,long,main_board,1914674419.8,28524219488.36,2021-02-04,2021-07-27,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600482_20230112_0000,SH600482,2023-01-12,2023-06-28,2023-06-28,2022-09-14,108,167,0.6627986348122865,validation,long,main_board,39636352.75,32863974969.15,2023-01-12,2023-06-28,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600482_20250924_0002,SH600482,2025-09-24,2026-03-06,2026-03-06,2025-05-27,103,163,0.8739856801909307,robustness,long,main_board,480396957.4,48098600390.75,2025-09-24,2026-03-06,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600486_20200908_0003,SH600486,2020-09-08,2021-02-18,2021-02-18,2020-05-11,100,163,0.983108108108108,train,long,main_board,284928123.5,27488033050.9,2020-09-08,2021-02-18,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600489_20251105_0004,SH600489,2025-11-05,2026-01-29,2026-01-29,2025-07-08,59,85,1.0688279301745631,robustness,medium,main_board,2641684570.75,100339370074.8,2025-11-05,2026-01-29,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600497_20201216_0001,SH600497,2020-12-16,2021-02-22,2021-02-22,2020-08-18,42,68,0.5053191489361704,train,medium,main_board,603790864.75,21841640826.72,2020-12-16,2021-02-22,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600499_20210616_0000,SH600499,2021-06-16,2021-11-24,2021-11-24,2021-02-16,108,161,1.179962894248609,train,long,main_board,1059056103.0,25531437440.08,2021-06-16,2021-11-24,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600511_20191025_0000,SH600511,2019-10-25,2020-04-16,2020-04-16,2019-06-27,116,174,0.7413872301332107,train,long,main_board,154074971.8,19096470879.38,2019-10-25,2020-08-10,frozen_06_risk_on_episode
06_topn_big_winner_episode_reference,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600511_20200528_0001,SH600511,2020-05-28,2020-08-10,2020-08-10,2020-01-29,50,74,0.8871690427698573,train,medium,main_board,387030851.8,21737231372.38,2020-05-28,2020-08-10,frozen_06_risk_on_episode
