bridge_direction,row_id,instrument,event_t0_date,nearest_any_06_episode_id,nearest_any_06_episode_low_date,nearest_any_06_episode_high_date,nearest_any_market_regime_bucket,nearest_any_event_minus_episode_low_days,nearest_any_abs_event_minus_episode_low_days,nearest_any_event_vs_episode_window,inside_any_pre120_calendar_to_high_flag,nearest_risk_on_06_episode_id,nearest_risk_on_event_minus_episode_low_days,nearest_risk_on_abs_event_minus_episode_low_days,nearest_risk_on_event_vs_episode_window,inside_risk_on_pre120_calendar_to_high_flag,episode_id,episode_low_date,episode_high_date,matching_11a2_winner_row_n_pre120_to_high,matching_11a2_row_ids,matching_11a2_event_t0_dates,matching_11a2_event_minus_low_days,episode_has_any_11a2_row_pre120_to_high_flag
11a2_row_to_06_episode,11581.0,SZ002532,2025-10-30,SZ002532_20251124_0008,2025-11-24,2026-01-29,transition,-25.0,25.0,pre120_before_episode_low,True,SZ002532_20210625_0002,1588.0,1588.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,11640.0,SZ002558,2025-08-04,SZ002558_20250801_0001,2025-08-01,2026-01-20,risk_on,3.0,3.0,inside_low_to_high,True,SZ002558_20250801_0001,3.0,3.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11641.0,SZ002558,2025-08-25,SZ002558_20250801_0001,2025-08-01,2026-01-20,risk_on,24.0,24.0,inside_low_to_high,True,SZ002558_20250801_0001,24.0,24.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11704.0,SZ002594,2020-03-06,SZ002594_20200324_0002,2020-03-24,2020-09-16,risk_off,-18.0,18.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,11708.0,SZ002594,2020-10-13,SZ002594_20210325_0003,2021-03-25,2021-08-06,risk_off,-163.0,163.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,11710.0,SZ002594,2020-12-17,SZ002594_20210325_0003,2021-03-25,2021-08-06,risk_off,-98.0,98.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,11749.0,SZ002595,2025-10-27,SZ002595_20250804_0002,2025-08-04,2026-01-29,risk_on,84.0,84.0,inside_low_to_high,True,SZ002595_20250804_0002,84.0,84.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11764.0,SZ002600,2025-03-04,SZ002600_20250409_0004,2025-04-09,2025-09-30,risk_off,-36.0,36.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,11824.0,SZ002607,2019-02-01,SZ002607_20190506_0000,2019-05-06,2019-10-18,risk_off,-94.0,94.0,pre120_before_episode_low,True,SZ002607_20191224_0001,-326.0,326.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,11827.0,SZ002607,2019-04-24,SZ002607_20190506_0000,2019-05-06,2019-10-18,risk_off,-12.0,12.0,pre120_before_episode_low,True,SZ002607_20191224_0001,-244.0,244.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,11830.0,SZ002607,2020-02-19,SZ002607_20191224_0001,2019-12-24,2020-05-29,risk_on,57.0,57.0,inside_low_to_high,True,SZ002607_20191224_0001,57.0,57.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11831.0,SZ002607,2020-03-10,SZ002607_20191224_0001,2019-12-24,2020-05-29,risk_on,77.0,77.0,inside_low_to_high,True,SZ002607_20191224_0001,77.0,77.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,11832.0,SZ002607,2020-05-06,SZ002607_20191224_0001,2019-12-24,2020-05-29,risk_on,134.0,134.0,inside_low_to_high,True,SZ002607_20191224_0001,134.0,134.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12042.0,SZ002709,2025-10-10,SZ002709_20250409_0002,2025-04-09,2025-09-30,risk_off,184.0,184.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,12044.0,SZ002714,2025-03-26,SZ002714_20250529_0000,2025-05-29,2025-09-15,risk_on,-64.0,64.0,pre120_before_episode_low,True,SZ002714_20250529_0000,-64.0,64.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,12070.0,SZ002736,2024-04-15,SZ002736_20240328_0002,2024-03-28,2024-10-09,risk_on,18.0,18.0,inside_low_to_high,True,SZ002736_20240328_0002,18.0,18.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12247.0,SZ002837,2025-09-05,SZ002837_20251112_0000,2025-11-12,2026-04-20,risk_on,-68.0,68.0,pre120_before_episode_low,True,SZ002837_20251112_0000,-68.0,68.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,12249.0,SZ002837,2025-11-17,SZ002837_20251112_0000,2025-11-12,2026-04-20,risk_on,5.0,5.0,inside_low_to_high,True,SZ002837_20251112_0000,5.0,5.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12300.0,SZ002916,2025-03-07,SZ002916_20250304_0003,2025-03-04,2025-08-26,risk_on,3.0,3.0,inside_low_to_high,True,SZ002916_20250304_0003,3.0,3.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12301.0,SZ002916,2025-05-12,SZ002916_20250304_0003,2025-03-04,2025-08-26,risk_on,69.0,69.0,inside_low_to_high,True,SZ002916_20250304_0003,69.0,69.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12302.0,SZ002916,2025-06-09,SZ002916_20250304_0003,2025-03-04,2025-08-26,risk_on,97.0,97.0,inside_low_to_high,True,SZ002916_20250304_0003,97.0,97.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12303.0,SZ002916,2025-07-07,SZ002916_20250304_0003,2025-03-04,2025-08-26,risk_on,125.0,125.0,inside_low_to_high,True,SZ002916_20250304_0003,125.0,125.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12304.0,SZ002916,2025-08-13,SZ002916_20250304_0003,2025-03-04,2025-08-26,risk_on,162.0,162.0,inside_low_to_high,True,SZ002916_20250304_0003,162.0,162.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12306.0,SZ002916,2025-09-17,SZ002916_20250304_0003,2025-03-04,2025-08-26,risk_on,197.0,197.0,after_episode_high,False,SZ002916_20250304_0003,197.0,197.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,12334.0,SZ002920,2023-04-11,SZ002920_20230103_0005,2023-01-03,2023-07-05,risk_on,98.0,98.0,inside_low_to_high,True,SZ002920_20230103_0005,98.0,98.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12519.0,SZ300002,2023-04-03,SZ300002_20230525_0003,2023-05-25,2023-06-20,transition,-52.0,52.0,pre120_before_episode_low,True,SZ300002_20240422_0004,-385.0,385.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,12580.0,SZ300012,2020-01-22,SZ300012_20200323_0000,2020-03-23,2020-08-31,risk_off,-61.0,61.0,pre120_before_episode_low,True,SZ300012_20210302_0001,-405.0,405.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,12581.0,SZ300012,2020-03-02,SZ300012_20200323_0000,2020-03-23,2020-08-31,risk_off,-21.0,21.0,pre120_before_episode_low,True,SZ300012_20210302_0001,-365.0,365.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,12623.0,SZ300017,2025-08-11,SZ300017_20250904_0002,2025-09-04,2026-02-13,risk_on,-24.0,24.0,pre120_before_episode_low,True,SZ300017_20250904_0002,-24.0,24.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,12624.0,SZ300017,2025-10-15,SZ300017_20250904_0002,2025-09-04,2026-02-13,risk_on,41.0,41.0,inside_low_to_high,True,SZ300017_20250904_0002,41.0,41.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12657.0,SZ300024,2024-10-30,SZ300024_20250409_0006,2025-04-09,2025-08-14,risk_off,-161.0,161.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,12715.0,SZ300033,2023-02-20,SZ300033_20230310_0007,2023-03-10,2023-04-03,transition,-18.0,18.0,pre120_before_episode_low,True,SZ300033_20240422_0008,-427.0,427.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,12720.0,SZ300033,2024-05-22,SZ300033_20240422_0008,2024-04-22,2024-10-09,risk_on,30.0,30.0,inside_low_to_high,True,SZ300033_20240422_0008,30.0,30.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12721.0,SZ300033,2024-09-27,SZ300033_20240422_0008,2024-04-22,2024-10-09,risk_on,158.0,158.0,inside_low_to_high,True,SZ300033_20240422_0008,158.0,158.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,12722.0,SZ300033,2024-10-29,SZ300033_20250407_0009,2025-04-07,2025-08-18,risk_off,-160.0,160.0,before_pre120_calendar_start,False,SZ300033_20240422_0008,190.0,190.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,12802.0,SZ300054,2025-11-19,SZ300054_20251126_0002,2025-11-26,2026-05-26,transition,-7.0,7.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,12821.0,SZ300058,2023-04-13,SZ300058_20240205_0003,2024-02-05,2024-03-22,risk_off,-298.0,298.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,12834.0,SZ300058,2025-10-31,SZ300058_20250409_0005,2025-04-09,2025-08-27,risk_off,205.0,205.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,12836.0,SZ300059,2020-07-29,SZ300059_20200917_0000,2020-09-17,2021-01-25,transition,-50.0,50.0,pre120_before_episode_low,True,SZ300059_20240412_0003,-1353.0,1353.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,12856.0,SZ300059,2024-09-27,SZ300059_20240412_0003,2024-04-12,2024-10-09,risk_on,168.0,168.0,inside_low_to_high,True,SZ300059_20240412_0003,168.0,168.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13006.0,SZ300088,2021-06-23,SZ300088_20210827_0000,2021-08-27,2022-01-04,risk_on,-65.0,65.0,pre120_before_episode_low,True,SZ300088_20210827_0000,-65.0,65.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13007.0,SZ300088,2021-07-12,SZ300088_20210827_0000,2021-08-27,2022-01-04,risk_on,-46.0,46.0,pre120_before_episode_low,True,SZ300088_20210827_0000,-46.0,46.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13008.0,SZ300088,2021-09-13,SZ300088_20210827_0000,2021-08-27,2022-01-04,risk_on,17.0,17.0,inside_low_to_high,True,SZ300088_20210827_0000,17.0,17.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13099.0,SZ300118,2021-08-09,SZ300118_20211012_0006,2021-10-12,2021-11-23,transition,-64.0,64.0,pre120_before_episode_low,True,SZ300118_20210208_0005,182.0,182.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13112.0,SZ300122,2018-01-10,SZ300122_20180206_0000,2018-02-06,2018-07-16,transition,-27.0,27.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,13121.0,SZ300122,2020-02-07,SZ300122_20200317_0003,2020-03-17,2020-07-30,risk_off,-39.0,39.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,13254.0,SZ300136,2025-10-09,SZ300136_20251124_0009,2025-11-24,2026-05-25,transition,-46.0,46.0,pre120_before_episode_low,True,SZ300136_20240422_0007,535.0,535.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13255.0,SZ300136,2025-11-06,SZ300136_20251124_0009,2025-11-24,2026-05-25,transition,-18.0,18.0,pre120_before_episode_low,True,SZ300136_20240422_0007,563.0,563.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13375.0,SZ300171,2021-05-20,SZ300171_20211012_0003,2021-10-12,2021-12-16,transition,-145.0,145.0,before_pre120_calendar_start,False,SZ300171_20201119_0002,182.0,182.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13376.0,SZ300171,2021-06-09,SZ300171_20211012_0003,2021-10-12,2021-12-16,transition,-125.0,125.0,before_pre120_calendar_start,False,SZ300171_20201119_0002,202.0,202.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13560.0,SZ300223,2024-09-27,SZ300223_20250108_0006,2025-01-08,2025-03-05,risk_off,-103.0,103.0,pre120_before_episode_low,True,SZ300223_20240410_0005,170.0,170.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13568.0,SZ300223,2025-10-09,SZ300223_20251124_0008,2025-11-24,2026-05-27,transition,-46.0,46.0,pre120_before_episode_low,True,SZ300223_20240410_0005,547.0,547.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13569.0,SZ300223,2025-10-24,SZ300223_20251124_0008,2025-11-24,2026-05-27,transition,-31.0,31.0,pre120_before_episode_low,True,SZ300223_20240410_0005,562.0,562.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13570.0,SZ300223,2025-11-17,SZ300223_20251124_0008,2025-11-24,2026-05-27,transition,-7.0,7.0,pre120_before_episode_low,True,SZ300223_20240410_0005,586.0,586.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13692.0,SZ300255,2025-05-20,SZ300255_20250716_0002,2025-07-16,2025-11-03,risk_on,-57.0,57.0,pre120_before_episode_low,True,SZ300255_20250716_0002,-57.0,57.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13693.0,SZ300255,2025-06-06,SZ300255_20250716_0002,2025-07-16,2025-11-03,risk_on,-40.0,40.0,pre120_before_episode_low,True,SZ300255_20250716_0002,-40.0,40.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13694.0,SZ300255,2025-07-02,SZ300255_20250716_0002,2025-07-16,2025-11-03,risk_on,-14.0,14.0,pre120_before_episode_low,True,SZ300255_20250716_0002,-14.0,14.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13760.0,SZ300274,2024-05-15,SZ300274_20240419_0001,2024-04-19,2024-10-08,risk_on,26.0,26.0,inside_low_to_high,True,SZ300274_20240419_0001,26.0,26.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13763.0,SZ300274,2025-03-25,SZ300274_20250409_0002,2025-04-09,2025-09-29,risk_off,-15.0,15.0,pre120_before_episode_low,True,SZ300274_20240419_0001,340.0,340.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13798.0,SZ300285,2020-08-21,SZ300285_20200924_0002,2020-09-24,2021-02-18,transition,-34.0,34.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,13817.0,SZ300285,2025-09-09,SZ300285_20240918_0004,2024-09-18,2024-10-08,risk_off,356.0,356.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,13818.0,SZ300285,2025-11-11,SZ300285_20240918_0004,2024-09-18,2024-10-08,risk_off,419.0,419.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,13899.0,SZ300308,2023-01-05,SZ300308_20230316_0000,2023-03-16,2023-06-20,transition,-70.0,70.0,pre120_before_episode_low,True,SZ300308_20251015_0004,-1014.0,1014.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,13900.0,SZ300308,2023-02-02,SZ300308_20230316_0000,2023-03-16,2023-06-20,transition,-42.0,42.0,pre120_before_episode_low,True,SZ300308_20251015_0004,-986.0,986.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,13901.0,SZ300308,2023-03-03,SZ300308_20230316_0000,2023-03-16,2023-06-20,transition,-13.0,13.0,pre120_before_episode_low,True,SZ300308_20251015_0004,-957.0,957.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,13913.0,SZ300308,2025-08-05,SZ300308_20251015_0004,2025-10-15,2026-04-14,risk_on,-71.0,71.0,pre120_before_episode_low,True,SZ300308_20251015_0004,-71.0,71.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13914.0,SZ300308,2025-08-25,SZ300308_20251015_0004,2025-10-15,2026-04-14,risk_on,-51.0,51.0,pre120_before_episode_low,True,SZ300308_20251015_0004,-51.0,51.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13915.0,SZ300308,2025-09-17,SZ300308_20251015_0004,2025-10-15,2026-04-14,risk_on,-28.0,28.0,pre120_before_episode_low,True,SZ300308_20251015_0004,-28.0,28.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,13916.0,SZ300308,2025-10-21,SZ300308_20251015_0004,2025-10-15,2026-04-14,risk_on,6.0,6.0,inside_low_to_high,True,SZ300308_20251015_0004,6.0,6.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13917.0,SZ300308,2025-11-06,SZ300308_20251015_0004,2025-10-15,2026-04-14,risk_on,22.0,22.0,inside_low_to_high,True,SZ300308_20251015_0004,22.0,22.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13949.0,SZ300316,2020-08-14,SZ300316_20200724_0000,2020-07-24,2021-01-19,risk_on,21.0,21.0,inside_low_to_high,True,SZ300316_20200724_0000,21.0,21.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13950.0,SZ300316,2020-09-07,SZ300316_20200724_0000,2020-07-24,2021-01-19,risk_on,45.0,45.0,inside_low_to_high,True,SZ300316_20200724_0000,45.0,45.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13952.0,SZ300316,2020-12-02,SZ300316_20210317_0001,2021-03-17,2021-09-01,transition,-105.0,105.0,pre120_before_episode_low,True,SZ300316_20200724_0000,131.0,131.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13953.0,SZ300316,2020-12-24,SZ300316_20210317_0001,2021-03-17,2021-09-01,transition,-83.0,83.0,pre120_before_episode_low,True,SZ300316_20200724_0000,153.0,153.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,13955.0,SZ300316,2021-02-10,SZ300316_20210317_0001,2021-03-17,2021-09-01,transition,-35.0,35.0,pre120_before_episode_low,True,SZ300316_20200724_0000,201.0,201.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,13978.0,SZ300316,2025-10-24,SZ300316_20250407_0004,2025-04-07,2025-09-26,risk_off,200.0,200.0,after_episode_high,False,SZ300316_20200724_0000,1918.0,1918.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14047.0,SZ300339,2024-04-10,SZ300339_20240416_0008,2024-04-16,2024-10-15,risk_off,-6.0,6.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,14061.0,SZ300343,2021-08-24,SZ300343_20211013_0000,2021-10-13,2021-10-28,transition,-50.0,50.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,14070.0,SZ300346,2025-10-20,SZ300346_20251114_0002,2025-11-14,2026-01-16,risk_on,-25.0,25.0,pre120_before_episode_low,True,SZ300346_20251114_0002,-25.0,25.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14182.0,SZ300373,2021-11-11,SZ300373_20210917_0002,2021-09-17,2022-03-16,risk_on,55.0,55.0,inside_low_to_high,True,SZ300373_20210917_0002,55.0,55.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14194.0,SZ300373,2025-02-21,SZ300373_20250407_0004,2025-04-07,2025-09-24,risk_off,-45.0,45.0,pre120_before_episode_low,True,SZ300373_20240419_0003,308.0,308.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14195.0,SZ300373,2025-03-10,SZ300373_20250407_0004,2025-04-07,2025-09-24,risk_off,-28.0,28.0,pre120_before_episode_low,True,SZ300373_20240419_0003,325.0,325.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14224.0,SZ300383,2019-09-25,SZ300383_20191107_0001,2019-11-07,2020-03-05,risk_on,-43.0,43.0,pre120_before_episode_low,True,SZ300383_20191107_0001,-43.0,43.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14225.0,SZ300383,2019-12-17,SZ300383_20191107_0001,2019-11-07,2020-03-05,risk_on,40.0,40.0,inside_low_to_high,True,SZ300383_20191107_0001,40.0,40.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14247.0,SZ300383,2024-11-08,SZ300383_20240422_0004,2024-04-22,2024-10-08,risk_on,200.0,200.0,after_episode_high,False,SZ300383_20240422_0004,200.0,200.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14248.0,SZ300383,2024-12-03,SZ300383_20240422_0004,2024-04-22,2024-10-08,risk_on,225.0,225.0,after_episode_high,False,SZ300383_20240422_0004,225.0,225.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14249.0,SZ300383,2024-12-20,SZ300383_20240422_0004,2024-04-22,2024-10-08,risk_on,242.0,242.0,after_episode_high,False,SZ300383_20240422_0004,242.0,242.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14280.0,SZ300390,2025-10-31,SZ300390_20240423_0001,2024-04-23,2024-10-08,transition,556.0,556.0,after_episode_high,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,14299.0,SZ300394,2025-03-14,SZ300394_20250304_0003,2025-03-04,2025-08-26,risk_on,10.0,10.0,inside_low_to_high,True,SZ300394_20250304_0003,10.0,10.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14300.0,SZ300394,2025-05-29,SZ300394_20250304_0003,2025-03-04,2025-08-26,risk_on,86.0,86.0,inside_low_to_high,True,SZ300394_20250304_0003,86.0,86.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14301.0,SZ300394,2025-07-08,SZ300394_20251017_0004,2025-10-17,2026-03-02,risk_on,-101.0,101.0,pre120_before_episode_low,True,SZ300394_20251017_0004,-101.0,101.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14302.0,SZ300394,2025-08-05,SZ300394_20251017_0004,2025-10-17,2026-03-02,risk_on,-73.0,73.0,pre120_before_episode_low,True,SZ300394_20251017_0004,-73.0,73.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14303.0,SZ300394,2025-09-02,SZ300394_20251017_0004,2025-10-17,2026-03-02,risk_on,-45.0,45.0,pre120_before_episode_low,True,SZ300394_20251017_0004,-45.0,45.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14304.0,SZ300394,2025-11-07,SZ300394_20251017_0004,2025-10-17,2026-03-02,risk_on,21.0,21.0,inside_low_to_high,True,SZ300394_20251017_0004,21.0,21.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14317.0,SZ300395,2025-02-26,SZ300395_20241125_0002,2024-11-25,2025-04-11,risk_on,93.0,93.0,inside_low_to_high,True,SZ300395_20241125_0002,93.0,93.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14318.0,SZ300395,2025-04-01,SZ300395_20250613_0003,2025-06-13,2025-08-29,risk_on,-73.0,73.0,pre120_before_episode_low,True,SZ300395_20250613_0003,-73.0,73.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14319.0,SZ300395,2025-06-25,SZ300395_20250613_0003,2025-06-13,2025-08-29,risk_on,12.0,12.0,inside_low_to_high,True,SZ300395_20250613_0003,12.0,12.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14320.0,SZ300395,2025-07-11,SZ300395_20250613_0003,2025-06-13,2025-08-29,risk_on,28.0,28.0,inside_low_to_high,True,SZ300395_20250613_0003,28.0,28.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14368.0,SZ300408,2025-10-29,SZ300408_20251124_0007,2025-11-24,2026-05-27,transition,-26.0,26.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,14376.0,SZ300413,2020-01-03,SZ300413_20200313_0002,2020-03-13,2020-07-13,transition,-70.0,70.0,pre120_before_episode_low,True,SZ300413_20200820_0003,-230.0,230.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,14377.0,SZ300413,2020-02-10,SZ300413_20200313_0002,2020-03-13,2020-07-13,transition,-32.0,32.0,pre120_before_episode_low,True,SZ300413_20200820_0003,-192.0,192.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,14412.0,SZ300418,2023-04-17,SZ300418_20221011_0000,2022-10-11,2023-04-06,risk_off,188.0,188.0,after_episode_high,False,SZ300418_20251114_0004,-942.0,942.0,before_pre120_calendar_start,False,,,,,,,,
11a2_row_to_06_episode,14458.0,SZ300438,2025-10-31,,,,,,,no_same_instrument_episode,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,14470.0,SZ300442,2024-10-21,SZ300442_20241125_0003,2024-11-25,2025-02-24,risk_on,-35.0,35.0,pre120_before_episode_low,True,SZ300442_20241125_0003,-35.0,35.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14471.0,SZ300442,2024-11-13,SZ300442_20241125_0003,2024-11-25,2025-02-24,risk_on,-12.0,12.0,pre120_before_episode_low,True,SZ300442_20241125_0003,-12.0,12.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14472.0,SZ300442,2024-12-02,SZ300442_20241125_0003,2024-11-25,2025-02-24,risk_on,7.0,7.0,inside_low_to_high,True,SZ300442_20241125_0003,7.0,7.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14499.0,SZ300450,2025-03-07,SZ300450_20250409_0003,2025-04-09,2025-09-25,risk_off,-33.0,33.0,pre120_before_episode_low,True,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,14513.0,SZ300454,2024-09-27,SZ300454_20250108_0002,2025-01-08,2025-03-07,risk_off,-103.0,103.0,pre120_before_episode_low,True,SZ300454_20240422_0001,158.0,158.0,inside_low_to_high,True,,,,,,,,
11a2_row_to_06_episode,14514.0,SZ300454,2024-11-12,SZ300454_20250108_0002,2025-01-08,2025-03-07,risk_off,-57.0,57.0,pre120_before_episode_low,True,SZ300454_20240422_0001,204.0,204.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14515.0,SZ300454,2024-11-29,SZ300454_20250108_0002,2025-01-08,2025-03-07,risk_off,-40.0,40.0,pre120_before_episode_low,True,SZ300454_20240422_0001,221.0,221.0,after_episode_high,False,,,,,,,,
11a2_row_to_06_episode,14521.0,SZ300454,2025-09-15,SZ300454_20251017_0004,2025-10-17,2026-01-28,risk_on,-32.0,32.0,pre120_before_episode_low,True,SZ300454_20251017_0004,-32.0,32.0,pre120_before_episode_low,True,,,,,,,,
11a2_row_to_06_episode,14605.0,SZ300474,2023-01-19,SZ300474_20240205_0000,2024-02-05,2024-03-13,risk_off,-382.0,382.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
11a2_row_to_06_episode,14606.0,SZ300474,2023-03-01,SZ300474_20240205_0000,2024-02-05,2024-03-13,risk_off,-341.0,341.0,before_pre120_calendar_start,False,,,,no_same_instrument_episode,False,,,,,,,,
