arm_id,split,split_basis,window_id,event_n,event_inside_window_n,event_precision,outside_event_rate,event_before_pre120_calendar_start_n,event_pre120_before_episode_low_n,event_inside_low_to_high_n,event_after_episode_high_n,event_before_pre120_calendar_start_rate,event_pre120_before_episode_low_rate,event_inside_low_to_high_rate,event_after_episode_high_rate,median_event_minus_low_days_for_matched_events,split_mismatch_candidate_n,precision_status
08_R6_event_regime_gated_raw,all,event_split,pre120_calendar_to_high,16204,1533,0.0946062700567761,0.9053937299432239,3053,588,943,2233,0.1884102690693656,0.0362873364601333,0.05819550728215255,0.13780548012836336,-52.0,0,ok
08_R6_event_regime_gated_raw,all,event_split,low_to_high,16204,971,0.05992347568501605,0.940076524314984,3053,588,943,2233,0.1884102690693656,0.0362873364601333,0.05819550728215255,0.13780548012836336,-52.0,0,ok
08_R6_event_regime_gated_raw,all,event_split,low_to_first_50pct,16204,971,0.05992347568501605,0.940076524314984,3053,588,943,2233,0.1884102690693656,0.0362873364601333,0.05819550728215255,0.13780548012836336,-52.0,0,ok
08_R6_event_regime_gated_raw,train,event_split,pre120_calendar_to_high,7978,866,0.10854850839809477,0.8914514916019052,1055,322,543,492,0.1322386563048383,0.04036099273000752,0.06806217097016797,0.061669591376284784,-66.0,0,ok
08_R6_event_regime_gated_raw,train,event_split,low_to_high,7978,560,0.0701930308347957,0.9298069691652043,1055,322,543,492,0.1322386563048383,0.04036099273000752,0.06806217097016797,0.061669591376284784,-66.0,0,ok
08_R6_event_regime_gated_raw,train,event_split,low_to_first_50pct,7978,560,0.0701930308347957,0.9298069691652043,1055,322,543,492,0.1322386563048383,0.04036099273000752,0.06806217097016797,0.061669591376284784,-66.0,0,ok
08_R6_event_regime_gated_raw,validation,event_split,pre120_calendar_to_high,3897,77,0.019758788811906593,0.9802412111880934,37,24,53,63,0.009494482935591481,0.006158583525789068,0.013600205286117526,0.016166281755196306,73.0,0,ok
08_R6_event_regime_gated_raw,validation,event_split,low_to_high,3897,53,0.013600205286117526,0.9863997947138825,37,24,53,63,0.009494482935591481,0.006158583525789068,0.013600205286117526,0.016166281755196306,73.0,0,ok
08_R6_event_regime_gated_raw,validation,event_split,low_to_first_50pct,3897,53,0.013600205286117526,0.9863997947138825,37,24,53,63,0.009494482935591481,0.006158583525789068,0.013600205286117526,0.016166281755196306,73.0,0,ok
08_R6_event_regime_gated_raw,robustness,event_split,pre120_calendar_to_high,4329,571,0.1319011319011319,0.8680988680988682,450,242,328,242,0.10395010395010396,0.0559020559020559,0.07576807576807577,0.0559020559020559,-43.5,0,ok
08_R6_event_regime_gated_raw,robustness,event_split,low_to_high,4329,339,0.07830907830907831,0.9216909216909217,450,242,328,242,0.10395010395010396,0.0559020559020559,0.07576807576807577,0.0559020559020559,-43.5,0,ok
08_R6_event_regime_gated_raw,robustness,event_split,low_to_first_50pct,4329,339,0.07830907830907831,0.9216909216909217,450,242,328,242,0.10395010395010396,0.0559020559020559,0.07576807576807577,0.0559020559020559,-43.5,0,ok
08_R_core_event_regime_gated_raw,all,event_split,pre120_calendar_to_high,47914,4842,0.10105605877196644,0.8989439412280336,9051,1864,2971,6625,0.18890094753099304,0.0389030346036649,0.06200692908127061,0.13826856451141628,-48.0,0,ok
08_R_core_event_regime_gated_raw,all,event_split,low_to_high,47914,3064,0.06394790666611011,0.9360520933338898,9051,1864,2971,6625,0.18890094753099304,0.0389030346036649,0.06200692908127061,0.13826856451141628,-48.0,0,ok
08_R_core_event_regime_gated_raw,all,event_split,low_to_first_50pct,47914,3064,0.06394790666611011,0.9360520933338898,9051,1864,2971,6625,0.18890094753099304,0.0389030346036649,0.06200692908127061,0.13826856451141628,-48.0,0,ok
08_R_core_event_regime_gated_raw,train,event_split,pre120_calendar_to_high,24292,2792,0.11493495801086777,0.8850650419891323,3149,1026,1761,1546,0.12963115428947802,0.04223612712003952,0.0724930018112959,0.06364235139140458,-56.0,0,ok
08_R_core_event_regime_gated_raw,train,event_split,low_to_high,24292,1821,0.07496295076568417,0.9250370492343158,3149,1026,1761,1546,0.12963115428947802,0.04223612712003952,0.0724930018112959,0.06364235139140458,-56.0,0,ok
08_R_core_event_regime_gated_raw,train,event_split,low_to_first_50pct,24292,1821,0.07496295076568417,0.9250370492343158,3149,1026,1761,1546,0.12963115428947802,0.04223612712003952,0.0724930018112959,0.06364235139140458,-56.0,0,ok
08_R_core_event_regime_gated_raw,validation,event_split,pre120_calendar_to_high,10667,231,0.02165557326333552,0.9783444267366644,109,79,152,163,0.010218430674041436,0.00740601856191994,0.014249554701415581,0.015280772475860129,57.0,0,ok
08_R_core_event_regime_gated_raw,validation,event_split,low_to_high,10667,152,0.014249554701415581,0.9857504452985845,109,79,152,163,0.010218430674041436,0.00740601856191994,0.014249554701415581,0.015280772475860129,57.0,0,ok
08_R_core_event_regime_gated_raw,validation,event_split,low_to_first_50pct,10667,152,0.014249554701415581,0.9857504452985845,109,79,152,163,0.010218430674041436,0.00740601856191994,0.014249554701415581,0.015280772475860129,57.0,0,ok
08_R_core_event_regime_gated_raw,robustness,event_split,pre120_calendar_to_high,12955,1749,0.1350057892705519,0.8649942107294482,1328,759,988,768,0.10250868390582786,0.058587417985333845,0.07626399073716712,0.0592821304515631,-36.0,0,ok
08_R_core_event_regime_gated_raw,robustness,event_split,low_to_high,12955,1021,0.07881126978000771,0.9211887302199923,1328,759,988,768,0.10250868390582786,0.058587417985333845,0.07626399073716712,0.0592821304515631,-36.0,0,ok
08_R_core_event_regime_gated_raw,robustness,event_split,low_to_first_50pct,12955,1021,0.07881126978000771,0.9211887302199923,1328,759,988,768,0.10250868390582786,0.058587417985333845,0.07626399073716712,0.0592821304515631,-36.0,0,ok
10A_same_instrument_cooldown_10d_r_core,all,event_split,pre120_calendar_to_high,15802,1611,0.10194912036451081,0.8980508796354891,2862,672,936,2197,0.18111631439058348,0.04252626249841792,0.059233008479939245,0.13903303379319074,-39.0,0,ok
10A_same_instrument_cooldown_10d_r_core,all,event_split,low_to_high,15802,968,0.06125806859891153,0.9387419314010885,2862,672,936,2197,0.18111631439058348,0.04252626249841792,0.059233008479939245,0.13903303379319074,-39.0,0,ok
10A_same_instrument_cooldown_10d_r_core,all,event_split,low_to_first_50pct,15802,968,0.06125806859891153,0.9387419314010885,2862,672,936,2197,0.18111631439058348,0.04252626249841792,0.059233008479939245,0.13903303379319074,-39.0,0,ok
10A_same_instrument_cooldown_10d_r_core,train,event_split,pre120_calendar_to_high,8318,889,0.10687665304159653,0.8931233469584035,1029,332,555,555,0.12370762202452512,0.03991344073094494,0.06672276989660976,0.06672276989660976,-47.0,0,ok
10A_same_instrument_cooldown_10d_r_core,train,event_split,low_to_high,8318,575,0.06912719403702813,0.9308728059629718,1029,332,555,555,0.12370762202452512,0.03991344073094494,0.06672276989660976,0.06672276989660976,-47.0,0,ok
10A_same_instrument_cooldown_10d_r_core,train,event_split,low_to_first_50pct,8318,575,0.06912719403702813,0.9308728059629718,1029,332,555,555,0.12370762202452512,0.03991344073094494,0.06672276989660976,0.06672276989660976,-47.0,0,ok
10A_same_instrument_cooldown_10d_r_core,validation,event_split,pre120_calendar_to_high,2514,68,0.027048528241845664,0.9729514717581543,20,28,40,28,0.007955449482895784,0.011137629276054098,0.015910898965791568,0.011137629276054098,25.5,0,ok
10A_same_instrument_cooldown_10d_r_core,validation,event_split,low_to_high,2514,40,0.015910898965791568,0.9840891010342084,20,28,40,28,0.007955449482895784,0.011137629276054098,0.015910898965791568,0.011137629276054098,25.5,0,ok
10A_same_instrument_cooldown_10d_r_core,validation,event_split,low_to_first_50pct,2514,40,0.015910898965791568,0.9840891010342084,20,28,40,28,0.007955449482895784,0.011137629276054098,0.015910898965791568,0.011137629276054098,25.5,0,ok
10A_same_instrument_cooldown_10d_r_core,robustness,event_split,pre120_calendar_to_high,4970,649,0.13058350100603622,0.8694164989939638,453,312,336,327,0.09114688128772636,0.06277665995975855,0.0676056338028169,0.06579476861167002,-27.5,0,ok
10A_same_instrument_cooldown_10d_r_core,robustness,event_split,low_to_high,4970,348,0.07002012072434607,0.929979879275654,453,312,336,327,0.09114688128772636,0.06277665995975855,0.0676056338028169,0.06579476861167002,-27.5,0,ok
10A_same_instrument_cooldown_10d_r_core,robustness,event_split,low_to_first_50pct,4970,348,0.07002012072434607,0.929979879275654,453,312,336,327,0.09114688128772636,0.06277665995975855,0.0676056338028169,0.06579476861167002,-27.5,0,ok
10B_keep_9400_rejected_fast_fail_bucket,all,event_split,pre120_calendar_to_high,950,90,0.09473684210526316,0.9052631578947369,166,43,47,146,0.17473684210526316,0.045263157894736845,0.049473684210526316,0.15368421052631578,-21.5,0,ok
10B_keep_9400_rejected_fast_fail_bucket,all,event_split,low_to_high,950,50,0.05263157894736842,0.9473684210526316,166,43,47,146,0.17473684210526316,0.045263157894736845,0.049473684210526316,0.15368421052631578,-21.5,0,ok
10B_keep_9400_rejected_fast_fail_bucket,all,event_split,low_to_first_50pct,950,50,0.05263157894736842,0.9473684210526316,166,43,47,146,0.17473684210526316,0.045263157894736845,0.049473684210526316,0.15368421052631578,-21.5,0,ok
10B_keep_9400_rejected_fast_fail_bucket,train,event_split,pre120_calendar_to_high,500,61,0.122,0.878,70,24,37,44,0.14,0.048,0.074,0.088,-35.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,train,event_split,low_to_high,500,39,0.078,0.922,70,24,37,44,0.14,0.048,0.074,0.088,-35.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,train,event_split,low_to_first_50pct,500,39,0.078,0.922,70,24,37,44,0.14,0.048,0.074,0.088,-35.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,validation,event_split,pre120_calendar_to_high,151,5,0.033112582781456956,0.9668874172185431,1,4,1,1,0.006622516556291391,0.026490066225165563,0.006622516556291391,0.006622516556291391,-26.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,validation,event_split,low_to_high,151,1,0.006622516556291391,0.9933774834437086,1,4,1,1,0.006622516556291391,0.026490066225165563,0.006622516556291391,0.006622516556291391,-26.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,validation,event_split,low_to_first_50pct,151,1,0.006622516556291391,0.9933774834437086,1,4,1,1,0.006622516556291391,0.026490066225165563,0.006622516556291391,0.006622516556291391,-26.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,robustness,event_split,pre120_calendar_to_high,299,23,0.07692307692307693,0.9230769230769231,41,15,8,25,0.13712374581939799,0.05016722408026756,0.026755852842809364,0.08361204013377926,-87.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,robustness,event_split,low_to_high,299,9,0.030100334448160536,0.9698996655518395,41,15,8,25,0.13712374581939799,0.05016722408026756,0.026755852842809364,0.08361204013377926,-87.0,0,ok
10B_keep_9400_rejected_fast_fail_bucket,robustness,event_split,low_to_first_50pct,299,9,0.030100334448160536,0.9698996655518395,41,15,8,25,0.13712374581939799,0.05016722408026756,0.026755852842809364,0.08361204013377926,-87.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,all,event_split,pre120_calendar_to_high,14852,1521,0.10241044977107461,0.8975895502289254,2696,629,889,2051,0.18152437382170752,0.04235119849178562,0.0598572582817129,0.13809587934284945,-41.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,all,event_split,low_to_high,14852,918,0.06180985725828171,0.9381901427417183,2696,629,889,2051,0.18152437382170752,0.04235119849178562,0.0598572582817129,0.13809587934284945,-41.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,all,event_split,low_to_first_50pct,14852,918,0.06180985725828171,0.9381901427417183,2696,629,889,2051,0.18152437382170752,0.04235119849178562,0.0598572582817129,0.13809587934284945,-41.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,train,event_split,pre120_calendar_to_high,7818,828,0.10590943975441289,0.8940905602455871,959,308,518,511,0.12266564338705552,0.039396265029419286,0.06625735482220517,0.06536198516244564,-48.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,train,event_split,low_to_high,7818,536,0.0685597339473011,0.9314402660526989,959,308,518,511,0.12266564338705552,0.039396265029419286,0.06625735482220517,0.06536198516244564,-48.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,train,event_split,low_to_first_50pct,7818,536,0.0685597339473011,0.9314402660526989,959,308,518,511,0.12266564338705552,0.039396265029419286,0.06625735482220517,0.06536198516244564,-48.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,validation,event_split,pre120_calendar_to_high,2363,63,0.026661024121878967,0.973338975878121,19,24,39,27,0.008040626322471435,0.010156580617858655,0.016504443504020312,0.011426153195090986,27.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,validation,event_split,low_to_high,2363,39,0.016504443504020312,0.9834955564959796,19,24,39,27,0.008040626322471435,0.010156580617858655,0.016504443504020312,0.011426153195090986,27.0,0,ok
10B_keep_9400_retained_after_fast_fail_gate,validation,event_split,low_to_first_50pct,2363,39,0.016504443504020312,0.9834955564959796,19,24,39,27,0.008040626322471435,0.010156580617858655,0.016504443504020312,0.011426153195090986,27.0,0,ok
