arm_id,event_key,source_row_n,canonical_event_id_n,input_event_key_n,sample_id_n,representative_event_key,collapse_status,duplicate_reason,uniqueness_status
08_R6_event_regime_gated_raw,SH601878_20230728_risk_on_transition_union,1,1,1,1,SH601878_20230728_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601878_20230829_risk_on_transition_union,1,1,1,1,SH601878_20230829_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601878_20231106_risk_on_transition_union,1,1,1,1,SH601878_20231106_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601878_20231211_risk_on_transition_union,1,1,1,1,SH601878_20231211_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601878_20240326_risk_on_transition_union,1,1,1,1,SH601878_20240326_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601878_20240510_risk_on_transition_union,1,1,1,1,SH601878_20240510_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601878_20240731_risk_on_transition_union,1,1,1,1,SH601878_20240731_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601878_20240926_risk_on_transition_union,1,1,1,1,SH601878_20240926_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20190401_risk_on_transition_union,1,1,1,1,SH601880_20190401_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20191025_risk_on_transition_union,1,1,1,1,SH601880_20191025_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20191203_risk_on_transition_union,1,1,1,1,SH601880_20191203_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20200713_risk_on_transition_union,1,1,1,1,SH601880_20200713_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20200911_risk_on_transition_union,1,1,1,1,SH601880_20200911_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20201118_risk_on_transition_union,1,1,1,1,SH601880_20201118_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20210331_risk_on_transition_union,1,1,1,1,SH601880_20210331_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20210923_risk_on_transition_union,1,1,1,1,SH601880_20210923_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20211221_risk_on_transition_union,1,1,1,1,SH601880_20211221_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20220208_risk_on_transition_union,1,1,1,1,SH601880_20220208_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20220726_risk_on_transition_union,1,1,1,1,SH601880_20220726_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20230315_risk_on_transition_union,1,1,1,1,SH601880_20230315_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20230818_risk_on_transition_union,1,1,1,1,SH601880_20230818_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20241104_risk_on_transition_union,1,1,1,1,SH601880_20241104_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20241202_risk_on_transition_union,1,1,1,1,SH601880_20241202_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601880_20250917_risk_on_transition_union,1,1,1,1,SH601880_20250917_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20221205_risk_on_transition_union,1,1,1,1,SH601881_20221205_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20230317_risk_on_transition_union,1,1,1,1,SH601881_20230317_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20230428_risk_on_transition_union,1,1,1,1,SH601881_20230428_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20230713_risk_on_transition_union,1,1,1,1,SH601881_20230713_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20231030_risk_on_transition_union,1,1,1,1,SH601881_20231030_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20240318_risk_on_transition_union,1,1,1,1,SH601881_20240318_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20240522_risk_on_transition_union,1,1,1,1,SH601881_20240522_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20240924_risk_on_transition_union,1,1,1,1,SH601881_20240924_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20241107_risk_on_transition_union,1,1,1,1,SH601881_20241107_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20241224_risk_on_transition_union,1,1,1,1,SH601881_20241224_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20250226_risk_on_transition_union,1,1,1,1,SH601881_20250226_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20250609_risk_on_transition_union,1,1,1,1,SH601881_20250609_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601881_20251027_risk_on_transition_union,1,1,1,1,SH601881_20251027_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20180117_risk_on_transition_union,1,1,1,1,SH601888_20180117_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20180222_risk_on_transition_union,1,1,1,1,SH601888_20180222_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20180507_risk_on_transition_union,1,1,1,1,SH601888_20180507_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20181213_risk_on_transition_union,1,1,1,1,SH601888_20181213_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20190402_risk_on_transition_union,1,1,1,1,SH601888_20190402_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20190621_risk_on_transition_union,1,1,1,1,SH601888_20190621_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20190725_risk_on_transition_union,1,1,1,1,SH601888_20190725_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20190827_risk_on_transition_union,1,1,1,1,SH601888_20190827_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20191010_risk_on_transition_union,1,1,1,1,SH601888_20191010_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20200417_risk_on_transition_union,1,1,1,1,SH601888_20200417_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20200526_risk_on_transition_union,1,1,1,1,SH601888_20200526_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20200630_risk_on_transition_union,1,1,1,1,SH601888_20200630_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20200728_risk_on_transition_union,1,1,1,1,SH601888_20200728_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20200914_risk_on_transition_union,1,1,1,1,SH601888_20200914_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20201214_risk_on_transition_union,1,1,1,1,SH601888_20201214_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20210112_risk_on_transition_union,1,1,1,1,SH601888_20210112_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20210209_risk_on_transition_union,1,1,1,1,SH601888_20210209_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20210401_risk_on_transition_union,1,1,1,1,SH601888_20210401_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20210514_risk_on_transition_union,1,1,1,1,SH601888_20210514_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20210930_risk_on_transition_union,1,1,1,1,SH601888_20210930_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20211227_risk_on_transition_union,1,1,1,1,SH601888_20211227_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20220208_risk_on_transition_union,1,1,1,1,SH601888_20220208_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20220623_risk_on_transition_union,1,1,1,1,SH601888_20220623_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20220722_risk_on_transition_union,1,1,1,1,SH601888_20220722_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20221129_risk_on_transition_union,1,1,1,1,SH601888_20221129_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20221227_risk_on_transition_union,1,1,1,1,SH601888_20221227_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20230728_risk_on_transition_union,1,1,1,1,SH601888_20230728_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20240522_risk_on_transition_union,1,1,1,1,SH601888_20240522_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20240719_risk_on_transition_union,1,1,1,1,SH601888_20240719_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20241202_risk_on_transition_union,1,1,1,1,SH601888_20241202_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20250414_risk_on_transition_union,1,1,1,1,SH601888_20250414_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20250724_risk_on_transition_union,1,1,1,1,SH601888_20250724_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601888_20251106_risk_on_transition_union,1,1,1,1,SH601888_20251106_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20180117_risk_on_transition_union,1,1,1,1,SH601898_20180117_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20180507_risk_on_transition_union,1,1,1,1,SH601898_20180507_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20190902_risk_on_transition_union,1,1,1,1,SH601898_20190902_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20191025_risk_on_transition_union,1,1,1,1,SH601898_20191025_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20191129_risk_on_transition_union,1,1,1,1,SH601898_20191129_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20201109_risk_on_transition_union,1,1,1,1,SH601898_20201109_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20210112_risk_on_transition_union,1,1,1,1,SH601898_20210112_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20210301_risk_on_transition_union,1,1,1,1,SH601898_20210301_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20210330_risk_on_transition_union,1,1,1,1,SH601898_20210330_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20210428_risk_on_transition_union,1,1,1,1,SH601898_20210428_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20210623_risk_on_transition_union,1,1,1,1,SH601898_20210623_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20210902_risk_on_transition_union,1,1,1,1,SH601898_20210902_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20211011_risk_on_transition_union,1,1,1,1,SH601898_20211011_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20211216_risk_on_transition_union,1,1,1,1,SH601898_20211216_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20220208_risk_on_transition_union,1,1,1,1,SH601898_20220208_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20220610_risk_on_transition_union,1,1,1,1,SH601898_20220610_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20220822_risk_on_transition_union,1,1,1,1,SH601898_20220822_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20230315_risk_on_transition_union,1,1,1,1,SH601898_20230315_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20230428_risk_on_transition_union,1,1,1,1,SH601898_20230428_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20230703_risk_on_transition_union,1,1,1,1,SH601898_20230703_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20230901_risk_on_transition_union,1,1,1,1,SH601898_20230901_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20231109_risk_on_transition_union,1,1,1,1,SH601898_20231109_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20231211_risk_on_transition_union,1,1,1,1,SH601898_20231211_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20240530_risk_on_transition_union,1,1,1,1,SH601898_20240530_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20240924_risk_on_transition_union,1,1,1,1,SH601898_20240924_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20241205_risk_on_transition_union,1,1,1,1,SH601898_20241205_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20250414_risk_on_transition_union,1,1,1,1,SH601898_20250414_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20250703_risk_on_transition_union,1,1,1,1,SH601898_20250703_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20250804_risk_on_transition_union,1,1,1,1,SH601898_20250804_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20251015_risk_on_transition_union,1,1,1,1,SH601898_20251015_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601898_20251119_risk_on_transition_union,1,1,1,1,SH601898_20251119_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20220126_risk_on_transition_union,1,1,1,1,SH601899_20220126_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20220303_risk_on_transition_union,1,1,1,1,SH601899_20220303_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20220811_risk_on_transition_union,1,1,1,1,SH601899_20220811_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20221115_risk_on_transition_union,1,1,1,1,SH601899_20221115_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20221214_risk_on_transition_union,1,1,1,1,SH601899_20221214_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20230113_risk_on_transition_union,1,1,1,1,SH601899_20230113_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20230313_risk_on_transition_union,1,1,1,1,SH601899_20230313_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20230417_risk_on_transition_union,1,1,1,1,SH601899_20230417_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20230613_risk_on_transition_union,1,1,1,1,SH601899_20230613_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20230713_risk_on_transition_union,1,1,1,1,SH601899_20230713_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20230901_risk_on_transition_union,1,1,1,1,SH601899_20230901_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20231103_risk_on_transition_union,1,1,1,1,SH601899_20231103_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20240306_risk_on_transition_union,1,1,1,1,SH601899_20240306_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20240403_risk_on_transition_union,1,1,1,1,SH601899_20240403_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20240701_risk_on_transition_union,1,1,1,1,SH601899_20240701_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20241210_risk_on_transition_union,1,1,1,1,SH601899_20241210_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20250114_risk_on_transition_union,1,1,1,1,SH601899_20250114_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20250414_risk_on_transition_union,1,1,1,1,SH601899_20250414_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20250611_risk_on_transition_union,1,1,1,1,SH601899_20250611_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20250807_risk_on_transition_union,1,1,1,1,SH601899_20250807_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20250905_risk_on_transition_union,1,1,1,1,SH601899_20250905_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601899_20251015_risk_on_transition_union,1,1,1,1,SH601899_20251015_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20181115_risk_on_transition_union,1,1,1,1,SH601901_20181115_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20190225_risk_on_transition_union,1,1,1,1,SH601901_20190225_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20190424_risk_on_transition_union,1,1,1,1,SH601901_20190424_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20190924_risk_on_transition_union,1,1,1,1,SH601901_20190924_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20191203_risk_on_transition_union,1,1,1,1,SH601901_20191203_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20200102_risk_on_transition_union,1,1,1,1,SH601901_20200102_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20200703_risk_on_transition_union,1,1,1,1,SH601901_20200703_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20201028_risk_on_transition_union,1,1,1,1,SH601901_20201028_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20201231_risk_on_transition_union,1,1,1,1,SH601901_20201231_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20210322_risk_on_transition_union,1,1,1,1,SH601901_20210322_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20210428_risk_on_transition_union,1,1,1,1,SH601901_20210428_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20220614_risk_on_transition_union,1,1,1,1,SH601901_20220614_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20220817_risk_on_transition_union,1,1,1,1,SH601901_20220817_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20221115_risk_on_transition_union,1,1,1,1,SH601901_20221115_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20230403_risk_on_transition_union,1,1,1,1,SH601901_20230403_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20230725_risk_on_transition_union,1,1,1,1,SH601901_20230725_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20231030_risk_on_transition_union,1,1,1,1,SH601901_20231030_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20240318_risk_on_transition_union,1,1,1,1,SH601901_20240318_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20240426_risk_on_transition_union,1,1,1,1,SH601901_20240426_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601901_20240924_risk_on_transition_union,1,1,1,1,SH601901_20240924_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601908_20210105_risk_on_transition_union,1,1,1,1,SH601908_20210105_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601908_20210326_risk_on_transition_union,1,1,1,1,SH601908_20210326_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601908_20210625_risk_on_transition_union,1,1,1,1,SH601908_20210625_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601908_20210804_risk_on_transition_union,1,1,1,1,SH601908_20210804_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601908_20210902_risk_on_transition_union,1,1,1,1,SH601908_20210902_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601908_20211123_risk_on_transition_union,1,1,1,1,SH601908_20211123_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20220208_risk_on_transition_union,1,1,1,1,SH601916_20220208_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20230426_risk_on_transition_union,1,1,1,1,SH601916_20230426_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20240326_risk_on_transition_union,1,1,1,1,SH601916_20240326_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20240715_risk_on_transition_union,1,1,1,1,SH601916_20240715_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20241205_risk_on_transition_union,1,1,1,1,SH601916_20241205_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20250327_risk_on_transition_union,1,1,1,1,SH601916_20250327_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20250529_risk_on_transition_union,1,1,1,1,SH601916_20250529_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20250703_risk_on_transition_union,1,1,1,1,SH601916_20250703_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601916_20251125_risk_on_transition_union,1,1,1,1,SH601916_20251125_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601918_20240604_risk_on_transition_union,1,1,1,1,SH601918_20240604_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20240426_risk_on_transition_union,1,1,1,1,SH601919_20240426_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20240530_risk_on_transition_union,1,1,1,1,SH601919_20240530_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20240701_risk_on_transition_union,1,1,1,1,SH601919_20240701_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20240924_risk_on_transition_union,1,1,1,1,SH601919_20240924_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20241224_risk_on_transition_union,1,1,1,1,SH601919_20241224_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20250327_risk_on_transition_union,1,1,1,1,SH601919_20250327_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20250508_risk_on_transition_union,1,1,1,1,SH601919_20250508_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601919_20251106_risk_on_transition_union,1,1,1,1,SH601919_20251106_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20181115_risk_on_transition_union,1,1,1,1,SH601928_20181115_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20181213_risk_on_transition_union,1,1,1,1,SH601928_20181213_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20190218_risk_on_transition_union,1,1,1,1,SH601928_20190218_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20190621_risk_on_transition_union,1,1,1,1,SH601928_20190621_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20190819_risk_on_transition_union,1,1,1,1,SH601928_20190819_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20200529_risk_on_transition_union,1,1,1,1,SH601928_20200529_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20230330_risk_on_transition_union,1,1,1,1,SH601928_20230330_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20230428_risk_on_transition_union,1,1,1,1,SH601928_20230428_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20230613_risk_on_transition_union,1,1,1,1,SH601928_20230613_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20230829_risk_on_transition_union,1,1,1,1,SH601928_20230829_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20231109_risk_on_transition_union,1,1,1,1,SH601928_20231109_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20231212_risk_on_transition_union,1,1,1,1,SH601928_20231212_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20240229_risk_on_transition_union,1,1,1,1,SH601928_20240229_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20240401_risk_on_transition_union,1,1,1,1,SH601928_20240401_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20240527_risk_on_transition_union,1,1,1,1,SH601928_20240527_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20240626_risk_on_transition_union,1,1,1,1,SH601928_20240626_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20241210_risk_on_transition_union,1,1,1,1,SH601928_20241210_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20250124_risk_on_transition_union,1,1,1,1,SH601928_20250124_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601928_20250414_risk_on_transition_union,1,1,1,1,SH601928_20250414_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20180117_risk_on_transition_union,1,1,1,1,SH601933_20180117_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20180222_risk_on_transition_union,1,1,1,1,SH601933_20180222_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20181213_risk_on_transition_union,1,1,1,1,SH601933_20181213_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20190118_risk_on_transition_union,1,1,1,1,SH601933_20190118_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20190418_risk_on_transition_union,1,1,1,1,SH601933_20190418_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20190819_risk_on_transition_union,1,1,1,1,SH601933_20190819_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20200106_risk_on_transition_union,1,1,1,1,SH601933_20200106_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20200212_risk_on_transition_union,1,1,1,1,SH601933_20200212_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20200407_risk_on_transition_union,1,1,1,1,SH601933_20200407_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20211104_risk_on_transition_union,1,1,1,1,SH601933_20211104_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20220112_risk_on_transition_union,1,1,1,1,SH601933_20220112_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20221209_risk_on_transition_union,1,1,1,1,SH601933_20221209_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20230725_risk_on_transition_union,1,1,1,1,SH601933_20230725_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20240926_risk_on_transition_union,1,1,1,1,SH601933_20240926_risk_on_transition_union,unique,,pass
08_R6_event_regime_gated_raw,SH601933_20241031_risk_on_transition_union,1,1,1,1,SH601933_20241031_risk_on_transition_union,unique,,pass
