oracle_id,oracle_variant_id,split_bucket,cost_bps,q_defend,primary_variant,bootstrap_family,bootstrap_primary_role,cluster_key,cluster_n,bootstrap_iterations,random_seed,observed_mean_incremental_return,ci_low,ci_mid,ci_high,ci_alpha,bootstrap_family_status,bootstrap_gate,blocking_reason
O2,O2_dd_10pct_primary,validation,0,0.0,True,instrument,primary_required,instrument,41,1000,1631383451,0.0293182730106915,0.022766530041306066,0.02899028165133149,0.03480766524639133,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.0,True,calendar_month,primary_required,calendar_month,52,1000,4236779385,0.0293182730106915,0.021294159040712506,0.029352783063327767,0.03895975431711584,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.0,True,calendar_quarter,readout_only,calendar_quarter,18,1000,3961977994,0.0293182730106915,0.02039532079610491,0.02917564577825784,0.040350662427621274,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,0,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,77760874,0.0192363200232873,0.018359814568560815,0.019246195992829986,0.020210663812668738,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,0,0.25,True,instrument,primary_required,instrument,590,1000,1378134286,0.0192363200232873,0.01831013934772765,0.01924036688580471,0.02007334027637027,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,0,0.25,True,calendar_month,primary_required,calendar_month,100,1000,1228899913,0.0192363200232873,0.015180125479083154,0.01915744593577065,0.023729061876473643,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,0,0.25,True,calendar_quarter,readout_only,calendar_quarter,34,1000,2353877708,0.0192363200232873,0.014600556081065991,0.019094768698658532,0.024360683006189408,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,4088988256,0.014673386243904551,0.012880548666037236,0.014703379314377277,0.016470812630907602,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.25,True,instrument,primary_required,instrument,195,1000,2115997704,0.014673386243904551,0.01280338360516686,0.014660068280404934,0.016505521609191384,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.25,True,calendar_month,primary_required,calendar_month,26,1000,593823969,0.014673386243904551,0.009082774874540742,0.014613551527973945,0.020843518402095813,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.25,True,calendar_quarter,readout_only,calendar_quarter,10,1000,3873805916,0.014673386243904551,0.008156736835196096,0.014500773778944969,0.021524152190382027,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,0,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,2145134835,0.021988704758018625,0.016851893198830552,0.022027171069895102,0.02645909740757728,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.25,True,instrument,primary_required,instrument,41,1000,1929775277,0.021988704758018625,0.016838856948615477,0.021958663924437613,0.026565266074211544,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.25,True,calendar_month,primary_required,calendar_month,52,1000,1917484642,0.021988704758018625,0.015620442619945099,0.02184920679602885,0.028900742494251733,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.25,True,calendar_quarter,readout_only,calendar_quarter,18,1000,673093822,0.021988704758018625,0.015560664014443509,0.021717352589780352,0.02991438399123382,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,0,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1214238038,0.0128242133488582,0.012282867677730763,0.012831608592620641,0.013392447953672176,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,0,0.5,True,instrument,primary_required,instrument,590,1000,1496684405,0.0128242133488582,0.012301353767530481,0.012825734783182465,0.013427160170785397,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,0,0.5,True,calendar_month,primary_required,calendar_month,100,1000,2437224757,0.0128242133488582,0.010291727730782735,0.012806267817411723,0.015996446647210314,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,0,0.5,True,calendar_quarter,readout_only,calendar_quarter,34,1000,3008285469,0.0128242133488582,0.009797535056783867,0.012785875977835853,0.015957027946625315,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,4188404923,0.009782257495936366,0.008558466258418463,0.009772081083967894,0.011055505100295134,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.5,True,instrument,primary_required,instrument,195,1000,2470771495,0.009782257495936366,0.00860628569893226,0.009801150378929611,0.010981599827645806,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.5,True,calendar_month,primary_required,calendar_month,26,1000,1546544877,0.009782257495936366,0.006045601568426001,0.00961854993056166,0.013534109687369357,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,0,0.5,True,calendar_quarter,readout_only,calendar_quarter,10,1000,2904754197,0.009782257495936366,0.0058123477759814916,0.009848032068310844,0.014192133582484537,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,0,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,1486670498,0.01465913650534575,0.011539360574169403,0.01476764870516861,0.01766626113163778,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.5,True,instrument,primary_required,instrument,41,1000,1200689785,0.01465913650534575,0.01121052154936927,0.014697037390989333,0.01781851511832349,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.5,True,calendar_month,primary_required,calendar_month,52,1000,2468825370,0.01465913650534575,0.010623772342995559,0.014405612483971002,0.019472396973894683,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,0,0.5,True,calendar_quarter,readout_only,calendar_quarter,18,1000,1764005709,0.01465913650534575,0.010102275212886666,0.014704575499924499,0.02010946928069054,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,25,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,3070721423,0.025046179229205653,0.02388014424902008,0.02499798704562963,0.026141388925631677,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.0,True,instrument,primary_required,instrument,590,1000,1722730028,0.025046179229205653,0.023936146451749584,0.025074584413583772,0.0262606574044897,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.0,True,calendar_month,primary_required,calendar_month,100,1000,1380215334,0.025046179229205653,0.019655946637299016,0.025002878556899394,0.030717270503239736,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.0,True,calendar_quarter,readout_only,calendar_quarter,34,1000,731716562,0.025046179229205653,0.018753831356106747,0.0249912976235018,0.03180853932808686,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,3676159772,0.019037672043154784,0.016818299966760465,0.01903843046480225,0.021573677840529173,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.0,True,instrument,primary_required,instrument,195,1000,1676924059,0.019037672043154784,0.016576016106568742,0.019082384595219166,0.021447833652063857,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.0,True,calendar_month,primary_required,calendar_month,26,1000,545482712,0.019037672043154784,0.012098679836208758,0.018791432003365638,0.02819398599558842,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.0,True,calendar_quarter,readout_only,calendar_quarter,10,1000,3862935530,0.019037672043154784,0.011423937353187096,0.019481203999099188,0.028298026062976368,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,25,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,2490858849,0.028640562167318005,0.02187261051578232,0.028831591089137215,0.034938477891574136,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.0,True,instrument,primary_required,instrument,41,1000,1166050923,0.028640562167318005,0.02175100240471647,0.02863087459532786,0.03460135450435186,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.0,True,calendar_month,primary_required,calendar_month,52,1000,1980523301,0.028640562167318005,0.020415409297344658,0.028456898637862306,0.03829987581383469,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.0,True,calendar_quarter,readout_only,calendar_quarter,18,1000,3649427379,0.028640562167318005,0.0193633792171394,0.02834457864123921,0.03891108171449068,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,25,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,3566388693,0.018634072554776556,0.01776353176133564,0.018625021671955445,0.01949631703079549,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.25,True,instrument,primary_required,instrument,590,1000,3031695076,0.018634072554776556,0.01776938803143286,0.018661213120869023,0.01950377953930348,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.25,True,calendar_month,primary_required,calendar_month,100,1000,871504420,0.018634072554776556,0.014837546237807187,0.0186012841988138,0.023060564707131317,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.25,True,calendar_quarter,readout_only,calendar_quarter,34,1000,1117324022,0.018634072554776556,0.014086030953906006,0.018506750176338436,0.023546368009639856,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,594107222,0.0141465432951866,0.012292658378287769,0.014104643383612087,0.015868690378093003,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.25,True,instrument,primary_required,instrument,195,1000,1226086666,0.0141465432951866,0.012334437635320716,0.014083111577564277,0.015792961748564933,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.25,True,calendar_month,primary_required,calendar_month,26,1000,1847723413,0.0141465432951866,0.008664784380572381,0.014136316956781674,0.020069224509822833,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.25,True,calendar_quarter,readout_only,calendar_quarter,10,1000,4150982158,0.0141465432951866,0.00791934093217817,0.014211878572567416,0.02054139719260373,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,25,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,4175659533,0.02131099391464513,0.01620712079481101,0.021365381725454734,0.026025269266963868,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.25,True,instrument,primary_required,instrument,41,1000,3656733532,0.02131099391464513,0.016005712230619442,0.021371670016022012,0.025443315896151605,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.25,True,calendar_month,primary_required,calendar_month,52,1000,82624480,0.02131099391464513,0.01483449571730213,0.021131292346527934,0.027885733545430152,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.25,True,calendar_quarter,readout_only,calendar_quarter,18,1000,793526799,0.02131099391464513,0.014647634537665544,0.021320903674255293,0.028999497125014224,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,25,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,439403269,0.012221965880347454,0.011659142476489335,0.012227836532336141,0.012782734339751797,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.5,True,instrument,primary_required,instrument,590,1000,2527245342,0.012221965880347454,0.011643578499532348,0.012225613927172318,0.012816712086240299,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.5,True,calendar_month,primary_required,calendar_month,100,1000,56587125,0.012221965880347454,0.00946698112669088,0.01211706318717379,0.015341421898066948,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,25,0.5,True,calendar_quarter,readout_only,calendar_quarter,34,1000,4223663036,0.012221965880347454,0.009378322054749876,0.012041713874472997,0.015604782065472262,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,1240434089,0.009255414547218418,0.008081251762696817,0.009267827926349032,0.010389050184932544,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.5,True,instrument,primary_required,instrument,195,1000,1160292570,0.009255414547218418,0.008109118632769998,0.00924118586256635,0.010387243389752934,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.5,True,calendar_month,primary_required,calendar_month,26,1000,3005364353,0.009255414547218418,0.00576955328352898,0.00922611368739116,0.013414851093612432,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,25,0.5,True,calendar_quarter,readout_only,calendar_quarter,10,1000,2538619935,0.009255414547218418,0.00534269814900943,0.009155848176827167,0.013391716636600872,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,25,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,110258805,0.013981425661972254,0.010641697737007086,0.014078514969336025,0.016848065915333634,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.5,True,instrument,primary_required,instrument,41,1000,2822548941,0.013981425661972254,0.010656251270341966,0.014012406111157267,0.01677428478096783,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.5,True,calendar_month,primary_required,calendar_month,52,1000,3316757728,0.013981425661972254,0.009909225718819806,0.013856714444216343,0.018876000650110265,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,25,0.5,True,calendar_quarter,readout_only,calendar_quarter,18,1000,3302685901,0.013981425661972254,0.00953553224924152,0.013872561458408126,0.019237216100221683,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,50,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,3156796003,0.02444393176069491,0.023384591203631403,0.02442530152307712,0.025557564115829004,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.0,True,instrument,primary_required,instrument,590,1000,3473670788,0.02444393176069491,0.023360132981628957,0.02444313469240561,0.02559649753524043,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.0,True,calendar_month,primary_required,calendar_month,100,1000,1991966251,0.02444393176069491,0.018957393474842214,0.02448175438347624,0.030748636601578488,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.0,True,calendar_quarter,readout_only,calendar_quarter,34,1000,1627609220,0.02444393176069491,0.018969649100686388,0.024514291545843725,0.0309062385252148,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,2111195863,0.018510829094436836,0.016308742046389706,0.018533286937514826,0.020710858876882492,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.0,True,instrument,primary_required,instrument,195,1000,1842457957,0.018510829094436836,0.016355878787826968,0.018529304648694178,0.020909662997007628,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.0,True,calendar_month,primary_required,calendar_month,26,1000,1176103606,0.018510829094436836,0.011368224427585937,0.01824862662904541,0.0271690410221821,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.0,True,calendar_quarter,readout_only,calendar_quarter,10,1000,4291577546,0.018510829094436836,0.011092466847304833,0.018626627396567584,0.02687689372531914,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,50,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,578659231,0.027962851323944507,0.021276294465844076,0.02800948742449267,0.033985306918726796,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.0,True,instrument,primary_required,instrument,41,1000,659218200,0.027962851323944507,0.02155578494572613,0.02830560054978072,0.0340220965020233,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.0,True,calendar_month,primary_required,calendar_month,52,1000,1540567519,0.027962851323944507,0.02000118869389361,0.028031438561391113,0.03734594314190511,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.0,True,calendar_quarter,readout_only,calendar_quarter,18,1000,1173587587,0.027962851323944507,0.019151372116456577,0.027919641956304905,0.03854828199959659,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,50,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1902193979,0.01803182508626581,0.01722032957638194,0.018049478151752014,0.018865786501040926,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.25,True,instrument,primary_required,instrument,590,1000,3303691209,0.01803182508626581,0.017167207597326765,0.018066061706272014,0.018887659512782554,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.25,True,calendar_month,primary_required,calendar_month,100,1000,1670199595,0.01803182508626581,0.014051405601972275,0.01798823650168701,0.02280266602341875,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.25,True,calendar_quarter,readout_only,calendar_quarter,34,1000,1826032865,0.01803182508626581,0.01384602391890491,0.01796621975073079,0.022565034698161388,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,2403485154,0.013619700346468649,0.011831695948185216,0.013596121420292092,0.01525131974518622,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.25,True,instrument,primary_required,instrument,195,1000,1354361589,0.013619700346468649,0.011851858175087267,0.013612245431187036,0.015367861841883518,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.25,True,calendar_month,primary_required,calendar_month,26,1000,1158720076,0.013619700346468649,0.008586346172158754,0.013546759423176749,0.01971385715558693,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.25,True,calendar_quarter,readout_only,calendar_quarter,10,1000,1718569585,0.013619700346468649,0.007824988579468228,0.013909407230345762,0.020008036533127087,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,50,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,3315462364,0.020633283071271633,0.015436041943848367,0.020807048293266687,0.025125202063865117,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.25,True,instrument,primary_required,instrument,41,1000,628625042,0.020633283071271633,0.015570664013874469,0.020765791507078045,0.02536449347543278,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.25,True,calendar_month,primary_required,calendar_month,52,1000,2183277463,0.020633283071271633,0.014795188941036472,0.020453108750305066,0.027440716077418995,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.25,True,calendar_quarter,readout_only,calendar_quarter,18,1000,285548639,0.020633283071271633,0.013895523122426166,0.02035613511804612,0.02872408818149848,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,50,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,815267674,0.01161971841183671,0.011076570805644073,0.01162717977803807,0.012179414388330584,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.5,True,instrument,primary_required,instrument,590,1000,667224377,0.01161971841183671,0.01100142684717816,0.011621803978328803,0.01213841901278609,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.5,True,calendar_month,primary_required,calendar_month,100,1000,946986196,0.01161971841183671,0.009118463305787238,0.011586749334411582,0.014570674070464888,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,50,0.5,True,calendar_quarter,readout_only,calendar_quarter,34,1000,2301021294,0.01161971841183671,0.008722182482229899,0.011578786514645993,0.014627137693992869,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,1875747883,0.008728571598500469,0.0075605036690440715,0.008721333290326915,0.0097848621820937,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.5,True,instrument,primary_required,instrument,195,1000,2609961756,0.008728571598500469,0.007589077102216045,0.00871820921832659,0.009877808793688176,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.5,True,calendar_month,primary_required,calendar_month,26,1000,1951805681,0.008728571598500469,0.0054719554507456,0.008667176871338427,0.012622481556464128,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,50,0.5,True,calendar_quarter,readout_only,calendar_quarter,10,1000,4194475613,0.008728571598500469,0.004975962061220332,0.008797148741541076,0.013165432282798283,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,50,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,1413610721,0.013303714818598761,0.009811367170870245,0.013289088822189717,0.015966651311550395,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.5,True,instrument,primary_required,instrument,41,1000,2696219083,0.013303714818598761,0.009996103442582529,0.013357586038142907,0.016263129510854724,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.5,True,calendar_month,primary_required,calendar_month,52,1000,449518970,0.013303714818598761,0.009273524787920645,0.013161718219750417,0.017809371179951686,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,50,0.5,True,calendar_quarter,readout_only,calendar_quarter,18,1000,2648313227,0.013303714818598761,0.009026986133924615,0.013305101301208443,0.018369015592197568,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,100,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,119421452,0.02323943682367342,0.02224619676883771,0.023212405105446338,0.024269577526566156,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.0,True,instrument,primary_required,instrument,590,1000,2228467581,0.02323943682367342,0.02213585235259273,0.023246023355762282,0.024270974095780683,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.0,True,calendar_month,primary_required,calendar_month,100,1000,3098183942,0.02323943682367342,0.01805292677971749,0.023095994845839487,0.02887461861853219,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.0,True,calendar_quarter,readout_only,calendar_quarter,34,1000,2213077016,0.02323943682367342,0.017479788545138732,0.023356497001117305,0.02895389694396493,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,3781236714,0.017457143197000938,0.015219479005194466,0.017545463509808918,0.01954239200595442,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.0,True,instrument,primary_required,instrument,195,1000,3909492601,0.017457143197000938,0.015189823856853385,0.017454698319164394,0.019778103375938,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.0,True,calendar_month,primary_required,calendar_month,26,1000,2912164465,0.017457143197000938,0.011176785249684695,0.017374567544532125,0.024879124939666333,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.0,True,calendar_quarter,readout_only,calendar_quarter,10,1000,2131189806,0.017457143197000938,0.010284599982986855,0.01795780712406065,0.024978390046566736,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,100,0.0,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,1624117537,0.026607429637197522,0.019687745049946394,0.02665056361456515,0.0322637297680381,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,100,0.0,True,instrument,primary_required,instrument,41,1000,1513130836,0.026607429637197522,0.020512937692149825,0.02660968286874914,0.03225387498931344,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,100,0.0,True,calendar_month,primary_required,calendar_month,52,1000,1321448186,0.026607429637197522,0.01899635422832078,0.026520332706525547,0.03490447481313991,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,100,0.0,True,calendar_quarter,readout_only,calendar_quarter,18,1000,2658425137,0.026607429637197522,0.017726385608241902,0.02624060027391219,0.03677547568934778,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,100,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1060569022,0.016827330149244327,0.016128446888291858,0.016855721575561325,0.01762174643426639,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.25,True,instrument,primary_required,instrument,590,1000,3633640428,0.016827330149244327,0.0160651139630458,0.016830392623547633,0.017658037400977832,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.25,True,calendar_month,primary_required,calendar_month,100,1000,770290660,0.016827330149244327,0.013059863379472354,0.016684020558839885,0.02075581532542668,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.25,True,calendar_quarter,readout_only,calendar_quarter,34,1000,150983853,0.016827330149244327,0.012951133380724037,0.01669399339656226,0.021700243855263198,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,2239716063,0.012566014449032754,0.010915032008400922,0.012588462667798185,0.014082301504144589,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.25,True,instrument,primary_required,instrument,195,1000,4242056217,0.012566014449032754,0.01098907986568006,0.012620310235581148,0.014299756086343846,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.25,True,calendar_month,primary_required,calendar_month,26,1000,1052252630,0.012566014449032754,0.0074888768604938,0.012474395484781228,0.01861697395603262,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.25,True,calendar_quarter,readout_only,calendar_quarter,10,1000,3087647876,0.012566014449032754,0.007386247584568224,0.012788310941421056,0.01868352132022326,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,100,0.25,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,459983441,0.019277861384524645,0.014239076596710558,0.019403881915687475,0.023440253813475868,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,100,0.25,True,instrument,primary_required,instrument,41,1000,2138288353,0.019277861384524645,0.014687968755354863,0.01926923531302464,0.023481858216882413,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,100,0.25,True,calendar_month,primary_required,calendar_month,52,1000,573462984,0.019277861384524645,0.013691889256737208,0.019201503869958735,0.025627083156561915,0.05,pass,pass,
O2,O2_dd_10pct_primary,validation,100,0.25,True,calendar_quarter,readout_only,calendar_quarter,18,1000,838396851,0.019277861384524645,0.012598387352635331,0.01905041161632855,0.027042842683877334,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,train,100,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,652,1000,1881242629,0.010415223474815227,0.009950406544917977,0.010429854702089944,0.010916388933223376,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.5,True,instrument,primary_required,instrument,590,1000,2789738454,0.010415223474815227,0.009958595807529818,0.010422253502917188,0.010920598156042708,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.5,True,calendar_month,primary_required,calendar_month,100,1000,3093678674,0.010415223474815227,0.007967968436377424,0.01030587557368325,0.012969842553132787,0.05,pass,pass,
O2,O2_dd_10pct_primary,train,100,0.5,True,calendar_quarter,readout_only,calendar_quarter,34,1000,2719581533,0.010415223474815227,0.007798640359781793,0.01036869346889234,0.013286046994994296,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,204,1000,670377551,0.007674885701064571,0.006527525915219733,0.007652185753785529,0.008707149687395329,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.5,True,instrument,primary_required,instrument,195,1000,3105916982,0.007674885701064571,0.006607809827647198,0.007627654002213133,0.00870082360065946,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.5,True,calendar_month,primary_required,calendar_month,26,1000,3254285858,0.007674885701064571,0.004411374805291123,0.007665031936115237,0.011306533624866543,0.05,pass,pass,
O2,O2_dd_10pct_primary,robustness,100,0.5,True,calendar_quarter,readout_only,calendar_quarter,10,1000,3616244193,0.007674885701064571,0.0040976605757448705,0.007675626427400826,0.011576734536863831,0.05,readout_only_insufficient_clusters,readout_only,
O2,O2_dd_10pct_primary,validation,100,0.5,True,episode_cluster_id,primary_required,episode_cluster_id,41,1000,2880551279,0.011948293131851773,0.008862409395718045,0.01208127909075327,0.014787992028114393,0.05,pass,pass,
