decision_state,next_allowed_requirement,input_gate,seventeen_b_contract_gate,row_level_panel_gate,topk_gate,bootstrap_gate,matched_base_gate,delayed_curve_gate,capacity_constraint_gate,search_accounting_gate,primary_decision_split,primary_cost_bps,primary_q_defend,primary_oracle_id,primary_oracle_variant_id,primary_mean_incremental_return,primary_trimmed_mean_incremental_return,primary_bootstrap_ci_low,primary_topk_removed_mean_min,primary_matched_base_pass_share,label_or_path_oracle_support_gate,diagnostic_warning,payoff_state_research_candidate,delayed_decision_diagnostic_flag,capacity_status,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,blocking_reason
EP17C_oracle_robustness_ready_for_diagnosis,requirement_17d_oracle_diagnosis_report.md,pass,pass,pass,pass,pass,pass,pass,not_evaluable_nonblocking,pass,robustness,50,0.0,O5,O5_perfect_utility_primary,0.029467428365170766,0.02759436730778638,0.02166115123161877,0.026901359952125885,1.0,pass,,True,True,appendix_only_nonblocking,False,False,False,False,False,False,False,
