search_family,phase_id,no_model_training,no_model_refit,no_survival_threshold_tuning,no_validation_selection,no_robustness_tuning,no_feature_selection,no_payoff_label_redesign,no_oracle_threshold_tuning,no_bootstrap_family_selection,no_matched_base_family_selection,no_capacity_constraint_selection_from_results,no_entry_policy_authorized,no_exit_policy_authorized,no_holding_policy_authorized,no_portfolio_backtest_authorized,no_model_deployment_authorized,no_production_signal_authorized,no_live_trading_authorized,search_accounting_gate,blocking_reason
oracle_robustness_stress,17C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,pass,
