oracle_id,oracle_variant_id,split_bucket,cost_bps,q_defend,capacity_status,capacity_reconstruction_gate,o6_primary_decision_allowed,capacity_cap_id,max_active_positions,max_gross_exposure,max_per_name_exposure,max_turnover_per_day,max_board_concentration,capacity_selection_sort_key,observed_step_n,unconstrained_defended_step_n,capacity_defended_step_n,unconstrained_mean_incremental_return,capacity_mean_incremental_return,capacity_sum_incremental_return,capacity_cost_sum,topk_gate,bootstrap_gate,capacity_constraint_gate,blocking_reason
O6,O6_capacity_constrained_utility,train,50,0.0,appendix_only_nonblocking,appendix_only,False,appendix_only_inherited_from_17a,,,,,,drawdown_abs_for_reporting_desc,20245,9409,0,0.03556248680028507,,,,not_evaluable_nonblocking,not_evaluable_nonblocking,not_evaluable_nonblocking,
O6,O6_capacity_constrained_utility,robustness,50,0.0,appendix_only_nonblocking,appendix_only,False,appendix_only_inherited_from_17a,,,,,,drawdown_abs_for_reporting_desc,2496,1056,0,0.029467428365170766,,,,not_evaluable_nonblocking,not_evaluable_nonblocking,not_evaluable_nonblocking,
O6,O6_capacity_constrained_utility,validation,50,0.0,appendix_only_nonblocking,appendix_only,False,appendix_only_inherited_from_17a,,,,,,drawdown_abs_for_reporting_desc,664,319,0,0.03913848456849027,,,,not_evaluable_nonblocking,not_evaluable_nonblocking,not_evaluable_nonblocking,
