oracle_id,oracle_variant_id,split_bucket,cost_bps,q_defend,primary_variant,removal_family,removal_k,group_key_type,original_step_n,original_sum_incremental_return,original_mean_incremental_return,removed_group_n,removed_step_n,removed_sum_incremental_return,remaining_step_n,remaining_sum_incremental_return,remaining_mean_incremental_return,top_removed_group_keys,tail_concentrated_upper_bound,topk_gate,blocking_reason
O0,O0_blind_continue_primary,train,0,0.0,True,remove_top_1_instrument,1,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.0,True,remove_top_3_instruments,3,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.0,True,remove_top_5_instruments,5,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.0,True,remove_top_1pct_episodes,0,episode_cluster_id,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.0,True,remove_top_1_instrument,1,instrument,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.0,True,remove_top_3_instruments,3,instrument,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.0,True,remove_top_5_instruments,5,instrument,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.0,True,remove_top_1pct_episodes,0,episode_cluster_id,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.0,True,remove_top_1_instrument,1,instrument,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.0,True,remove_top_3_instruments,3,instrument,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.0,True,remove_top_5_instruments,5,instrument,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.0,True,remove_top_1pct_episodes,0,episode_cluster_id,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.25,True,remove_top_1_instrument,1,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.25,True,remove_top_3_instruments,3,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.25,True,remove_top_5_instruments,5,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.25,True,remove_top_1pct_episodes,0,episode_cluster_id,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.25,True,remove_top_1_instrument,1,instrument,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.25,True,remove_top_3_instruments,3,instrument,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.25,True,remove_top_5_instruments,5,instrument,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,robustness,0,0.25,True,remove_top_1pct_episodes,0,episode_cluster_id,2496,0.0,0.0,0,0,0.0,2496,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.25,True,remove_top_1_instrument,1,instrument,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.25,True,remove_top_3_instruments,3,instrument,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.25,True,remove_top_5_instruments,5,instrument,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,validation,0,0.25,True,remove_top_1pct_episodes,0,episode_cluster_id,664,0.0,0.0,0,0,0.0,664,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.5,True,remove_top_1_instrument,1,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.5,True,remove_top_3_instruments,3,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
O0,O0_blind_continue_primary,train,0,0.5,True,remove_top_5_instruments,5,instrument,20245,0.0,0.0,0,0,0.0,20245,0.0,0.0,,False,fail,topk_removed_mean_not_positive
