signal_id,signal_type,grain,row_count,episode_count,entry_valid_count,path_complete_120d_count,entry_invalid_rate,path_incomplete_rate,atr_t0_missing_rate,atr_t0_usable_count,atr_t0_usable_rate,atr_evidence_status,first_minus5_hit_rate,first_minus5_t10_rate,first_plus10_hit_rate,hit_plus10_before_minus5_rate,hit_plus20_before_minus10_rate,race_plus10_minus5_censored_rate,race_plus20_minus10_censored_rate,early_failure_rate,clean_continuation_rate,whipsaw_after_profit_rate,tradable_continuation_rate,transient_spike_rate,late_drawdown_rate,severe_drawdown_rate,close_return_t20_p25,close_return_t20_p50,close_return_t20_p75,close_return_t60_p25,close_return_t60_p50,close_return_t60_p75,close_return_t120_p25,close_return_t120_p50,close_return_t120_p75,mae_low_t10_p50,mae_low_t20_p50,mae_low_t120_p50,mfe_high_t10_p50,mfe_high_t20_p50,mfe_high_t120_p50,max_drawdown_120d_p50,peak_to_t120_giveback_p50
review_momentum_oscillator_pullback_volume,same_day_family_and4,raw_trigger,5229,,5216,4021,0.0024861350162554982,0.22910276073619631,0.3255368098159509,3518,0.6744631901840491,low_coverage_audit_only,0.8558282208588958,0.522430981595092,0.6901840490797546,0.33684815950920244,0.2745398773006135,0.10199386503067484,0.18002300613496933,0.522430981595092,0.12039877300613497,0.09758435582822086,0.254601226993865,0.08320552147239264,0.5180214723926381,0.8230444785276073,-0.0820849101585015,-0.015017674989132201,0.06366803736140669,-0.1323549211984917,-0.03274372295653977,0.0936588051914235,-0.16329590876936897,-0.02960837052871862,0.13728239671545156,-0.05271232101298007,-0.07256742027301033,-0.1714623396450241,0.06143183375940897,0.08186339854804625,0.17964888203442486,-0.29117262715101494,-0.19118981206845892
review_momentum_oscillator_range_volume,same_day_family_and4,raw_trigger,5929,,5916,4575,0.0021926125822229717,0.22667342799188642,0.3240365111561866,3999,0.6759634888438134,low_coverage_audit_only,0.8500676132521975,0.5147058823529411,0.6950642325895876,0.3382352941176471,0.2780594996619337,0.10091277890466531,0.17832995267072346,0.5147058823529411,0.12187288708586883,0.09415145368492224,0.25777552400270454,0.08130493576741041,0.5170723461798512,0.8193035835023664,-0.08086142553338646,-0.013737156003765072,0.06613062775558781,-0.13050830693126342,-0.029105657411482855,0.10132081433656642,-0.15985156761007802,-0.023937932843064558,0.14408393725651514,-0.05183553434902172,-0.07190153021525003,-0.17012535123843342,0.061419487013760765,0.08188902742863857,0.18196550615692875,-0.2890465566964978,-0.18869682564089496
review_momentum_pullback_volatility_volume,same_day_family_and4,raw_trigger,5228,,5215,3997,0.002486610558530987,0.23355704697986576,0.3221476510067114,3535,0.6778523489932886,low_coverage_audit_only,0.8527325023969319,0.5254074784276127,0.6880153403643336,0.3351869606903164,0.27305848513902203,0.10469798657718121,0.18619367209971238,0.5254074784276127,0.11831255992329817,0.09952061361457334,0.2523489932885906,0.08264621284755513,0.5129434324065196,0.8172579098753595,-0.08062772954493858,-0.013654420865925276,0.06486698340271135,-0.13225605149771102,-0.03309146371195204,0.08878887473566088,-0.1607138948753677,-0.02888816248329229,0.13115329835987344,-0.053140047653771116,-0.07193232974694408,-0.16804983735698154,0.06088631511574105,0.08244273986691941,0.17793503518548426,-0.2854897729545759,-0.18863639639428742
review_oscillator_pullback_volatility_volume,same_day_family_and4,raw_trigger,5510,,5498,4339,0.002177858439201452,0.21080392870134596,0.3066569661695162,3812,0.6933430338304838,low_coverage_audit_only,0.8399417970170971,0.50491087668243,0.6724263368497635,0.34230629319752637,0.2690069116042197,0.10021826118588578,0.17042560931247727,0.50491087668243,0.12295380138232084,0.09221535103674064,0.257366315023645,0.08130229174245181,0.4794470716624227,0.774827209894507,-0.0778614085330403,-0.014596852925529924,0.060013691231550925,-0.1252512936567069,-0.03469637466662756,0.07905706209961627,-0.15655119932706074,-0.03150615693330039,0.1196142760107538,-0.05073006430173793,-0.06970192869496622,-0.1592517070340902,0.059057595181494005,0.0782348855487941,0.1685018973256568,-0.2742176068744142,-0.18230851464176456
single_momentum_rps,single_family,raw_trigger,44120,,44020,33909,0.0022665457842248413,0.2296910495229441,0.3454793275783735,28812,0.6545206724216265,low_coverage_audit_only,0.8667878237164925,0.5441844616083599,0.7060427078600636,0.3228532485233985,0.2816447069513857,0.10013630168105407,0.17521581099500227,0.5441844616083599,0.11385733757383008,0.09445706497046796,0.24323034984098138,0.08605179463880054,0.5346660608814175,0.8404815992730577,-0.08312763540058088,-0.011730260579885132,0.07377053985862325,-0.134136939872527,-0.026490127918493422,0.11072334223874458,-0.16237256558684549,-0.022854995730954397,0.16048937598616875,-0.05547018146372423,-0.07748179545232281,-0.18242865500729627,0.06048355969929908,0.08453480703083871,0.1910896233103323,-0.3006069751037332,-0.19111050286519954
single_oscillator,single_family,raw_trigger,23132,,23083,18293,0.0021182777105308664,0.20751202183425033,0.292163063726552,16339,0.707836936273448,low_coverage_audit_only,0.8031451717714335,0.4391543560195815,0.6742191222977949,0.3343586188970238,0.27180175887016417,0.10960447082268336,0.17259455010180652,0.4391543560195815,0.1273231382402634,0.07100463544599922,0.262920764198761,0.0677988129792488,0.41775332495776113,0.6777715201663562,-0.06586370019408411,-0.007540561565876458,0.05813426322418419,-0.10697949724987293,-0.010483803610149667,0.09343220867510094,-0.12924727573189687,-0.004763661394123875,0.14203843317089393,-0.04285710393165876,-0.06024100192487092,-0.13962268326875638,0.04879825918659986,0.06788183117938407,0.16863212056243393,-0.2542795517306179,-0.15901592718998858
single_price_trend,single_family,raw_trigger,34592,,34510,26899,0.002370490286771508,0.22054476963199074,0.34410315850478124,22635,0.6558968414952188,low_coverage_audit_only,0.8671399594320487,0.558649666763257,0.7042306577803535,0.32897710808461317,0.2803535207186323,0.0936250362213851,0.1665024630541872,0.558649666763257,0.11440162271805274,0.10098522167487685,0.24277021153288902,0.08878585917125471,0.537003767024051,0.8417560127499275,-0.0865889031899878,-0.014911449602798665,0.07277534921788953,-0.13783248632749884,-0.029558267433250796,0.10630025763322709,-0.16507703456408163,-0.027106219479801075,0.1560606401047655,-0.05772490381287587,-0.0809015599013318,-0.18323651822959514,0.06257904083430144,0.08597691622456394,0.18854470725272876,-0.30206775255411705,-0.1930693162795245
single_pullback_drawdown,single_family,raw_trigger,56446,,56334,44307,0.00198419728590157,0.21349451485781235,0.33304931302588137,37572,0.6669506869741186,low_coverage_audit_only,0.8609543082330386,0.5354137820854191,0.6965420527567721,0.3240671708027124,0.2816416373770725,0.09660240707210566,0.16579685447509496,0.5354137820854191,0.11506372705648454,0.09033620903894629,0.24573081975361238,0.08282742216068449,0.5131891930273015,0.8165051301168034,-0.08038078907714022,-0.012255499254010316,0.07056080080693222,-0.12918473608693057,-0.025045880934379094,0.10638149735901603,-0.15681215490551204,-0.020658587321378707,0.1572720387444434,-0.05444473928264609,-0.07575756633372355,-0.17495735022666387,0.05818567285038512,0.08104822843682591,0.1853493641076175,-0.29190567534700773,-0.18471078842066024
single_range_breakout,single_family,raw_trigger,68679,,68566,54069,0.0016453355465280508,0.211431321646297,0.2876061021497536,48846,0.7123938978502464,low_coverage_audit_only,0.7951171134381472,0.4203395268792113,0.6649651430738267,0.32905521687133565,0.27475716827582186,0.11758014176122276,0.17975381384359596,0.4203395268792113,0.12870810605839628,0.06285914301548873,0.2633375142198757,0.06188198232360062,0.40296940174430473,0.6608377329871948,-0.061445040978369087,-0.004691003746381983,0.05895571800101734,-0.09944752045288438,-0.008196648694508424,0.09654746053138286,-0.12160227932262102,0.0,0.14621290963186645,-0.04105570069840048,-0.0575173649886756,-0.13532970966995733,0.04606748132786964,0.06527885064121297,0.16557122177080064,-0.24764856206266622,-0.15359478346372324
single_volatility_band,single_family,raw_trigger,28211,,28157,22023,0.0019141469639502322,0.21784991298788933,0.2945981461093157,19862,0.7054018538906843,low_coverage_audit_only,0.8102780836026565,0.4632240650637497,0.6738288880207408,0.3293674752281848,0.2709450580672657,0.11212131974287033,0.17960009944241218,0.4632240650637497,0.12451610611925987,0.07603793017722059,0.2557800902084739,0.06868629470469155,0.4294491600667685,0.6949959157580708,-0.06936359047760449,-0.008458258801174567,0.06037443444457469,-0.11204618103543601,-0.015783578932248132,0.09168650249355859,-0.13573949222585896,-0.010197118840332031,0.14095917796742574,-0.04568529546778388,-0.06384522581917329,-0.1433021908661769,0.050813007342129124,0.07139212518898419,0.16969695480949154,-0.25845815993440324,-0.1630908101684202
single_volume_money,single_family,raw_trigger,22806,,22778,17900,0.0012277470841006752,0.21415400825357803,0.2853191676178769,16279,0.7146808323821231,low_coverage_audit_only,0.7987531828957767,0.4180349460005268,0.6592764948634647,0.3350162437439635,0.2704363859864782,0.11805250680481166,0.18254456054087279,0.4180349460005268,0.12968653964351567,0.06624813416454474,0.26450961454034594,0.06484326982175784,0.41320572482219686,0.6787250856089209,-0.06469967701463683,-0.008010934689718585,0.056616714530529355,-0.10450669900663057,-0.015088102011581894,0.08969043713243324,-0.130394768599166,-0.008771921569070362,0.13321767916001592,-0.04054412352433995,-0.0578321950819094,-0.13836929016055616,0.04826154698591256,0.06554388061351835,0.1622117042526442,-0.2506371584237187,-0.16116503074488542
review_momentum_oscillator_pullback_volume,same_day_family_and4,episode_first_trigger,4613,4613.0,4602,3546,0.002384565358768697,0.22946544980443284,0.32637983485441113,3100,0.6736201651455889,low_coverage_audit_only,0.8513689700130378,0.5128205128205128,0.691438504997827,0.3363754889178618,0.27618426770969146,0.10495436766623208,0.18166014776184267,0.5128205128205128,0.12038244241634072,0.09452411994784876,0.25771403737505433,0.08039982616253803,0.5123859191655802,0.8161668839634941,-0.08056810507108794,-0.013651635620613223,0.06362591849455312,-0.13126576334931236,-0.031674276438910964,0.09556436240644045,-0.16122624788417395,-0.02512568630817902,0.14221399589325479,-0.05143445915349548,-0.07130246548286251,-0.16951825033797646,0.059897119054180936,0.08014029529467726,0.180065835105505,-0.28920403813825635,-0.18904110662797113
