signal_id,signal_type,grain,row_count,episode_count,entry_valid_count,path_complete_120d_count,entry_invalid_rate,path_incomplete_rate,atr_t0_missing_rate,atr_t0_usable_count,atr_t0_usable_rate,atr_evidence_status,first_minus5_hit_rate,first_minus5_t10_rate,first_plus10_hit_rate,hit_plus10_before_minus5_rate,hit_plus20_before_minus10_rate,race_plus10_minus5_censored_rate,race_plus20_minus10_censored_rate,early_failure_rate,clean_continuation_rate,whipsaw_after_profit_rate,tradable_continuation_rate,transient_spike_rate,late_drawdown_rate,severe_drawdown_rate,close_return_t20_p25,close_return_t20_p50,close_return_t20_p75,close_return_t60_p25,close_return_t60_p50,close_return_t60_p75,close_return_t120_p25,close_return_t120_p50,close_return_t120_p75,mae_low_t10_p50,mae_low_t20_p50,mae_low_t120_p50,mfe_high_t10_p50,mfe_high_t20_p50,mfe_high_t120_p50,max_drawdown_120d_p50,peak_to_t120_giveback_p50
review_momentum_oscillator_range_volume,same_day_family_and4,episode_first_trigger,5257,5257.0,5246,4060,0.002092448164352292,0.2260770110560427,0.3259626382005337,3536,0.6740373617994663,low_coverage_audit_only,0.8455966450629051,0.5043842927945101,0.6961494471978651,0.3389248951582158,0.2809759817003431,0.10369805566145635,0.17918414029736943,0.5043842927945101,0.12276019824628288,0.09168890583301563,0.26115135341212353,0.07929851315287838,0.5112466641250476,0.8122378955394587,-0.07897195317402472,-0.012080903398901222,0.06621306528052473,-0.1286948441262427,-0.02800247777291942,0.10328458594455914,-0.158655549270683,-0.020074472984545344,0.15121959787149702,-0.05056174179978301,-0.07064409690741053,-0.1686728072029256,0.059897119054180936,0.08048754268829261,0.18299807528266576,-0.2868061700077819,-0.187799139535005
review_momentum_pullback_volatility_volume,same_day_family_and4,episode_first_trigger,4617,4617.0,4606,3525,0.0023824994585228505,0.23469387755102042,0.32631350412505433,3103,0.6736864958749457,low_coverage_audit_only,0.8484585323491098,0.5160660008684325,0.6877985236647851,0.33608336951802,0.27333912288319584,0.1083369518019974,0.1884498480243161,0.5160660008684325,0.11897524967433783,0.09834997828918801,0.25466782457663917,0.08033000434216239,0.5049934867564047,0.809379070777247,-0.07847148682937022,-0.012292169573354328,0.06455778016630753,-0.13165267154033433,-0.03188717901782667,0.0895255141602278,-0.1595640511224607,-0.02571426119123188,0.13536232941042825,-0.05213223696069769,-0.07125719052081747,-0.16691880993011243,0.059426341478373335,0.08029067857174377,0.17924151696021418,-0.2845622327404731,-0.1871367696105336
review_oscillator_pullback_volatility_volume,same_day_family_and4,episode_first_trigger,4801,4801.0,4791,3768,0.002082899395959175,0.21352536005009393,0.3107910665831768,3302,0.6892089334168232,low_coverage_audit_only,0.8365685660613651,0.49697349196409935,0.6733458568148611,0.33876017532874136,0.26946357754122313,0.1047797954498017,0.17407639323731997,0.49697349196409935,0.12335629304946776,0.08829054477144646,0.26027969108745563,0.07973283239407222,0.47484867459820496,0.7745773324984345,-0.07667734192798004,-0.012135853224889193,0.06158002941610441,-0.125980180297192,-0.033354090878004006,0.08116043744430818,-0.1557621851855731,-0.027182809268059938,0.12557792556265557,-0.04963078290543699,-0.0687499841054281,-0.1583577944594201,0.05704304568266427,0.0768156707340788,0.1710108463026172,-0.2742176068744142,-0.18137555937670213
single_momentum_rps,single_family,episode_first_trigger,16582,16582.0,16542,12973,0.0024122542515981186,0.21575383871357756,0.333696046427276,11022,0.666303953572724,low_coverage_audit_only,0.8541893362350381,0.512453149558699,0.7020916455084029,0.33133841131664854,0.28599927457381213,0.09793253536452666,0.1685406843187039,0.512453149558699,0.11890944263087898,0.08862289928666425,0.25516866158868334,0.08197315923104824,0.5146294281223552,0.813444565348809,-0.07802868879940633,-0.009760589841043332,0.07144309112718394,-0.12524390203358987,-0.019693686916246178,0.1143374975379281,-0.15274359873290894,-0.015125996409376063,0.1597869128248124,-0.05164195014848355,-0.07284184590135662,-0.171812291982624,0.05805860982314781,0.08086013126151548,0.18771180533737608,-0.28919663189197486,-0.18537069265043882
single_oscillator,single_family,episode_first_trigger,15698,15698.0,15665,12360,0.002102178621480443,0.2109798914778168,0.29601021385253745,11028,0.7039897861474625,low_coverage_audit_only,0.8021066070858602,0.433833386530482,0.6741781040536228,0.33278008298755185,0.2722630067028407,0.11286307053941909,0.17650813916374083,0.433833386530482,0.12812001276731566,0.06881583147143314,0.26300670284072775,0.06747526332588573,0.4180019150973508,0.6810086179380785,-0.06548032458781605,-0.007313241462810871,0.05845774493268596,-0.10557733591659235,-0.009661826475196755,0.09559743133476051,-0.12805598014969924,-0.0036190582478831113,0.14296183758214437,-0.04210522300318664,-0.059800686819769466,-0.14044944045971386,0.04820935173530616,0.06726454490526579,0.16899340549258968,-0.25447241579671886,-0.15845013580838135
single_price_trend,single_family,episode_first_trigger,17518,17518.0,17478,13750,0.0022833656810138142,0.21329671587138116,0.33545028035244306,11615,0.6645497196475569,low_coverage_audit_only,0.8547316626616318,0.5246595720334134,0.7019109737956288,0.33705229431285044,0.284128618835107,0.09514818629133769,0.16557958576496168,0.5246595720334134,0.11969332875615059,0.09406110538963268,0.2544341457832704,0.08319029637258267,0.518480375328985,0.8188007781210664,-0.08043954106934609,-0.011816827759445037,0.07120500606655,-0.12991994725342274,-0.024218073112312277,0.10945923260808743,-0.15799947002923198,-0.019632942799737707,0.15383155782555835,-0.05333725078379692,-0.07571418612037972,-0.1742777288748698,0.05997086642377736,0.08192371391880082,0.18512092654246315,-0.2917157268931439,-0.18691193240002313
single_pullback_drawdown,single_family,episode_first_trigger,19235,19235.0,19196,15218,0.002027553938133611,0.20723067305688686,0.32845384455094806,12891,0.6715461554490519,low_coverage_audit_only,0.8472077516149198,0.5031777453636174,0.697853719524901,0.33460095853302774,0.28615336528443425,0.09673890393832048,0.1629506147113982,0.5031777453636174,0.12262971452385914,0.08632006668055844,0.25599083142321316,0.08032923525734528,0.49770785580329235,0.792248385080225,-0.07692309658713414,-0.010449944916658516,0.06895375709103502,-0.1197491248868553,-0.018296633786591632,0.11072435635625605,-0.14959295877950757,-0.015040642224397605,0.1552990548169667,-0.05042747683119936,-0.07109648661947487,-0.16706697972866863,0.05694664955195772,0.07822556702938532,0.18373887951214574,-0.2833020660558141,-0.18062261965647236
single_range_breakout,single_family,episode_first_trigger,36142,36142.0,36080,28359,0.0017154557025067787,0.21399667405764966,0.2924889135254989,25527,0.7075110864745011,low_coverage_audit_only,0.7946230598669624,0.4183481152993348,0.6667682926829268,0.33209534368070953,0.2738913525498891,0.1194290465631929,0.18170731707317073,0.4183481152993348,0.1283259423503326,0.06355321507760532,0.26444013303769404,0.06072616407982261,0.40435144124168515,0.6648835920177384,-0.06284714863113533,-0.005250111569989169,0.05878758872031098,-0.09929084224924456,-0.008050102873988774,0.09825333921363089,-0.12169158625884952,0.0009535469772299354,0.1462702537100481,-0.0407434194902212,-0.0577995898643599,-0.13688068202290837,0.04606279980809558,0.06489610676218982,0.16618146278146295,-0.24819571727726675,-0.1543778923358866
single_volatility_band,single_family,episode_first_trigger,18699,18699.0,18665,14604,0.001818279052355741,0.21757299758907045,0.2934904902223413,13187,0.7065095097776587,low_coverage_audit_only,0.8092686847039914,0.454433431556389,0.6728100723278864,0.3290115188856148,0.2706134476292526,0.11336726493436915,0.18081971604607555,0.454433431556389,0.12435038842753818,0.07334583444950442,0.2573265470131262,0.06755960353603001,0.42416287168497185,0.6909188320385748,-0.06846189664165697,-0.008198577643665883,0.060428570317728414,-0.11021954008012017,-0.015075146159017228,0.09375913798100571,-0.13179736272381143,-0.0077682141245229985,0.14258274901201629,-0.04467694641497899,-0.06307341443720693,-0.14325842659004773,0.04966890606450036,0.06952245695439552,0.16911765930458733,-0.2557405957660809,-0.16079634869807757
single_volume_money,single_family,episode_first_trigger,19178,19178.0,19153,15017,0.0013035770153300658,0.21594528272333316,0.28669137994047933,13662,0.7133086200595207,low_coverage_audit_only,0.7973163473085156,0.410901686419882,0.6583302876833916,0.33258497363337336,0.2697749699785934,0.12165196052837676,0.18534955359473712,0.410901686419882,0.12922257609773927,0.06374980420821803,0.2650759672114029,0.06291442593849528,0.4082911293269984,0.6759776536312849,-0.06340170072104001,-0.0073104097111239,0.05708107844332405,-0.10370975981202898,-0.014426540076656502,0.09143730364407499,-0.12941030933204856,-0.0070922481496632495,0.13586739476533438,-0.039791733696956655,-0.056880300288701946,-0.1384829357666164,0.04721035927736872,0.06429681388450814,0.16235501236671412,-0.24958948158328098,-0.1595744431261672
