decision_time_bucket,entry_date_rule,entry_price_source,materialized_row_n,entry_date_available_rate,entry_price_available_rate,entry_execution_gate,blocking_reason
after_close_t,"next_tradable_date(decision_date, instrument)",qfq_open_next_tradable_day,15161,1.0,1.0,pass,
