candidate_family_id,candidate_feature_id,split_bucket,candidate_primary_dedup_group_id,residualization_control_set_id,residualization_control_set_role,raw_candidate_rank_ic,residual_candidate_rank_ic,residual_retention,residualization_fit_split,residualization_covariates,residualization_uses_target,residualization_uses_robustness_rows,residualization_uses_validation_rows,residual_rank_ic_same_sign_as_raw,orthogonal_payoff_candidate,dedup_group_representative,recommendation_eligible_residualization,target_evidence_role,orthogonality_status
M1,m1_return_sign_entropy_trailing20,train,m1_return_sign_entropy_trailing20,base_vol_participation,standard_orthogonality_readout,0.014654759873487352,0.002873750927162608,0.1960967598221553,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M1,m1_return_sign_entropy_trailing20,robustness,m1_return_sign_entropy_trailing20,base_vol_participation,standard_orthogonality_readout,0.013610643393518987,-0.010794288600448657,-0.7930770271733517,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,False,False,False,True,robustness_diagnostic_only,diagnostic_only
M1,m1_return_sign_entropy_trailing20,validation,m1_return_sign_entropy_trailing20,base_vol_participation,standard_orthogonality_readout,0.035955093108517945,0.05772263195190103,1.6054090522776658,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M1,m1_path_transition_entropy_episode,train,m1_path_transition_entropy_episode,base_vol_participation,standard_orthogonality_readout,0.039028387854551295,0.020017149726501277,0.5128869222346569,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_path_transition_entropy_episode,robustness,m1_path_transition_entropy_episode,base_vol_participation,standard_orthogonality_readout,0.03495610604334548,0.014680179351822496,0.4199603735501635,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_path_transition_entropy_episode,validation,m1_path_transition_entropy_episode,base_vol_participation,standard_orthogonality_readout,0.08113605153026589,0.08740227939547665,1.0772311167110873,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M1,m1_repair_path_efficiency_episode,train,m1_repair_path_efficiency_episode,base_vol_participation,standard_orthogonality_readout,-0.021805168687014823,-0.012966753960706292,0.5946642352016341,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_repair_path_efficiency_episode,robustness,m1_repair_path_efficiency_episode,base_vol_participation,standard_orthogonality_readout,-0.053368125685456826,-0.04667181211099727,0.8745259742879756,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_repair_path_efficiency_episode,validation,m1_repair_path_efficiency_episode,base_vol_participation,standard_orthogonality_readout,-0.004343440722559823,-0.0419967272691694,9.668999751979687,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M1,m1_close_location_episode_range,train,m1_range_location_group,base_vol_participation,standard_orthogonality_readout,-0.05557172451725972,-0.05123610488691493,0.9219815532447942,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_close_location_episode_range,robustness,m1_range_location_group,base_vol_participation,standard_orthogonality_readout,-0.06436613076309664,-0.05875156165938286,0.9127713746787339,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_close_location_episode_range,validation,m1_range_location_group,base_vol_participation,standard_orthogonality_readout,0.03972343254958775,0.0068344850008210225,0.1720517226775245,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M1,m1_episode_drawdown_pre_t0,train,m1_episode_drawdown_pre_t0,base_vol_participation,standard_orthogonality_readout,-0.049975437992122354,-0.057683739755556074,1.1542418050372822,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_episode_drawdown_pre_t0,robustness,m1_episode_drawdown_pre_t0,base_vol_participation,standard_orthogonality_readout,-0.15599554041619743,-0.17255943632692755,1.1061818553693106,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_episode_drawdown_pre_t0,validation,m1_episode_drawdown_pre_t0,base_vol_participation,standard_orthogonality_readout,-0.061231906939103624,-0.05191411125225179,0.8478277722737172,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M1,m1_episode_recovery_ratio_to_high_t0,train,m1_range_location_group,base_vol_participation,standard_orthogonality_readout,-0.05557172451725972,-0.05123610488691493,0.9219815532447942,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M1,m1_episode_recovery_ratio_to_high_t0,robustness,m1_range_location_group,base_vol_participation,standard_orthogonality_readout,-0.06436613076309664,-0.05875156165938286,0.9127713746787339,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,robustness_diagnostic_only,diagnostic_only
M1,m1_episode_recovery_ratio_to_high_t0,validation,m1_range_location_group,base_vol_participation,standard_orthogonality_readout,0.03972343254958775,0.0068344850008210225,0.1720517226775245,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M1,m1_pullback_from_episode_high_t0,train,m1_pullback_from_episode_high_t0,base_vol_participation,standard_orthogonality_readout,-0.06741034507787183,-0.06579919630246962,0.9760993839515133,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_pullback_from_episode_high_t0,robustness,m1_pullback_from_episode_high_t0,base_vol_participation,standard_orthogonality_readout,-0.1412612346599116,-0.14220122693484147,1.0066542833013805,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_pullback_from_episode_high_t0,validation,m1_pullback_from_episode_high_t0,base_vol_participation,standard_orthogonality_readout,-0.04057312370313721,-0.048063128553411334,1.184605082543718,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M1,m1_close_location_trailing60_range,train,m1_close_location_trailing60_range,base_vol_participation,standard_orthogonality_readout,-0.0561696453230895,-0.05479349015471666,0.975500020332029,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_close_location_trailing60_range,robustness,m1_close_location_trailing60_range,base_vol_participation,standard_orthogonality_readout,-0.054750037339485975,-0.06331066534637464,1.1563583957725394,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_close_location_trailing60_range,validation,m1_close_location_trailing60_range,base_vol_participation,standard_orthogonality_readout,-0.01790600310513848,-0.05624287813420256,3.1410068346331603,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M1,m1_path_linearity_r2_low_to_t0,train,m1_path_linearity_r2_low_to_t0,base_vol_participation,standard_orthogonality_readout,-0.013260298465404908,-0.004307283052357233,0.32482549797763616,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M1,m1_path_linearity_r2_low_to_t0,robustness,m1_path_linearity_r2_low_to_t0,base_vol_participation,standard_orthogonality_readout,0.001023943951820161,0.013257264577151115,12.947256100868632,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,robustness_diagnostic_only,diagnostic_only
M1,m1_path_linearity_r2_low_to_t0,validation,m1_path_linearity_r2_low_to_t0,base_vol_participation,standard_orthogonality_readout,-0.0036915136645258063,-0.012295828500251047,3.33083651251512,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M1,m1_up_down_run_imbalance_20,train,m1_up_down_run_imbalance_20,base_vol_participation,standard_orthogonality_readout,-0.04268349310892465,-0.03890911197322327,0.9115728151379391,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_up_down_run_imbalance_20,robustness,m1_up_down_run_imbalance_20,base_vol_participation,standard_orthogonality_readout,-0.0009241160884890074,-0.006471162411858488,7.002542745943617,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_up_down_run_imbalance_20,validation,m1_up_down_run_imbalance_20,base_vol_participation,standard_orthogonality_readout,-0.02346671020734129,-0.043082138495503415,1.8358831772689492,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M1,m1_failed_repair_count_low_to_t0,train,m1_failed_repair_count_low_to_t0,base_vol_participation,standard_orthogonality_readout,0.03455990642646519,0.04192866786944028,1.2132170542375156,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M1,m1_failed_repair_count_low_to_t0,robustness,m1_failed_repair_count_low_to_t0,base_vol_participation,standard_orthogonality_readout,0.05835926392640254,0.07932393616838396,1.3592346926859835,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M1,m1_failed_repair_count_low_to_t0,validation,m1_failed_repair_count_low_to_t0,base_vol_participation,standard_orthogonality_readout,0.07484210283102541,0.079778944728591,1.0659634311546768,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
