candidate_family_id,candidate_feature_id,split_bucket,candidate_primary_dedup_group_id,residualization_control_set_id,residualization_control_set_role,raw_candidate_rank_ic,residual_candidate_rank_ic,residual_retention,residualization_fit_split,residualization_covariates,residualization_uses_target,residualization_uses_robustness_rows,residualization_uses_validation_rows,residual_rank_ic_same_sign_as_raw,orthogonal_payoff_candidate,dedup_group_representative,recommendation_eligible_residualization,target_evidence_role,orthogonality_status
M3,m3_upside_room_to_episode_high,train,m3_upside_room_to_episode_high,base_vol_participation,standard_orthogonality_readout,0.0674104078749886,0.06911020913337261,1.0252157094426169,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M3,m3_upside_room_to_episode_high,robustness,m3_upside_room_to_episode_high,base_vol_participation,standard_orthogonality_readout,0.14126104775506207,0.15510604976066342,1.0980100475370091,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M3,m3_upside_room_to_episode_high,validation,m3_upside_room_to_episode_high,base_vol_participation,standard_orthogonality_readout,0.040570716288865015,0.04487109349241445,1.1059970736757663,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M3,m3_downside_crowding_to_episode_low,train,m3_downside_room_group,base_vol_participation,standard_orthogonality_readout,-0.018896132746603133,-0.00949644079074327,0.5025600168082223,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M3,m3_downside_crowding_to_episode_low,robustness,m3_downside_room_group,base_vol_participation,standard_orthogonality_readout,0.034448037217230665,0.046217475261826436,1.341657725529534,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,robustness_diagnostic_only,diagnostic_only
M3,m3_downside_crowding_to_episode_low,validation,m3_downside_room_group,base_vol_participation,standard_orthogonality_readout,0.06698450130582354,0.0314943274139252,0.4701733505506763,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M3,m3_vol_adjusted_repair_strength,train,m3_vol_adjusted_repair_strength,base_vol_participation,standard_orthogonality_readout,-0.00470355082606942,-0.007908272721497692,1.6813409727957245,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M3,m3_vol_adjusted_repair_strength,robustness,m3_vol_adjusted_repair_strength,base_vol_participation,standard_orthogonality_readout,0.04650368618762712,0.0327256191225012,0.7037209693542156,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,robustness_diagnostic_only,diagnostic_only
M3,m3_vol_adjusted_repair_strength,validation,m3_vol_adjusted_repair_strength,base_vol_participation,standard_orthogonality_readout,0.08827700383101215,0.09366406188887039,1.061024477769665,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M3,m3_downside_room_to_episode_low_t0,train,m3_downside_room_group,base_vol_participation,standard_orthogonality_readout,-0.018896132746603133,-0.00949644079074327,0.5025600168082223,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M3,m3_downside_room_to_episode_low_t0,robustness,m3_downside_room_group,base_vol_participation,standard_orthogonality_readout,0.034448037217230665,0.046217475261826436,1.341657725529534,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,robustness_diagnostic_only,diagnostic_only
M3,m3_downside_room_to_episode_low_t0,validation,m3_downside_room_group,base_vol_participation,standard_orthogonality_readout,0.06698450130582354,0.0314943274139252,0.4701733505506763,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M3,m3_upside_downside_room_ratio_t0,train,m3_upside_downside_room_ratio_t0,base_vol_participation,standard_orthogonality_readout,0.055089929857846526,0.017580239940030735,0.31911893853186235,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M3,m3_upside_downside_room_ratio_t0,robustness,m3_upside_downside_room_ratio_t0,base_vol_participation,standard_orthogonality_readout,0.06385719480149304,-0.007468328535932978,-0.1169535955838505,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,False,False,True,True,robustness_diagnostic_only,diagnostic_only
M3,m3_upside_downside_room_ratio_t0,validation,m3_upside_downside_room_ratio_t0,base_vol_participation,standard_orthogonality_readout,-0.03972343254958775,-0.03280961727080024,0.8259512122937306,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M3,m3_asymmetric_range_position_t0,train,m1_m3_range_position_related_group,base_vol_participation,standard_orthogonality_readout,-0.05557169360528717,-0.05123610488691493,0.9219820661006497,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M3,m3_asymmetric_range_position_t0,robustness,m1_m3_range_position_related_group,base_vol_participation,standard_orthogonality_readout,-0.06436613076309664,-0.05875156165938286,0.9127713746787339,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M3,m3_asymmetric_range_position_t0,validation,m1_m3_range_position_related_group,base_vol_participation,standard_orthogonality_readout,0.03972343254958775,0.0068344850008210225,0.1720517226775245,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M3,m3_failed_breakout_count_pre_t0,train,m3_failed_breakout_count_pre_t0,base_vol_participation,standard_orthogonality_readout,0.04206186833798918,0.046901622814723036,1.1150627556019121,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M3,m3_failed_breakout_count_pre_t0,robustness,m3_failed_breakout_count_pre_t0,base_vol_participation,standard_orthogonality_readout,0.05952603079006142,0.06941965284310052,1.1662066481121895,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M3,m3_failed_breakout_count_pre_t0,validation,m3_failed_breakout_count_pre_t0,base_vol_participation,standard_orthogonality_readout,0.04614868016227998,0.05104614240943969,1.1061235604125186,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M3,m3_upper_shadow_pressure_share_20,train,m3_upper_shadow_pressure_share_20,base_vol_participation,standard_orthogonality_readout,0.010359973369973107,0.011333456324039317,1.0939657776426057,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M3,m3_upper_shadow_pressure_share_20,robustness,m3_upper_shadow_pressure_share_20,base_vol_participation,standard_orthogonality_readout,0.0418030186499107,0.0435444718629533,1.0416585516856287,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M3,m3_upper_shadow_pressure_share_20,validation,m3_upper_shadow_pressure_share_20,base_vol_participation,standard_orthogonality_readout,0.13771462215006736,0.13748063072723016,0.9983008963087288,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M5,m5_bars_since_episode_low,train,m5_bars_since_episode_low,base_vol_participation,standard_orthogonality_readout,0.017868605066411827,0.014730603734282578,0.8243846500347222,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M5,m5_bars_since_episode_low,robustness,m5_bars_since_episode_low,base_vol_participation,standard_orthogonality_readout,0.0860259820528677,0.07879796543471548,0.915978679398159,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M5,m5_bars_since_episode_low,validation,m5_bars_since_episode_low,base_vol_participation,standard_orthogonality_readout,0.09309815846426488,0.11813053259909331,1.2688815176127994,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M5,m5_bars_since_episode_high_t0,train,m5_bars_since_episode_high_t0,base_vol_participation,standard_orthogonality_readout,0.047833282072754515,0.04123275530653371,0.8620097455118929,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M5,m5_bars_since_episode_high_t0,robustness,m5_bars_since_episode_high_t0,base_vol_participation,standard_orthogonality_readout,0.17739491820751596,0.15598177874312139,0.8792911336989622,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M5,m5_bars_since_episode_high_t0,validation,m5_bars_since_episode_high_t0,base_vol_participation,standard_orthogonality_readout,0.038398008862138344,0.04168657692570384,1.0856442341938237,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M5,m5_episode_age_to_t0,train,m5_episode_age_to_t0,base_vol_participation,standard_orthogonality_readout,0.0595116770493826,0.05869903941843799,0.9863449045425103,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M5,m5_episode_age_to_t0,robustness,m5_episode_age_to_t0,base_vol_participation,standard_orthogonality_readout,0.16534955228020695,0.16346468632630345,0.9886007193372417,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M5,m5_episode_age_to_t0,validation,m5_episode_age_to_t0,base_vol_participation,standard_orthogonality_readout,0.08157701497462423,0.08241182875028796,1.0102334435247895,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M5,m5_nonoverlap_step_index_to_t0,train,m5_nonoverlap_step_index_to_t0,base_vol_participation,standard_orthogonality_readout,0.0595116770493826,0.05869903941843799,0.9863449045425103,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M5,m5_nonoverlap_step_index_to_t0,robustness,m5_nonoverlap_step_index_to_t0,base_vol_participation,standard_orthogonality_readout,0.16534955228020695,0.16346468632630345,0.9886007193372417,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M5,m5_nonoverlap_step_index_to_t0,validation,m5_nonoverlap_step_index_to_t0,base_vol_participation,standard_orthogonality_readout,0.08157701497462423,0.08241182875028796,1.0102334435247895,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M5,m5_low_to_t0_age_ratio,train,m5_low_to_t0_age_ratio,base_vol_participation,standard_orthogonality_readout,-0.03839683798438016,-0.03952276961452917,1.0293235508248633,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M5,m5_low_to_t0_age_ratio,robustness,m5_low_to_t0_age_ratio,base_vol_participation,standard_orthogonality_readout,-0.03449074900387329,-0.03559241432098642,1.0319408928170686,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M5,m5_low_to_t0_age_ratio,validation,m5_low_to_t0_age_ratio,base_vol_participation,standard_orthogonality_readout,0.04366956371331665,0.048571507797429206,1.112250814235127,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M5,m5_high_to_t0_age_ratio,train,m5_high_to_t0_age_ratio,base_vol_participation,standard_orthogonality_readout,0.01861420333279592,0.010911427207789063,0.5861882462927909,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M5,m5_high_to_t0_age_ratio,robustness,m5_high_to_t0_age_ratio,base_vol_participation,standard_orthogonality_readout,0.06819301755266965,0.05404307885947124,0.7925016489808572,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,robustness_diagnostic_only,diagnostic_only
M5,m5_high_to_t0_age_ratio,validation,m5_high_to_t0_age_ratio,base_vol_participation,standard_orthogonality_readout,0.002067490865420295,0.0017235962049965865,0.8336656929539571,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M5,m5_low_before_high_t0,train,m5_low_before_high_t0,base_vol_participation,standard_orthogonality_readout,-0.030680298636158294,-0.008225784063457288,0.26811290727668413,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M5,m5_low_before_high_t0,robustness,m5_low_before_high_t0,base_vol_participation,standard_orthogonality_readout,-0.06688903947800867,-0.020753027186352985,0.3102605052831716,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,robustness_diagnostic_only,diagnostic_only
M5,m5_low_before_high_t0,validation,m5_low_before_high_t0,base_vol_participation,standard_orthogonality_readout,0.04193680237135801,0.022218019088911106,0.5297976438967976,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M5,m5_bars_since_reclaim,train,m5_bars_since_reclaim,base_vol_participation,standard_orthogonality_readout,0.041452161439238154,0.02818612990749319,0.6799676766869993,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M5,m5_bars_since_reclaim,robustness,m5_bars_since_reclaim,base_vol_participation,standard_orthogonality_readout,0.07914308347803047,0.06995316065933493,0.8838821737183568,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,robustness_diagnostic_only,diagnostic_only
M5,m5_bars_since_reclaim,validation,m5_bars_since_reclaim,base_vol_participation,standard_orthogonality_readout,0.1334553520043478,0.13149036908407297,0.9852761025259533,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,True,validation_diagnostic_only,diagnostic_only
M5,m5_lifecycle_progress_to_t0,train,m5_lifecycle_progress_to_t0,base_vol_participation,standard_orthogonality_readout,,,,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,False,False,False,True,train_priority_prior,dedup_non_representative_or_fail
M5,m5_lifecycle_progress_to_t0,robustness,m5_lifecycle_progress_to_t0,base_vol_participation,standard_orthogonality_readout,,,,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,False,False,False,True,robustness_diagnostic_only,diagnostic_only
M5,m5_lifecycle_progress_to_t0,validation,m5_lifecycle_progress_to_t0,base_vol_participation,standard_orthogonality_readout,,,,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,False,False,False,True,validation_diagnostic_only,diagnostic_only
M2,m2_net_signed_money_flow_trailing20,train,m2_net_signed_money_flow_trailing20,base_vol_participation,standard_orthogonality_readout,-0.05485217894021404,-0.05507934914297915,1.0041414982440846,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,False,train_priority_prior,dedup_non_representative_or_fail
M2,m2_net_signed_money_flow_trailing20,robustness,m2_net_signed_money_flow_trailing20,base_vol_participation,standard_orthogonality_readout,-0.007126092196323963,-0.019835882906380345,2.78355687239253,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,False,robustness_diagnostic_only,diagnostic_only
M2,m2_net_signed_money_flow_trailing20,validation,m2_net_signed_money_flow_trailing20,base_vol_participation,standard_orthogonality_readout,-0.01472810996902096,-0.044361647267359236,3.0120393832385366,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,False,validation_diagnostic_only,diagnostic_only
M2,m2_net_signed_money_flow_trailing20,train,m2_net_signed_money_flow_trailing20,f2_extended_participation_money,m2_recommendation_gate,-0.05485217894021404,-0.02129348254989183,0.3881975695642026,train,mr_volatility_20d|mr_volume_20d_zscore|mr_turnover_rate_20d_zscore|mr_money_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
M2,m2_net_signed_money_flow_trailing20,robustness,m2_net_signed_money_flow_trailing20,f2_extended_participation_money,m2_recommendation_gate,-0.007126092196323963,0.0034566310584116145,-0.48506684493848373,train,mr_volatility_20d|mr_volume_20d_zscore|mr_turnover_rate_20d_zscore|mr_money_20d_zscore,False,False,False,False,False,True,True,robustness_diagnostic_only,diagnostic_only
M2,m2_net_signed_money_flow_trailing20,validation,m2_net_signed_money_flow_trailing20,f2_extended_participation_money,m2_recommendation_gate,-0.01472810996902096,-0.07100920091246735,4.8213383157667735,train,mr_volatility_20d|mr_volume_20d_zscore|mr_turnover_rate_20d_zscore|mr_money_20d_zscore,False,False,False,True,False,True,True,validation_diagnostic_only,diagnostic_only
M2,m2_positive_money_flow_share_trailing20,train,m2_positive_money_flow_share_trailing20,base_vol_participation,standard_orthogonality_readout,-0.05511502990605837,-0.05234475318576284,0.9497364561895845,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,False,train_priority_prior,dedup_non_representative_or_fail
M2,m2_positive_money_flow_share_trailing20,robustness,m2_positive_money_flow_share_trailing20,base_vol_participation,standard_orthogonality_readout,-0.007564377767163124,-0.013726402963690456,1.8146109813918352,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,False,robustness_diagnostic_only,diagnostic_only
M2,m2_positive_money_flow_share_trailing20,validation,m2_positive_money_flow_share_trailing20,base_vol_participation,standard_orthogonality_readout,-0.017255936927525136,-0.050136396776501446,2.905457813567244,train,mr_volatility_20d|mr_volume_20d_zscore,False,False,False,True,False,False,False,validation_diagnostic_only,diagnostic_only
M2,m2_positive_money_flow_share_trailing20,train,m2_positive_money_flow_share_trailing20,f2_extended_participation_money,m2_recommendation_gate,-0.05511502990605837,-0.01886989370563735,0.3423729196518703,train,mr_volatility_20d|mr_volume_20d_zscore|mr_turnover_rate_20d_zscore|mr_money_20d_zscore,False,False,False,True,True,True,True,train_priority_prior,pass
