factor_id,local_formula_id,signal_period,signal_month_end,holding_period,holding_month_end,split,factor_month_status,eligible_instrument_count,high_quintile_count,low_quintile_count,high_mean_return,low_mean_return,factor_gross_return,factor_buy_turnover,factor_sell_turnover,factor_after_cost_return,high_instruments,low_instruments
TURN,local_TURN_share_turnover_21d_v0,2021-07,2021-07-30,2021-08,2021-08-31,train,complete,237,47,48,0.10479307032723408,0.055069545839075175,0.04972352448815889,0.4654255319148934,0.4654255319148934,0.04460384363709507,SH600031;SZ000768;SH600745;SZ000932;SH601127;SZ000408;SH603185;SH600426;SH600219;SH600733;SH600760;SH600176;SH601377;SZ002049;SH601636;SH600958;SZ000725;SH600196;SZ002202;SZ000063;SH601233;SH600893;SH603993;SZ000938;SH600143;SZ000625;SZ002129;SH603799;SH600438;SZ002241;SZ000100;SZ000799;SZ000825;SZ002460;SH603986;SZ002709;SH600703;SZ000009;SH600702;SH600089;SH600010;SH600584;SZ002074;SH600460;SH600111;SZ002466;SZ002340,SH601998;SH601988;SH601939;SH601628;SH601288;SH601018;SH601398;SZ000617;SH601319;SH601857;SH601816;SH600028;SH601916;SZ003816;SH601088;SH601328;SH601138;SH600000;SH600015;SH600115;SH600016;SH601229;SH601800;SH601808;SH601658;SH601818;SZ000708;SH603288;SH600900;SH600011;SH600025;SH600029;SZ000166;SH601698;SH600606;SH603392;SH600050;SZ002841;SH601006;SH601881;SH601766;SH601186;SH600018;SH600886;SH601111;SZ002736;SH601898;SH600036
BAB,local_BAB_beta_sort_252d_v0,2021-07,2021-07-30,2021-08,2021-08-31,train,complete,237,47,48,0.04901425843443874,0.09562122522458842,-0.046606966790149626,0.5496453900709218,0.5496453900709218,-0.05265306608092976,SH600703;SH603369;SH600660;SZ002410;SH600426;SZ002493;SZ000963;SZ000333;SZ002568;SH600176;SZ003022;SH600309;SH601633;SZ002271;SH601919;SH603882;SZ002821;SH600132;SZ002129;SH601100;SZ000661;SH600346;SZ000157;SH600031;SH603259;SH600809;SH600436;SH600438;SZ002074;SH600760;SZ000858;SZ002709;SH601012;SH603392;SH601636;SZ002594;SH600893;SZ002601;SZ000568;SH600763;SH601888;SH601995;SZ000799;SH603799;SH601865;SH603185;SZ002460,SH600011;SH601988;SH601288;SH601857;SH600025;SH600028;SH600886;SH601006;SZ003816;SH601328;SH601398;SH600900;SH600150;SH601169;SH601985;SH600188;SH600050;SH601916;SH600016;SH601668;SH601186;SH601998;SH601898;SH601088;SH601816;SH601229;SH600015;SH600010;SH601658;SH601800;SH601390;SH601939;SH600115;SH601669;SZ001979;SH600547;SH600018;SH601989;SH600029;SZ000069;SH600606;SH601727;SZ000408;SZ000825;SH601018;SH600000;SH601818;SH601766
SIZE,local_SIZE_market_cap_high_minus_low_v0,2021-08,2021-08-31,2021-09,2021-09-30,train,complete,251,50,51,0.017905495656812577,-0.00468726497880232,0.022592760635614897,0.6686274509803922,0.6686274509803926,0.01523785867483058,SH600104;SH600019;SH601319;SH601138;SZ000002;SH603260;SH601816;SZ002475;SZ000651;SZ000568;SZ002812;SZ002304;SH601601;SH600690;SH601995;SZ002352;SH600000;SH600438;SH600276;SH601899;SZ002460;SH601328;SH600030;SH601919;SH600309;SH600809;SZ000001;SH601166;SH603259;SH601088;SH603288;SH600900;SH601888;SZ000333;SH601658;SZ002415;SH601012;SH600028;SH601633;SZ000858;SZ002594;SH601628;SH601988;SH601857;SH601318;SH601288;SH600036;SH601939;SH601398;SH600519,SZ002080;SH600674;SH601991;SZ000425;SZ002240;SH600862;SH600295;SZ002791;SZ000800;SH600733;SH600956;SH603369;SH600399;SH603290;SZ002532;SZ000898;SZ002007;SZ002568;SZ000963;SZ000932;SH603127;SH600183;SZ002013;SH601607;SH601233;SH603737;SZ000807;SZ000069;SH601799;SZ000786;SZ000831;SH600779;SH600606;SH603026;SH600884;SZ000825;SH603893;SZ002841;SH600803;SZ000733;SZ000723;SH601236;SH600061;SH601018;SH600584;SZ000408;SZ002202;SH600702;SH600886;SH601698;SH603899
ILL,local_ILL_amihud_21d_v0,2021-08,2021-08-31,2021-09,2021-09-30,train,complete,251,50,51,0.04080491147457625,-0.03977683154782645,0.08058174302240269,0.45686274509803915,0.45686274509803926,0.07555625282632425,SH601816;SH600803;SH601229;SH601799;SH603369;SZ000596;SH601111;SH600845;SZ000898;SZ002607;SH601155;SH601236;SH600061;SZ002410;SZ000800;SZ003022;SH603486;SH600011;SH600018;SH600926;SH601916;SH600029;SH600188;SZ000069;SZ001979;SH600132;SH603893;SH603392;SH601898;SH600606;SZ002568;SH603127;SZ002938;SH603899;SH603833;SH603737;SZ002791;SH600886;SH601998;SH601698;SH600115;SH600295;SH600956;SZ000708;SH601991;SZ002841;SH600674;SZ000617;SH601018;SH601808,SH600519;SZ002594;SH601012;SZ000725;SH600031;SZ000858;SH600111;SH601318;SH600030;SH601919;SH600438;SZ002466;SZ000792;SH601899;SH600703;SZ000100;SZ002460;SZ000063;SH600036;SH603259;SZ000651;SH601398;SH600887;SH603799;SZ000338;SZ000625;SH600309;SH600010;SH601166;SZ000333;SH600893;SH600276;SZ002340;SZ002415;SH601888;SH600809;SZ002475;SH600460;SH601688;SZ000001;SH603986;SZ002714;SH601377;SH600760;SZ002241;SZ000568;SZ002129;SZ000776;SH600584;SZ000002;SH600196
TURN,local_TURN_share_turnover_21d_v0,2021-08,2021-08-31,2021-09,2021-09-30,train,complete,251,50,51,-0.07493456574715339,0.0637498030229332,-0.13868436877008658,0.516862745098039,0.5168627450980393,-0.144369858966165,SH601600;SH601233;SZ000776;SZ002129;SH601618;SZ000733;SH600196;SZ000825;SH601877;SZ002709;SH600176;SH601117;SZ002532;SH603993;SH600733;SH600893;SZ000661;SZ002080;SZ000768;SZ002013;SZ002202;SH600703;SH600438;SZ002460;SH601636;SZ000799;SH601669;SH600031;SZ000625;SH603799;SH600584;SZ000807;SH603986;SZ000009;SH600010;SH600702;SH601377;SH600958;SH600884;SH603026;SH600460;SH600089;SZ002074;SZ002466;SZ000792;SH600111;SZ002240;SZ002340;SZ000831;SZ000723,SH601988;SH601939;SH601998;SH601398;SH601288;SH601628;SH601018;SH601857;SH601319;SZ000617;SH601328;SH601816;SH600015;SH601229;SH600028;SH600000;SH601916;SH600016;SH601658;SH600674;SH601818;SZ003816;SH600029;SH600900;SH600115;SH603288;SH601006;SH601138;SH600018;SH600025;SH601808;SH601088;SZ000708;SH600886;SH601111;SH600036;SH601169;SZ002841;SH600606;SH601991;SZ000166;SH601881;SH603392;SH601698;SZ001979;SZ002352;SH601800;SZ002938;SH603899;SH600050;SH600104
BAB,local_BAB_beta_sort_252d_v0,2021-08,2021-08-31,2021-09,2021-09-30,train,complete,250,50,50,-0.025436692984273392,0.0894324794659261,-0.11486917245019954,0.2799999999999997,0.28,-0.11794917245019954,SH601899;SZ002466;SZ002129;SZ002459;SZ000596;SZ002568;SZ002410;SH601919;SH600426;SH603127;SH600309;SZ002271;SZ002304;SZ002493;SZ002240;SZ000661;SH601636;SH603369;SH600176;SH601633;SZ002821;SH600346;SZ002074;SH600779;SH601100;SZ000157;SH600438;SZ002601;SH600132;SH603259;SH603392;SH600031;SZ002709;SH601012;SH600436;SH600760;SH600809;SZ000858;SH601888;SZ002594;SH603799;SH600893;SH601995;SZ002460;SH601865;SZ000568;SH600763;SZ000799;SH603185;SH600295,SH600188;SH601988;SH601288;SH601857;SH601006;SH600011;SH601991;SH600028;SZ003816;SH601328;SH601398;SH600025;SH600886;SH600900;SH601916;SH600010;SH601898;SZ000898;SH601169;SH600050;SH600150;SH600016;SH601186;SH601998;SZ000825;SH601985;SH601229;SH601800;SH601088;SH601668;SH600015;SH601816;SH601390;SH601939;SH600115;SH601658;SH600674;SH601669;SH600547;SZ001979;SZ000069;SH600029;SH601989;SH600018;SZ000617;SH601727;SH601818;SH600048;SH600000;SH601018
SIZE,local_SIZE_market_cap_high_minus_low_v0,2021-09,2021-09-30,2021-10,2021-10-29,train,complete,249,49,50,0.0160837166459327,-0.02800856343391495,0.04409228007984764,0.4329411764705882,0.432941176470588,0.03932992713867117,SH600887;SH600438;SH601138;SZ000651;SH601816;SZ002460;SH601066;SH600690;SZ000002;SZ002812;SZ002304;SZ002475;SH601601;SH600000;SH601899;SZ002714;SH601995;SH601919;SZ002352;SH600276;SZ000568;SH600030;SH601328;SH600309;SZ000001;SH601166;SH600809;SH601012;SH601088;SH603259;SH603288;SH601658;SH601633;SZ000333;SH600900;SH601888;SZ002415;SH600028;SZ002594;SH601628;SZ000858;SH601318;SH601988;SH601288;SH601857;SH600036;SH601939;SH601398;SH600519,SH601021;SH600141;SH601233;SH600383;SH603160;SZ002007;SH600295;SZ002013;SZ000733;SZ002240;SH601799;SZ000963;SH600803;SH600219;SZ002841;SH603893;SZ000408;SZ002340;SZ000786;SH601607;SZ000425;SZ002414;SZ002602;SZ000825;SH601236;SZ002568;SZ002120;SH600023;SZ002064;SH600061;SH600884;SH603369;SH600584;SH600875;SH600795;SH601698;SH600256;SZ002080;SH600236;SH603127;SH600606;SZ002074;SH603026;SZ000069;SH600779;SH601018;SH600733;SH603899;SH600674;SH600132
ILL,local_ILL_amihud_21d_v0,2021-09,2021-09-30,2021-10,2021-10-29,train,complete,249,49,50,-0.04151470681519142,0.011357737378587522,-0.05287244419377893,0.37686274509803935,0.37686274509803896,-0.05701793438985736,SH600018;SH601816;SH603369;SZ000596;SZ002607;SH600025;SH603486;SH603160;SH600795;SH600803;SH600132;SH601998;SZ000408;SH603195;SZ000069;SZ003022;SH601111;SH603127;SH601898;SH601236;SH600845;SH600886;SH600383;SH600023;SZ002568;SH601698;SH601799;SZ002120;SH600926;SH600029;SH603893;SH601155;SH603392;SH600606;SZ002938;SH601808;SH600295;SH603833;SH603899;SH600956;SH600674;SH601021;SH601991;SH600115;SZ000708;SZ000617;SH601018;SZ002841;SH600236,SH600519;SH601318;SH601012;SZ000858;SH600031;SZ002466;SH600030;SZ000725;SZ000651;SZ002594;SH600887;SH603259;SH600036;SH600276;SH600111;SH601899;SH600089;SZ002460;SH601919;SH600010;SH600438;SZ000792;SH601398;SH600309;SH601166;SH601288;SH600958;SZ002241;SZ000063;SH601688;SH600809;SH600703;SZ000001;SH601668;SZ002340;SZ002475;SZ002202;SZ000100;SH601377;SZ002129;SZ000776;SH600460;SH601888;SH601669;SZ000333;SH600900;SZ000568;SZ002415;SZ000002;SH603799
TURN,local_TURN_share_turnover_21d_v0,2021-09,2021-09-30,2021-10,2021-10-29,train,complete,249,49,50,-0.02549989186061417,-0.000903098146484167,-0.024596793714130007,0.5545098039215688,0.5545098039215685,-0.030696401557267262,SH600763;SH601985;SZ000733;SH600031;SH601877;SZ000661;SH600438;SZ002241;SH600219;SZ002601;SH600362;SH603993;SH601117;SZ000776;SZ000768;SH601233;SH600426;SH601618;SH600295;SH603986;SZ002460;SH600176;SH600733;SH603799;SZ000792;SZ000425;SZ000799;SZ002080;SH601377;SH600875;SH601600;SH600150;SH600958;SH603026;SH600460;SZ000825;SZ002074;SH601669;SH600702;SH600010;SH600256;SH600884;SH600111;SZ002466;SZ002202;SZ002340;SZ002240;SH600141;SH600089,SH601939;SH601398;SH601988;SH601998;SH601628;SH601288;SH601816;SH601319;SH601138;SH601328;SZ000617;SH600000;SH601018;SH601229;SH601916;SH600015;SH600115;SH601658;SH601857;SH600029;SZ000708;SH601818;SH603288;SH601111;SH601633;SH600016;SH600900;SH600036;SH603195;SZ002938;SH600018;SH600845;SH600028;SH600236;SZ002841;SH601006;SH603833;SH600606;SH600926;SZ002415;SH601021;SH600519;SZ002736;SH603392;SH601009;SH601808;SZ000596;SH600104;SH601169;SH601601
BAB,local_BAB_beta_sort_252d_v0,2021-09,2021-09-30,2021-10,2021-10-29,train,complete,248,49,50,0.013193269533353714,-0.06834191126490001,0.0815351807982537,0.18,0.18,0.0795551807982537,SZ002230;SZ000333;SH600703;SH601899;SH600309;SZ002410;SZ002493;SZ002568;SH600426;SZ000596;SZ000786;SZ002304;SZ002240;SZ002271;SZ002821;SZ000661;SH603369;SH600438;SZ002074;SH601919;SH603392;SH601633;SH600346;SH600176;SH601012;SH601100;SZ002601;SZ002709;SH603259;SH600779;SZ000157;SH600132;SH600031;SH601888;SH600436;SH600760;SH601995;SH601865;SH600809;SH600893;SZ000858;SZ002460;SZ002594;SH603799;SH603185;SH600763;SZ000568;SZ000799;SH600295,SH600188;SH601857;SH601988;SH601288;SH600023;SH600236;SH600795;SH600028;SH601006;SH601991;SH601898;SH601328;SZ003816;SH601398;SH600025;SH600886;SH600011;SH601916;SH600900;SH601169;SH601088;SH600547;SH600016;SH600050;SH601998;SZ000825;SH600015;SH601985;SH600150;SH601229;SH600010;SH601668;SH601727;SH601186;SH601816;SH601939;SH600674;SH601658;SH601800;SZ001979;SH601390;SH601669;SZ000617;SH600115;SZ000069;SH601818;SH601989;SH600018;SH600000;SH601607
SIZE,local_SIZE_market_cap_high_minus_low_v0,2021-10,2021-10-29,2021-11,2021-11-30,train,complete,249,49,50,-0.0367261579317794,-0.0014259953588045171,-0.035300162572974886,0.4416326530612246,0.4416326530612246,-0.04015812175664836,SH601998;SH601138;SH601816;SH603501;SH601995;SH600104;SZ002460;SH600436;SH600690;SH600438;SZ002812;SH600887;SH600000;SH601601;SH601919;SZ002475;SH601899;SZ002304;SZ002352;SZ002714;SH600276;SH600309;SH600030;SZ000568;SH601328;SH600809;SZ000001;SH601166;SH601088;SH603259;SZ000333;SZ002415;SH603288;SH601658;SH600028;SH601888;SH601012;SH601633;SZ000858;SH601628;SZ002594;SH601988;SH601318;SH601857;SH601288;SH600036;SH601939;SH601398;SH600519,SZ002240;SH601991;SZ002841;SZ002414;SH603026;SH600096;SZ000069;SH600183;SH600023;SH600219;SZ002340;SH600803;SH600606;SH600061;SZ002555;SH601236;SH601607;SH603882;SZ000733;SH601021;SH605358;SZ000009;SZ002007;SZ002120;SH600584;SZ002064;SH600141;SH600885;SZ002602;SH601698;SH605117;SH600875;SH601689;SH600039;SH600674;SZ000408;SH600754;SH603899;SZ002920;SZ002013;SH601018;SH600733;SH601615;SH603127;SH601377;SH600702;SH600779;SH603369;SZ002326;SZ000039
ILL,local_ILL_amihud_21d_v0,2021-10,2021-10-29,2021-11,2021-11-30,train,complete,248,49,50,-0.02879868856306048,-0.007183774147772362,-0.021614914415288115,0.4053061224489797,0.40530612244897973,-0.02607328176222689,SH600061;SH600803;SZ000039;SH603882;SH600926;SH600015;SH601816;SH603392;SZ002736;SZ002064;SH603127;SH603195;SH601881;SH601727;SH600025;SZ000069;SH600188;SZ000408;SZ002414;SH601998;SH601799;SH600029;SZ003022;SH601155;SH600018;SH601898;SH600674;SH600845;SH601021;SZ002920;SH600023;SH600754;SZ002120;SH600132;SH601991;SH603833;SH600956;SH600115;SH600606;SH601698;SH605117;SH603899;SZ000708;SH601236;SZ002938;SH601808;SZ000617;SZ002841;SH601018,SH600519;SZ000858;SH601318;SZ002594;SH601012;SH600887;SZ002466;SH600036;SZ000725;SH600030;SH600031;SH600438;SZ002460;SH600111;SH603259;SZ000651;SH600276;SH601166;SZ000568;SH601899;SH600309;SH601398;SH601288;SZ002714;SH601919;SZ002129;SH600010;SZ002475;SH600089;SH600809;SH601888;SZ000001;SH601988;SZ000002;SH601688;SH600436;SZ002415;SH603799;SH600702;SH603986;SZ002371;SZ002241;SH600460;SZ000661;SH601668;SZ000792;SZ000063;SZ000776;SH600703;SZ000333
TURN,local_TURN_share_turnover_21d_v0,2021-10,2021-10-29,2021-11,2021-11-30,train,complete,248,49,50,-0.020224704299066053,-0.02222671024313029,0.002002005944064243,0.5265306122448982,0.5265306122448982,-0.0037898307906296374,SZ000768;SZ002555;SH600438;SH600426;SH601012;SH601377;SH601985;SH600703;SH601689;SH600584;SH601919;SH601877;SZ000792;SH605358;SZ000963;SH600763;SH600958;SH603185;SZ002460;SZ000661;SH600150;SH600875;SH603799;SZ000876;SZ002129;SH601600;SZ002709;SH600010;SZ000799;SH603986;SH601669;SH600733;SZ002080;SZ002074;SH600460;SH603026;SZ002340;SH600884;SZ002202;SH600702;SH601615;SH600111;SH600089;SZ002466;SZ002240;SZ000009;SZ002326;SH600141;SH600096,SH601939;SH601998;SH601988;SH601398;SH601288;SH601628;SH601018;SH601816;SZ000617;SH601916;SH601328;SH601319;SH601138;SH600015;SH600000;SH601229;SZ000708;SH600016;SH601818;SH601658;SH601857;SZ002736;SH601881;SH600018;SH601236;SH601766;SH603288;SH601698;SH600028;SZ002841;SH600036;SH601006;SZ002938;SH600115;SH600029;SH601633;SH600845;SH603392;SH601995;SZ002415;SH603195;SH601169;SH600050;SH601066;SH600999;SH600606;SH601901;SH601808;SH601607;SH601111
BAB,local_BAB_beta_sort_252d_v0,2021-10,2021-10-29,2021-11,2021-11-30,train,complete,248,49,50,-0.012421633747263173,-0.034414133712166776,0.021992499964903586,0.2424489795918367,0.2424489795918367,0.019325561189393384,SH600660;SZ002230;SH600519;SH601689;SZ002415;SH603127;SH600703;SZ002304;SH600426;SZ002240;SZ002493;SZ000333;SH601633;SH600438;SZ000596;SZ002074;SZ002709;SH603392;SZ002601;SZ002821;SZ002271;SH600176;SH601919;SH603369;SH600346;SH601012;SH603882;SZ000661;SH601100;SH601865;SH603259;SH600760;SZ000157;SH600779;SH603185;SH600031;SH601995;SH600893;SZ002460;SH601888;SH600132;SH600436;SH603799;SH600809;SZ002594;SZ000858;SH600763;SZ000799;SZ000568,SH600188;SH600023;SH600011;SH601991;SH601898;SH601857;SH601988;SH601288;SH605117;SH600025;SH600886;SZ003816;SH601006;SH600028;SH601328;SH601398;SH601088;SH601916;SH601985;SH600547;SH600050;SH601169;SH601727;SH601998;SH600674;SH600016;SH600150;SH601668;SH601229;SH601669;SH600010;SH600015;SH600039;SZ001979;SH601186;SZ000069;SH601658;SH601939;SH601800;SH601816;SH600115;SH601390;SH601818;SH600606;SZ000617;SH600956;SH600018;SH600048;SH600029;SH601989
SIZE,local_SIZE_market_cap_high_minus_low_v0,2021-11,2021-11-30,2021-12,2021-12-31,train,complete,256,51,52,0.023663120167204805,0.014270821834801979,0.009392298332402835,0.4626696832579183,0.46266968325791813,0.004302931816565735,SZ000002;SH601066;SH601998;SH601138;SH601816;SZ002812;SH600406;SH601995;SH600104;SH603501;SH600887;SZ002460;SH600000;SH600690;SH601601;SZ002304;SH601899;SH600436;SZ002714;SH601919;SZ002475;SZ002352;SH600309;SH600030;SH600276;SZ000568;SZ000001;SH601328;SH601166;SH600809;SH601088;SH601888;SH603259;SZ002415;SH601658;SH603288;SZ000333;SH601012;SH600028;SH601633;SH601628;SZ000858;SH601857;SH601318;SZ002594;SH601988;SH601288;SH600036;SH601939;SH601398;SH600519,SH600674;SH601021;SH603160;SH600023;SH603707;SH603882;SH600862;SH600233;SH600733;SZ002916;SH600061;SZ002240;SH603899;SH601607;SZ002555;SH600606;SH600219;SZ002007;SH601236;SH601966;SH600765;SH603127;SH600885;SZ002340;SH600183;SH603198;SZ002602;SZ003022;SZ000408;SZ002180;SZ002326;SH600803;SH600754;SH600522;SZ002414;SH600039;SH601377;SZ000723;SZ002120;SH601018;SZ002756;SH600563;SZ002607;SH600584;SZ000963;SH601698;SZ000157;SH603185;SZ000039;SZ002080;SH603893;SH600884
ILL,local_ILL_amihud_21d_v0,2021-11,2021-11-30,2021-12,2021-12-31,train,complete,256,51,52,0.05229654665258653,0.0035667004925969926,0.048729846159989564,0.4668174962292605,0.46681749622926066,0.0435948537014677,SZ001979;SH600011;SH600741;SH601607;SH601111;SH600845;SZ002736;SH603882;SH603893;SH600061;SZ002920;SH600926;SH603195;SH600803;SH600025;SH601799;SH600018;SH600563;SZ002607;SH603127;SH600015;SZ003022;SH600886;SH601816;SZ000408;SH600754;SH601916;SH603899;SH600233;SH601998;SZ002120;SH603707;SH601155;SH603392;SH601898;SH600029;SH601021;SZ000877;SH601698;SH603833;SH600674;SH601236;SH600115;SH600956;SH605499;SH600606;SH600023;SZ000708;SH601808;SZ000617;SH601018,SH600519;SH601012;SZ000858;SH601318;SZ002594;SH601288;SH600030;SH600111;SZ002466;SH600036;SZ000725;SH600887;SZ002460;SZ000651;SZ002241;SH603259;SH600031;SH601899;SH600276;SH601166;SH601919;SZ002714;SH600438;SH600809;SZ002129;SH603986;SZ000625;SZ000001;SZ002202;SH601888;SZ000568;SH600703;SZ002475;SH600460;SH601398;SH603501;SH600309;SH600089;SZ002415;SZ002709;SH601600;SZ000333;SZ002074;SZ000063;SH600893;SH600584;SH600436;SZ002230;SZ000776;SZ000792;SH603799;SH600196
TURN,local_TURN_share_turnover_21d_v0,2021-11,2021-11-30,2021-12,2021-12-31,train,complete,256,51,52,-0.027123515972825342,0.04237818838521214,-0.06950170435803744,0.44683257918552,0.4468325791855202,-0.07441686272907816,SH600438;SH600893;SH600426;SZ000792;SH600183;SH600196;SZ000661;SH601669;SZ000876;SH600039;SH601012;SZ002013;SZ000768;SZ002129;SH600765;SH600958;SH600703;SZ002555;SZ002602;SH605358;SH601600;SH603185;SZ000625;SH600763;SZ002709;SH600150;SZ000799;SH600733;SH600875;SZ002460;SZ002080;SH603986;SZ002241;SH600010;SH603799;SZ002756;SH600884;SH600702;SH600089;SZ002340;SH600584;SZ002074;SH600460;SZ002202;SH600111;SH601615;SZ002466;SZ002240;SZ000723;SZ002326;SH600522,SH601939;SH601988;SH601628;SH601998;SH601398;SH601018;SH601288;SH601916;SH601816;SZ000617;SH601857;SH600000;SH601319;SH601229;SH601328;SH600028;SH600016;SH601658;SH600015;SH600115;SH601818;SH603288;SZ002736;SH601006;SH601808;SH601138;SH601236;SH601088;SZ000877;SZ000708;SH601169;SH601766;SZ003816;SH600036;SH600999;SH600029;SH601633;SH600023;SH600018;SH600606;SH601066;SH601390;SH601901;SH601800;SH601009;SH600050;SH601607;SH600519;SH601186;SH603833;SH601336;SH601698
BAB,local_BAB_beta_sort_252d_v0,2021-11,2021-11-30,2021-12,2021-12-31,train,complete,254,50,51,-0.008568907189470903,0.06731183184011245,-0.07588073902958332,0.15803921568627466,0.1580392156862746,-0.07761917040213234,SH601689;SH600309;SZ002230;SH600519;SH600426;SZ002821;SH603392;SZ002415;SZ000596;SH600660;SH601633;SZ000333;SZ002493;SZ002304;SH601919;SH600703;SH600438;SZ002074;SZ002709;SH603369;SH600346;SZ002601;SZ002756;SH603882;SZ000661;SH601012;SH600176;SZ002271;SH603259;SH600779;SH601100;SH603198;SH601995;SH600760;SZ000157;SZ002460;SH601865;SH600031;SH600893;SH600436;SH600809;SH600132;SZ002594;SH603799;SH603185;SZ000858;SH601888;SZ000799;SZ000568;SH600763,SH600188;SH600023;SH600011;SH601898;SH601288;SH601988;SH601857;SH600025;SH600886;SH601006;SZ003816;SH600028;SH601916;SH601328;SH600547;SH601398;SH601088;SH601985;SH600050;SH600150;SH601727;SH601169;SH601998;SH600674;SH600016;SH600015;SH601229;SH601669;SH600010;SH600039;SH600115;SH601668;SH601186;SZ001979;SH601658;SH600018;SH601018;SH601939;SH601800;SH600956;SH601390;SH600522;SH601816;SH601989;SZ000617;SH600029;SH601818;SH601607;SH600606;SZ002180;SH601117
SIZE,local_SIZE_market_cap_high_minus_low_v0,2021-12,2021-12-31,2022-01,2022-01-28,validation,complete,270,54,54,-0.05234336287852801,-0.11029867060047151,0.05795530772194351,0.4814814814814817,0.48148148148148173,0.05265901142564721,SH600905;SZ000651;SH600406;SZ002812;SH601998;SH601066;SZ000002;SH601995;SH601138;SH601816;SH600104;SZ002304;SH600000;SZ002142;SH601899;SH601601;SH600436;SH600887;SH603501;SZ002714;SH600690;SH601919;SH600309;SZ000001;SH600276;SZ002352;SH600030;SH601328;SZ002475;SH603259;SZ000568;SH600809;SH601166;SH601888;SH603288;SH601088;SH601633;SH601012;SH601658;SZ002415;SH600028;SZ000333;SH600900;SZ002594;SH601628;SZ000858;SH601988;SH601857;SH601318;SH601288;SH600036;SH601939;SH601398;SH600519,SZ002240;SH601966;SH600298;SZ002032;SH600236;SH601615;SH601233;SH601878;SZ002625;SH603882;SZ002600;SH601021;SZ000977;SH603707;SH600803;SH600563;SH603737;SH600027;SH600061;SH600765;SZ002007;SH600884;SZ002841;SH600183;SH605358;SH600023;SH600674;SH600584;SH600606;SH603198;SH600885;SH600332;SH601236;SH600219;SH601607;SH600795;SZ002414;SZ002080;SH603893;SH600233;SH600039;SH601698;SZ002008;SZ000069;SH600522;SH601799;SZ002791;SH601689;SH600383;SH600779;SZ002120;SZ002916;SH603899;SZ002555
ILL,local_ILL_amihud_21d_v0,2021-12,2021-12-31,2022-01,2022-01-28,validation,complete,269,53,54,-0.06963093767594117,-0.08663106982871865,0.017000132152777552,0.5793151642208247,0.5793151642208247,0.010627665346348479,SH601916;SH601816;SZ000408;SZ000069;SZ002938;SH601006;SH600926;SZ000877;SH601991;SH601998;SH600132;SH601100;SH601155;SH600025;SH603392;SH603882;SH600018;SH603486;SZ002410;SH601966;SH603195;SH601898;SZ002120;SZ002916;SZ002791;SH600845;SH603893;SH601021;SH603899;SH600674;SH601111;SH600029;SH600886;SH600803;SH600606;SH601236;SH603833;SH603707;SZ000617;SZ002841;SH600754;SH605499;SH600023;SH601799;SH600115;SH600956;SH601698;SZ000708;SH603737;SZ002032;SH601018;SH601808;SH600236,SH601288;SH600519;SZ000858;SH601318;SH601012;SH600036;SZ002594;SZ000725;SH600111;SH601166;SH600887;SH601398;SH600276;SZ000001;SZ000651;SH601919;SH600030;SH600031;SZ002460;SZ002466;SZ000568;SH600905;SZ000338;SZ002241;SH601899;SH603259;SZ000723;SH601688;SZ002304;SZ002475;SH600010;SH601328;SZ000002;SH600050;SH603501;SH600089;SZ000333;SH601888;SH600309;SH600438;SH600809;SH603799;SH600016;SZ002714;SH603986;SZ002415;SH601818;SH600958;SZ000100;SZ000799;SH600837;SH600703;SH601600;SH601601
TURN,local_TURN_share_turnover_21d_v0,2021-12,2021-12-31,2022-01,2022-01-28,validation,complete,270,54,54,-0.13543299517678392,-0.019479065304406126,-0.11595392987237779,0.5370370370370374,0.5370370370370372,-0.12186133727978521,SH603198;SH600779;SH600438;SH600426;SZ002602;SH601919;SH600765;SH605358;SH601127;SH600219;SH600150;SZ002080;SZ000408;SZ002241;SH600031;SZ002709;SH600584;SH603799;SZ002625;SZ002460;SH600383;SH600958;SH600884;SH600027;SZ002600;SH600875;SH600460;SH600703;SH600763;SZ000792;SH600085;SZ000338;SZ000977;SZ002008;SZ002074;SZ000799;SH603986;SH601689;SH600010;SZ002202;SH600905;SH601669;SH600702;SZ002756;SH601377;SH601615;SH601878;SH600111;SH601600;SH600089;SZ002466;SH600522;SZ002240;SZ000723,SH601939;SH601628;SH601988;SH601998;SH601398;SH601857;SH601288;SH601816;SH600028;SH601319;SH600000;SH601916;SH601328;SH601658;SH600015;SH601808;SZ000617;SH600115;SH601229;SH603288;SH601138;SZ000708;SH601006;SH601818;SH600016;SH600029;SH601088;SH601169;SH600236;SH603392;SH601766;SH601018;SZ000877;SH601698;SH601111;SH600036;SH601336;SZ002736;SH601633;SH603195;SH605499;SH601601;SH600050;SH600900;SH600999;SZ003816;SH600018;SH601901;SH601066;SH601318;SH601009;SH600606;SH601881;SH601995
