target_industry,model_task,fold_id,contract_id,feature_name,importance_gain,feature_set_version,diagnostic_only
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,ret_rank_20d_market,73.82866525650024,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,money_ratio_20,85.04552429914474,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,atr20_pct,336.35951149463654,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,prelaunch_drawdown_120d,76.16690059751272,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_60d,40.567789912223816,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_120d,55.42309087514877,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,industry_breadth_20d,119.62409339100122,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,market_regime,5.99901008605957,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,launch_variant,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,268.9298369884491,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,money_ratio_20,153.33938044309616,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,atr20_pct,903.0334194302559,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,274.8174093365669,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,411.99629056453705,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,275.96639600396156,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,397.31557071208954,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,market_regime,281.4624117612839,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_variant,6.98652982711792,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,ret_rank_20d_market,268.9298369884491,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,money_ratio_20,153.33938044309616,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,atr20_pct,903.0334194302559,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,prelaunch_drawdown_120d,274.8174093365669,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_60d,411.99629056453705,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_120d,275.96639600396156,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,industry_breadth_20d,397.31557071208954,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,market_regime,281.4624117612839,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,launch_variant,6.98652982711792,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,411.7763236761093,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,money_ratio_20,316.90897166728973,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,atr20_pct,1366.7353584766388,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,425.183228969574,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,457.1729458272457,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,438.7569002211094,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,446.72388365864754,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,market_regime,181.75167965888977,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_variant,96.75490927696228,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,ret_rank_20d_market,411.7763236761093,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,money_ratio_20,316.90897166728973,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,atr20_pct,1366.7353584766388,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,prelaunch_drawdown_120d,425.183228969574,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_60d,457.1729458272457,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_120d,438.7569002211094,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,industry_breadth_20d,446.72388365864754,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,market_regime,181.75167965888977,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,launch_variant,96.75490927696228,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,670.6341839507222,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,money_ratio_20,342.2317261695862,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,atr20_pct,1145.8053111732006,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,747.969266295433,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,559.4076780658215,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,501.0266993790865,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,560.2678291797638,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,market_regime,178.2731336057186,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_family,16.253039836883545,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_variant,128.44624996185303,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,ret_rank_20d_market,18.856140613555908,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,money_ratio_20,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,atr20_pct,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,prelaunch_drawdown_120d,23.026599884033203,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,launch_gain_from_recent_low_60d,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,launch_gain_from_recent_low_120d,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,industry_breadth_20d,24.264119625091553,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,market_regime,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,launch_variant,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,ret_rank_20d_market,18.856140613555908,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,money_ratio_20,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,atr20_pct,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,prelaunch_drawdown_120d,23.026599884033203,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,launch_gain_from_recent_low_60d,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,launch_gain_from_recent_low_120d,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,industry_breadth_20d,24.264119625091553,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,market_regime,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,launch_variant,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,ret_rank_20d_market,670.6341839507222,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,money_ratio_20,342.2317261695862,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,atr20_pct,1145.8053111732006,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,prelaunch_drawdown_120d,747.969266295433,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_60d,559.4076780658215,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,launch_gain_from_recent_low_120d,501.0266993790865,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,industry_breadth_20d,560.2678291797638,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,market_regime,178.2731336057186,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,launch_family,16.253039836883545,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,launch_variant,128.44624996185303,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,ret_rank_20d_market,433.68443182110786,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,money_ratio_20,247.79844969511032,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,atr20_pct,647.193200469017,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,prelaunch_drawdown_120d,732.9911252111197,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,launch_gain_from_recent_low_60d,412.5981623530388,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,launch_gain_from_recent_low_120d,473.1199704706669,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,industry_breadth_20d,492.7636260986328,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,market_regime,309.6728423833847,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,launch_family,17.510890007019043,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,launch_variant,79.43641901016235,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,586.0897312387824,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,money_ratio_20,415.6873105466366,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,atr20_pct,926.960557103157,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,1093.1034525129944,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,757.5808823853731,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,613.5079067349434,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,677.2951466478407,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,market_regime,371.61888667568564,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_family,21.28504991531372,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_variant,99.99349904060364,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,ret_rank_20d_market,4.160019874572754,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,money_ratio_20,40.26723003387451,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,atr20_pct,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,prelaunch_drawdown_120d,10.85569953918457,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,launch_gain_from_recent_low_60d,32.64411973953247,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,launch_gain_from_recent_low_120d,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,industry_breadth_20d,6.209939956665039,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,market_regime,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,lifecycle_pool,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,launch_family,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,launch_variant,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,ret_rank_20d_market,4.160019874572754,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,money_ratio_20,40.26723003387451,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,atr20_pct,0.0,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,prelaunch_drawdown_120d,10.85569953918457,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,launch_gain_from_recent_low_60d,32.64411973953247,p0_9a_industry_feature_set_v1,True
电子,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,launch_gain_from_recent_low_120d,0.0,p0_9a_industry_feature_set_v1,True
