target_industry,model_task,fold_id,contract_id,score_bucket,selected_event_count,selected_positive_count,selected_positive_rate,diagnostic_only,candidate_for_industry_p1_refine,validated_score_bucket
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_5pct,0,0,,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_10pct,84,27,0.32142857142857145,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_5pct,42,16,0.38095238095238093,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_10pct,84,27,0.32142857142857145,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_5pct,42,16,0.38095238095238093,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_10pct,53,19,0.3584905660377358,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_5pct,25,11,0.44,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_2pct,6,5,0.8333333333333334,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_10pct,53,19,0.3584905660377358,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_5pct,25,11,0.44,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_2pct,6,5,0.8333333333333334,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_10pct,7,1,0.14285714285714285,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_5pct,2,0,0.0,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,top_10pct,21,4,0.19047619047619047,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,top_5pct,19,4,0.21052631578947367,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T2_pooled_inner_validation,top_2pct,19,4,0.21052631578947367,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_10pct,21,4,0.19047619047619047,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_5pct,19,4,0.21052631578947367,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_2pct,19,4,0.21052631578947367,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_10pct,7,1,0.14285714285714285,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_5pct,2,0,0.0,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_10pct,19,2,0.10526315789473684,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_5pct,6,0,0.0,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,top_10pct,26,2,0.07692307692307693,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,top_5pct,13,2,0.15384615384615385,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,top_2pct,5,0,0.0,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_10pct,26,2,0.07692307692307693,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_5pct,13,2,0.15384615384615385,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_2pct,5,0,0.0,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_10pct,19,2,0.10526315789473684,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_5pct,6,0,0.0,True,False,False
汽车,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_10pct,36,22,0.6111111111111112,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_5pct,15,9,0.6,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_2pct,4,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_10pct,71,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_5pct,49,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_2pct,23,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_10pct,71,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_5pct,49,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_2pct,23,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_10pct,11,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_5pct,11,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_2pct,4,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_10pct,11,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_5pct,11,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_2pct,4,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_10pct,5,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_5pct,2,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,top_10pct,34,8,0.23529411764705882,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,top_5pct,34,8,0.23529411764705882,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T2_pooled_inner_validation,top_2pct,34,8,0.23529411764705882,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_10pct,34,8,0.23529411764705882,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_5pct,34,8,0.23529411764705882,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_2pct,34,8,0.23529411764705882,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_10pct,5,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_5pct,2,0,0.0,True,False,False
电力设备,industry_launch_winner_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,top_10pct,5,1,0.2,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,top_5pct,0,0,,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_10pct,5,1,0.2,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_5pct,0,0,,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_10pct,136,77,0.5661764705882353,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_5pct,75,40,0.5333333333333333,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_2pct,2,0,0.0,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_10pct,136,77,0.5661764705882353,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_5pct,75,40,0.5333333333333333,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_2pct,2,0,0.0,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T0_strict_p0_9_reproduction,top_10pct,218,115,0.5275229357798165,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T0_strict_p0_9_reproduction,top_5pct,192,93,0.484375,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T0_strict_p0_9_reproduction,top_2pct,192,93,0.484375,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_10pct,105,31,0.29523809523809524,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_5pct,37,15,0.40540540540540543,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_2pct,13,2,0.15384615384615385,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_10pct,105,31,0.29523809523809524,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_5pct,37,15,0.40540540540540543,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_2pct,13,2,0.15384615384615385,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T0_strict_p0_9_reproduction,top_10pct,145,75,0.5172413793103449,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T0_strict_p0_9_reproduction,top_5pct,91,40,0.43956043956043955,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T0_strict_p0_9_reproduction,top_2pct,78,27,0.34615384615384615,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_10pct,99,37,0.37373737373737376,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_5pct,51,24,0.47058823529411764,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_2pct,3,3,1.0,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T2_pooled_inner_validation,top_10pct,101,67,0.6633663366336634,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T2_pooled_inner_validation,top_5pct,36,14,0.3888888888888889,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T2_pooled_inner_validation,top_2pct,36,14,0.3888888888888889,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_10pct,101,67,0.6633663366336634,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_5pct,36,14,0.3888888888888889,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_2pct,36,14,0.3888888888888889,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_10pct,99,37,0.37373737373737376,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_5pct,51,24,0.47058823529411764,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_2pct,3,3,1.0,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,top_10pct,426,119,0.2793427230046948,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,top_5pct,141,11,0.07801418439716312,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T0_strict_p0_9_reproduction,top_2pct,63,10,0.15873015873015872,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_10pct,114,51,0.4473684210526316,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_5pct,59,21,0.3559322033898305,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_2pct,15,5,0.3333333333333333,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T2_pooled_inner_validation,top_10pct,240,79,0.32916666666666666,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T2_pooled_inner_validation,top_5pct,192,54,0.28125,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T2_pooled_inner_validation,top_2pct,106,3,0.02830188679245283,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_10pct,240,79,0.32916666666666666,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_5pct,192,54,0.28125,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_2pct,106,3,0.02830188679245283,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_10pct,114,51,0.4473684210526316,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_5pct,59,21,0.3559322033898305,True,False,False
电子,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_2pct,15,5,0.3333333333333333,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,top_10pct,20,0,0.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,top_5pct,0,0,,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2020,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_10pct,20,0,0.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_5pct,0,0,,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2020,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_10pct,25,16,0.64,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_5pct,8,8,1.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,top_2pct,0,0,,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_10pct,25,16,0.64,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_5pct,8,8,1.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_2pct,0,0,,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_10pct,32,7,0.21875,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_5pct,20,5,0.25,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,top_2pct,9,1,0.1111111111111111,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T2_pooled_inner_validation,top_10pct,40,8,0.2,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T2_pooled_inner_validation,top_5pct,40,8,0.2,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T2_pooled_inner_validation,top_2pct,40,8,0.2,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T3_grouped_temporal_inner_validation,top_10pct,40,8,0.2,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T3_grouped_temporal_inner_validation,top_5pct,40,8,0.2,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T3_grouped_temporal_inner_validation,top_2pct,40,8,0.2,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_10pct,32,7,0.21875,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_5pct,20,5,0.25,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2022,T4_diagnostic_minimal_instrument_gate,top_2pct,9,1,0.1111111111111111,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_10pct,27,6,0.2222222222222222,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_5pct,13,2,0.15384615384615385,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,top_2pct,11,1,0.09090909090909091,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T2_pooled_inner_validation,top_10pct,32,4,0.125,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T2_pooled_inner_validation,top_5pct,15,1,0.06666666666666667,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T2_pooled_inner_validation,top_2pct,5,0,0.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_10pct,32,4,0.125,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_5pct,15,1,0.06666666666666667,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T3_grouped_temporal_inner_validation,top_2pct,5,0,0.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_10pct,27,6,0.2222222222222222,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_5pct,13,2,0.15384615384615385,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2023,T4_diagnostic_minimal_instrument_gate,top_2pct,11,1,0.09090909090909091,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_10pct,57,5,0.08771929824561403,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_5pct,5,0,0.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,top_2pct,1,0,0.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T2_pooled_inner_validation,top_10pct,82,16,0.1951219512195122,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T2_pooled_inner_validation,top_5pct,50,12,0.24,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T2_pooled_inner_validation,top_2pct,31,3,0.0967741935483871,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_10pct,82,16,0.1951219512195122,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_5pct,50,12,0.24,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T3_grouped_temporal_inner_validation,top_2pct,31,3,0.0967741935483871,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_10pct,57,5,0.08771929824561403,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_5pct,5,0,0.0,True,False,False
汽车,industry_failure_reject_score_lgbm,fold_2024,T4_diagnostic_minimal_instrument_gate,top_2pct,1,0,0.0,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_10pct,45,12,0.26666666666666666,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_5pct,21,6,0.2857142857142857,True,False,False
电力设备,industry_failure_reject_score_lgbm,fold_2021,T4_diagnostic_minimal_instrument_gate,top_2pct,14,4,0.2857142857142857,True,False,False
