target_industry,model_task,fold_id,stable_candidate_id,failure_event_dedup_candidate_id,launch_stratum_event_id,raw_window_hit_count,kept_failure_decision_window,kept_failure_decision_effective_date,duplicate_window_hit_count,dedup_policy,dedup_pass,phase
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003683,3,3,2020-06-29,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003684,3,3,2020-06-29,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003685,3,3,2020-08-19,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003686,3,3,2020-09-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003687,3,3,2020-09-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003688,3,3,2020-09-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003689,3,3,2020-09-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003690,3,3,2020-09-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003691,3,3,2020-09-23,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003692,3,3,2020-09-23,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003693,3,3,2020-11-10,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003694,3,3,2020-11-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003695,3,3,2020-11-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003696,3,3,2020-11-20,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003697,3,3,2020-11-23,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00003698,3,3,2020-12-03,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008625,3,3,2020-01-10,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008626,3,3,2020-01-10,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008627,3,3,2020-01-10,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008628,3,3,2020-01-10,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008629,3,3,2020-01-20,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008630,3,3,2020-01-20,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008631,3,3,2020-01-20,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008632,3,3,2020-01-20,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008633,3,3,2020-05-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008634,3,3,2020-07-17,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008635,3,3,2020-07-17,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008636,3,3,2020-07-17,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008637,3,3,2020-07-23,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008638,3,3,2020-07-23,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008639,3,3,2020-07-27,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008640,3,3,2020-07-28,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008641,3,3,2020-07-30,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008642,3,3,2020-08-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008643,3,3,2020-08-06,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008644,3,3,2020-08-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008645,3,3,2020-09-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00008646,3,3,2020-09-28,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009468,3,3,2020-03-31,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009469,3,3,2020-03-31,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009470,3,3,2020-03-31,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009471,3,3,2020-05-11,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009472,3,3,2020-05-11,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009473,3,3,2020-05-11,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009474,3,3,2020-05-14,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009475,3,3,2020-05-14,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009476,3,3,2020-05-14,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009477,3,3,2020-05-14,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009478,3,3,2020-05-15,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009479,3,3,2020-05-15,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009480,3,3,2020-07-07,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009481,3,3,2020-07-07,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009482,3,3,2020-07-07,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009483,3,3,2020-08-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009484,3,3,2020-08-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009485,3,3,2020-08-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009486,3,3,2020-08-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009487,3,3,2020-08-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009488,3,3,2020-08-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009489,3,3,2020-08-13,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009490,3,3,2020-08-14,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009491,3,3,2020-08-18,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009492,3,3,2020-08-26,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009493,3,3,2020-09-07,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00009494,3,3,2020-09-14,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015892,3,3,2020-02-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015893,3,3,2020-02-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015894,3,3,2020-02-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015895,3,3,2020-03-09,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015896,3,3,2020-03-09,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015897,3,3,2020-03-09,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015898,3,3,2020-03-16,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015899,3,3,2020-03-19,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015900,3,3,2020-06-09,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015901,3,3,2020-06-09,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015902,3,3,2020-06-09,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015903,3,3,2020-06-15,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015904,3,3,2020-07-08,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015905,3,3,2020-07-08,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015906,3,3,2020-08-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015907,3,3,2020-08-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015908,3,3,2020-08-05,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015909,3,3,2020-08-05,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015910,3,3,2020-08-06,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015911,3,3,2020-08-06,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015912,3,3,2020-08-06,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015913,3,3,2020-11-05,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015914,3,3,2020-11-06,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015915,3,3,2020-11-10,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00015916,3,3,2020-11-23,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018683,3,3,2020-01-08,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018684,3,3,2020-02-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018685,3,3,2020-02-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018686,3,3,2020-02-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018687,3,3,2020-02-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018688,3,3,2020-03-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018689,3,3,2020-03-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018690,3,3,2020-03-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018691,3,3,2020-03-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018692,3,3,2020-03-02,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018693,3,3,2020-03-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018694,3,3,2020-04-03,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018695,3,3,2020-05-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018696,3,3,2020-05-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018697,3,3,2020-05-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018698,3,3,2020-05-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018699,3,3,2020-06-09,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018700,3,3,2020-07-17,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018701,3,3,2020-07-17,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018702,3,3,2020-07-17,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018703,3,3,2020-07-20,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018704,3,3,2020-07-21,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018705,3,3,2020-07-24,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018706,3,3,2020-07-27,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018707,3,3,2020-08-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00018708,3,3,2020-08-24,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028722,3,3,2020-01-07,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028723,3,3,2020-02-27,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028724,3,3,2020-02-27,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028725,3,3,2020-02-27,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028726,3,3,2020-02-27,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028727,3,3,2020-03-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028728,3,3,2020-03-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028729,3,3,2020-03-04,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028730,3,3,2020-03-06,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028731,3,3,2020-03-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028732,3,3,2020-05-11,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028733,3,3,2020-05-11,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
汽车,industry_failure_reject_score_lgbm,fold_2020,,4d725adbb8d7e691e701,P07LSE_00028734,3,3,2020-05-12,2,merge_3d_5d_10d_for_main_p1_metrics,True,p0_9a
