target_industry,model_task,fold_id,contract_id,event_instrument_year,group_weight_sum_after_cap,group_key,group_weight_sum_before_cap,cap_scale,top_instrument_year_weight_share,instrument_year_weight_hhi,group_cap_pass
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH600183_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH600183_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH600584_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH600584_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH600703_2017,17.333333333333332,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH600703_2017,17.333333333333332,1.0,0.038172060275688216,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH600703_2018,1.8245614035087712,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH600703_2018,1.8245614035087712,1.0,0.004018111607967179,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH600703_2019,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH600703_2019,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH600703_2020,8.232000000000001,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH600703_2020,8.232000000000001,1.0,0.018128792318623004,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH600745_2020,8.232000000000001,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH600745_2020,8.232000000000001,1.0,0.018128792318623004,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH601138_2019,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH601138_2019,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH601138_2020,27.44,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH601138_2020,27.44,1.0,0.060429307728743345,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH601231_2020,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH601231_2020,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH603160_2019,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH603160_2019,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH603160_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH603160_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH603501_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH603501_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SH603986_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SH603986_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ000100_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ000100_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ000725_2017,17.333333333333332,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ000725_2017,17.333333333333332,1.0,0.038172060275688216,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ000725_2018,7.878787878787877,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ000725_2018,7.878787878787877,1.0,0.017350936488949184,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ000725_2019,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ000725_2019,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ000725_2020,27.440000000000005,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ000725_2020,27.440000000000005,1.0,0.06042930772874335,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002008_2017,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002008_2017,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002049_2020,8.232000000000001,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002049_2020,8.232000000000001,1.0,0.018128792318623004,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002236_2017,17.333333333333332,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002236_2017,17.333333333333332,1.0,0.038172060275688216,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002236_2018,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002236_2018,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002236_2020,8.232000000000001,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002236_2020,8.232000000000001,1.0,0.018128792318623004,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002241_2017,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002241_2017,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002241_2020,8.232000000000001,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002241_2020,8.232000000000001,1.0,0.018128792318623004,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002371_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002371_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002414_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002414_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002415_2017,17.33333333333333,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002415_2017,17.33333333333333,1.0,0.0381720602756882,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002415_2018,6.666666666666665,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002415_2018,6.666666666666665,1.0,0.014681561644495465,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002415_2019,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002415_2019,0.0,1.0,0.0,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002415_2020,16.464000000000002,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002415_2020,16.464000000000002,1.0,0.03625758463724601,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002475_2017,17.333333333333332,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002475_2017,17.333333333333332,1.0,0.038172060275688216,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002475_2018,8.047619047619046,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002475_2018,8.047619047619046,1.0,0.017722742270855237,0.038770148333617374,True
电子,industry_launch_winner_score_lgbm,fold_2020,T0_strict_p0_9_reproduction,SZ002475_2019,0.0,电子|industry_launch_winner_score_lgbm|fold_2020|T0_strict_p0_9_reproduction|SZ002475_2019,0.0,1.0,0.0,0.038770148333617374,True
