run_id,arm_id,semantic_track,return_semantics,weighting,bucket_count,bucket_id,bucket_role,holding_month_n,month_scope,P5_date_scope,series_role,registered_month_n,month_n,gap_month_n,mean_monthly_return,median_monthly_return,monthly_volatility,annualized_mean,annualized_volatility,annualized_sharpe,positive_month_rate,p10,p50,p90,ES10_loss,max_drawdown_of_compounded_gross_series,Newey_West_lag,HAC_t_stat,HAC_two_sided_p_value,nominal_95pct_CI_lower,nominal_95pct_CI_upper,inference_role,missing_reason
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,1,unfavorable,1,full,,bucket_return,101,99,2,0.000274831372799,-0.00717077309763,0.0697751251171,0.00329797647358,0.241708123614,0.0136444585489,0.464646464646,-0.068601814389,-0.00717077309763,0.0647783676177,0.0996760368439,0.456853358276,3,0.0449666450049,0.964133895479,-0.0117042609622,0.0122539237078,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,2,middle,1,full,,bucket_return,101,99,2,0.00172035462679,-0.00128233132755,0.0574064402506,0.0206442555215,0.198861742392,0.103812102183,0.484848484848,-0.0657344220847,-0.00128233132755,0.069132902871,0.0799324010343,0.321967720317,3,0.327495352,0.743293257886,-0.00857546511097,0.0120161743645,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,3,middle,1,full,,bucket_return,101,99,2,0.0053827929202,-0.000463820751444,0.0556060231782,0.0645935150424,0.192624914703,0.335333127295,0.494949494949,-0.0533134822835,-0.000463820751444,0.0711355431202,0.0780748764726,0.305982247265,3,0.996474426558,0.319019686593,-0.00520461402036,0.0159701998608,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,4,middle,1,full,,bucket_return,101,99,2,0.00668803976698,0.00244689999558,0.0553418382151,0.0802564772037,0.191709751146,0.418635341834,0.515151515152,-0.0585089518257,0.00244689999558,0.0794733201326,0.0829628288577,0.293085263371,3,1.27478098177,0.202386773989,-0.00359475959847,0.0169708391324,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,5,favorable,1,full,,bucket_return,101,99,2,0.00463226089857,-0.00786001826249,0.072037659911,0.0555871307828,0.249545774048,0.222753244349,0.434343434343,-0.0719263774145,-0.00786001826249,0.0999285507982,0.111380421814,0.508797771353,3,0.702388443763,0.482436950161,-0.0082937270057,0.0175582488028,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,,,1,full,,favorable_minus_unfavorable,101,99,2,0.00435742952577,0.00870572165842,0.0630804382108,0.0522891543092,0.21851704789,0.239290960656,0.575757575758,-0.0667666486892,0.00870572165842,0.0779316504766,0.108849274268,0.410457424086,3,0.748278551596,0.454292158923,-0.00705597383513,0.0157708328867,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,,,1,full,,favorable_minus_middle,101,99,2,-0.000750532021631,-0.000760298607632,0.0457825586595,-0.00900638425957,0.158595435397,-0.0567884204044,0.484848484848,-0.0496316725327,-0.000760298607632,0.0544450351152,0.0763247578622,0.489988208477,3,-0.185623158979,0.85274029095,-0.00867527449305,0.00717421044979,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,1,unfavorable,1,early,,bucket_return,50,49,1,4.10174231102e-05,-0.00717077309763,0.0606088765148,0.000492209077322,0.209955307027,0.00234435168271,0.448979591837,-0.0630345148239,-0.00717077309763,0.058553848423,0.0794639023695,0.26717147543,3,0.00533024719257,0.995747098198,-0.0150413360082,0.0151233708544,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,2,middle,1,early,,bucket_return,50,49,1,0.000704735790361,-0.00120962937772,0.0567170226284,0.00845682948433,0.196473529693,0.043043098465,0.489795918367,-0.0659070582852,-0.00120962937772,0.050688325218,0.0800421032515,0.316880546155,3,0.0925137934818,0.926289832606,-0.0142255434225,0.0156350150032,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,3,middle,1,early,,bucket_return,50,49,1,0.00143574220408,0.00199908640645,0.0574768185621,0.0172289064489,0.199105540014,0.0865315271876,0.510204081633,-0.0692760099767,0.00199908640645,0.0803354286867,0.0872828776398,0.305982247265,3,0.174590323509,0.861401552522,-0.0146820067898,0.0175534911979,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,4,middle,1,early,,bucket_return,50,49,1,0.00485760552199,0.0056805887357,0.0557402207138,0.0582912662639,0.193089788603,0.301886840758,0.530612244898,-0.0633999891404,0.0056805887357,0.075887357723,0.0887063608071,0.273352787657,3,0.60359095136,0.546115630248,-0.0109158779154,0.0206310889593,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,5,favorable,1,early,,bucket_return,50,49,1,0.00476842910799,0.00453762318155,0.0691860055064,0.0572211492959,0.23966735342,0.238752372734,0.510204081633,-0.0835219445459,0.00453762318155,0.0965138934282,0.110884636387,0.284635539041,3,0.495852552958,0.619998443751,-0.0140798136988,0.0236166719148,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v3,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,,,1,early,,favorable_minus_unfavorable,50,49,1,0.00472741168488,0.00909548819136,0.0614715196952,0.0567289402186,0.212943590661,0.266403605023,0.612244897959,-0.0853752283928,0.00909548819136,0.0871043270103,0.105394014262,0.287842339482,3,0.614290990313,0.539023055159,-0.0103559230678,0.0198107464376,design_only_not_support,
