grid_rule_id,min_previous_regime_trading_day_n,min_segment_age_at_event_t0,online_confirmation_trading_day_n,outcome_max_transition_trading_day_n,candidate_event_n,unique_transition_segment_n,censored_event_share,pending_or_censored_event_share,base_direction_agreement,direction_distribution_distance,both_context_all_splits_flag,censored_share_eligible_flag,aggregate_outcome_power_flag,aggregate_outcome_power_labels,low_segment_power_cells,structural_eligible_flag,base_rule_tie_break_rank,selected_rule_flag,base_rule_flag,selection_reason
g_minprev3_age3_confirm0_outmaxnull,3,3,0,,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm1_outmax20,3,3,1,20.0,17468,53,0.6577169681703686,0.6577169681703686,0.3422830318296313,1.3154339363407375,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm1_outmax60,3,3,1,60.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm1_outmax120,3,3,1,120.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm1_outmax240,3,3,1,240.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm1_outmaxnull,3,3,1,,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm2_outmax20,3,3,2,20.0,17468,53,0.6577169681703686,0.6577169681703686,0.3422830318296313,1.3154339363407375,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm2_outmax60,3,3,2,60.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm2_outmax120,3,3,2,120.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm2_outmax240,3,3,2,240.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm2_outmaxnull,3,3,2,,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm3_outmax20,3,3,3,20.0,17468,53,0.6577169681703686,0.6577169681703686,0.3422830318296313,1.3154339363407375,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm3_outmax60,3,3,3,60.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm3_outmax120,3,3,3,120.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm3_outmax240,3,3,3,240.0,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age3_confirm3_outmaxnull,3,3,3,,17468,53,0.535264483627204,0.535264483627204,0.464735516372796,1.070528967254408,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm0_outmax20,3,5,0,20.0,13226,37,0.7112505670648722,0.7112505670648722,0.2887494329351278,1.4225011341297444,True,False,False,,robustness:transition_continuation;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm0_outmax60,3,5,0,60.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm0_outmax120,3,5,0,120.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm0_outmax240,3,5,0,240.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm0_outmaxnull,3,5,0,,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm1_outmax20,3,5,1,20.0,13226,37,0.7112505670648722,0.7112505670648722,0.2887494329351278,1.4225011341297444,True,False,False,,robustness:transition_continuation;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm1_outmax60,3,5,1,60.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm1_outmax120,3,5,1,120.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm1_outmax240,3,5,1,240.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm1_outmaxnull,3,5,1,,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm2_outmax20,3,5,2,20.0,13226,37,0.7112505670648722,0.7112505670648722,0.2887494329351278,1.4225011341297444,True,False,False,,robustness:transition_continuation;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm2_outmax60,3,5,2,60.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm2_outmax120,3,5,2,120.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm2_outmax240,3,5,2,240.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm2_outmaxnull,3,5,2,,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm3_outmax20,3,5,3,20.0,13226,37,0.7112505670648722,0.7112505670648722,0.2887494329351278,1.4225011341297444,True,False,False,,robustness:transition_continuation;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm3_outmax60,3,5,3,60.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm3_outmax120,3,5,3,120.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm3_outmax240,3,5,3,240.0,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev3_age5_confirm3_outmaxnull,3,5,3,,13226,37,0.5613942234991683,0.5613942234991683,0.4386057765008317,1.1227884469983367,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm0_outmax20,5,1,0,20.0,26840,104,0.6578241430700447,0.6578241430700447,0.3421758569299553,1.3156482861400893,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm0_outmax60,5,1,0,60.0,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm0_outmax120,5,1,0,120.0,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm0_outmax240,5,1,0,240.0,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm0_outmaxnull,5,1,0,,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm1_outmax20,5,1,1,20.0,26840,104,0.6578241430700447,0.6578241430700447,0.3421758569299553,1.3156482861400893,True,False,False,transition_continuation,validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm1_outmax60,5,1,1,60.0,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm1_outmax120,5,1,1,120.0,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm1_outmax240,5,1,1,240.0,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm1_outmaxnull,5,1,1,,26840,104,0.5721684053651267,0.5721684053651267,0.4278315946348733,1.1443368107302532,True,False,False,transition_continuation,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm2_outmax20,5,1,2,20.0,20804,71,0.7033743510863295,0.7033743510863295,0.29662564891367044,1.406748702172659,True,False,False,,validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm2_outmax60,5,1,2,60.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm2_outmax120,5,1,2,120.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm2_outmax240,5,1,2,240.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm2_outmaxnull,5,1,2,,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm3_outmax20,5,1,3,20.0,17468,53,0.7186855965193497,0.7186855965193497,0.28131440348065034,1.4373711930386994,True,False,False,,robustness:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm3_outmax60,5,1,3,60.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm3_outmax120,5,1,3,120.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm3_outmax240,5,1,3,240.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age1_confirm3_outmaxnull,5,1,3,,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm0_outmax20,5,2,0,20.0,20804,71,0.7033743510863295,0.7033743510863295,0.29662564891367044,1.406748702172659,True,False,False,,validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm0_outmax60,5,2,0,60.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm0_outmax120,5,2,0,120.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm0_outmax240,5,2,0,240.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm0_outmaxnull,5,2,0,,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm1_outmax20,5,2,1,20.0,20804,71,0.7033743510863295,0.7033743510863295,0.29662564891367044,1.406748702172659,True,False,False,,validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm1_outmax60,5,2,1,60.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm1_outmax120,5,2,1,120.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm1_outmax240,5,2,1,240.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm1_outmaxnull,5,2,1,,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm2_outmax20,5,2,2,20.0,20804,71,0.7033743510863295,0.7033743510863295,0.29662564891367044,1.406748702172659,True,False,False,,validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm2_outmax60,5,2,2,60.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm2_outmax120,5,2,2,120.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm2_outmax240,5,2,2,240.0,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm2_outmaxnull,5,2,2,,20804,71,0.5955104787540858,0.5955104787540858,0.40448952124591425,1.1910209575081716,True,False,False,,robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm3_outmax20,5,2,3,20.0,17468,53,0.7186855965193497,0.7186855965193497,0.28131440348065034,1.4373711930386994,True,False,False,,robustness:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm3_outmax60,5,2,3,60.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm3_outmax120,5,2,3,120.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm3_outmax240,5,2,3,240.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age2_confirm3_outmaxnull,5,2,3,,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm0_outmax20,5,3,0,20.0,17468,53,0.7186855965193497,0.7186855965193497,0.28131440348065034,1.4373711930386994,True,False,False,,robustness:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm0_outmax60,5,3,0,60.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm0_outmax120,5,3,0,120.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm0_outmax240,5,3,0,240.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm0_outmaxnull,5,3,0,,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm1_outmax20,5,3,1,20.0,17468,53,0.7186855965193497,0.7186855965193497,0.28131440348065034,1.4373711930386994,True,False,False,,robustness:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm1_outmax60,5,3,1,60.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm1_outmax120,5,3,1,120.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm1_outmax240,5,3,1,240.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm1_outmaxnull,5,3,1,,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm2_outmax20,5,3,2,20.0,17468,53,0.7186855965193497,0.7186855965193497,0.28131440348065034,1.4373711930386994,True,False,False,,robustness:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm2_outmax60,5,3,2,60.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm2_outmax120,5,3,2,120.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm2_outmax240,5,3,2,240.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm2_outmaxnull,5,3,2,,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm3_outmax20,5,3,3,20.0,17468,53,0.7186855965193497,0.7186855965193497,0.28131440348065034,1.4373711930386994,True,False,False,,robustness:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm3_outmax60,5,3,3,60.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm3_outmax120,5,3,3,120.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm3_outmax240,5,3,3,240.0,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age3_confirm3_outmaxnull,5,3,3,,17468,53,0.596233111976185,0.596233111976185,0.403766888023815,1.19246622395237,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm0_outmax20,5,5,0,20.0,13226,37,0.7544987146529563,0.7544987146529563,0.2455012853470437,1.5089974293059125,True,False,False,,robustness:transition_continuation;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm0_outmax60,5,5,0,60.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm0_outmax120,5,5,0,120.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm0_outmax240,5,5,0,240.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm0_outmaxnull,5,5,0,,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm1_outmax20,5,5,1,20.0,13226,37,0.7544987146529563,0.7544987146529563,0.2455012853470437,1.5089974293059125,True,False,False,,robustness:transition_continuation;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm1_outmax60,5,5,1,60.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm1_outmax120,5,5,1,120.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm1_outmax240,5,5,1,240.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm1_outmaxnull,5,5,1,,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm2_outmax20,5,5,2,20.0,13226,37,0.7544987146529563,0.7544987146529563,0.2455012853470437,1.5089974293059125,True,False,False,,robustness:transition_continuation;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm2_outmax60,5,5,2,60.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm2_outmax120,5,5,2,120.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
g_minprev5_age5_confirm2_outmax240,5,5,2,240.0,13226,37,0.6046423710872524,0.6046423710872524,0.3953576289127476,1.2092847421745048,True,False,False,,robustness:transition_continuation;robustness:transition_conversion;train:transition_continuation;validation:transition_continuation;validation:transition_conversion,False,1,False,False,
