grid_rule_id,split,universe_binding_status,pit_transition_context,transition_outcome_label,transition_outcome_direction,source_id,selected_event_count,formal_event_day_density,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,rolling_10d_duplicate_rate,rolling_20d_duplicate_rate,family_concentration,cross_family_collision_rate,density_contract_reference
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R2_event_regime_gated,10,1.25,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R6_event_regime_gated,46,15.333333333333334,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R7_event_regime_gated,41,5.125,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R8_event_regime_gated,41,5.125,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R_core_event_regime_gated,120,12.0,1.1916666666666667,1.2166666666666666,0.16666666666666666,0.175,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T4_gated,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_selected_T4_T7_union,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R1_event_regime_gated,157,3.6511627906976742,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,84,2.5454545454545454,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,145,8.529411764705882,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,100,2.380952380952381,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,132,3.142857142857143,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,498,10.16326530612245,1.4377510040160641,1.4859437751004017,0.3333333333333333,0.3634538152610442,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,16,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T7_gated,6,2.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,22,1.4666666666666666,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R1_event_regime_gated,4,2.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R6_event_regime_gated,9,9.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,5,2.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,10,5.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R1_event_regime_gated,76,2.7142857142857144,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R2_event_regime_gated,47,2.35,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R6_event_regime_gated,89,5.235294117647059,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R7_event_regime_gated,53,1.8928571428571428,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R8_event_regime_gated,47,2.35,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R_core_event_regime_gated,232,6.27027027027027,1.5560344827586208,1.6767241379310345,0.38362068965517243,0.41379310344827586,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_T4_gated,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_selected_T4_T7_union,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R1_event_regime_gated,10,1.4285714285714286,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R2_event_regime_gated,18,2.25,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R6_event_regime_gated,11,3.6666666666666665,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R7_event_regime_gated,13,1.8571428571428572,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R8_event_regime_gated,18,3.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R_core_event_regime_gated,58,5.2727272727272725,1.3275862068965518,1.3448275862068966,0.2413793103448276,0.2413793103448276,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T4_gated,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_selected_T4_T7_union,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R1_event_regime_gated,56,1.5135135135135136,1.0,1.0357142857142858,0.0,0.03571428571428571,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,28,1.4736842105263157,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,59,2.6818181818181817,1.0,1.0338983050847457,0.0,0.03389830508474576,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,43,1.4827586206896552,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,36,1.3846153846153846,1.0,1.0277777777777777,0.0,0.027777777777777776,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,173,2.8360655737704916,1.7976878612716762,1.9710982658959537,0.5317919075144508,0.5606936416184971,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,5,1.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,5,1.6666666666666667,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R1_event_regime_gated,28,2.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,13,1.625,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R6_event_regime_gated,23,3.2857142857142856,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R7_event_regime_gated,19,1.9,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,16,1.4545454545454546,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,77,3.347826086956522,1.5714285714285714,1.5714285714285714,0.4155844155844156,0.4155844155844156,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_T4_gated,5,1.25,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_selected_T4_T7_union,5,1.25,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R1_event_regime_gated,48,16.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R2_event_regime_gated,13,6.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R6_event_regime_gated,46,46.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R7_event_regime_gated,36,12.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R8_event_regime_gated,27,9.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R_core_event_regime_gated,84,28.0,1.2857142857142858,1.2857142857142858,0.2619047619047619,0.2619047619047619,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R1_event_regime_gated,48,3.2,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R2_event_regime_gated,48,3.2,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R6_event_regime_gated,64,8.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R7_event_regime_gated,44,3.6666666666666665,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R8_event_regime_gated,56,4.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R_core_event_regime_gated,176,9.777777777777779,1.6704545454545454,1.7272727272727273,0.48863636363636365,0.5,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T4_gated,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_selected_T4_T7_union,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R1_event_regime_gated,4,1.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,6,1.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,6,1.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,5,2.5,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,16,3.2,1.375,1.375,0.3125,0.3125,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,A_density_contract_replay_anchor_pos
