candidate_tier,final_decision,selected_grid_rule_id,supported_usage,failure_reason,per_direction_conversion_policy
previous_regime_conditioned_transition_outcome_audit,transition_previous_regime_conditioning_diagnostic_only,g_base_minprev1_age1_confirm0_outmaxnull,diagnostic_only,selected_rule_structural_eligibility_not_met;published_transition_not_reconstructed_share_gt_20pct;supported_cell_low_segment_power_diagnostic;upstream_source_caveated,per_direction_conversion_diagnostic_only
