grid_rule_id,split,universe_binding_status,pit_transition_context,transition_outcome_label,transition_outcome_direction,source_id,event_n,failure_10_complete_rate,fast_fail_10d_rate,event_false_repair_20d_complete_rate,false_repair_20d_rate,event_big_winner_120d_complete_rate,event_big_winner_120d_rate
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,84,0.9880952380952381,0.1686746987951807,1.0,0.13095238095238096,0.9880952380952381,0.39759036144578314
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,145,1.0,0.08275862068965517,1.0,0.11724137931034483,1.0,0.4896551724137931
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,100,0.99,0.21212121212121213,1.0,0.18,0.99,0.48484848484848486
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,132,1.0,0.19696969696969696,1.0,0.1893939393939394,1.0,0.44696969696969696
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,498,1.0,0.14859437751004015,1.0,0.1465863453815261,1.0,0.4578313253012048
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,16,1.0,0.125,1.0,0.25,1.0,0.5
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T7_gated,6,1.0,0.0,1.0,0.0,1.0,0.3333333333333333
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,22,1.0,0.09090909090909091,1.0,0.18181818181818182,1.0,0.45454545454545453
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R1_event_regime_gated,4,1.0,0.0,1.0,0.5,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,2,1.0,0.0,1.0,1.0,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R6_event_regime_gated,9,1.0,0.4444444444444444,1.0,0.6666666666666666,1.0,0.3333333333333333
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,5,1.0,0.2,1.0,0.6,1.0,0.2
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,10,1.0,0.4,1.0,0.6,1.0,0.3
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R1_event_regime_gated,76,1.0,0.14473684210526316,1.0,0.14473684210526316,1.0,0.3157894736842105
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R2_event_regime_gated,47,1.0,0.14893617021276595,1.0,0.14893617021276595,1.0,0.3829787234042553
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R6_event_regime_gated,89,1.0,0.0898876404494382,1.0,0.12359550561797752,1.0,0.38202247191011235
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R7_event_regime_gated,53,1.0,0.07547169811320754,1.0,0.07547169811320754,1.0,0.5283018867924528
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R8_event_regime_gated,47,1.0,0.1702127659574468,1.0,0.1702127659574468,1.0,0.2553191489361702
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R_core_event_regime_gated,232,1.0,0.14224137931034483,1.0,0.15086206896551724,1.0,0.34913793103448276
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_T4_gated,4,1.0,0.5,1.0,0.5,1.0,0.75
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_selected_T4_T7_union,4,1.0,0.5,1.0,0.5,1.0,0.75
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R1_event_regime_gated,10,1.0,0.2,1.0,0.1,1.0,0.2
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R2_event_regime_gated,18,1.0,0.1111111111111111,1.0,0.16666666666666666,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R6_event_regime_gated,11,1.0,0.09090909090909091,1.0,0.09090909090909091,1.0,0.2727272727272727
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R7_event_regime_gated,13,1.0,0.0,1.0,0.0,1.0,0.15384615384615385
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R8_event_regime_gated,18,1.0,0.05555555555555555,1.0,0.05555555555555555,1.0,0.1111111111111111
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R_core_event_regime_gated,58,1.0,0.06896551724137931,1.0,0.08620689655172414,1.0,0.13793103448275862
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T4_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_selected_T4_T7_union,1,1.0,0.0,1.0,0.0,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R1_event_regime_gated,56,1.0,0.17857142857142858,1.0,0.19642857142857142,1.0,0.21428571428571427
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,28,0.9642857142857143,0.25925925925925924,1.0,0.42857142857142855,0.9642857142857143,0.07407407407407407
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,59,0.9830508474576272,0.1206896551724138,1.0,0.1694915254237288,0.9830508474576272,0.1206896551724138
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,43,1.0,0.18604651162790697,1.0,0.23255813953488372,1.0,0.20930232558139536
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,36,1.0,0.2222222222222222,1.0,0.3055555555555556,1.0,0.08333333333333333
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,173,0.9942196531791907,0.16279069767441862,1.0,0.21965317919075145,0.9942196531791907,0.1511627906976744
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,5,1.0,0.2,1.0,0.4,1.0,0.2
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,5,1.0,0.2,1.0,0.4,1.0,0.2
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R1_event_regime_gated,28,1.0,0.14285714285714285,1.0,0.17857142857142858,1.0,0.2857142857142857
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,13,1.0,0.07692307692307693,1.0,0.23076923076923078,1.0,0.15384615384615385
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R6_event_regime_gated,23,1.0,0.043478260869565216,1.0,0.08695652173913043,1.0,0.30434782608695654
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R7_event_regime_gated,19,1.0,0.05263157894736842,1.0,0.05263157894736842,1.0,0.3157894736842105
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,16,1.0,0.125,1.0,0.3125,1.0,0.0625
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,77,1.0,0.1038961038961039,1.0,0.15584415584415584,1.0,0.24675324675324675
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_T4_gated,5,1.0,0.4,1.0,0.2,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_selected_T4_T7_union,5,1.0,0.4,1.0,0.2,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R1_event_regime_gated,48,1.0,0.3541666666666667,1.0,0.125,1.0,0.3125
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R2_event_regime_gated,13,1.0,0.38461538461538464,1.0,0.15384615384615385,1.0,0.23076923076923078
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R6_event_regime_gated,46,1.0,0.21739130434782608,1.0,0.08695652173913043,1.0,0.2608695652173913
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R7_event_regime_gated,36,1.0,0.2777777777777778,1.0,0.1111111111111111,1.0,0.3055555555555556
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R8_event_regime_gated,27,1.0,0.3333333333333333,1.0,0.18518518518518517,1.0,0.25925925925925924
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_continuation,risk_off_continuation_buffer,08_R_core_event_regime_gated,84,1.0,0.2976190476190476,1.0,0.15476190476190477,1.0,0.3333333333333333
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R1_event_regime_gated,48,1.0,0.10416666666666667,1.0,0.14583333333333334,1.0,0.16666666666666666
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R2_event_regime_gated,48,1.0,0.10416666666666667,1.0,0.16666666666666666,1.0,0.16666666666666666
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R6_event_regime_gated,64,1.0,0.140625,1.0,0.125,1.0,0.25
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R7_event_regime_gated,44,1.0,0.09090909090909091,1.0,0.11363636363636363,1.0,0.1590909090909091
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R8_event_regime_gated,56,1.0,0.08928571428571429,1.0,0.08928571428571429,1.0,0.19642857142857142
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_R_core_event_regime_gated,176,1.0,0.10227272727272728,1.0,0.11363636363636363,1.0,0.18181818181818182
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_T4_gated,4,1.0,0.0,1.0,0.0,1.0,0.25
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_off,transition_conversion,risk_off_to_risk_on_recovery_conversion,08_selected_T4_T7_union,4,1.0,0.0,1.0,0.0,1.0,0.25
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R1_event_regime_gated,4,1.0,0.0,1.0,0.25,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R2_event_regime_gated,6,1.0,0.0,1.0,0.16666666666666666,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,6,1.0,0.16666666666666666,1.0,0.3333333333333333,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R7_event_regime_gated,5,1.0,0.0,1.0,0.0,1.0,0.2
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R8_event_regime_gated,2,1.0,0.0,1.0,0.0,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,16,1.0,0.0625,1.0,0.25,1.0,0.0625
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R2_event_regime_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R8_event_regime_gated,1,1.0,0.0,1.0,0.0,1.0,0.0
g_base_minprev1_age1_confirm0_outmaxnull,validation,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,2,1.0,0.0,1.0,0.0,1.0,0.0
