grid_rule_id,split,universe_binding_status,pit_transition_context,transition_outcome_label,transition_outcome_direction,source_id,window,replay_policy_id,target_episode_denominator_n,bridge_episode_denominator_n,unique_segment_n,effective_contributing_segment_n,top1_segment_episode_share,top1_segment_event_share,source_post_replay_captured_episode_n,source_post_replay_recall,e1_post_replay_captured_episode_n,e1_post_replay_recall,e1_missed_episode_n,source_post_replay_captures_e1_missed_n,source_post_replay_captures_e1_missed_rate,wilson_ci_low,wilson_ci_high,episode_power_status,segment_power_status,contribution_concentration_status
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,155,155,9,1.9207707067476814,0.6838709677419355,0.7785016286644951,0,0.0,0,0.0,155,0,0.0,0.0,0.024185100124904303,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,155,155,9,1.9207707067476814,0.6838709677419355,0.7785016286644951,153,0.9870967741935484,0,0.0,155,153,0.9870967741935484,0.9541781972687392,0.9964543826095796,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,155,155,9,1.9207707067476814,0.6838709677419355,0.7785016286644951,104,0.6709677419354839,0,0.0,155,104,0.6709677419354839,0.5936451491801912,0.7400205907770997,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,155,155,9,1.9207707067476814,0.6838709677419355,0.7785016286644951,6,0.03870967741935484,0,0.0,155,6,0.03870967741935484,0.017859441234565628,0.08187261888066868,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,155,155,9,1.9207707067476814,0.6838709677419355,0.7785016286644951,6,0.03870967741935484,0,0.0,155,6,0.03870967741935484,0.017859441234565628,0.08187261888066868,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,robustness,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,155,155,9,1.9207707067476814,0.6838709677419355,0.7785016286644951,0,0.0,0,0.0,155,0,0.0,0.0,0.024185100124904303,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,308,308,16,4.480211580239916,0.41883116883116883,0.49901768172888017,0,0.0,0,0.0,308,0,0.0,0.0,0.012319074812340625,sufficient_episode_power,low_segment_power_caution,concentrated_low_power_caution
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,308,308,16,4.480211580239916,0.41883116883116883,0.49901768172888017,304,0.987012987012987,0,0.0,308,304,0.987012987012987,0.9670884667905415,0.9949384083922437,sufficient_episode_power,low_segment_power_caution,concentrated_low_power_caution
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,308,308,16,4.480211580239916,0.41883116883116883,0.49901768172888017,144,0.4675324675324675,0,0.0,308,144,0.4675324675324675,0.412552453371969,0.5233124216158455,sufficient_episode_power,low_segment_power_caution,concentrated_low_power_caution
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,308,308,16,4.480211580239916,0.41883116883116883,0.49901768172888017,22,0.07142857142857142,0,0.0,308,22,0.07142857142857142,0.04764005310757133,0.10577629673157779,sufficient_episode_power,low_segment_power_caution,concentrated_low_power_caution
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T4_gated,low_to_first_50pct,post_replay_executable_horizon_complete,308,308,16,4.480211580239916,0.41883116883116883,0.49901768172888017,16,0.05194805194805195,0,0.0,308,16,0.05194805194805195,0.03222534145249163,0.08270993337934608,sufficient_episode_power,low_segment_power_caution,concentrated_low_power_caution
g_base_minprev1_age1_confirm0_outmaxnull,train,reconstructed_transition_not_published_transition,transition_from_risk_on,transition_continuation,risk_on_continuation_buffer,08_T7_gated,low_to_first_50pct,post_replay_executable_horizon_complete,308,308,16,4.480211580239916,0.41883116883116883,0.49901768172888017,6,0.01948051948051948,0,0.0,308,6,0.01948051948051948,0.008957808041503312,0.041842341778148724,sufficient_episode_power,low_segment_power_caution,concentrated_low_power_caution
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,07_E1_only,low_to_first_50pct,post_replay_executable_horizon_complete,47,47,4,2.5420023014959727,0.5106382978723404,0.5822784810126582,0,0.0,0,0.0,47,0,0.0,6.938893903907228e-18,0.0755601711983887,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R_core_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,47,47,4,2.5420023014959727,0.5106382978723404,0.5822784810126582,45,0.9574468085106383,0,0.0,47,45,0.9574468085106383,0.8575121280614056,0.9882519706294303,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_R6_event_regime_gated,low_to_first_50pct,post_replay_executable_horizon_complete,47,47,4,2.5420023014959727,0.5106382978723404,0.5822784810126582,23,0.48936170212765956,0,0.0,47,23,0.48936170212765956,0.3527532433660351,0.6275778241062712,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
g_base_minprev1_age1_confirm0_outmaxnull,validation,published_and_reconstructed_transition,transition_from_risk_on,transition_conversion,risk_on_to_risk_off_deterioration_conversion,08_selected_T4_T7_union,low_to_first_50pct,post_replay_executable_horizon_complete,47,47,4,2.5420023014959727,0.5106382978723404,0.5822784810126582,5,0.10638297872340426,0,0.0,47,5,0.10638297872340426,0.046304099555199416,0.22594539692012788,sufficient_episode_power,low_segment_power_diagnostic,single_segment_dominated_diagnostic
