split,row_count,episode_count,multiclass_logloss,target_first_auc_ovr,stop_first_auc_ovr,neither_auc_ovr,top_decile_target_first_rate,top_decile_stop_first_rate
robustness,5628,770,1.0015183314963108,0.7409087710017972,0.6466564699595578,0.654768556200882,0.4724689165186501,0.12078152753108348
train,8149,1142,0.8840713857780316,0.8045909090909091,0.7545958943656228,0.7426455669545043,0.7409638554216867,0.07228915662650602
validation,4467,532,0.9999796075943586,0.7197735388033896,0.6460840295795092,0.60846269783577,0.5861297539149888,0.09395973154362416
