artifact_name,artifact_path,authority_role,producer_command,schema_version,required_for_requirement,row_count,content_hash
requirement_02_hazard_training_panel.parquet,ep2/outputs/requirement_02_hazard_timing_model/cache/requirement_02_hazard_training_panel.parquet,cache,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,18244.0,7b43b415e082aa29854a8dd069dd180306919ba6151fb61f6661104887c6c646
requirement_02_hazard_prediction_panel.parquet,ep2/outputs/requirement_02_hazard_timing_model/cache/requirement_02_hazard_prediction_panel.parquet,cache,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,18244.0,80302df70db9a52d47f112c07b242fff9213c0ab685228f291e7250a27d84ad9
requirement_02_schedule_action_panel.parquet,ep2/outputs/requirement_02_hazard_timing_model/cache/requirement_02_schedule_action_panel.parquet,cache,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,978.0,21bf030b5464a85666583858c65c378c136724c3361decd5608d9fecdcb27998
requirement_02_exposure_daily_panel.parquet,ep2/outputs/requirement_02_hazard_timing_model/cache/requirement_02_exposure_daily_panel.parquet,cache,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,5039.0,066d327486c93b8e92b585e67c3e0f2a31599e69c4dcfaff5edfee9f936bc23a
requirement_02_class_balance.csv,ep2/outputs/requirement_02_hazard_timing_model/reports/requirement_02_class_balance.csv,report,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,9.0,aab3771dce8db18ef30f5d4cb39ef774d65495810b3f13c174bf18b9464899fe
requirement_02_feature_dictionary.csv,ep2/outputs/requirement_02_hazard_timing_model/reports/requirement_02_feature_dictionary.csv,report,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,35.0,ed60316b87b52fa26d5c4c72c570b61b71988095f4ae54d799c594a32a3fa6fe
requirement_02_feature_asof_audit.csv,ep2/outputs/requirement_02_hazard_timing_model/reports/requirement_02_feature_asof_audit.csv,report,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,35.0,2f7f5048be6dd4df39e526c3c4813699859f46ccb726627c978ee4e4ad098975
requirement_02_model_config_audit.csv,ep2/outputs/requirement_02_hazard_timing_model/reports/requirement_02_model_config_audit.csv,report,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,1.0,47777bc4bb981fa32c7535e7221db4f9fd597c0157d54b34bf15818ad4447db5
requirement_02_model_metrics.csv,ep2/outputs/requirement_02_hazard_timing_model/reports/requirement_02_model_metrics.csv,report,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,3.0,430e9b4429b541f0939eca5fcfadc91e892d555a7db5b022c4d131c728dbc84a
requirement_02_episode_primary_probe.csv,ep2/outputs/requirement_02_hazard_timing_model/reports/requirement_02_episode_primary_probe.csv,report,uv run python ep2/scripts/run_requirement_02_hazard_timing_model.py --config ep2/configs/requirement_02_hazard_timing_model.yaml,requirement_02_hazard_timing_model_v1,True,2444.0,02e759b97491fa7223d2ff0afda72e045ac5d4cc2eaddc472d90a2d6735aeabc
