split,comparison_id,comparison_schedule_id,mean_after_cost_return_diff,median_after_cost_return_diff,big_winner_coverage_loss,turnover_reduction,missed_gain_to_exposure_diff
robustness,probe_with_simple_stop,probe_with_simple_stop,0.005209560587397926,0.006500032522890831,0.0,0.9411170096423207,0.0
train,probe_with_simple_stop,probe_with_simple_stop,0.005192337694663128,0.006711997087300414,0.11111111111111116,0.937115992149664,0.0
validation,probe_with_simple_stop,probe_with_simple_stop,0.005353155212193055,0.006525707683612325,0.0,0.9405138281798083,0.0
