model_type,objective,num_class,random_state,selected_by,validation_or_robustness_used_for_model_selection,feature_list_hash
lightgbm_multiclass_softmax,multiclass,3,20260509,pre_registered_fixed_config,False,2d8e60378d28603092173a43748d61afd453fe1dec5418847a200519cf242514
