selected_threshold,selected_stop_risk_ceiling,selection_split,selection_reason,validation_objective_value,validation_passed_all_gates
0.3205667777673395,0.27410397287415667,validation,best_validation_objective_among_passing_thresholds,0.005353155212193055,True
