stage,process_role,path,artifact_sha256,access_scope,row_scope,value_scope,allowed,row_n,first_key,last_key,reason
materialize-r2-teacher,parent_controller,materialized/sequence_sample_index.parquet,40b468038cef897dd7d2b1f95b1b3c82d1852aed1bf1da8cf08359e0bf4b87fb,train,train_only,sequence_keys_and_offsets,true,335393,SH600004|2018-01-02,SZ301177|2022-12-14,
materialize-r2-teacher,parent_controller,materialized/panels/train/return_and_label_panel.f32.memmap,a24283e63f2f238bcc270148f98c3648a89cd60169d5e3cf6821f1951fbe38f8,train,train_only,return_sequence_and_forecast_label,true,335393,0,335392,
materialize-r2-teacher,parent_controller,experiments/pending/21_residual_enhanced_koopman_auto_encoder_v0/.cache/21a_alpha158_feature_only/keys.csv,2efa3c98327872341b1a18798aad155bc5213025da00cdf358caecb23552a278,train,t_plus_1_keys_only,feature_cache_offsets_no_feature_values,true,335393,659,1067179,
