status,instrument,fields,rows,ohlc_non_null_rows,volume_nullable_rows,money_nullable_rows
passed,SH000300,$open|$high|$low|$close|$volume|$money,2281,2281,0,2281
passed,SH000985,$open|$high|$low|$close|$volume|$money,2281,2281,0,2281
passed,SZ399006,$open|$high|$low|$close|$volume|$money,2281,2281,0,2281
