instrument,board_bucket,market_cap_source,price_source,share_source,first_price_date,last_price_date,price_rows,candidate_rows,member_rows,missing_share_asof_rows
SZ000612,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2266,0,0,0
SZ000615,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2218,0,0,539
SZ000617,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,2272,2272,0
SZ000619,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000620,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2278,0,0,0
SZ000623,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1436
SZ000625,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,711,711,1570
SZ000626,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000628,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,0
SZ000629,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,1949,39,39,903
SZ000630,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,240,240,743
SZ000631,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000632,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,0
SZ000633,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2204,0,0,0
SZ000635,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2250,0,0,0
SZ000636,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,3,3,0
SZ000637,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SZ000639,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,0
SZ000650,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000651,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2274,1363,1363,911
SZ000652,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SZ000655,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SZ000656,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2226,43,43,444
SZ000657,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2266,139,139,1454
SZ000659,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2277,0,0,0
SZ000661,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2272,368,368,1382
SZ000663,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2256,0,0,0
SZ000665,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,913
SZ000668,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2270,0,0,0
SZ000669,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2224,0,0,0
SZ000670,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-08,2026-05-29,1647,0,0,0
SZ000672,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2274,0,0,0
SZ000676,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-24,2026-05-29,2266,0,0,812
SZ000677,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2270,0,0,0
SZ000678,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2239,0,0,0
SZ000679,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SZ000680,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,973
SZ000682,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-07,2026-05-29,2131,0,0,0
SZ000681,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,386
SZ000683,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1678
SZ000685,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000686,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000688,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2172,26,26,977
SZ000690,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-27,2026-05-29,2247,0,0,0
SZ000691,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-28,2271,0,0,0
SZ000692,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SZ000695,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2202,0,0,0
SZ000697,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-04-27,2026-05-29,2197,0,0,0
SZ000698,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,0
SZ000700,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2241,0,0,629
SZ000701,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1393
SZ000702,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2276,0,0,0
SZ000703,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2218,34,34,1627
SZ000705,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000707,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2267,0,0,0
SZ000708,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2275,883,883,1392
SZ000709,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,45,45,0
SZ000710,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-04,2026-05-29,2270,0,0,0
SZ000711,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-03-13,2026-05-29,2075,0,0,1059
SZ000712,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2278,0,0,0
SZ000713,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2240,0,0,0
SZ000715,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2270,0,0,0
SZ000716,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-08-15,2026-05-29,2121,0,0,487
SZ000717,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,0
SZ000718,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000719,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000720,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2232,0,0,0
SZ000721,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2272,0,0,0
SZ000722,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,0
SZ000723,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2133,0,0,1479
SZ000726,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1640
SZ000725,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,758,758,1523
SZ000727,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-15,2026-05-29,2246,0,0,0
SZ000728,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2275,0,0,0
SZ000729,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000731,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000733,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2260,364,364,0
SZ000735,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2273,0,0,0
SZ000736,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,0
SZ000737,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2247,0,0,0
SZ000738,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000739,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000750,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-20,2026-05-29,2262,0,0,0
SZ000751,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000752,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2277,0,0,0
SZ000753,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000755,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2109,0,0,0
SZ000756,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2267,0,0,0
SZ000757,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2133,0,0,0
SZ000758,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,487
SZ000759,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000761,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,1095
SZ000762,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000766,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2076,0,0,0
SZ000767,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000768,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,1651,1651,0
SZ000776,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,2281,2281,0
SZ000777,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2266,0,0,0
SZ000778,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,730
SZ000779,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2176,0,0,0
SZ000783,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,6,6,438
SZ000782,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-17,2026-05-29,2255,0,0,0
SZ000785,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2270,0,0,1061
SZ000786,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,595,595,0
SZ000788,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000789,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,583
SZ000790,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2213,0,0,191
SZ000791,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2272,0,0,0
SZ000792,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,1962,1176,1161,358
SZ000793,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2172,0,0,0
SZ000795,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000796,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2147,0,0,118
SZ000797,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2276,0,0,948
SZ000798,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000799,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,331,331,0
SZ000800,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2270,0,0,1467
SZ000801,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,0
SZ000802,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,202
SZ000803,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-23,2026-05-29,2136,0,0,1203
SZ000807,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2254,477,477,578
SZ000809,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2272,0,0,0
SZ000810,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2278,0,0,1009
SZ000811,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,669
SZ000812,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2144,0,0,0
SZ000813,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,93
SZ000815,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,0
SZ000816,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2268,0,0,835
SZ000818,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2261,0,0,390
SZ000819,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000820,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2110,0,0,0
SZ000821,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-06-20,2026-05-29,2164,0,0,128
SZ000822,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000823,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1274
SZ000825,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2173,51,51,0
SZ000826,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2256,0,0,152
SZ000828,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000829,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-04-12,2026-05-29,2212,0,0,0
SZ000830,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,981
SZ000831,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,159,159,0
SZ000833,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000838,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2174,0,0,0
SZ000837,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,846
SZ000839,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,5,5,0
SZ000848,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000850,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000852,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000856,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2278,0,0,0
SZ000858,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,2281,2281,0
SZ000859,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,0
SZ000860,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,45,45,0
SZ000863,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2273,0,0,360
SZ000862,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2122,0,0,0
SZ000868,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2267,0,0,0
SZ000869,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000875,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,847
SZ000876,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,1,1,1640
SZ000877,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2268,633,633,0
SZ000878,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2262,34,34,0
SZ000880,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,0
SZ000881,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2273,0,0,15
SZ000882,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000883,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,1244
SZ000885,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2211,0,0,0
SZ000886,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000887,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-02-15,2026-05-29,2202,0,0,408
SZ000888,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000889,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2136,0,0,0
SZ000890,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2241,0,0,0
SZ000892,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2266,0,0,0
SZ000893,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2263,56,56,962
SZ000895,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2266,2266,2266,0
SZ000897,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2279,0,0,0
SZ000898,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,18,18,991
SZ000899,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2276,0,0,0
SZ000900,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2138,0,0,0
SZ000901,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2275,0,0,0
SZ000902,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,487
SZ000903,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-03-23,2026-05-29,2203,0,0,0
SZ000905,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2267,0,0,0
SZ000906,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2256,0,0,829
SZ000908,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2273,0,0,313
SZ000909,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2269,0,0,0
SZ000910,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,168
SZ000911,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2274,0,0,0
SZ000912,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-04-11,2026-05-29,1987,0,0,0
SZ000913,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2280,0,0,1340
SZ000915,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000917,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000919,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,847
SZ000920,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000921,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,41,41,118
SZ000922,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2269,0,0,1357
SZ000923,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2273,0,0,0
SZ000925,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2276,0,0,1372
SZ000926,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2258,0,0,14
SZ000927,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2213,0,0,0
SZ000928,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2274,0,0,1148
SZ000929,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2275,0,0,0
SZ000930,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2142,0,0,0
SZ000932,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2251,53,53,0
SZ000931,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2278,0,0,0
SZ000933,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2269,189,189,242
SZ000935,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2108,0,0,0
SZ000936,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000937,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2281,0,0,0
SZ000938,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2246,2120,2120,0
SZ000948,main_board,raw_close_times_total_share_asof,raw_close,stock_zh_a_gbjg_em,2017-01-03,2026-05-29,2271,0,0,1206
