usable_trade_date,total_available,main_board,chinext
2025-11-11,410,284,126
2025-11-12,404,277,127
2025-11-13,402,275,127
2025-11-14,406,278,128
2025-11-17,401,276,125
2025-11-18,402,274,128
2025-11-19,395,271,124
2025-11-20,394,273,121
2025-11-21,397,273,124
2025-11-24,379,263,116
2025-11-25,383,262,121
2025-11-26,391,268,123
2025-11-27,385,263,122
2025-11-28,382,261,121
2025-12-01,389,266,123
2025-12-02,392,268,124
2025-12-03,388,265,123
2025-12-04,382,262,120
2025-12-05,383,263,120
2025-12-08,390,265,125
2025-12-09,397,272,125
2025-12-10,397,271,126
2025-12-11,394,270,124
2025-12-12,393,269,124
2025-12-15,396,269,127
2025-12-16,393,269,124
2025-12-17,389,268,121
2025-12-18,393,269,124
2025-12-19,395,271,124
2025-12-22,400,274,126
2025-12-23,401,274,127
2025-12-24,402,274,128
2025-12-25,407,276,131
2025-12-26,411,277,134
2025-12-29,409,279,130
2025-12-30,408,276,132
2025-12-31,409,277,132
2026-01-05,412,279,133
2026-01-06,421,282,139
2026-01-07,428,288,140
2026-01-08,433,294,139
2026-01-09,438,294,144
2026-01-12,441,294,147
2026-01-13,454,298,156
2026-01-14,453,303,150
2026-01-15,456,303,153
2026-01-16,451,301,150
2026-01-19,448,300,148
2026-01-20,452,303,149
2026-01-21,451,304,147
2026-01-22,454,305,149
2026-01-23,456,305,151
2026-01-26,469,312,157
2026-01-27,461,311,150
2026-01-28,459,306,153
2026-01-29,457,308,149
2026-01-30,458,311,147
2026-02-02,448,304,144
2026-02-03,433,295,138
2026-02-04,447,301,146
2026-02-05,452,307,145
2026-02-06,444,299,145
2026-02-09,438,297,141
2026-02-10,451,304,147
2026-02-11,455,305,150
2026-02-12,455,307,148
2026-02-13,456,310,146
2026-02-24,456,310,146
2026-02-25,452,304,148
2026-02-26,459,309,150
2026-02-27,462,311,151
2026-03-02,465,311,154
2026-03-03,465,313,152
2026-03-04,442,298,144
2026-03-05,441,295,146
2026-03-06,445,299,146
2026-03-09,449,302,147
2026-03-10,447,300,147
2026-03-11,452,301,151
2026-03-12,454,304,150
2026-03-13,454,301,153
2026-03-16,447,299,148
2026-03-17,444,298,146
2026-03-18,433,295,138
2026-03-19,436,297,139
2026-03-20,426,290,136
2026-03-23,418,286,132
2026-03-24,407,278,129
2026-03-25,415,285,130
2026-03-26,420,288,132
2026-03-27,418,287,131
2026-03-30,422,291,131
2026-03-31,420,289,131
2026-04-01,418,290,128
2026-04-02,423,289,134
2026-04-03,418,289,129
2026-04-07,404,280,124
2026-04-08,407,283,124
2026-04-09,430,293,137
2026-04-10,424,289,135
2026-04-13,428,292,136
2026-04-14,428,293,135
2026-04-15,432,293,139
2026-04-16,432,295,137
2026-04-17,437,295,142
2026-04-20,440,297,143
2026-04-21,441,296,145
2026-04-22,440,294,146
2026-04-23,444,298,146
2026-04-24,441,297,144
2026-04-27,434,295,139
2026-04-28,441,299,142
2026-04-29,438,295,143
2026-04-30,446,300,146
2026-05-06,451,299,152
2026-05-07,462,307,155
2026-05-08,474,312,162
2026-05-11,477,315,162
2026-05-12,484,319,165
2026-05-13,480,315,165
2026-05-14,489,316,173
2026-05-15,473,309,164
2026-05-18,469,304,165
2026-05-19,472,305,167
2026-05-20,472,305,167
2026-05-21,474,306,168
2026-05-22,461,301,160
2026-05-25,471,306,165
2026-05-26,478,309,169
2026-05-27,472,307,165
2026-05-28,473,309,164
2026-05-29,474,307,167
