membership_date,board_bucket,candidate_before_status_exclusion_count,excluded_not_listed_count,excluded_st_count,excluded_suspended_count,final_member_count,status_source
2022-06-21,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-21,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-22,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-22,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-23,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-23,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-24,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-24,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-27,chinext,57,0,0,0,57,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-27,main_board,178,0,2,0,176,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-28,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-28,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-29,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-29,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-30,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-30,main_board,183,0,2,0,181,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-01,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-01,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-04,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-04,main_board,185,0,2,0,183,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-05,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-05,main_board,183,0,2,0,181,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-06,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-06,main_board,181,0,2,0,179,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-07,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-07,main_board,185,0,2,0,183,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-08,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-08,main_board,184,0,2,0,182,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-11,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-11,main_board,183,0,2,0,181,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-12,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-12,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-13,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-13,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-14,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-14,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-15,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-15,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-18,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-18,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-19,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-19,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-20,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-20,main_board,184,0,2,0,182,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-21,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-21,main_board,179,0,2,0,177,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-22,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-22,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-25,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-25,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-26,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-26,main_board,179,0,2,0,177,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-27,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-27,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-28,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-28,main_board,178,0,2,0,176,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-29,chinext,57,0,0,0,57,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-29,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-01,chinext,60,0,0,0,60,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-01,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-02,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-02,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-03,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-03,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-04,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-04,main_board,171,0,2,0,169,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-05,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-05,main_board,170,0,2,0,168,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-08,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-08,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-09,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-09,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-10,chinext,64,0,0,0,64,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-10,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-11,chinext,64,0,0,0,64,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-11,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-12,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-12,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-15,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-15,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-16,chinext,65,0,0,0,65,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-16,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-17,chinext,65,0,0,0,65,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-17,main_board,181,0,2,0,179,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-18,chinext,66,0,0,0,66,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-18,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-19,chinext,65,0,0,0,65,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-19,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-22,chinext,67,0,0,0,67,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-22,main_board,185,0,2,0,183,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-23,chinext,67,0,0,0,67,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-23,main_board,185,0,2,0,183,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-24,chinext,62,0,0,0,62,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-24,main_board,181,0,2,0,179,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-25,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-25,main_board,183,0,2,0,181,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-26,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-26,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-29,chinext,60,0,0,0,60,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-29,main_board,181,0,2,0,179,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-30,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-30,main_board,178,0,2,0,176,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-08-31,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-08-31,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-01,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-01,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-02,chinext,57,0,0,0,57,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-02,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-05,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-05,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-06,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-06,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-07,chinext,62,0,0,0,62,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-07,main_board,183,0,2,0,181,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-08,chinext,60,0,0,0,60,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-08,main_board,181,0,2,0,179,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-09,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-09,main_board,181,0,2,0,179,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-13,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-13,main_board,179,0,2,0,177,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-14,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-14,main_board,178,0,2,0,176,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-15,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-15,main_board,179,0,2,0,177,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-16,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-16,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-19,chinext,52,0,0,0,52,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-19,main_board,172,0,2,0,170,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-20,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-20,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-21,chinext,51,0,0,0,51,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-21,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-22,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-22,main_board,172,0,2,0,170,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-23,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-23,main_board,170,0,2,0,168,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-26,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-26,main_board,170,0,2,0,168,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-27,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-27,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-28,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-28,main_board,169,0,2,0,167,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-29,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-29,main_board,168,0,2,0,166,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-09-30,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-09-30,main_board,172,0,2,0,170,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-10,chinext,51,0,0,0,51,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-10,main_board,170,0,2,0,168,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-11,chinext,48,0,0,0,48,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-11,main_board,170,0,2,0,168,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-12,chinext,52,0,0,0,52,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-12,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-13,chinext,53,0,0,0,53,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-13,main_board,172,0,2,0,170,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-14,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-14,main_board,173,0,2,0,171,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-17,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-17,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-18,chinext,57,0,0,0,57,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-18,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-19,chinext,57,0,0,0,57,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-19,main_board,171,0,2,0,169,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-20,chinext,55,0,0,0,55,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-20,main_board,172,0,2,0,170,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-21,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-21,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-24,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-24,main_board,169,0,2,0,167,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-25,chinext,54,0,0,0,54,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-25,main_board,168,0,2,0,166,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-26,chinext,57,0,0,0,57,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-26,main_board,170,0,2,0,168,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-27,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-27,main_board,168,0,2,0,166,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-28,chinext,56,0,0,0,56,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-28,main_board,164,0,2,0,162,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-10-31,chinext,57,0,0,0,57,stock_info_sz_change_name_asof;daily_bar_presence
2022-10-31,main_board,165,0,2,0,163,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-01,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-01,main_board,167,0,2,0,165,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-02,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-02,main_board,169,0,2,0,167,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-03,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-03,main_board,166,0,2,0,164,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-04,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-04,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-07,chinext,60,0,0,0,60,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-07,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-08,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-08,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-09,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-09,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-10,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-10,main_board,174,0,2,0,172,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-11,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-11,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-14,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-14,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-15,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-15,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-16,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-16,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-17,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-17,main_board,179,0,2,0,177,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-18,chinext,62,0,0,0,62,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-18,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-21,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-21,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-22,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-22,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-23,chinext,60,0,0,0,60,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-23,main_board,176,0,2,0,174,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-24,chinext,60,0,0,0,60,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-24,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-25,chinext,58,0,0,0,58,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-25,main_board,177,0,2,0,175,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-28,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-28,main_board,175,0,2,0,173,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-29,chinext,61,0,0,0,61,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-29,main_board,180,0,2,0,178,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-11-30,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-11-30,main_board,181,0,2,0,179,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-12-01,chinext,60,0,0,0,60,stock_info_sz_change_name_asof;daily_bar_presence
2022-12-01,main_board,184,0,2,0,182,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-12-02,chinext,59,0,0,0,59,stock_info_sz_change_name_asof;daily_bar_presence
2022-12-02,main_board,182,0,2,0,180,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-12-05,chinext,62,0,0,0,62,stock_info_sz_change_name_asof;daily_bar_presence
2022-12-05,main_board,184,0,2,0,182,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-12-06,chinext,62,0,0,0,62,stock_info_sz_change_name_asof;daily_bar_presence
2022-12-06,main_board,187,0,2,0,185,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-12-07,chinext,63,0,0,0,63,stock_info_sz_change_name_asof;daily_bar_presence
2022-12-07,main_board,183,0,2,0,181,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
